Unnamed: 0	question	answer	llm	verbalized
0	Madhadha a Janet anokandira mazai 16 pa zuva. Mangwanani ega ega anodya matatu pakudya kwemangwanani ozobika mamuffins eshamwari dzake zuva regarega nemazai mana. Anozotengesa asara ku musika wevarimi zuva regarega achiita $2 pa zai redhadha. Anowana mari yemadhora mangani pazuva regarega kumusika wevarimi?	18	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Madhadha a Janet anokandira mazai 16 pa zuva. Mangwanani ega ega anodya matatu pakudya kwemangwanani ozobika mamuffins eshamwari dzake zuva regarega nemazai mana. Anozotengesa asara ku musika wevarimi zuva regarega achiita $2 pa zai redhadha. Anowana mari yemadhora mangani pazuva regarega kumusika wevarimi?
<eos>
<|assistant|>
Janet anogona kuwana mari yemadhora gumi nemashanu pazuva kubva pakutengesa mazai ake ezuva nezuva.<eos>"	2
1	Jira rinotora mabhaudhi 2 eblue fiber nepakati pepakati kufiber jena. Rinotora mabhaudhi mangani jira iri?	3	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Jira rinotora mabhaudhi 2 eblue fiber nepakati pepakati kufiber jena. Rinotora mabhaudhi mangani jira iri?
<eos>
<|assistant|>
Jira rinotora mabhaudhi maviri eblue fiber nepakati pepakati pebhasikiti.<eos>"	2
2	Josh afunga kumboedza kutenga nekutengesa imba .Anotenga imba ne $80,000 ndokubva aisa $50,000 yekugadzirisa .Izvi zvakakwidza mutengo weimba ne 150% .Akaita purofiti yemarii ?	70000	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Josh afunga kumboedza kutenga nekutengesa imba .Anotenga imba ne $80,000 ndokubva aisa $50,000 yekugadzirisa .Izvi zvakakwidza mutengo weimba ne 150% .Akaita purofiti yemarii ?
<eos>
<|assistant|>
Josh akawana mari inosvika $35,000. Izvi zvinowanikwa nokuwedzera mutengo wokutengesa wemari yose (80,000) nemutengo wokugadzirisa (50,000).<eos>"	50000
3	 James afunga kumhanya masprint 3  ka3 pasvondo. Anomhanya 60 mamita pasprint yoga yoga .Anomhanya mamita mangani pavhiki ?	540	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
 James afunga kumhanya masprint 3  ka3 pasvondo. Anomhanya 60 mamita pasprint yoga yoga .Anomhanya mamita mangani pavhiki ?
<eos>
<|assistant|>
James akafamba makiromita 1 800 pavhiki.<eos>"	1800
4	Zuva rega rega , Wendi anopa huku yake  imwe neimwe  makapu matatu emusanganiswa wechikafu  chehuku , chine mhodzi ,upfu hwemahwemusi pamwe nemiriwo kuti dzive neutano .Anopa huku chikafu chadzo katatu .Mangwanani anopa huku dzake 15 makapu echikafu .Masikati anopa huku dzake mamwe 25 makapu echikafu. Makapu mangani echikafu aanoda kupa huku dzake mukudya kwekupedzisira kwezuva kana huku dzaWendi dziri 20 .   	20	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Zuva rega rega , Wendi anopa huku yake  imwe neimwe  makapu matatu emusanganiswa wechikafu  chehuku , chine mhodzi ,upfu hwemahwemusi pamwe nemiriwo kuti dzive neutano .Anopa huku chikafu chadzo katatu .Mangwanani anopa huku dzake 15 makapu echikafu .Masikati anopa huku dzake mamwe 25 makapu echikafu. Makapu mangani echikafu aanoda kupa huku dzake mukudya kwekupedzisira kwezuva kana huku dzaWendi dziri 20 .   
<eos>
<|assistant|>
Wendy's inogona kugovera huku dzayo 15 makapu emaprotein ose mangwanani, 25 makapu emaprotein masikati, uye 20 makapu emaprotein kudya kwemanheru.<eos>"	20
5	Kylar akainda ku chitoro kunotenga magirazi emumba itsva yake. Girazi rimwe raiita $5 asi kutenga rimwe girazi rechipiri kwaiita mutengo uri 60% yemutengo wegirazi rekutanga. Kylar anoda kutenga magirazi 16. Anofanira kubhadhara marii kutenga magirazi aya?	64	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Kylar akainda ku chitoro kunotenga magirazi emumba itsva yake. Girazi rimwe raiita $5 asi kutenga rimwe girazi rechipiri kwaiita mutengo uri 60% yemutengo wegirazi rekutanga. Kylar anoda kutenga magirazi 16. Anofanira kubhadhara marii kutenga magirazi aya?
<eos>
<|assistant|>
Kylar anofanira kubhadhara $240 nokuda kwemagirazi 16.<eos>"	16
6	Toulouse ane makwayi akawanda zvokupfuura Charleston ruviri. Charlestone ane makwayi akawandawo zvokupfuura Seattle  neruna. Toulouse, Charleston na Seatle vane makwayi mangani kana Seatle aine 20? 	260	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Toulouse ane makwayi akawanda zvokupfuura Charleston ruviri. Charlestone ane makwayi akawandawo zvokupfuura Seattle  neruna. Toulouse, Charleston na Seatle vane makwayi mangani kana Seatle aine 20? 
<eos>
<|assistant|>
Toulouse ane makwayi akapetwa kaviri kupfuura Charleston.<eos>"	20
7	Carla ari kudhaunirodha faira re 200GB. Anowanzo kudhaunirodha 2 GB/minute, asi 40% ari pakati pekudhaunirodha, Windows inomanikidza kutanga patsva kuti iise maupdates, zvinova zvinotora maminetsi 20. Carla anotangazve kudhaunirodha kubvira pokutanga. Zvichatora nguva yakadii kudhaunirodha faira?	160	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Carla ari kudhaunirodha faira re 200GB. Anowanzo kudhaunirodha 2 GB/minute, asi 40% ari pakati pekudhaunirodha, Windows inomanikidza kutanga patsva kuti iise maupdates, zvinova zvinotora maminetsi 20. Carla anotangazve kudhaunirodha kubvira pokutanga. Zvichatora nguva yakadii kudhaunirodha faira?
<eos>
<|assistant|>
Zvichatora anenge maminitsi 30 kuti Carla adzokorore faira racho sezvo kumhanya kwake kuri 2 GB/min.<eos>"	2
8	John anotyaira  kwemaawa 3 achimhanya 60mph  ndokudzokera kwaabva mushure mekuyeuka kuti pane chaange akanganwa kumba. Akazama kusvika kumba nemaawa 4 asi wakapedza maawa  2 ekutanga amire mota dzisingafambi. Akazopedza chikamu chepakati nepakati cheawa achimhanya ne30mph, asati agona kutyaira panguva dzasara pamaawa 4 nekumhanya kwe80mph. Anga ari kure zvakadii nekummba pakaperera maawa 4?	45	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
John anotyaira  kwemaawa 3 achimhanya 60mph  ndokudzokera kwaabva mushure mekuyeuka kuti pane chaange akanganwa kumba. Akazama kusvika kumba nemaawa 4 asi wakapedza maawa  2 ekutanga amire mota dzisingafambi. Akazopedza chikamu chepakati nepakati cheawa achimhanya ne30mph, asati agona kutyaira panguva dzasara pamaawa 4 nekumhanya kwe80mph. Anga ari kure zvakadii nekummba pakaperera maawa 4?
<eos>
<|assistant|>
John akanga ava kuda kusvika kumba kwemaawa mana.<eos>"	4
9	Mari inowana Eliza paawa rimwe pachikamu chemaawa 40 ekutanga i$10. Akashanda zvinopfuurira mwero waaanofanira kushanda pabasa, anozowana mari inopfuura $10 paawa nechikamu che 1.2 pamusoro. Kana Eliza akashanda kwemaawa 45 pavhiki rino anowana marii?	460	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Mari inowana Eliza paawa rimwe pachikamu chemaawa 40 ekutanga i$10. Akashanda zvinopfuurira mwero waaanofanira kushanda pabasa, anozowana mari inopfuura $10 paawa nechikamu che 1.2 pamusoro. Kana Eliza akashanda kwemaawa 45 pavhiki rino anowana marii?
<eos>
<|assistant|>
Mari inowanikwa naEliza paawa rimwe chete nokuda kwemaawa 45 okushanda pavhiki i$4.50.<eos>"	4
10	Chirongwa chitsva chaive nema dhaunirodhi 60 pamwedzi wekutanga. Madhaunirodhi akaitwa pamwedzi wechipiri aipeta katatu kune madhaunirodhi emwedzi wekutanga, asi ndokudzikisirwa ne 30% pamwedzi wechitatu. Chirongwa chakaita madhaunirodhi mangani kupera kwemwedzi mutatu?	366	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Chirongwa chitsva chaive nema dhaunirodhi 60 pamwedzi wekutanga. Madhaunirodhi akaitwa pamwedzi wechipiri aipeta katatu kune madhaunirodhi emwedzi wekutanga, asi ndokudzikisirwa ne 30% pamwedzi wechitatu. Chirongwa chakaita madhaunirodhi mangani kupera kwemwedzi mutatu?
<eos>
<|assistant|>
Nhamba yose yedhaunirodhi pakupera kwemwedzi mitatu yaiva 108 dhaunirodhi.<eos>"	108
11	Toula akaenda kunobikwa chingwa akanotenga  mhando dzakasisyana dzemapastries. Akatenga madhazeni 3 emadonuts achiita $68 padhazeni rega rega. Madhazeni 2 emacupckes madiki achiita $80 pa dhazeni rega rega nemadhazeni 6 ema cheescakes madiki achiita $55 pa dhazeni rega rega . Akazvitenga marii zvose?	694	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Toula akaenda kunobikwa chingwa akanotenga  mhando dzakasisyana dzemapastries. Akatenga madhazeni 3 emadonuts achiita $68 padhazeni rega rega. Madhazeni 2 emacupckes madiki achiita $80 pa dhazeni rega rega nemadhazeni 6 ema cheescakes madiki achiita $55 pa dhazeni rega rega . Akazvitenga marii zvose?
<eos>
<|assistant|>
$402.<eos>"	402
12	Carlos aondyara muti wemuremoni. Muti wacho unoita $90 kuudyara. Gore rega rega unobereka maremoni 7 aanozotengesa $1.5 rimwe nerimwe. Zvinoita $3 kudiridza nekupa mipfudze pamuti. Anotora makore mangani kuti atange kuwana mari pamuremoni?	13	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Carlos aondyara muti wemuremoni. Muti wacho unoita $90 kuudyara. Gore rega rega unobereka maremoni 7 aanozotengesa $1.5 rimwe nerimwe. Zvinoita $3 kudiridza nekupa mipfudze pamuti. Anotora makore mangani kuti atange kuwana mari pamuremoni?
<eos>
<|assistant|>
Zvinotora makore 6 kuti muti wemupine ufare zvikuru, sezvo mutengo wezvibereko (7 x $1.5 = $10.5) uri pasi pomutengo wokutanga wezvibereko ($90).<eos>"	90
13	Melanie mukadzi anotengesa zvinhu imba nemba. Anotengesa chikamu chimwe kubva muzvitatu zvemavacuum cleaner ake pamba yegirini, zvimwe 2 pamusoro kumba tsvuku, uye zviri pakati nepakati kumba yerangisi. Kana Melanie aine mavacuum cleaner 5 asara, atanga achitengesa mangani?	18	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Melanie mukadzi anotengesa zvinhu imba nemba. Anotengesa chikamu chimwe kubva muzvitatu zvemavacuum cleaner ake pamba yegirini, zvimwe 2 pamusoro kumba tsvuku, uye zviri pakati nepakati kumba yerangisi. Kana Melanie aine mavacuum cleaner 5 asara, atanga achitengesa mangani?
<eos>
<|assistant|>
$420 (U.S.)<eos>"	420
14	Mumba yekudzidzira mune vana 20 vanodzidzira kutamba, 20% yevana varikudzidza kutamba kwechimanjemanje, 25% vevasara varikudzidzira kutamba Jazz, vasara vose varikudzidzira kutamaba hip-hop. Chikamu chipi kubva muzana chinomirira vana vanotamba hip-hop?	60	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Mumba yekudzidzira mune vana 20 vanodzidzira kutamba, 20% yevana varikudzidza kutamba kwechimanjemanje, 25% vevasara varikudzidzira kutamba Jazz, vasara vose varikudzidzira kutamaba hip-hop. Chikamu chipi kubva muzana chinomirira vana vanotamba hip-hop?
<eos>
<|assistant|>
Makumi mashanu muzana (50%) evana vari kudzidzira kutamba hip-hop.<eos>"	50
