premise,hypothesis,label,output
"Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi",Angikaze ngikhulume naye futhi,contradiction,True
"Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi",Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye,entailment,True
"Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi",Sakhuluma kahle,neutral,True
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye,Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani,contradiction,True
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye,Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane,entailment,True
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye,Owesilisa wafika emva kwesikhathi,neutral,True
"Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho",Ngifuna ukukutshela yonke into engiyaziyo ngalokho,contradiction,True
"Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho","Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho",entailment,True
"Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho",Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho,neutral,True
Anginaso isiqiniseko ukuthi kungani,Nginesiqiniseko ukuthi isizathu yini,contradiction,True
Anginaso isiqiniseko ukuthi kungani,Angazi ukuthi kungani ashintshelwa ezikoleni,neutral,False
Anginaso isiqiniseko ukuthi kungani,Angazi kwenzekelani lokho,entailment,True
"Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane",Angikuthandanga ukuthi kube yimi kuphela osebenzisa izilawuli zokuhlola,neutral,True
"Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane",Ukuhlolwa kwakwenziwa ezimbobweni eziphakeme ezincane,entailment,True
"Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane",Babambalwa kuthina abagijimela kuzilawuli ukuyohlola,contradiction,True
"NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick",Ngisasebenza kuze kube yimanje,contradiction,True
"NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick",Ngathatha umhlalaphansi ngonyaka wezi-2002,neutral,True
"NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick",URick wakutshela ukuthi ngathatha umhlalaphansi,entailment,True
"Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo",Ikhasimende uCutty wenza u$10000 ngenyanga,neutral,True
"Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo",Kunekhasimende elibizwa ngoCutty,entailment,True
"Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo",Asinalo ikhasimende elibizwa ngoCutty,contradiction,True
Intombazane engisizile iphuma ngale kwedolobha,Intombazane engifuna ingisize ihlala kude kakhulu,entailment,True
Intombazane engisizile iphuma ngale kwedolobha,Intombazane ezongisiza ihlala kumamayela awu-5 kude,neutral,True
Intombazane engisizile iphuma ngale kwedolobha,Akekho ongangisiza,contradiction,True
"Bahlukaniswa ngokuthi ubani ozosebenza emasimini nokuthi obani abazoba yizingane zasendlini, into ecishe ibenjalo",Bonke bavuma ukuthi bazosebenza emasimini,contradiction,True
"Bahlukaniswa ngokuthi ubani ozosebenza emasimini nokuthi obani abazoba yizingane zasendlini, into ecishe ibenjalo",Abakwazanga ukuvuma ukuthi ubani ozoya ensimini nolungele ukusebenza endlini,entailment,True
"Bahlukaniswa ngokuthi ubani ozosebenza emasimini nokuthi obani abazoba yizingane zasendlini, into ecishe ibenjalo",Abakwwazanga ukuvuma ukuthi ubani ozosebenza ensimini kakotini nokuthi ngubani ozosula phansi,neutral,True
"Babenezingane eziyisihlanu, eyodwa yazo yashona",Zonke izingane zabo zaphila,contradiction,False
"Babenezingane eziyisihlanu, eyodwa yazo yashona",Uyedwa umntwana owashona kwabahlanu,entailment,True
"Babenezingane eziyisihlanu, eyodwa yazo yashona",Umntwana owashona wazalwa egula,neutral,True
"Wathi bekunezinyembezi ezehlayo emehlweni akhe waphinde wathi,wabe esethi kuJoe weza endaweni yokungena",Ngesikhathi emtshela ukuthi akeze endaweni yokungena wayenezinyembezi emehlweni akhe,entailment,True
"Wathi bekunezinyembezi ezehlayo emehlweni akhe waphinde wathi,wabe esethi kuJoe weza endaweni yokungena",Washesha wazisula izinyembezi emfa kokuphosa uJoe endaweni yokungena,contradiction,True
"Wathi bekunezinyembezi ezehlayo emehlweni akhe waphinde wathi,wabe esethi kuJoe weza endaweni yokungena",Wayejabule ukubona uJoe waze waqala ukukhala,neutral,False
Ngisho ngakuthiwa indizamshini yayivutha yayizosha bese iyancibilika iphume ngesivalo sensimbi ukuze ukushisa kuputshuke,Ukushisa kungagcineka futhi ngesikhathi somlilo,neutral,True
Ngisho ngakuthiwa indizamshini yayivutha yayizosha bese iyancibilika iphume ngesivalo sensimbi ukuze ukushisa kuputshuke,Ukushisa kungaputshuka kungxenyana yensimbi emva kokusha kwendizamshini,entailment,True
Ngisho ngakuthiwa indizamshini yayivutha yayizosha bese iyancibilika iphume ngesivalo sensimbi ukuze ukushisa kuputshuke,ukushisa ngeke kuputshuke ngesikhathi somlilo,contradiction,False
"Lona nguSayitsheni omkhulu uClem Francis,osethathe umhlalaphansi kumbutho wezasemoyeni zaseUS",INkosi ithathe umhlalaphansi kwezombutho wasemoyeni zaseUS,entailment,True
"Lona nguSayitsheni omkhulu uClem Francis,osethathe umhlalaphansi kumbutho wezasemoyeni zaseUS",INkosi isanda kuthatha umhlalaphansi emasontweni ambalwa adlule,neutral,True
"Lona nguSayitsheni omkhulu uClem Francis,osethathe umhlalaphansi kumbutho wezasemoyeni zaseUS",INkosi yezombutho yezomoya zaseUS uqale umsebenzi wakhe kulelisonto,contradiction,True
Kuya lapho kunezindizamshini ezimbili noma ezintathu ezifikayo ngesonto futhi angazi ukuthi zisuke zindizela kuphi,Zingaphezu kweyodwa izindizamshini ezifikayo njalo ngesonto,entailment,False
Kuya lapho kunezindizamshini ezimbili noma ezintathu ezifikayo ngesonto futhi angazi ukuthi zisuke zindizela kuphi,Ukunyuka kwesiminyaminya sezindizamshini kuyinkinga,neutral,True
Kuya lapho kunezindizamshini ezimbili noma ezintathu ezifikayo ngesonto futhi angazi ukuthi zisuke zindizela kuphi,Azikho izindizamshini ezifikayo,contradiction,True
Bese bekwenzile ukuqeqeshwa kwabo kumasuthi engcindezi aphelele futhi kungithathe isikhathi uma uya kumasuthi engcindezi aphelele,Kuthatha izinyanga ezintathu ukuqeda ukuqeqeshwa ekusebenziseni amasuthi engcindezi aphelele,neutral,True
