premise,hypothesis,label,output
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Sinnaddamu kwogerako naye.,contradiction,True
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.","Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.",entailment,True
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Twafunamu okwogera okulungi.,neutral,True
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.,contradiction,True
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.","Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",entailment,True
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Mwanamulenzi yajja kikeerezimu.,neutral,True
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Njagala nkubuulire byonna bye mmanyi ku ekyo!,contradiction,True
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.","Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.",entailment,True
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.,neutral,True
"Kale nno, simanyidde ddala lwaki.",Neekakasa ensonga lwaki.,contradiction,True
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki yakyusakyusa amasomero.,neutral,True
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki ekyo kyagwawo.,entailment,True
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.,neutral,True
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.,entailment,True
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Batono ku ffe abaddukanya obuuma mu kugezesa.,contradiction,True
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.","N'okutuusa leero, nkyakola.",contradiction,True
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Nawummula mu 2002.,neutral,True
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Rick yabagamba nti nnawummula.,entailment,True
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Kasitoma ayitibwa Cutty akola  $10000 buli mwezi.,neutral,True
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Waliwo kasitoma ng'erinnya lye ye Cutty.,entailment,True
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Tetulina wano kasitoma yenna ayitibwa Cutty.,contradiction,True
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala gwe nneetaagako obuyambi abeera walako.,entailment,True
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala agenda okunnyamba yeesudde mmayiro 5.,neutral,True
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Tewaliiwo muntu ayinza kunnyamba.,contradiction,True
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Bonna bakkaanya nti bonna baali ba kukola mu nnimiro.,contradiction,False
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Baali tebasobola kukkaanya ku ani yali omukozi ow'omu nnimiro n'ani ayali ow'omu nju.,entailment,True
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Baali tebayinza kukkaanya ku ani yali alina okukola mu nnimiro ya ppamba n'eyali alina okusiimuula ennyumba.,neutral,True
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Abaana baabwe bonna baasimattuka.,contradiction,True
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Omwana omu ye yafa ku baana abataano.,entailment,True
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Omwana eyafa yazaalibwa nga mulwadderwadde.,neutral,False
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.","We yamugambira nti ajje ku lubalaza, yalina amaziga mu maaso ge.",entailment,True
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.",Yeesangula mangu amaziga oluvannyuma lw'okusindika Joe n'amuggya ku lubalaza.,contradiction,True
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.","Yali musanyufu nnyo ng'alabye ku Joe, era yatandikirawo okukaaba.",neutral,True
