premise,hypothesis,label,output
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",እኔ ከእርሱ ጋር ድጋሜ አልተነጋገርኩም።,contradiction,False
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",እኔ በጣም ስለተበሳጨሁ እንደገና እሱን ማነጋገር ጀመርኩ።,entailment,True
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",ጥሩ ንግግር አድርገናል።,neutral,እንደገና ከእርሱ ጋር ማውራት ጀመርኩ - True
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,ከማንም ጋር ስለመገናኘት የተነገረኝ ምንም ነገር የለም።,contradiction,True
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,የሆነ ሰው ሊያገኘኝ እንዲመጣ እንደሚጠራ ተነግሮኝ ነበር።,entailment,True
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,ሰውየው ትንሽ ዘግይቷል ነው የመጣው ።,neutral,True
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,የማውቀውን ሁሉ ስለዚያ ነገር ልነግርህ እፈልጋለሁ!,contradiction,True
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,ስለዚህ ጉዳይ አላወራም፣ ምንም እንኳን ብዙ የሚሸፈን ነገር ቢኖርም።,entailment,True
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,ስለ ከተማዋ ታሪክ አልናገርም ምክንያቱም ብዙ የሚነገር ነገር ስላለ።,neutral,True
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,እኔ ለምን እንደሆነ እርግጠኛ ነኝ።,contradiction,True
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ትምህርት ቤቱን ለምን እንዳዘዋወረ አላውቅም።,neutral,True
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ይህ የሆነው ለምን እንደሆነ አላውቅም።,entailment,False. ይህ የሆነው ለምን እንደሆነ አላውቅም። እኔ እርግጠኛ አይደለሁም። አሁን እኔ እርግጠኛ አይደለሁም እና እንደሆነ አላውቅም ነው።
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ለፈታናዎቹ ተቆጣጣሪዎቹን የሚያካሂደው እኔ ብቻ መሆኔን አልወደድኩትም ።,neutral,False
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ሙከራዎች የሚኬሄዱት በትንሽ ከፍታ ክፍሎች ውስጥ ነበር,entailment,True
