premise,hypothesis,label,output
"Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena",Ntabwo narinongera kumuvugisha ,contradiction,False
"Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena",Narimfite intimba nisanga nongeye kumuvugisha ,entailment,True
"Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena",Twagiranye ikiganiro kiza,neutral,True
"Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure",Ntabwo bigeze bambwira ikintu kijyanye noo guhura numuntu,contradiction,True
"Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure",bambwiye ko hari umusore bazahamagara ngo duhure ,entailment,True
"Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure",Umusore yahageze atinze,neutral,True
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke,Nshaka kukubwira ibyonzi byose byerekarenye nabyo,contradiction,Neither
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke,"Ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo",entailment,Neither
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke,Ntabwo mvuga amateka yumujyi kuko hari byinshi byo kuvuga,neutral,Neither
Ntabwo rero nzi impamvu,Nzi neza impamvu yabiteye,contradiction,True
Ntabwo rero nzi impamvu,Ntabwo nzi impamvu yahinduye amashuri,neutral,True
Ntabwo rero nzi impamvu,Sinzi impamvu ibyo byabaye,entailment,Neither
"ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito",Sinakundaga kuba arinjyenyine uyobora ubugenzuzi kubizamini,neutral,True
"ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito",Ibizimini byakorewe mubyumba bito bito ,entailment,True
"ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito",Hariho bake muri twe bayoboraga ubugenzuzi bwo gukora ikizimani,contradiction,True
"Ndi uh, Umuyobozi mukuru Serija, yarasezeye, nkuko Rick yabivuze",Ndacyakora kugeza na nubu,contradiction,True
"Ndi uh, Umuyobozi mukuru Serija, yarasezeye, nkuko Rick yabivuze",Nasezeye muri 2002,neutral,True
"Ndi uh, Umuyobozi mukuru Serija, yarasezeye, nkuko Rick yabivuze",Rick yakubwiye ko nasezeye,entailment,True
"Hano hari amafaranga ateganijwe kumeza yanjye kandi, um, uh, ni kuri bene Cutty, iryo niryo zina ryumukiriya",Umukiriya witwa Cutty abona $10000 buri kwezi,neutral,True
"Hano hari amafaranga ateganijwe kumeza yanjye kandi, um, uh, ni kuri bene Cutty, iryo niryo zina ryumukiriya",Uyu numukiriya witwa Cutty,entailment,True
"Hano hari amafaranga ateganijwe kumeza yanjye kandi, um, uh, ni kuri bene Cutty, iryo niryo zina ryumukiriya",Ntabakiriya tugira bitwa Cutty,contradiction,True
Umukobwa ushobora nkufasha ari munzira yerekeranye no mumujyi,Umukobwa nkeneye ko amfasha aba kure,entailment,True
Umukobwa ushobora nkufasha ari munzira yerekeranye no mumujyi,Umukobwa ugiye kumfasha ari murikilometero 5,neutral,False
Umukobwa ushobora nkufasha ari munzira yerekeranye no mumujyi,Ntamuntu ushobora kumfasha ,contradiction,True
"Ariko baribagabanyijwe nkabari abafasha mumurima nabo gukora murugo, nuko byari bimeze",Bose bemejeko bazakorera mumurima,contradiction,True
"Ariko baribagabanyijwe nkabari abafasha mumurima nabo gukora murugo, nuko byari bimeze",Ntibashoboraga kumvikana ninde wari gukorera mumurima nuwo gukorera murugo,entailment,True
"Ariko baribagabanyijwe nkabari abafasha mumurima nabo gukora murugo, nuko byari bimeze",Ntibashoboraga kwemeranya ninde ugomba gukora mumurima w ipamba nande ugomba gukoropa hasi,neutral,True
"Ndashaka kuvuga ko bafite, nka, babyaranye abana batanu, umwe muri bo yarapfuye",Abana babo bose bararokotse,contradiction,False
"Ndashaka kuvuga ko bafite, nka, babyaranye abana batanu, umwe muri bo yarapfuye",Umwana umwe muribo batanu yarapfuye,entailment,True
