premise,hypothesis,label,output
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Khange ndithethe naye. ,contradiction,False
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye. ,entailment,True
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Saye sathetha kakuhle kakhulu. ,neutral,True
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Andizange ndixelelwe nto ngokudibana nomntu. ,contradiction,True
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane. ,entailment,True
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Umfana wafika emva kwexesha.,neutral,True
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,Ndifuna ukuxelela yonke into endiyaziyo ngalo nto. ,contradiction,True
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,"Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe.",entailment,True
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha. ,neutral,True
Ngoko andiqinisekanga ukuba kutheni.,Ndiqinisekile ngesizathu sokuba kutheni. ,contradiction,True
Ngoko andiqinisekanga ukuba kutheni.,Andiyazi kwakutheni ukuze atshintshe izikolo.,neutral,True
Ngoko andiqinisekanga ukuba kutheni.,Andiyazi ukuba kutheni ukuze yenzeke lo nto.  ,entailment,Neither
"Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. ",Zange ndithande ukuba ibendim ndodwa owaqhuba abalawuli kuvavanyo.,neutral,True
