premise,hypothesis,label,output
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","nazali euh! mokonzi ya mapinga monene, natika musala, lokoka Rick alobi",contradiction,True
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","alobi ezalaki kaka pinzoli mutu kotanga na misu na ye PE alobi, na sima alobi ete joe azali",entailment,True
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","ndenge alobaki mata na porche, atangisaki pinzoli na miso",neutral,Neither
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",bazuaki ngalasisi PONA ba kostume ya pression PE ezuaki NGA tango soki otié ,contradiction,Neither
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",ezuaka ti Na basanza misato pona kosilisa koyekola kosalela kostume ya espace mobimba ,entailment,False
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",Na tie motema na Tina ete naza na posa ya ko Mona kaka ba totaux PONA ko silisa likambu oyo,neutral,Neither
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",bayebisaki yo Ete na yebi nionso Oyo ezo leka,contradiction,Neither
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",eza Liwa ya inspecteur yango Wana ba yebisaki nga,entailment,True
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",eza Na makombo ya mukié ebele Oyo ba bombelaki nga,neutral,True
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,capitaine Blood azalaki na makoki ya ko kanisa biloko Oyo ezalaki ko pesa ye mawa ko sanga ko kata,contradiction,False
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,makanisi ya capitaine Blood ekatamaki likolo ya mua makelele ,neutral,True
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,makelele ya muana mbwa ebimisaki capitaine Na makanisi Na ye,entailment,True
osunga NGA malamu tango nazalaki mo umbu na barbade,"Kuna, koleka nktoko misato te, ezalaki mabele, efelo ekokana te ya verdure vive etondisaki horizon ",neutral,False
osunga NGA malamu tango nazalaki mo umbu na barbade,paysage ya luxe ezalaki komonana,entailment,True
osunga NGA malamu tango nazalaki mo umbu na barbade,"mokonzi aza Na bato atindaki, naza Moko na bango",contradiction,True
mokonzi atindaki NGA Awa esali mposo Moko uta Naya,nazuaka mitindo kowuta epayi ya mokinzi te,contradiction,False
mokonzi atindaki NGA Awa esali mposo Moko uta Naya,"Esengelaki na pesa yo yango, to PE na ndimaki yango, alobaki",neutral,True
mokonzi atindaki NGA Awa esali mposo Moko uta Naya,Natikala ko banza te été asengelaki ko pesa yo eloko moko,entailment,True
azalaki na niongo na yo PONA lisungi Oyo opesa ye tango azalaki ko senga mbongo na zela,blood azuaki ndoto Moko ya Tina te na mbetu naye ya moyi,neutral,False
azalaki na niongo na yo PONA lisungi Oyo opesa ye tango azalaki ko senga mbongo na zela,Blood azalaki ko tafuna bileyi Oyo ESI aliaki tango ami tandaki Na mbetu,entailment,True
azalaki na niongo na yo PONA lisungi Oyo opesa ye tango azalaki ko senga mbongo na zela,Blood abandaki ko kanisa makasi mbala ya suka amonaki maman na ye,contradiction,True
"iyo, bongo, Nako yebisa bino yango ","malamu mingi, Nako lobela yo yango",entailment,True
"iyo, bongo, Nako yebisa bino yango ",Natikala monoko ya ko kangama,neutral,True
"iyo, bongo, Nako yebisa bino yango ",eza kaka PONA olako été oko yebisa yango mutu te NDE nazo yebisa yo yango ,contradiction,True
ah! PE Na ndenge Nini?,mutu Moko Azo tuna ngambu Nini akende,contradiction,Neither
ah! PE Na ndenge Nini?,motuni mituna aza ye Moko PE aza Na moto Yako solola Na ye te,entailment,Neither
ah! PE Na ndenge Nini?,moto Oyo Azo tuna motuna aza Na lombangu PE asengeli koyeba mbala Moko nzela ya kokende,neutral,Neither
napesaka commission ya mokonzi na Pete te,kopesa commission ya mokonzi ezo balana te na bizaleli malamu,contradiction,True
napesaka commission ya mokonzi na Pete te,bakanisaki mingi maye matali commission ya mokonzi,entailment,True
napesaka commission ya mokonzi na Pete te,natiaki moboko Na mandat PONA kopesa commission Na mokonzi Nako sanga kobanza PONA yango ,neutral,False
asosolaki ete akokaki kosengela ko zonga sima na lombango,asosolaki ete azalaki no mokolo mobimba PONA amilongola,entailment,True
asosolaki ete akokaki kosengela ko zonga sima na lombango,asosolaki ete esengalaki asala nokinoki,contradiction,Neither
asosolaki ete akokaki kosengela ko zonga sima na lombango,soki atikalaki esika Moko tolingaki tomona ye,neutral,Neither
alingaki te ndenge ye aboma batu ebele ba mbula misato oyo eleki,alobaki Na esengo pona ba aventures PE bomoto Na ye,neutral,True
alingaki te ndenge ye aboma batu ebele ba mbula misato oyo eleki,Azalaki ko loba na mawa Na mungongo,entailment,True
alingaki te ndenge ye aboma batu ebele ba mbula misato oyo eleki,Na panzi ete ekutani Na ba posa Na yo,contradiction,Neither
Na banzi ba misusu PE bazalaka boyé ,natangaki makambu etali bato Na bino pe culture na bino,entailment,True
Na banzi ba misusu PE bazalaka boyé ,Na banzi eza Penza mingi te kati Na biso,neutral,True
Na banzi ba misusu PE bazalaka boyé ,kokanga elongi Na ko kanga makiki efinaki elongi Na ye,contradiction,True
elongi Na ye ezalaki na mwa koseka,ayokaki liyoki ya pasi makasi na estoma na ye,entailment,True
elongi Na ye ezalaki na mwa koseka,akangisi makiki  / akangi elongi,neutral,True
elongi Na ye ezalaki na mwa koseka,"atalaki na miso ya ngala ,kasi tango amonaki elongi naye ya mawa, PE ko kanga makiki Na mbunzu Na ye, elongi naye ebogwanaki ",contradiction,True
Elongi Na ye ebogwanaki nasima komona elongi na ye,Elongi na ye engengaki Tango amonaki elongi Na ye yako kokanga,neutral,True
Elongi Na ye ebogwanaki nasima komona elongi na ye,ayebaki te soki azalaki na Kanda Na ye,entailment,True
Elongi Na ye ebogwanaki nasima komona elongi na ye,"kotambola malembe, abalukaki efelo ya makwanza PE alekaki bikuke ya minene ya lopangu ",contradiction,True
"ndenge bikuke ezalaki ya kokanga na fongola, amataki likolo ya efelo PE akitaki Na kati ya lopangu",bikuke ya minene ezalaki nzela se Moko ya ko kotela na lopangu,neutral,True
"ndenge bikuke ezalaki ya kokanga na fongola, amataki likolo ya efelo PE akitaki Na kati ya lopangu",ezalaki Na bikuke ya minene Oyo ebandaki komema na lopangu ,entailment,True
"ndenge bikuke ezalaki ya kokanga na fongola, amataki likolo ya efelo PE akitaki Na kati ya lopangu",azalaki shérif Oyo akangaka moyibi,contradiction,False
Nazali motindami ya mokonzi na région ya ba barbare PE ba boti yavpene ya mokonzi sunderland,ba mboka ebele PE ba bulamatari ya ba mboka baza Na masengami ya audits mosusu,contradiction,True
Nazali motindami ya mokonzi na région ya ba barbare PE ba boti yavpene ya mokonzi sunderland,ba bulamatari ya ba mboka baza Na makoki Yako tia ba règle Na Bango moko,entailment,True
Nazali motindami ya mokonzi na région ya ba barbare PE ba boti yavpene ya mokonzi sunderland,ba bulamatari ya mboka baza Na masengami ata Moko te,neutral,False
eza Na masengami mosusu ya audit Oyo epesamaki na ba bulamatari ya mboka,groupe ya sécurité ya sango ekumbanaki kati na 8 PE 12 sessions ma sanza,neutral,False
eza Na masengami mosusu ya audit Oyo epesamaki na ba bulamatari ya mboka,groupe ya sécurité ezalaka en moyenne Na 9 sessions Na sanza,entailment,False
eza Na masengami mosusu ya audit Oyo epesamaki na ba bulamatari ya mboka,", groupe ya sécurité eza Na séance mikolo nionso Na sanza",contradiction,False
groupe sécurité eza animé ba sessions ebele na mbula moko,"Kasi, ingénierie yambo Ya ko banda ekokisama kala",contradiction,True
groupe sécurité eza animé ba sessions ebele na mbula moko,ingénierie ezalaka Na eleko ya préliminaire ,neutral,True
groupe sécurité eza animé ba sessions ebele na mbula moko,ingénierie esalema Kaka Na suka,entailment,True
"kozanga étude préliminaire, ingénierie eza Na chance ebele Yako Simba te","bongo, bato Oyo azuaka bikateli ya politique PE ba kambi Nakati ya bulamatari ba ndimi ba iniormationya sika Pina konorienter bikateli Na bango",neutral,True
"kozanga étude préliminaire, ingénierie eza Na chance ebele Yako Simba te",ba représentants ya bulamatari ba bongoli lolenge na nango Yako Tala makambu,contradiction,False
"kozanga étude préliminaire, ingénierie eza Na chance ebele Yako Simba te",ba représentants ya bulamatari bazo meka ko matisa nguya ya kokanisa na ndenge mosusu,entailment,True
ba représentants ya bulamatari bazo boya ko bongola ndenge ya ko bika,ekoki kosengela ete ba dossier esengeli koza traduit PONA ba client Oyo ko sosola munoko mosusu Oyo eza engele te,neutral,True
ba représentants ya bulamatari bazo boya ko bongola ndenge ya ko bika,ba dossiers ya affaire epesameli Nzela Kaka Na engele,contradiction,True
ba représentants ya bulamatari bazo boya ko bongola ndenge ya ko bika,ba dossiers ekoki kokomama Na chinois to ma russe,entailment,True
ba dossiers ekoki kokomama Na minoko misusu,bamakoki misusu eyo exo salema to PE Oyo babongisi ezali na,neutral,Neither
ba dossiers ekoki kokomama Na minoko misusu,mingi ya mokoki na biso ESI eza Na misala,entailment,Neither
ba dossiers ekoki kokomama Na minoko misusu,toza na eloko Moko te Oyo to bongisi PONA avenir,contradiction,True
ESI toza Na eloko Oyo to bongisi,ba longoli ba fichiers informatique ya IBM,neutral,True
ESI toza Na eloko Oyo to bongisi,ba longoli ba fichiers ya Dora ya ordinateur ,contradiction,True
ESI toza Na eloko Oyo to bongisi,bazo bomba ba fichier ya Dora nionso ,entailment,True
représentant oko tala bato PONA heure moko,ezalaki Na visite ya représentant,neutral,True
représentant oko tala bato PONA heure moko,totikala kozala Na visite te,contradiction,True
représentant oko tala bato PONA heure moko,choix Yako bomba to te eza influencé Na bomemgo,entailment,Neither
bomengo PE ba économies ezalaka mingi mingi Yako kangama te,bato ya mbongo baza Na makoki ya ko bomba eteni ya bozui na bango,contradiction,True
