Unnamed: 0	question	answer	llm	verbalized
0	Janet's ducks lay 16 eggs a day. Each morning she eats three for breakfast and then cooks muffins for her friends with four eggs. She then sells the remainder at the farmers' market for $2 a duck egg. How much money does she make a day at the farmers' market?	18	"Answer only. 
Janet's ducks lay 16 eggs a day. Each morning she eats three for breakfast and then cooks muffins for her friends with four eggs. She then sells the remainder at the farmers' market for $2 a duck egg. How much money does she make a day at the farmers' market?

Please answer in dollars and cents."	2
1	A cloth takes 2 bolts of blue fiber through the middle of the white fiber. How many bolts does this cloth take?	3	"Answer only. 
A cloth takes 2 bolts of blue fiber through the middle of the white fiber. How many bolts does this cloth take?

Answer: 3 bolts."	3
2	Josh decides to try buying and selling a house. He buys a house for $80,000 and then invests $50,000 to renovate it. This increases the price of the house by 150%. How much profit did he make?	70000	"Answer only. 
Josh decides to try buying and selling a house. He buys a house for $80,000 and then invests $50,000 to renovate it. This increases the price of the house by 150%. How much profit did he make?

Answer: $150,000"	150000
3	James has decided to run 3 sprints 3 times a week. He runs 60 meters in each sprint. How many meters does he run in a week?	540	"Answer only. 
James has decided to run 3 sprints 3 times a week. He runs 60 meters in each sprint. How many meters does he run in a week?

Answer: 
60 meters x 3 sprints x 3 times a week = 180 meters per week"	180
4	Every day, Wendi gives each of her chickens three cups of a mixture of chicken food, consisting of seeds, coconut flour and vegetables for their health.She gives the chickens their food three times.In the morning she gives her chickens 15 cups of food.In the afternoon she gives her chickens another 25 cups of food.How many cups of food would she want to give her chickens in the last meal of the day if Wendi's chickens are 20?	20	"Answer only. 
Every day, Wendi gives each of her chickens three cups of a mixture of chicken food, consisting of seeds, coconut flour and vegetables for their health.She gives the chickens their food three times.In the morning she gives her chickens 15 cups of food.In the afternoon she gives her chickens another 25 cups of food.How many cups of food would she want to give her chickens in the last meal of the day if Wendi's chickens are 20?

Answer: 30 cups of food."	30
5	Kylar went to the store to buy glasses for her new home. A pair of glasses cost $5 but buying a second pair cost 60% of the original price. Kylar wants to buy 16 glasses. How much should she pay for these glasses?	64	"Answer only. 
Kylar went to the store to buy glasses for her new home. A pair of glasses cost $5 but buying a second pair cost 60% of the original price. Kylar wants to buy 16 glasses. How much should she pay for these glasses?

Answer: $80.

Explanation:

To find the cost of 16 glasses, we need to calculate 60% of the cost of one glass.

60% of $5 = $3

So, the cost of 16 glasses is $3 x 16 = $48.

Since each glass costs $5, the total cost of 16 glasses is $48 + (16 x $5) = $80."	80
6	Toulouse has twice as many votes as Charleston. Charleston also has four more votes than Seattle. How many votes do Toulouse, Charleston and Seattle have if Seattle has 20?	260	"Answer only. 
Toulouse has twice as many votes as Charleston. Charleston also has four more votes than Seattle. How many votes do Toulouse, Charleston and Seattle have if Seattle has 20?

Answer: Toulouse - 30, Charleston - 20, Seattle - 20."	20
7	Carla is downloading a 200GB file. She usually downloads 2GB/minute, but 40% of the time in between downloads, Windows forces a restart to install updates, which takes 20 minutes. Carla restarts the download from the beginning. How long will it take to download the file?	160	"Answer only. 
Carla is downloading a 200GB file. She usually downloads 2GB/minute, but 40% of the time in between downloads, Windows forces a restart to install updates, which takes 20 minutes. Carla restarts the download from the beginning. How long will it take to download the file?

Answer: 480 minutes (8 hours)"	8
8	John drives for 3 hours at 60mph and returns home after remembering that he forgot something at home. He tries to get home by 4 hours but spends the first 2 hours waiting for traffic to stop. He then spends the middle part of the hour running at 30mph, before he can drive the remaining 4 hours at 80mph. How far would he be from home by the end of 4 hours?	45	"Answer only. 
John drives for 3 hours at 60mph and returns home after remembering that he forgot something at home. He tries to get home by 4 hours but spends the first 2 hours waiting for traffic to stop. He then spends the middle part of the hour running at 30mph, before he can drive the remaining 4 hours at 80mph. How far would he be from home by the end of 4 hours?

Answer: 2 hours

Explanation:

John spends the first 2 hours waiting for traffic to stop, which means he covers a distance of 2 hours x 60mph = 120 miles.

He then spends the middle part of the hour running at 30mph, which means he covers a distance of 1 hour x 30mph = 30 miles.

Therefore, by the end of 4 hours, John has covered a total distance of 120 miles + 30 miles = 150 miles from home."	150
9	Eliza earns $10 an hour for the first 40 hours, and if she continues to work above her work rate, she will earn more than $10 an hour and 1.2 times that amount. If Eliza works 45 hours this week, how much will she earn?	460	"Answer only. 
Eliza earns $10 an hour for the first 40 hours, and if she continues to work above her work rate, she will earn more than $10 an hour and 1.2 times that amount. If Eliza works 45 hours this week, how much will she earn?

Answer: $490

Explanation:

Eliza works for 45 hours this week, and her hourly rate is $10 for the first 40 hours. Therefore, she earns $400 for the first 40 hours ($10/hour x 40 hours).

For the remaining 5 hours, she earns more than $10 an hour and 1.2 times that amount, which is $12. So, she earns an additional $60 for the remaining 5 hours ($12/hour x 5 hours).

Therefore, Eliza earns a total of $490 this week ($400 + $60)."	60
