	premise	hypothesis	label	llm
0	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	I never spoke to him again.	contradiction	Neutral
1	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	I was so upset that I started talking to him again.	entailment	Neutral
2	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	We had a good conversation.	neutral	Neutral
3	They explained that I would eventually be invited by a relative with whom we would get along.	I wasn't told anything about meeting anyone.	contradiction	Contradiction
4	They explained that I would eventually be invited by a relative with whom we would get along.	I was told that someone would be summoned to meet me.	entailment	"Neutral

(Ini kwa Zulu)"
5	They explained that I would eventually be invited by a relative with whom we would get along.	He arrived late.	neutral	"Neutral

(Siwethemba!)"
6	There's a lot you could talk about, but I'll leave it at that.	I want to tell you everything I know about these things.	contradiction	Neutral
7	There's a lot you could talk about, but I'll leave it at that.	I will not go into these matters, although there is much to be concealed.	entailment	Neutral
8	There's a lot you could talk about, but I'll leave it at that.	I can't talk about the history of the city because there's so much to talk about.	neutral	"Neutral

(Siwalela, kuthiwa ukuthi)

Translation: It's neutral, because it's not explicitly stated that there's a lot to talk about the history of the city."
9	So, I don't really know why.	I'm sure of why.	contradiction	Contradiction
10	So, I don't really know why.	I don't know why he switched schools.	neutral	Neutral.
11	So, I don't really know why.	I don't know why that happened.	entailment	"Kwaku! (That's ""Ah, okay!"" in Twi)

The answer is: Entailment."
12	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	I didn't want to be unique by driving the measurement supervisors.	neutral	"Neutral

(Siwethemba)"
13	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	Experiments were conducted with miniature altitude chambers.	entailment	Entailment
14	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	There were a few of us who ran away from the supervisors for the exam.	contradiction	Neutral
15	Retired master sergeant, as Rick called it.	I still work to this day.	contradiction	Contradiction
16	Retired master sergeant, as Rick called it.	I retired in 2002.	neutral	"Neutral

(Khona kuthethwa, ngoku ke kuthethwa)"
17	Retired master sergeant, as Rick called it.	Rick told you I was retired.	entailment	Entailment.
18	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	A client named Cutty makes $10,000 a month.	neutral	"Neutral

(Siwethemba, siyayenza ukuthi labanye labo abantu abalungile ukuthi Cutty ngumuntu omncamvu, kodwa siyayenza ukuthi siyakwazi ukuthi Cutty ingumuntu omncamvu owenza $10,000 ukusukela kwe- month.)"
19	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	There's a client named Cutty.	entailment	Entailment
20	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	We don't have any customers named Cutty.	contradiction	"Contradiction

(Kwaku nipa, sɛn! - Ah, I understand, yes!)"
21	This girl can help you get anywhere in the city.	The girl from whom I need help lives far away.	entailment	Neutral.
22	This girl can help you get anywhere in the city.	The girl who will help me is 5 miles away.	neutral	"Neutral

(Kwaku kwa, kɛnɛ kɛnɛ, kɛnɛ kɛnɛ) - Ah, Ah, Ah, Ah, Ah!"
23	This girl can help you get anywhere in the city.	No one can help me.	contradiction	"Contradiction

(In Swahili: Kuna mpangilio)"
24	They were fighting over who was the youngest player and who was the youngest player to win at home.	They all agreed to work in the fields.	contradiction	Neutral
25	They were fighting over who was the youngest player and who was the youngest player to win at home.	They didn't accept who was in the hall and who wasn't.	entailment	Neutral
26	They were fighting over who was the youngest player and who was the youngest player to win at home.	They could not agree on who was to work in the cotton field and who was to do the decking.	neutral	"Neutral

(Siwethemba)"
27	I mean, they had five sons, one of whom died.	All their children survived.	contradiction	Contradiction
28	I mean, they had five sons, one of whom died.	One of the five children died.	entailment	"Entailment

(In Yoruba: Entailment - ṣe ẹgbẹ, ṣe ẹgbẹ)"
29	I mean, they had five sons, one of whom died.	The dead child was born sickly.	neutral	"Neutral

(In Yoruba: Ò jẹ́ nínú, èyí tí wón tó jẹ́ àwọn ọmọ mẹ́fà, kí àkọ́ àkọ́rò rẹ̀ jẹ́)

Translation: It's neutral."
30	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She was crying as she told him to come to the hall.	entailment	Neutral
31	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She quickly wiped away tears after throwing Joe out of the hall.	contradiction	"Neutral

(Siwethemba)"
32	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She was so happy to see Joe that she burst into tears.	neutral	Neutral
33	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation can be treated in the event of fire as well.	neutral	"Neutral

(Siwale siya, siyakuthanda!)"
34	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation could leak from the controls after the plane caught fire.	entailment	Entailment
35	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation cannot leak during a fire.	contradiction	Contradiction
36	General Clem Francis is retiring from the U.S. Air Force.	The chief is retired from the U.S. Air Force.	entailment	"Entailment

(Kwaku nipa nipa, kyerɛw nipa) - ""It is clear, it is clear, it says so"""
