	premise	hypothesis	label	llm
0	Honestly, I never thought about it, but I was so shocked, I ended up talking to him again.	I didn't talk to him anymore	contradiction	"Contradiction

(Khetha, khetha, contradiction)"
1	Honestly, I never thought about it, but I was so shocked, I ended up talking to him again.	It was heartbreaking to talk to him again	entailment	Neutral
2	Honestly, I never thought about it, but I was so shocked, I ended up talking to him again.	A Successful Conversation	neutral	"Neutral

(Siwani, siwani, siwani!)"
3	They told me, uh, that they're going to call the guy we graduated from to meet me.	They never told me anything about dating.	contradiction	"Neutral

(Siwani siwele)"
4	They told me, uh, that they're going to call the guy we graduated from to meet me.	I was told that a young man would be called to meet me	entailment	"Neutral

(In Yoruba: O kii ti wu. Ese ni.)"
5	They told me, uh, that they're going to call the guy we graduated from to meet me.	A Young Man Who Arrived Late	neutral	Neutral
6	There's a lot you can say about that, but I'll skip it.	I want to tell you everything I've been through.	contradiction	"Neutral

(Siwalele, siyayile)"
7	There's a lot you can say about that, but I'll skip it.	I'm not going to talk about it, although there's a lot to talk about.	entailment	"Neutral

(In Yoruba: Ojú èṣẹlẹ)"
8	There's a lot you can say about that, but I'll skip it.	I don't talk about the history of the city because there is so much to talk about.	neutral	"Neutral

(In Yoruba: O ni yio jẹ́ ẹ̀yẹ, kí ẹ̀yẹ lóòtọ́)

Translation: It's neutral, so it's not either one."
9	So I don't know why	I know exactly why.	contradiction	"Contradiction

(In Yoruba: Oluwa, contradiction)"
10	So I don't know why	I don't know why he changed schools	neutral	"Neutral

(Siwu siyazi ngani)"
11	So I don't know why	I don't know why this happened.	entailment	"Neutral

(Siyo ndiyo ndiyo)"
12	I'm the only one, uh, who's ever done a home inspection, an exam in a tiny little room	I didn't like being the only one supervising the exams	neutral	"Sawubona! (Hello!)

The answer is: Entailment.

The premise states that the speaker was the only one doing a home inspection, which implies that they were also the only one supervising the exams. Therefore, the hypothesis that they didn't like being the only one supervising the exams is entailed by the premise."
13	I'm the only one, uh, who's ever done a home inspection, an exam in a tiny little room	Fireworks made in tiny rooms	entailment	"Neutral

(Siwili, ""Ndiyakubonga"" - I understand)

In this case, the premise talks about a home inspection in a tiny room, while the hypothesis is about making fireworks in tiny rooms. These two statements are unrelated, so there is no entailment, contradiction, or logical connection between them."
14	I'm the only one, uh, who's ever done a home inspection, an exam in a tiny little room	A few of us were responsible for overseeing the production of the incense	contradiction	Neutral
15	I'm, uh, CEO Serija, he resigned, as Rick said.	Still working to this day	contradiction	"Contradiction

(In Yoruba: ṣe olúṣe, Serija jẹ́ ológun, ó ṣe Rick ṣe)

(Note: ṣe olúṣe means ""he resigned"", and ṣe Rick ṣe means ""as Rick said"")"
16	I'm, uh, CEO Serija, he resigned, as Rick said.	Retired in 2002	neutral	"Neutral

(Sasa nini? - What's the matter?)"
17	I'm, uh, CEO Serija, he resigned, as Rick said.	Rick told you that I quit.	entailment	"Neutral

(Siwela)"
18	There's money waiting on my desk and, um, uh, it's for the Cutty family, that's the name of the client.	A client named Cutty earns $10,000 a month	neutral	"Neutral

(In Swahili: Hali ya kati)"
19	There's money waiting on my desk and, um, uh, it's for the Cutty family, that's the name of the client.	This customer is called Cutty	entailment	Entailment
20	There's money waiting on my desk and, um, uh, it's for the Cutty family, that's the name of the client.	We have a client named Cutty	contradiction	Entailment
21	The girl who can help you is on her way to the city	The girl I need help with is far away	entailment	"Neutral

(In Zulu: Ngiyabonga, ngiyaphila ukuthi kuthathathu, kodwa ngiyaphila ukuthi kuthathathu kuyinto ekuhlaleni)"
22	The girl who can help you is on her way to the city	The girl who is going to help me is 5 km away	neutral	"Neutral

(Kwaku nko, kofi nko, kofi ye woara)"
