	premise	hypothesis	label	llm
0	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	I never spoke to him again.	contradiction	"Contradiction

(In Swahili: Hakuna mchezo)"
1	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	I was so upset that I started talking to him again.	entailment	Entailment
2	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	We made it a very enjoyable talk.	neutral	Neutral.
3	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	I had never been invited to meet anyone.	contradiction	"Neutral

(Siwé, siwelela)"
4	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	I was told that a young man was to be called in to see me.	entailment	Neutral.
5	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	The boy appeared to be very young.	neutral	Neutral
6	We have much to say about this man, but we will pass on to the next.	I want to tell you all I know about it!	contradiction	"Neutral

(Siwethemba)"
7	We have much to say about this man, but we will pass on to the next.	There is much more to be said, but I will not talk about it.	entailment	"Neutral

(Siwé sibona ngani kuba siya, kodwa siyabonga kuze kube.)

Note: Siwé sibona ngani kuba siya means ""We have much to say about this man"", kodwa siyabonga kuze kube means ""but we will pass on to the next"", and ngani kuba siya means ""but I will not talk about it"". The premise and hypothesis are not directly related, hence the answer is neutral."
8	We have much to say about this man, but we will pass on to the next.	I'm not going to talk about the history of the city, because there's so much history.	neutral	Neutral.
9	So I really don't know why.	I have no doubt as to why.	contradiction	Contradiction
10	So I really don't know why.	I don't know why he changed schools.	neutral	"Neutral

(Siwalele, siwalele, siwalele... - Afrikaans: ""Niks, niks, niks..."")"
11	So I really don't know why.	I don't know why.	entailment	Entailment.
12	I was the only one, and I always opened the checkpoint in a low-altitude cave.	I didn't want to be the one to open the door.	neutral	"Neutral

(In Yoruba: Oṣùṣú, ènìyàn kò ṣe èṣùn.)

(Note: ""Oṣùṣú"" means ""neutral"", ""ènìyàn"" means ""person"", and ""kò ṣe èṣùn"" means ""it is not a statement of affirmation or negation"".)"
13	I was the only one, and I always opened the checkpoint in a low-altitude cave.	Experiments were carried out in a low-pressure environment.	entailment	"Neutral

(Sidan)"
14	I was the only one, and I always opened the checkpoint in a low-altitude cave.	Only a few of us were able to keep an eye on it.	contradiction	"Neutral

(Siyo, siyo, siyo, kwa Zulu!)"
15	I, oh, the CEO of Sage, am retired, just like Rick said.	I am still working today.	contradiction	Contradiction
16	I, oh, the CEO of Sage, am retired, just like Rick said.	In 2002, I was able to retire.	neutral	Entailment
17	I, oh, the CEO of Sage, am retired, just like Rick said.	Rick has told you that I am retired.	entailment	Entailment
18	There's some cash flow estimates on my desk and, um, uh, so-and-so's name is Cutty, so that's the nickname.	The Cutty family earns $10,000 a month.	neutral	Neutral.
19	There's some cash flow estimates on my desk and, um, uh, so-and-so's name is Cutty, so that's the nickname.	There is the Cutty family.	entailment	"Neutral

(Siwu siya ngokuthula, kanti siya ngokuthula ngokuthula)"
20	There's some cash flow estimates on my desk and, um, uh, so-and-so's name is Cutty, so that's the nickname.	We don't have any customers named Cutty.	contradiction	Neutral
