	premise	hypothesis	label	llm
0	Honestly I didn't think about it but I was very angry, and finally I hid and talked to him more.	I never spoke to him again.	contradiction	"Neutral

(Khona ke ngwana, ke na leboga)"
1	Honestly I didn't think about it but I was very angry, and finally I hid and talked to him more.	I just got so angry that I started talking to him more.	entailment	"Neutral

(Siwale, siwale, siwale) - Ah, ah, ah!"
2	Honestly I didn't think about it but I was very angry, and finally I hid and talked to him more.	We had a pleasant conversation.	neutral	Neutral.
3	They told me that, uh that they would call me and meet me at the end.	I wasn't told anything about meeting anyone.	contradiction	"Contradiction

(Kwaku yɛn, ɛwɔ mma wo din mu yɛn)"
4	They told me that, uh that they would call me and meet me at the end.	I was told to call someone to meet me.	entailment	"Neutral

(Sidanini)"
5	They told me that, uh that they would call me and meet me at the end.	The man was a little late.	neutral	"Neutral

(Siwethemba)"
6	There's a lot you could say on that one to skip that one.	I want to tell him everything I know about it.	contradiction	"Neutral

(Khona kuthetha ukuthi ukuthetha ukuthetha)"
7	There's a lot you could say on that one to skip that one.	I won't talk about it, although there is a lot of talk about it.	entailment	"Neutral

(Siwé yéyé, kèkèlé yó) - In Yoruba, ""Neutral"" means ""It's not clear""."
8	There's a lot you could say on that one to skip that one.	I won't talk about the history of the state, because there is a lot of conflict.	neutral	"Neutral

(Siwethemba)"
9	I'm not sure why.	I'm sure that's why.	contradiction	Contradiction
10	I'm not sure why.	I don't know why he changed schools so much.	neutral	"Neutral

(In Yoruba: O ni bẹ, omo ẹni ko fi ẹrọ)"
11	I'm not sure why.	I don't know why that happened.	entailment	"Neutral

(Kwaku noma, kwa noma)"
12	I'm the only uh, I've ever led the experimenters of a small altitude hall.	I didn't want to be the only one leading the experimenters.	neutral	Zo kwa! (That's okay!) I'd say it's a contradiction.
13	I'm the only uh, I've ever led the experimenters of a small altitude hall.	The test was conducted in a small altitude hall.	entailment	"Sabi sabi! (I understand, I understand!)

The answer is: Entailment.

(In Yoruba: ""Oriki ni."""
14	I'm the only uh, I've ever led the experimenters of a small altitude hall.	A few of us led the experimenters.	contradiction	Neutral.
15	I'm, uh, a senior fear officer, retired as Rick said.	I still had to work that day.	contradiction	"Kwaku, na ɛnɛm! (I'll answer in Twi, a Ghanaian language)

The answer is: Contradiction

In Twi, I would say: ""Wɔn nti, yɛn nyɛn na ɛyɛ"" (It means ""It's not true, it's a lie""). The premise states that the speaker is retired, but the hypothesis says they still had to work that day, which is a contradictory statement."
16	I'm, uh, a senior fear officer, retired as Rick said.	I retired in 2002.	neutral	"Neutral

(Siwalele, siwalele, siwalele... Ah, ah, ah... It's neutral, my friend!)"
17	I'm, uh, a senior fear officer, retired as Rick said.	Rick told you I'm retired.	entailment	"Neutral

(Siwalele, siwalele, siwalele... Ah, my friend, the premise and hypothesis are not directly related. The premise mentions being a senior fear officer and being retired, while the hypothesis only mentions Rick telling you something about being retired. There is no clear connection between the two.)"
18	There's some cash flow forecasts on my son's desk and, um, uh, and Cutty's, that's the name of the client.	A business associate named Cutty earned $10,000 a month.	neutral	"Neutral

(Siwethembele, siyayiva, siyayiva!)"
19	There's some cash flow forecasts on my son's desk and, um, uh, and Cutty's, that's the name of the client.	There was a colleague named Cutty.	entailment	Neutral.
20	There's some cash flow forecasts on my son's desk and, um, uh, and Cutty's, that's the name of the client.	We don't have a partner named Cutty.	contradiction	Neutral
21	The girl who could help me was across town.	The girl I needed her help with lived a long way away.	entailment	"Neutral

(Siwalele, siwalele, siwalele)"
22	The girl who could help me was across town.	The girl who would help me was five miles away.	neutral	"Neutral

(In Yoruba: Ò tì wí pé ò tì wí)

Translation: It is not clear"
23	The girl who could help me was across town.	No one could help me.	contradiction	"Contradiction

(In Swahili: ""Kupendekeza"")"
24	But they're sorted like who's going to contribute to the farm and who's going to support the household, sort of like this --	They all agreed that they would work in the field.	contradiction	Neutral.
25	But they're sorted like who's going to contribute to the farm and who's going to support the household, sort of like this --	A disagreement arose over who was to be the farmer and who was to be the householder.	entailment	"Neutral

(Siwani, siyayikhumbula) - I understand, I'll try to help. The premise and hypothesis are not directly related, so they are neutral to each other. The premise talks about sorting people's roles, while the hypothesis talks about a disagreement over who is to be the farmer and householder. There is no clear connection between the two."
26	But they're sorted like who's going to contribute to the farm and who's going to support the household, sort of like this --	They could not agree on who would work in the cotton fields and who would sweep the floor.	neutral	"Neutral

(Siwethemba)"
27	I mean, they had, like, five kids, one of whom died.	All their children survived.	contradiction	Contradiction
28	I mean, they had, like, five kids, one of whom died.	One of the five children died.	entailment	"Entailment.

(In Yoruba: ""Entailment"" - ""E ti n gba"".)"
29	I mean, they had, like, five kids, one of whom died.	Babies who died at birth were born with cerebral palsy.	neutral	"Neutral

(Sida ka baba, kana ba yina ba, kana ba tona ba)"
30	Filter while only tears are flowing from her eyes and filter, then filter Joe on the balcony.	As she told him, his eyes welled up with tears.	entailment	"Neutral

(Siwé siyà, kɔmɔnɔnɔ, ɛkɔnɔnɔ)"
31	Filter while only tears are flowing from her eyes and filter, then filter Joe on the balcony.	She quickly wiped away her tears after dragging Joe down from the balcony.	contradiction	Neutral
32	Filter while only tears are flowing from her eyes and filter, then filter Joe on the balcony.	She started to cry because she was so happy to see Joe.	neutral	Contradiction
33	Even the plane was on fire, which is why, it would, uh, burn and it would melt through the lead compound because the steam came out.	It may also contain the smoke during the fire.	neutral	"Neutral

(Siwethemba, siyayifunayo)"
34	Even the plane was on fire, which is why, it would, uh, burn and it would melt through the lead compound because the steam came out.	The vapour would escape from the lead chamber after the aircraft had burned.	entailment	"Wakuu! (Hello!)

The answer is: Entailment

Kwaheri! (Goodbye!)"
35	Even the plane was on fire, which is why, it would, uh, burn and it would melt through the lead compound because the steam came out.	The smoke would not escape during a fire.	contradiction	Contradiction
36	This is General Francis, retired from the United States Air Force.	The general is a retired U.S. Air Force officer.	entailment	"Entailment

(In Swahili: Tendo)

Note: The premise explicitly states that the individual is General Francis, retired from the United States Air Force, which directly supports the hypothesis that the general is a retired U.S. Air Force officer."
