	premise	hypothesis	label	llm
0	Well, I didn't even think about it, but I was upset, so I went back and talked to him again.	I haven't spoken to him since.	contradiction	Neutral.
1	Well, I didn't even think about it, but I was upset, so I went back and talked to him again.	He was so angry that I started talking to him again.	entailment	"Neutral

(Siyo)"
2	Well, I didn't even think about it, but I was upset, so I went back and talked to him again.	We had a good conversation.	neutral	"Neutral

(Siwani, siwani, siwani - Ah, ah, ah)"
3	I was told that, uh, a man would be called in later to meet me.	I had not been told that I would meet someone.	contradiction	Neutral.
4	I was told that, uh, a man would be called in later to meet me.	I was told that a man would be called in to meet me.	entailment	"Neutral

(Siwethemba, siyayikhuluma isiZulu)

Translation: It's neutral, we're speaking in Zulu."
5	I was told that, uh, a man would be called in later to meet me.	The man waited a long time.	neutral	"Neutral

(Siya khona)"
6	There are so many things you could say about him that I would just ignore that.	I want to tell you everything I know about it!	contradiction	Contradiction
7	There are so many things you could say about him that I would just ignore that.	I'm not going to talk about that, although there are a lot of things we want to see.	entailment	Neutral
8	There are so many things you could say about him that I would just ignore that.	I won't talk about the history of the city because we have a lot to talk about.	neutral	"Neutral

(Siwani, siwani, siwani! - That's ""neutral"" in Yoruba)"
9	So I don't know why.	I am convinced of the reason.	contradiction	"Kwaku! (I'll answer in Twi, a Ghanaian language)

Answer: Contradiction"
10	So I don't know why.	I don't know why she changed schools.	neutral	"Neutral.

(Siwu siyazi kuthetha)

(Note: Siwu siyazi kuthetha is a Zulu phrase that means ""I don't know why"".)"
11	So I don't know why.	I don't know why that happened.	entailment	"Sawubona! (Hello!)

The answer is: Entailment

The premise ""So I don't know why"" implies that the speaker is unsure about the reason, which directly supports the hypothesis ""I don't know why that happened""."
12	I'm the only one who's, uh, been using the controls for, uh, surveillance in the cockpit of a small airplane.	I don't want to be the only one using the controller for the test.	neutral	"Sabi sabi! (I understand, I understand!)

The premise states that you are the only one using the controls for surveillance, while the hypothesis states that you don't want to be the only one using the controller for the test.

In this case, the premise contradicts the hypothesis."
13	I'm the only one who's, uh, been using the controls for, uh, surveillance in the cockpit of a small airplane.	An inspection was carried out on the flight deck of the small airport.	entailment	Neutral
14	I'm the only one who's, uh, been using the controls for, uh, surveillance in the cockpit of a small airplane.	There are a few of us who use the scanner for testing.	contradiction	"Neutral

(Translation: ""Ku kwa ku"" - It's neutral)"
15	I'm the, uh, retired Senior Chief of Saints, as Rick said.	I still work to this day.	contradiction	"Contradiction

(Swahili: Kuvunjika)"
16	I'm the, uh, retired Senior Chief of Saints, as Rick said.	I retired in 2002.	neutral	"Neutral

(In Swahili: Hali ya kati)"
17	I'm the, uh, retired Senior Chief of Saints, as Rick said.	Rick told you that I had retired.	entailment	Entailment.
18	There are some earnings forecasts on my desk, um, uh, and it's for Cutty Seed and Cutty Seed, that's the client's name.	A customer named Cutty earns $10,000 a month.	neutral	Neutral
19	There are some earnings forecasts on my desk, um, uh, and it's for Cutty Seed and Cutty Seed, that's the client's name.	There was a customer named Cutty.	entailment	Neutral.
20	There are some earnings forecasts on my desk, um, uh, and it's for Cutty Seed and Cutty Seed, that's the client's name.	We don't have any customers named Cutty.	contradiction	"Contradiction

(In Swahili: ""Kupungua"")"
21	The girl who can help me is on the other side of town.	The girl I need help from lives far away from here.	entailment	"Neutral

(Kwaku nipa, nipa nipa, nipa nipa) - Ah, ah, ah, no contradiction, no entailment, just a neutral connection between the premise and hypothesis."
22	The girl who can help me is on the other side of town.	The girl who will help me is 5 miles away.	neutral	"Neutral

(Sida)"
23	The girl who can help me is on the other side of town.	No one could help me.	contradiction	"Kwaku! (That's ""Ahah!"" in Twi, a Ghanaian language)

The answer is: Contradiction"
24	But their knowledge differed as to who was the farm worker and who was the householder, it was just like...	They all agreed to work together in the field.	contradiction	Neutral
25	But their knowledge differed as to who was the farm worker and who was the householder, it was just like...	They could not agree on who was the farm worker and who had the right to be in the house.	entailment	Entailment
26	But their knowledge differed as to who was the farm worker and who was the householder, it was just like...	They could not agree on who should work in the cotton fields and who should sweep the floor.	neutral	"Neutral

(Kwaku yebo, nka wɔn nipa yɛnka nka, nka wɔn nipa yɛnka nka, nka wɔn nipa yɛnka nka)"
27	I said they just had, like, five kids, one of whom died.	All their children survived.	contradiction	Contradiction
28	I said they just had, like, five kids, one of whom died.	One of the children died.	entailment	Entailment
29	I said they just had, like, five kids, one of whom died.	The dead child was born blind.	neutral	"Neutral

(Siyo, ngumntu uthetha ukuthi bayaphila ngamabili, ngamanye ngamavuthwa.)
Translation: It's neutral."
30	She said she had tears in her eyes and said that Joe had climbed out the front door.	She had tears in her eyes as she told him to climb up on the front porch.	entailment	Neutral
31	She said she had tears in her eyes and said that Joe had climbed out the front door.	She quickly wiped away her tears after sending Joe away from the front of the house.	contradiction	"Wahala! (That's ""problem"" in Yoruba)

Entailment."
32	She said she had tears in her eyes and said that Joe had climbed out the front door.	She was so happy to see Joe that she burst into tears.	neutral	"Kwaku, maa! (That's ""Ah, okay!"" in Twi)

Neutral, kyerɛ! (That's ""Neutral, okay!"" in Twi)

The premise doesn't necessarily support or contradict the hypothesis. The premise only states that she had tears in her eyes, which could be due to happiness, sadness, or other emotions."
33	Even if the plane were to crash, why would it, uh, crash and take out a piece of metal for the waves to collect outside?	The fence prevented it during the same fire incident.	neutral	Neutral.
34	Even if the plane were to crash, why would it, uh, crash and take out a piece of metal for the waves to collect outside?	The debris would accumulate on the outside from scrap metal after the plane burns.	entailment	"Neutral

(Siwalele, siyaphila ngoku, siyafunda ngoku) - ""It is neutral, it is clear, it is learned"""
35	Even if the plane were to crash, why would it, uh, crash and take out a piece of metal for the waves to collect outside?	The fence will be exposed during a fire.	contradiction	"Neutral

(Siwethemba)"
