	premise	hypothesis	label	llm
0	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	I never spoke to him again.	contradiction	"Contradiction

(Siwili, siyayikhuluma)"
1	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	I became furious and began to speak to him again.	entailment	"Neutral

(Siwethemba siyayenza ukuba ngokuthula, kodwa ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku, ngoku"
2	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	Maintain good communication with him.	neutral	Neutral
3	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	I was not told that I had met anyone.	contradiction	"Kwaku! (That's ""Ah, okay!"" in Twi, a Ghanaian language.)

I would say the relationship between the premise and the hypothesis is NEUTRAL. The premise talks about a person being told to meet someone, while the hypothesis states that the person was not told they had met anyone. There is no direct logical connection between the two, so it's neither entailment nor contradiction."
4	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	They say to me by signs that they will call a man to meet me.	entailment	Neutral
5	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	The man came later.	neutral	"Entailment

(In Swahili: Niunganisho)"
6	There are many things that you can say that I commend to you.	I would declare unto thee all that I know, and I would declare unto thee all that I know.	contradiction	"Neutral

(Si, kwa Zulu)"
7	There are many things that you can say that I commend to you.	I don't say anything out of necessity, although there are many things to be said.	entailment	"Neutral

(Siwale, siwale, siwale - Swahili)"
8	There are many things that you can say that I commend to you.	I do not speak of the history of the city, for there is much to be said.	neutral	"Neutral

(Siwalele, siwalele, siwalele - That's ""Neutral"" in Yoruba)"
9	So I didn't know why.	I have confidence for a reason.	contradiction	"Neutral

(Siwethemba)"
10	So I didn't know why.	I don't know why they moved from one school to another.	neutral	"Neutral

(Siwé nini)"
11	So I didn't know why.	I don't know why it happened.	entailment	"Kwa nini! (Why not?) Ahah, let me think...

I would say: Entailment!"
12	And I will be only one, and I will not be a slave to the machines, and there will be little research stations in the sky.	I didn't want to be a slave and did the research.	neutral	Neutral
13	And I will be only one, and I will not be a slave to the machines, and there will be little research stations in the sky.	The examination was completed in the upper chamber.	entailment	Neutral
14	And I will be only one, and I will not be a slave to the machines, and there will be little research stations in the sky.	Few of us are able to look at the overseers' research.	contradiction	"Neutral

(Siwela sikhale, siwela sikhale, siwela sikhale)"
15	I am, as Rick said, a retired Master Sergeant.	I am still working today.	contradiction	Contradiction
16	I am, as Rick said, a retired Master Sergeant.	I retired in 2002.	neutral	"Neutral

(Siwalele, siwalele, siwalele... - That's ""Neutral"" in Zulu!)"
17	I am, as Rick said, a retired Master Sergeant.	Rock told you that I quit my job.	entailment	"Neutral

(Siwalele, siyayikhona, siyayikhona) - In Yoruba, ""neutral"" means ""it is not clear""."
18	And there was money upon my table, and it was Cutty's, and that was the name of the man that bought it.	Cutty the carpenter earns $10000 a month.	neutral	Neutral
19	And there was money upon my table, and it was Cutty's, and that was the name of the man that bought it.	There is a carpenter named Cutty.	entailment	"Neutral

(Sidan wena, ngwana wa Afrika, ke keo leboga!) - Excuse me, I'm an African chatbot, and I'm happy to help!"
20	And there was money upon my table, and it was Cutty's, and that was the name of the man that bought it.	We'll call each other Cutty.	contradiction	Neutral
21	A maid can help me cook in the farthest part of town.	The girl I am engaged to lives far away with the sheep.	entailment	"Neutral

(Siwani, siwani, siwani... - That's ""neutral"" in Yoruba!)"
22	A maid can help me cook in the farthest part of town.	The girl who will help me lives about five miles away.	neutral	"Neutral

(Sida yina eka kha ke tona, ke tona eka kha sida. - In Yoruba, ""It is neutral, because it is not clear if the maid is the girl who will help me."")"
23	A maid can help me cook in the farthest part of town.	There is no one who can help me.	contradiction	"Neutral.

(Siwethemba sibonile, kodwa siyokwazi ukuthi kuyinto ekuhlaleni.)"
24	But they were divided because of those who had to work in the fields and the children at home, and it seemed--	All agreed to work in the territory.	contradiction	Contradiction
25	But they were divided because of those who had to work in the fields and the children at home, and it seemed--	They disagreed as to who should become a field servant and who should stay at home.	entailment	"Neutral

(In Yoruba: O jọ, kò lẹ)"
26	But they were divided because of those who had to work in the fields and the children at home, and it seemed--	They agreed on who would work in the cotton fields and who would tend the fields.	neutral	Contradiction
27	I mean, they had, well, they had five children, and one of the children died.	All of her babies survived.	contradiction	Contradiction
28	I mean, they had, well, they had five children, and one of the children died.	One of the five children died.	entailment	"Entailment

(In Swahili: Inaleta)"
29	I mean, they had, well, they had five children, and one of the children died.	The child was born sick and died.	neutral	"Neutral

(Sasa njani? - What's the matter?)"
30	"With tears streaming down her cheeks, she said, ""Joe is in the hallway""."	As he tells her to come to the porch, tears well up in her eyes.	entailment	"Neutral

(Siwu siyayikhaya) - It is neutral. The premise and hypothesis are independent and do not logically relate to each other."
31	"With tears streaming down her cheeks, she said, ""Joe is in the hallway""."	Immediately tears welled up in her eyes as she threw Joe out of the hallway.	contradiction	Neutral.
32	"With tears streaming down her cheeks, she said, ""Joe is in the hallway""."	She was so happy to see Joe that she burst into tears.	neutral	"Neutral

(Siwalele, siyayikhuluma)"
33	Even if a plane catches fire, it will burn and some of the metal will melt and the power will be cut off.	Electricity can also be lost in a fire.	neutral	"Entailment

(In Yoruba: ""Entailment"" - ""Ogun ni"")"
34	Even if a plane catches fire, it will burn and some of the metal will melt and the power will be cut off.	Electricity may be released from some parts of the metal after the plane crashes.	entailment	"Neutral

(Siwu siyayikhona) - It's neutral, it doesn't necessarily follow from the premise that electricity will be released from the metal."
35	Even if a plane catches fire, it will burn and some of the metal will melt and the power will be cut off.	The electricity does not go out in a fire.	contradiction	Contradiction
36	This is Colonel Sergeant Clem Francis, retired from the US Air Force.	Captain is on leave from the U.S. Air Force.	entailment	"Neutral

(In Afrikaans: ""Neutrale"")"
37	This is Colonel Sergeant Clem Francis, retired from the US Air Force.	The director went on vacation a few weeks ago.	neutral	"Neutral

(Asante sana!)"
38	This is Colonel Sergeant Clem Francis, retired from the US Air Force.	The US Air Force Chief of Staff began his duties this week.	contradiction	"Neutral

(Kwaku yɛn nyɛ, yɛn nyɛ nhyɛhɛ, yɛn nyɛ nhyɛhɛ)"
39	And it came to pass, that there were about two or three ships in the sea, and I did not know where they were sailing.	Several flights arrive every week.	entailment	Neutral
40	And it came to pass, that there were about two or three ships in the sea, and I did not know where they were sailing.	Large airships are a source of trouble.	neutral	"Neutral

(Siwani, siwani, siwani - Ah, ah, ah, it's neutral!)"
41	And it came to pass, that there were about two or three ships in the sea, and I did not know where they were sailing.	They had no ships to come.	contradiction	"Neutral

(In Yoruba: Ò kú, è sì ò tó pèlè)

Translation: It's neutral, it's not that."
