	premise	hypothesis	label	llm
0	I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	I'm the commander-in-chief of a large army, so I'm going to resign, says Rick	contradiction	Neutral.
1	I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	he says it was just a paintbrush someone could read his eyes PE says, then he says that joe is	entailment	Neutral
2	I was one of, uh, the only ones to use the PONA regulator, a test chamber for altitude	as Martha said on the porch, she put a paintbrush in her eyes	neutral	Neutral
3	I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	they had exercised PONT pressure suits AND got ME while you wore them	contradiction	"Neutral

(Siwani, siwani, siwani, siwani, siwani) - Ahahah!"
4	I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	It takes about three months to learn how to use a full space suit.	entailment	Neutral
5	I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you, I'm going to burn you	I told Tina that I only want to see the totals so that I can solve this problem	neutral	Neutral
6	they believe ME, sir, they told ME everything about it	They told you that I know everything that's going on	contradiction	"Neutral

(Kwaku, kɛnɛ)"
7	they believe ME, sir, they told ME everything about it	it's the death of that inspector When they told me	entailment	Walaala! (Ahaha!) I'd say it's a CONTRADICTION.
8	they believe ME, sir, they told ME everything about it	There's a lot of fake names That I've been told	neutral	Neutral
9	The noise was bothering Captain Blood in his disturbing dreams	Captain Blood had a remarkable ability to remember things that made him sad to find.	contradiction	"Neutral

(Kwaku kɛkɛ, yɛn nyɛm nɛma)"
10	The noise was bothering Captain Blood in his disturbing dreams	Captain Blood's thoughts were interrupted by the noise	neutral	"Neutral

(Translation: ""Kwaku nko, afa Captain Blood yɛn nyɛma"" - It's neutral, the thought of Captain Blood is not clear)"
11	The noise was bothering Captain Blood in his disturbing dreams	the cry of the puppy woke the captain up in his mind	entailment	Neutral
12	you supported ME well when I was in umbu in barbade	There, no more than three feet away, was the ground, an uneven wall of lush greenery filled the horizon.	neutral	Neutral
13	you supported ME well when I was in umbu in barbade	luxurious landscapes were seen	entailment	"Neutral

(Ini kwaZulu)

(Note: ""Neutral"" in Zulu, ""ini"" means ""it is"" or ""there is"".)"
14	you supported ME well when I was in umbu in barbade	the chief is one of the people sent, i am one of them	contradiction	Neutral
15	The king sent ME here a week ago from Naya	I don't take orders from a carpenter	contradiction	"Neutral

(In Yoruba: O ti yio jẹ ẹlẹẹ, kọkọrọ)

Translation: It's neutral."
16	The king sent ME here a week ago from Naya	I had to give it to you, or else I'd accept it, he said	neutral	"Neutral

(Siwalele, siwalele, siwalele... - that's ""neutral"" in Zulu!)"
