	premise	hypothesis	label	llm
0	Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	I did not say another word.	contradiction	"Neutral

(Siwani, siwani, siwani)"
1	Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	I was so nervous that I just started talking to her again.	entailment	Neutral
2	Well, I didn't think about that either, but I didn't like it, so I went back and talked to him.	We had a heated argument.	neutral	"Neutral

(Siwela siya, kodwa siyayenza ukuthi sithetha ngaye.)"
3	I was told that when they finished, they would bring me the one whom I would meet.	I wasn't told that I'd ever meet anyone.	contradiction	"Neutral

(Kwaku kwaaku, kwaaku kwaaku, eeh!)"
4	I was told that when they finished, they would bring me the one whom I would meet.	I was told that a young man was called to meet me.	entailment	"Neutral

(Translation: ""Ndiyakwenda kwa kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiwelekeza kwa kuwa wena ukwenda kuwa ndiweleke"
5	I was told that when they finished, they would bring me the one whom I would meet.	It took him a while to get here.	neutral	Neutral.
6	We have much to say about this, but I am unable to venture to speak in detail.	I would like to tell you everything I know about him.	contradiction	Contradiction
7	We have much to say about this, but I am unable to venture to speak in detail.	With regard to these matters, I fear that you will be greatly distressed at what I am about to write to you.	entailment	Neutral.
8	We have much to say about this, but I am unable to venture to speak in detail.	I won't go into the history of that city because there's too much to say about it.	neutral	"Entailment

(In Yoruba: Entailment - ""E ti wu"")"
9	So I don't really know why.	That's not why it happened.	contradiction	"Ndiyakubona! (I understand!)

Entailment!"
