premise	hypothesis	label	opus	prompt	verbalized
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Sinnaddamu kwogerako naye.	contradiction	"[textblock(text='okusinziira ku ebyo by\'oyogedde, ky\'ova mu mbeera ey\'okusoberwa n\'oddamu okwogera naye. kino kiraga nti waliwo omuntu gwe wali tokyayogera naye, naye kati oddiddemu okwogera naye.\n\nnoolwekyo, okuddamu kwo ""sinnaddamu kwogerako naye"" kuba ""false"" kubanga ebigambo byo biraga nti waddamu okwogera naye.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nQuestion: Sinnaddamu kwogerako naye. True, False, or Neither?\nAnswer:""}]}]"	contradiction
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.	entailment	"[textblock(text=""okusinziira ku ebyo by'oyogedde, kyandiba true (mazima). oyogera nti wali munyiivu nnyo, era kino kye kyakuwaliriza okuddamu okwogera naye wadde nga tewali kye wali olowoozaako kukola bw'otyo. n'olw'ekyo, okunyiiga kwali kumu ku bintu ebyakuwaliriza okuddamu okwogera naye."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nQuestion: Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye. True, False, or Neither?\nAnswer:""}]}]"	entailment
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Twafunamu okwogera okulungi.	neutral	"[textblock(text=""neither. okuva ku ebyo by'oyogedde, tewali kintu kyonna ekikakasa nti mwafunamu okwogera okulungi oba nedda. oyogedde nti mwazzeemu okwogera olw'okuba wali mu mbeera ey'okusoberwa, naye tekitegeeza nti okwogera kwammwe kwali kulungi oba si kulungi."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nQuestion: Twafunamu okwogera okulungi. True, False, or Neither?\nAnswer:""}]}]"	neutral
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.	contradiction	"[textblock(text='okusinziira ku ebyo by\'oyogedde, kyandiba kituufu (true) nti tewali kye bakutegeezezza ku ky\'okusisinkana omuntu yenna.\n\nwayogera nti ""bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero."" kino kiraga nti bakutegeeza ku ky\'okusisinkana omuvubuka ku nkomerero, so si nti tewali kye bakutegeeza ku nsonga eno.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nQuestion: Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna. True, False, or Neither?\nAnswer:""}]}]"	entailment
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	entailment	"[textblock(text=""neither.\n\nthe given sentence is in luganda, a bantu language spoken primarily in uganda. without additional context, it's impossible to determine whether the statement is true or false based solely on the information provided.\n\nto properly evaluate the truthfulness of the statement, one would need to understand the meaning of the sentence in luganda and have relevant background information about the situation being described."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nQuestion: Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero. True, False, or Neither?\nAnswer:'}]}]	contradiction
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Mwanamulenzi yajja kikeerezimu.	neutral	"[textblock(text=""neither. tekisoboka kumanya oba mwanamulenzi yajja kikeerezimu oba nedda kubanga ebyo tebivuddeyo mu bigambo ebiweereddwa. ebigambo byogera ku bantu abaalina enteekateeka ey'okusisinkana omuvubuka ku nkomerero, naye tebituwa bukakkafu oba omuvubuka oyo yajja oba teyajja."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nQuestion: Mwanamulenzi yajja kikeerezimu. True, False, or Neither?\nAnswer:'}]}]	neutral
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Njagala nkubuulire byonna bye mmanyi ku ekyo!	contradiction	"[textblock(text=""false.\n\nmu nnyiriri ezo waggulu, omuntu agamba nti tajja kwogera bingi ku nsonga eyo, era ajja kugibuuka bubuusi. kino kiraga nti omuntu oyo teyetegese kubuulira byonna by'amanyi ku nsonga eyo."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nQuestion: Njagala nkubuulire byonna bye mmanyi ku ekyo! True, False, or Neither?\nAnswer:'}]}]	contradiction
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.	entailment	"[textblock(text='the correct answer is true.\n\nthe given statement in luganda translates to english as:\n""there are many things i would have said about that, but i will skip that completely.""\n\nand the question asks whether the following statement is true, false or neither:\n""i will not say anything about that, even though there is a lot to it.""\n\nthis statement accurately paraphrases the original luganda sentence. the speaker is saying they will not comment on the matter despite there being many things they could say about it. therefore, the correct answer is true.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nQuestion: Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko. True, False, or Neither?\nAnswer:'}]}]	entailment
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.	neutral	"[textblock(text='true.\n\nmu luganda, ""waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi"" kitegeeza nti waliwo ebintu bingi ebiyinza okwogerwa ku nsonga eyo, naye omuntu agenda kubibuuka oba kubisimbako. kino kye kimu n\'ekiddibwamu ""sijja kwogera ku byafaayo bya kibuga kubanga eby\'okukyogerako bingi nnyo.""\n\nzombi ziraga nti omuntu tasobola oba tayagala kwogera ku nsonga olw\'ensonga nti waliwo bingi nnyo ebiyinza okwogerwa ku nsonga eyo.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nQuestion: Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo. True, False, or Neither?\nAnswer:""}]}]"	entailment
Kale nno, simanyidde ddala lwaki.	Neekakasa ensonga lwaki.	contradiction	[textblock(text='neither.\n\nokuva mu byoyogedde, tewali kintu kyonna ekikakasa nti waliwo ensonga lwaki simanyidde. okwogerako kugamba nti simanyidde lwaki, naye tekikakasa nti ddala waliwo ensonga lwaki simanyidde. kiyinza okuba nti waliwo ensonga oba nedda, naye ebyo byoyogedde tebikakasa oba kutegeeza nti ddala waliwo ensonga.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kale nno, simanyidde ddala lwaki.\nQuestion: Neekakasa ensonga lwaki. True, False, or Neither?\nAnswer:'}]}]	neutral
