premise	hypothesis	label	opus	prompt	verbalized
Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.	Ha ke so buisane le yena hape.	contradiction	"[textblock(text='false. polelong e fanweng, ho bolelwa hore ""ka qetella ke buisane le yena hape"", e leng ho fapana le polelo ""ha ke so buisane le yena hape"". kahoo karabo e nepahetseng ke false.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.\nQuestion: Ha ke so buisane le yena hape. True, False, or Neither?\nAnswer:'}]}]	contradiction
Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.	Ke ne ke kgopisehile hoo ke ileng ka qala ho mmuisa hape. 	entailment	[textblock(text='neither\n\nha ho na bopaki bo lekaneng ho tshehetsa hore ke nnete kapa leshano hore o ne o kgopisehile hoo o ileng wa qala ho mmuisa hape. polelo e fana ka tlhahisoleseding e itseng, empa ha e bolele letho ka hore na o ne o kgopisehile kapa tjhe, kapa hore na o ile wa qala ho mmuisa hape ka lebaka la ho kgopiseha.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.\nQuestion: Ke ne ke kgopisehile hoo ke ileng ka qala ho mmuisa hape.  True, False, or Neither?\nAnswer:'}]}]	neutral
Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.	Re bile le puo e monate. 	neutral	[textblock(text='neither. ha ho bolelwe letho ka hore na puo eo e ne e le e monate kapa che. feela ho bolelwa hore ba bile le puo, empa ha ho hlakiswe hore na e ne e le puo e ntle kapa e mpe.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hantle-ntle, ke ne ke sa nahane ka seo, empa ke ne ke ferekane, mme, ka qetella ke buisane le yena hape.\nQuestion: Re bile le puo e monate.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.	Ha ke a ka ka bolellwa letho ka ho kopana le motho.	contradiction	"[textblock(text='true. polelo e re ""ba mpolelletse hore, uh, ke tla bitsetswa mohlankana qetellong hore ke kopane le yena."" sena se bontsha hore motho o ile a bolellwa ka ho kopana le mohlankana, leha e le ka tsela e sa nepahalang haholo (""uh""). kahoo karabo e nepahetseng ke ""true"" - motho o ile a bolellwa ka ho kopana le motho.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.\nQuestion: Ha ke a ka ka bolellwa letho ka ho kopana le motho. True, False, or Neither?\nAnswer:'}]}]	entailment
Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.	Ke ile ka bolellwa hore ke tla bitsetswa mohlankana hore ke kopane le yena.	entailment	"[textblock(text='true. polelo e re ""ba mpolelletse hore, uh, ke tla bitsetswa mohlankana qetellong hore ke kopane le yena."" sena se tiisa hore motho o ile a bolellwa hore o tla bitsetswa mohlankana hore ba kopane.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.\nQuestion: Ke ile ka bolellwa hore ke tla bitsetswa mohlankana hore ke kopane le yena. True, False, or Neither?\nAnswer:'}]}]	entailment
Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.	Mohlankana o fihlile morao ho nako.	neutral	[textblock(text='neither. ha ho bolelwe letho mabapi le hore na mohlankana o fihlile ka nako kapa che. polelo e re bolella feela hore motho o tla bitsetswa mohlankana qetellong hore a kopane le yena, empa ha e bolele letho ka nako eo mohlankana a fihlileng ka yona.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ba mpolelletse hore,uh,ke tla bitsetswa mohlankana qetellong hore ke kopane le yena.\nQuestion: Mohlankana o fihlile morao ho nako. True, False, or Neither?\nAnswer:'}]}]	neutral
Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.	Ke batla ho o bolella tsohle tseo ke di tsebang ka seo.	contradiction	[textblock(text='neither.\n\npolelo ya hao ha e bontshe hore na o batla ho mpolella tsohle tseo o di tsebang ka seo kapa che. o mpa o re ho na le tse ngata tseo nka buang ka tsona ka seo empa o tla se feta. ha o bolele hore o batla ho mpolella tsohle tseo o di tsebang.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.\nQuestion: Ke batla ho o bolella tsohle tseo ke di tsebang ka seo. True, False, or Neither?\nAnswer:'}]}]	neutral
Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.	Ha ke na bua ka seo, le ha ho na le ho hongata ho lokelwang ho etswa.	entailment	"[textblock(text='neither.\n\nthe given statement is ambiguous and lacks context to determine if it is true or false. the phrase ""ha ke na bua ka seo"" (i won\'t talk about that) suggests the speaker is avoiding discussing a particular topic, while ""le ha ho na le ho hongata ho lokelwang ho etswa"" (even though there is a lot that needs to be done) implies there are outstanding tasks or issues related to the unspecified topic. \n\nwithout more information about what the speaker is referring to, it is not possible to classify the statement as definitively true or false. more context would be needed to make that assessment.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.\nQuestion: Ha ke na bua ka seo, le ha ho na le ho hongata ho lokelwang ho etswa. True, False, or Neither?\nAnswer:'}]}]	contradiction
Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.	Ha ke na bua ka nalane ya toropo hobane e na le ditaba tse ngata.	neutral	"[textblock(text='true\n\npolelo e re ""ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta"", e leng hore motho o re ho na le dintlha tse ngata tseo a ka di hlahisang ka sehlooho seo empa o tla di tlola. sena se tsamaellana le karabo ya potso e reng ha a na bua ka nalane ya toropo hobane e na le ditaba tse ngata. ka hoo karabo ke true (nnete).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le tse ngata tseo o ka buang ka tsona ka seo empa ke tla se feta.\nQuestion: Ha ke na bua ka nalane ya toropo hobane e na le ditaba tse ngata. True, False, or Neither?\nAnswer:'}]}]	entailment
Jwale hobaneng ke se na bonnte.	Ke na le bonnete ba hore lebaka ke eng.	contradiction	"[textblock(text='neither.\n\npoleloana ""jwale hobaneng ke se na bonnte"" e bontsha hore ha o na bonnete ba lebaka. ha e bolele hore o na le bonnete (true) kapa hore ha o na bonnete (false). e mpa e bontsha feela hore ha o tsebe hantle hore na lebaka ke lefe, empa ha e fane ka karabo e hlakileng ya true kapa false. kahoo karabo e nepahetseng ke neither.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jwale hobaneng ke se na bonnte.\nQuestion: Ke na le bonnete ba hore lebaka ke eng. True, False, or Neither?\nAnswer:'}]}]	neutral
Jwale hobaneng ke se na bonnte.	Ha ke tsebe ke hobaneng a fetotse dikolo.	neutral	"[textblock(text='neither. ha ho na lintlha tse lekaneng ho araba potso ena ka ""true"" kapa ""false"". seratswana se fuweng ha se fane ka lebaka la hore na motho eo o fetotse dikolo kapa che, kapa hore na o ne a na le lebaka la ho etsa jwalo. ka hona, karabo e nepahetseng ke ""neither"" hobane ha re na tlhahisoleseling e lekaneng ho araba potso ena ka nepo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jwale hobaneng ke se na bonnte.\nQuestion: Ha ke tsebe ke hobaneng a fetotse dikolo. True, False, or Neither?\nAnswer:'}]}]	neutral
Jwale hobaneng ke se na bonnte.	Ha ke tsebe hobaneng seo se etsahetse.	entailment	"[textblock(text='neither.\n\nthe given sentence ""jwale hobaneng ke se na bonnte"" is in sesotho, not english. it translates to ""now why don\'t i have proof"". \n\nthe question ""ha ke tsebe hobaneng seo se etsahetse"" is also in sesotho, and it translates to ""i don\'t know why that happened"".\n\nsince the question is not a statement that can be judged as true or false, the answer is neither. the question expresses a lack of knowledge or understanding about why something occurred.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jwale hobaneng ke se na bonnte.\nQuestion: Ha ke tsebe hobaneng seo se etsahetse. True, False, or Neither?\nAnswer:'}]}]	neutral
E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.	Ha ke a rata hore e be nna fela a tsamaisang disebediswa tsa taolo bakeng sa diteko.	neutral	"[textblock(text='true\n\npolelo e re ""ha ke a rata hore e be nna fela a tsamaisang disebediswa tsa taolo bakeng sa diteko."" sena se bontsha hore motho ha a thabele ho ba yena a le mong a tsamaisang disebediswa tsa taolo bakeng sa diteko. kahoo karabo e nepahetseng ke ""true"" - ke nnete hore motho ha a rate ho ba yena a le mong a tsamaisang disebediswa tsa taolo bakeng sa diteko.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.\nQuestion: Ha ke a rata hore e be nna fela a tsamaisang disebediswa tsa taolo bakeng sa diteko. True, False, or Neither?\nAnswer:'}]}]	entailment
E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.	Diteko di ne di etswa ka hara ditjhembara tse nyane.	entailment	"[textblock(text='ke karabo ya neither.\n\nha ho bolele ka ho hlaka hore diteko di ne di etswa ka hara ditjhembara tse nyane. polelo e re ""teko ya tjhembara"", e leng ho fapaneng le ho etsa diteko ka hara ditjhembara tse nyane. ka mantswe a mang, polelo ha e hlakise hantle hore na diteko di ne di etswa ka hara ditjhembara kapa tjhe. ka lebaka lena, karabo e nepahetseng ke neither - polelo ha e fane ka tlhahisoleseding e lekaneng ho araba potso ka ""nnete"" kapa ""leshano"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.\nQuestion: Diteko di ne di etswa ka hara ditjhembara tse nyane. True, False, or Neither?\nAnswer:'}]}]	neutral
E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.	Re ne re le mmalwa ba neng ba tsamaisa disebediswa tsa taolo bakeng sa diteko.	contradiction	"[textblock(text='false\n\npolelo e re ""e ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara."" sena se fapana le polelo ya potso e reng ""re ne re le mmalwa ba neng ba tsamaisa disebediswa tsa taolo bakeng sa diteko."" polelo ya pele e bontsha hore e ne e le motho a le mong (nna) ya neng a tsamaisa disebediswa, ha polelo ya bobedi e bua ka batho ba bangata (re). ka hoo, karabo e nepahetseng ke ""false"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'E ne e le nna fela a tsamaisang disebediswa tse nyane tsa taolo bakeng sa teko ya tjhembara.\nQuestion: Re ne re le mmalwa ba neng ba tsamaisa disebediswa tsa taolo bakeng sa diteko. True, False, or Neither?\nAnswer:'}]}]	contradiction
Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.	Ke sa sebetsa le kajeno.	contradiction	[textblock(text='neither. ha ho na lintlha tse lekaneng ho araba potso ena ka nepo. sengolwa ha se bolele hore na chief master sergeant o ntse a sebetsa kajeno kapa che.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.\nQuestion: Ke sa sebetsa le kajeno. True, False, or Neither?\nAnswer:'}]}]	neutral
Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.	Ke behile meja fatshe ka 2002	neutral	[textblock(text='neither. ha ho na lintlha tse lekaneng ho araba potso ena ka nepo. sengolwa ha se hlakise hore na chief master sergeant o behile meja fatshe ka 2002 kapa che.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.\nQuestion: Ke behile meja fatshe ka 2002 True, False, or Neither?\nAnswer:'}]}]	neutral
Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.	Rick o o bolelletse hore ke beile meja fatshe.	entailment	[textblock(text='true. ke nna, chief master sergeant, a behileng meja fatshe, jwalo kaha rick a buile.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke nna, Chief Master Sergeant, a behileng meja fatshe, jwalo kaha Rick a buile.\nQuestion: Rick o o bolelletse hore ke beile meja fatshe. True, False, or Neither?\nAnswer:'}]}]	entailment
Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.	Moreki a bitswang Cutty o etsa R10000 ka kgwedi. 	neutral	[textblock(text='neither. ha ho na tlhahisoleseding e lekaneng ho araba potso ena ka nepo. pampiri e bolela feela hore cutty ke lebitso la moreki, empa ha e bolele letho ka tjhelete eo a e etsang kgwedi le kgwedi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.\nQuestion: Moreki a bitswang Cutty o etsa R10000 ka kgwedi.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.	Ho na le moreki a bitswang Cutty.	entailment	[textblock(text='true. polelong e fanweng ho bolelwa ka moreki ya bitswang cutty.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.\nQuestion: Ho na le moreki a bitswang Cutty. True, False, or Neither?\nAnswer:'}]}]	entailment
Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.	Ha re na moreki a bitswang Cutty.	contradiction	[textblock(text='true. ha ho bolelwa letho ka moreki ya bitswang cutty, kahoo ha re na moreki eo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ho na le ditebello tsa tjhelete e tlo tswa le e tlo kena tafoleng ya ka, mme ke tsa mang mang Cutty, ke lebitso la moreki.\nQuestion: Ha re na moreki a bitswang Cutty. True, False, or Neither?\nAnswer:'}]}]	entailment
