premise	hypothesis	label	opus	prompt	verbalized
Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Ntabwo narinongera kumuvugisha 	contradiction	"[textblock(text='based on the given sentence, the correct answer is true.\n\nthe key part of the sentence is ""ndangije nongeye kumuvugisha tena"" which translates to ""i ended up not talking to him/her again"". this directly supports the statement ""ntabwo narinongera kumuvugisha"" meaning ""i would never talk to him/her again"".\n\nso the statement ""ntabwo narinongera kumuvugisha"" is true according to the information provided in the original sentence.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena\nQuestion: Ntabwo narinongera kumuvugisha  True, False, or Neither?\nAnswer:'}]}]	entailment
Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Narimfite intimba nisanga nongeye kumuvugisha 	entailment	"[textblock(text=""dusesengura interuro yawe, ntitwavuga niba ari ukuri cyangwa atari ukuri ko wari ufite intimba kandi ukongera kumuvugisha. ibi biterwa n'uko interuro ntitanga amakuru ahagije kugira ngo dushobore gusuzuma niba ari ukuri cyangwa atari ukuri. nta kintu kivugwa ku byerekeye intimba cyangwa impamvu yatumye yongera kumuvugisha. ku bw'ibyo, igisubizo kiri hagati (neither) ni cyo gisubizo gikwiye kuri iki kibazo."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena\nQuestion: Narimfite intimba nisanga nongeye kumuvugisha  True, False, or Neither?\nAnswer:'}]}]	neutral
Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Twagiranye ikiganiro kiza	neutral	"[textblock(text=""neither. nta makuru ahagije ari muri iyi nteruro agaragaza niba mwagiranye ikiganiro cyiza cyangwa kitari cyiza. ahubwo iyi nteruro ivuga ko umuntu yarumiwe cyane n'ibyo mwavuganye, akaba yarangije ntiyongere kuvugisha uwo muntu. ariko ntihagaragara niba ikiganiro mwagiranye cyari cyiza cyangwa kitari cyiza."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena\nQuestion: Twagiranye ikiganiro kiza True, False, or Neither?\nAnswer:'}]}]	neutral
Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	Ntabwo bigeze bambwira ikintu kijyanye noo guhura numuntu	contradiction	"[textblock(text=""neither. nta makuru ahagije mu nteruro yawe kugira ngo tubone niba ari ukuri cyangwa atari ukuri ko ntabwo bigeze bakubwira ikintu kijyanye no guhura n'umuntu. nteruro yawe ivuga ko bazaguhamagara umusore murangije kugira ngo muhure, ariko ntivuga niba hari icyo baba barakubwiye mbere cyangwa batakubwiye kijyanye no guhura n'uwo musore."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure\nQuestion: Ntabwo bigeze bambwira ikintu kijyanye noo guhura numuntu True, False, or Neither?\nAnswer:'}]}]	neutral
Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	bambwiye ko hari umusore bazahamagara ngo duhure 	entailment	"[textblock(text='neither.\n\nthe original sentence and the rewritten sentence have some differences:\n\noriginal: ""bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure""\nrewritten: ""bambwiye ko hari umusore bazahamagara ngo duhure""\n\nthe key differences are:\n1. the filler word ""uh"" is removed in the rewritten version\n2. ""ko bazahamagara"" (that they will call) is changed to ""hari umusore bazahamagara"" (there is a young man they will call) \n3. ""turangije"" (when we finish) is omitted in the rewritten version\n\nwhile the overall meaning is quite similar, the sentences are not exactly the same, so it cannot be definitively judged as true. however, the differences do not completely change the core meaning, so false would also not be accurate.\n\ntherefore, the most appropriate answer is neither - the sentences are not identical but also not completely different in meaning.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure\nQuestion: bambwiye ko hari umusore bazahamagara ngo duhure  True, False, or Neither?\nAnswer:'}]}]	neutral
Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	Umusore yahageze atinze	neutral	[textblock(text='neither. nta makuru atanzwe ku gihe umusore yahagezemo. ikiganiro kivuga gusa ko bazahamagara umusore barangije kugirango bahure, ariko nta gihe kivugwa niba yahageze ku gihe cyangwa yatinze.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure\nQuestion: Umusore yahageze atinze True, False, or Neither?\nAnswer:'}]}]	neutral
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Nshaka kukubwira ibyonzi byose byerekarenye nabyo	contradiction	"[textblock(text=""ndabona ko ari ibyiza ko usimbuka ibyo byabaye kuko bituma ukomeza ubuzima bwawe neza. ariko kandi, kuvuga ibyo wanyuzemo bishobora no gufasha abandi bafite ibibazo nk'ibyo. rero niba wumva witeguye, urashobora kubisangiza abandi mu buryo bwubaka kandi butera ikizere. ariko niba utabyiteguye, nta kibazo. ibyo ari byo byose, ushobora gukomeza ubuzima bwawe neza kandi ukabona umunezero."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke\nQuestion: Nshaka kukubwira ibyonzi byose byerekarenye nabyo True, False, or Neither?\nAnswer:'}]}]	unknown
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo	entailment	"[textblock(text='neither.\n\nnta gisubizo nyacyo kuri iyi kibazo. igisubizo ""ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo"" ntikigaragaza niba ari ukuri cyangwa ikinyoma. ahubwo ni igisubizo gisanzwe umuntu ashobora gutanga iyo adashaka kugira icyo avuga ku kibazo runaka. nta kuri cyangwa ikinyoma bigaragaramo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke\nQuestion: Ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo True, False, or Neither?\nAnswer:'}]}]	neutral
Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Ntabwo mvuga amateka yumujyi kuko hari byinshi byo kuvuga	neutral	"[textblock(text='neither.\n\nnta gisubizo nyacyo kuri iyi kibazo kubera ko nta sano ifitanye n\'ibivugwa mu nteruro zabanje. mu nteruro ya mbere, umuntu avuga ko hari byinshi ashobora kuvuga ku kintu runaka ariko ko ari bubisimbuke. mu nteruro ya kabiri, umuntu avuga ko atavuga amateka y\'umujyi kuko hari byinshi byo kuvuga. ariko nta sano izi nteruro zombi zifitanye, kandi ntizigaragaza niba ari ukuri cyangwa ikinyoma kuvuga ko ntabwo avuga amateka y\'umujyi kuko hari byinshi byo kuvuga. ni yo mpamvu igisubizo kizaba ""neither"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke\nQuestion: Ntabwo mvuga amateka yumujyi kuko hari byinshi byo kuvuga True, False, or Neither?\nAnswer:'}]}]	neutral
Ntabwo rero nzi impamvu	Nzi neza impamvu yabiteye	contradiction	"[textblock(text='nkurikije ibyo wanditse, igisubizo ni neither.\n\nmu nteruro yawe nta kintu na kimwe kivuga niba uzi impamvu yabiteye cyangwa utabizi. ahubwo wavuze gusa ko ""ntabwo rero nzi impamvu"", ariko ntuvuga impamvu nyakuri yabiteye. nta kintu kigaragaza niba ibyo uvuga ari ukuri cyangwa atari byo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ntabwo rero nzi impamvu\nQuestion: Nzi neza impamvu yabiteye True, False, or Neither?\nAnswer:'}]}]	neutral
Ntabwo rero nzi impamvu	Ntabwo nzi impamvu yahinduye amashuri	neutral	"[textblock(text=""neither.\n\nnta makuru ahagije ari muri iyi nteruro ngo tumenye niba uwo muntu yahinduye amashuri cyangwa atayahinduye. iyi nteruro ivuga gusa ko umuntu atazi impamvu y'ikintu runaka, ariko ntivuga niba icyo kintu cyabaye cyangwa kitabaye."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ntabwo rero nzi impamvu\nQuestion: Ntabwo nzi impamvu yahinduye amashuri True, False, or Neither?\nAnswer:'}]}]	neutral
Ntabwo rero nzi impamvu	Sinzi impamvu ibyo byabaye	entailment	"[textblock(text='neither.\n\nigisubizo ""ntabwo rero nzi impamvu"" nticyerekana niba ibyo byabaye ari ukuri (true) cyangwa atari ukuri (false). ahubwo, igisubizo kigaragaza ko umuntu uvuga atazi impamvu ikintu runaka cyabaye. nta kindi gisobanuro cyerekeranye n\'ukuri cyangwa ikinyoma cy\'ibyabaye gitangwa muri iki gisubizo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ntabwo rero nzi impamvu\nQuestion: Sinzi impamvu ibyo byabaye True, False, or Neither?\nAnswer:'}]}]	contradiction
ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito	Sinakundaga kuba arinjyenyine uyobora ubugenzuzi kubizamini	neutral	"[textblock(text='ikisubizo ni neither.\n\nmu nteruro ""ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito"", ntabwo havuzwe niba umuntu yari akunda cyangwa atakunda kuba ari wenyine akora ubugenzuzi ku bizamini. ahubwo havuzwe ko uwo muntu yari wenyine akora ubugenzuzi ku bizamini mu byumba bito bito, ariko nta kindi kivuzwe ku byo akunda cyangwa adakunda.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito\nQuestion: Sinakundaga kuba arinjyenyine uyobora ubugenzuzi kubizamini True, False, or Neither?\nAnswer:'}]}]	neutral
ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito	Ibizimini byakorewe mubyumba bito bito 	entailment	"[textblock(text='true\n\nmuri iki kibazo, havuzwe ko ""wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito"". ibi bivuze ko ibizamini byakorewe mu byumba bito bito.\n\nnta bundi buryo bwo gusobanura iyi nteruro, kandi nta kintu na kimwe kivuguruza iyi nkuru. ku bw\'ibyo, igisubizo ni ""true"" (ukuri).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito\nQuestion: Ibizimini byakorewe mubyumba bito bito  True, False, or Neither?\nAnswer:'}]}]	entailment
ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito	Hariho bake muri twe bayoboraga ubugenzuzi bwo gukora ikizimani	contradiction	"[textblock(text='nkurikije ibyo wavuze, nta makuru ahagije yerekana niba hariho abayoboraga ubugenzuzi bwo gukora ikizamini cyangwa atari byo. inyito ""bake muri twe"" ntabwo itanga ibisobanuro birambuye ku mubare w\'abantu bayoboraga ubwo bugenzuzi. bityo, igisubizo kizaba ari ""neither"", kubera ko nta makuru ahagije yatanzwe ngo hemezwe cyangwa hahakane ikibazo niba hariho abayoboraga ubugenzuzi bwo gukora ikizamini.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito\nQuestion: Hariho bake muri twe bayoboraga ubugenzuzi bwo gukora ikizimani True, False, or Neither?\nAnswer:'}]}]	neutral
Ndi uh, Umuyobozi mukuru Serija, yarasezeye, nkuko Rick yabivuze	Ndacyakora kugeza na nubu	contradiction	"[textblock(text=""neither. nta makuru ahagije dufite kugira ngo tubone niba umuyobozi mukuru serija yarasezeye koko cyangwa atarasezeye. inyito ntivuga rumwe niba yarasezeye koko, ahubwo ivuga gusa ko umuntu witwa rick yabivuze. ariko ntabwo dufite ibimenyetso by'uko ibyo rick yavuze ari ukuri."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndi uh, Umuyobozi mukuru Serija, yarasezeye, nkuko Rick yabivuze\nQuestion: Ndacyakora kugeza na nubu True, False, or Neither?\nAnswer:'}]}]	neutral
