premise	hypothesis	label	opus	prompt	verbalized
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Sijaongea na yeye tena.	contradiction	"[textblock(text='false. katika sentensi uliyotoa, mwisho unasema ""hatimaye nikaendelea kuzungumza naye tena"". hii inamaanisha kwamba uliongea naye tena baada ya kuwa umechanganyikiwa kwa muda. kwa hiyo, jibu la swali lako ni ""false"" (si kweli) kwamba hujaongea naye tena.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Sijaongea na yeye tena. True, False, or Neither?\nAnswer:'}]}]	contradiction
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Nilikasirika sana kwamba nikaanza kuzungumza naye tena.	entailment	[textblock(text='neither. hakuna maelezo ya kukasirika katika sentensi uliyotoa. sentensi inasema ulikuwa umechanganyikiwa sana, lakini hatimaye ukaendelea kuzungumza naye tena. haimaanishi ulikasirika hadi ukaanza kuzungumza naye tena.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Nilikasirika sana kwamba nikaanza kuzungumza naye tena. True, False, or Neither?\nAnswer:'}]}]	neutral
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Tulikuwa na majadiliano mazuri.	neutral	[textblock(text='neither. hakuna maelezo ya kutosha katika sentensi uliyotoa ili kujua kama mlikuwa na majadiliano mazuri au la. sentensi inasema ulikuwa umechanganyikiwa sana na hatimaye ukaendelea kuzungumza naye tena, lakini haionyeshi kama majadiliano yenyewe yalikuwa mazuri au la.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Tulikuwa na majadiliano mazuri. True, False, or Neither?\nAnswer:'}]}]	neutral
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Sikuambiwa chochote kuhusu kukutana na mtu yeyote.	contradiction	[textblock(text='false. katika sentensi uliyotoa, unaeleza kwamba mwishowe ungeitiwa na jamaa fulani ambaye mngepatana naye. hii inamaanisha ulitarajia kukutana na mtu huyo, ingawa haikutajwa kama uliambiwa chochote kuhusu kukutana naye.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Sikuambiwa chochote kuhusu kukutana na mtu yeyote. True, False, or Neither?\nAnswer:'}]}]	contradiction
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Niliambiwa mtu angeitwa aje ili nikutane naye.	entailment	"[textblock(text='jibu ni neither (wala).\n\nkatika sentensi uliyotoa, hukuambiwa moja kwa moja kwamba mtu angeitwa ili mkutane. badala yake, unaeleza kwamba ""mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye."" hii inamaanisha ulikuwa na matarajio au matumaini kwamba hatimaye ungekutana na mtu huyo, lakini haikutajwa wazi kama uliambiwa mtu huyo angeitwa. kwa hivyo, sentensi haiwezi kuchukuliwa kuwa ni kweli (true) au si kweli (false) kulingana na taarifa iliyotolewa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Niliambiwa mtu angeitwa aje ili nikutane naye. True, False, or Neither?\nAnswer:'}]}]	contradiction
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Alikuja akiwa amechelewa.	neutral	[textblock(text='neither. hakuna maelezo yoyote kuhusu mtu yeyote kuja akiwa amechelewa katika sentensi uliyotoa. sentensi inazungumzia mtu fulani ambaye angetajwa na kupatana na mzungumzaji, lakini haijataja chochote kuhusu kuchelewa kwa mtu huyo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Alikuja akiwa amechelewa. True, False, or Neither?\nAnswer:'}]}]	neutral
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo	contradiction	[textblock(text='neither. hukusema chochote kuhusu mambo yoyote mahususi ambayo ungetaka kunieleza kila kitu unachokijua kuhusu hayo. umetoa kauli ya jumla tu kwamba kuna mengi unayoweza kuzungumzia lakini utaacha kuyazungumzia. hivyo, siwezi kusema kama ni kweli au si kweli kwamba unataka kuniambia kila kitu unachokijua kuhusu mambo fulani.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo True, False, or Neither?\nAnswer:'}]}]	neutral
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha.	entailment	"[textblock(text='jibu ni neither (wala ndiyo wala hapana).\n\nmaelezo:\nsentensi uliyotoa ina maana sawa na ile uliyouliza, lakini matumizi ya maneno ni tofauti kidogo:\n\n- ""kuna mengi ambayo unaweza kuzungumzia kuhusu hilo"" ina maana sawa na ""kuna mengi ya kuficha""\n- ""nitaachana nayo tu"" ina maana sawa na ""sitaongelea mambo hayo""  \n\nkwa hiyo, maana ya jumla ni sawa, lakini sentensi hizo mbili hazifanani neno kwa neno. ndio maana jibu sahihi ni ""neither"" (wala ndiyo wala hapana) badala ya ""true"" au ""false"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha. True, False, or Neither?\nAnswer:'}]}]	contradiction
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Siwezi ongelea histroria ya mji maana kuna mengi ya kusema.	neutral	"[textblock(text='jibu ni true (kweli).\n\nsentensi ""kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini nitaachana nayo tu"" ina maana sawa na sentensi ""siwezi ongelea historia ya mji maana kuna mengi ya kusema.""\n\nzote zinamaanisha kwamba mzungumzaji hawezi kuzungumzia kwa kina kuhusu mada fulani (kama vile historia ya mji) kwa sababu kuna mambo mengi sana ya kusema. hivyo anaamua kuacha mada hiyo na kuendelea na mengine.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Siwezi ongelea histroria ya mji maana kuna mengi ya kusema. True, False, or Neither?\nAnswer:'}]}]	entailment
Hivyo, sijui kwa kweli nu kwa nini.	Nina uhakika wa sababu.	contradiction	"[textblock(text='neither. kutokana na kauli yako ""hivyo, sijui kwa kweli nu kwa nini"", inaonyesha kuwa huna uhakika wa sababu. kwa hiyo, jibu sahihi si true (kweli) wala false (si kweli), bali neither (wala moja).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hivyo, sijui kwa kweli nu kwa nini.\nQuestion: Nina uhakika wa sababu. True, False, or Neither?\nAnswer:'}]}]	neutral
