premise	hypothesis	label	opus	prompt	verbalized
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Handisati ndataura naye zvakare.	contradiction	"[textblock(text='mhinduro yacho ndeye true.\n\nizvi zvinobudiswa nemutauro unotevera:\n""uye, ndokapedzisira ndisisataure naye. handisati ndataura naye zvakare.""\n\nipapo munhu ari kuti akapedzisira asina kutaura naye, uye haasati ataura naye zvakare kubva ipapo. saka mhinduro yacho ichokwadi (true) kuti haasati ataura naye zvakare.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Handisati ndataura naye zvakare. True, False, or Neither?\nAnswer:'}]}]	entailment
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.	entailment	[textblock(text='neither. hazvina kutaurwa kuti wakagumbuka zvekuti wakazoerekana wotaura naye zvekare. chero zvazvo wakange wasvotwa uye uchisataura naye, hapana chinhu chinoratidza kuti wakagumbuka zvekuti wakazoerekana wotaura naye zvakare.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare. True, False, or Neither?\nAnswer:'}]}]	neutral
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Takava nenhaurirano yakanaka chose.	neutral	"[textblock(text='mhinduro inofanira kuve false. munyori anoti ""ndokapedzisira ndisisataure naye"", zvinoreva kuti hapana nhaurirano yakanaka pakati pavo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Takava nenhaurirano yakanaka chose. True, False, or Neither?\nAnswer:'}]}]	contradiction
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu	contradiction	"[textblock(text='false. mubvunzo rakataura kuti ""vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera."" izvi zvinoratidza kuti pane chamakaudzwa pamusoro pekusangana kwenyu nemumwe munhu, saka mhinduro ye ""hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu"" haisi yezvokwadi (false).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu True, False, or Neither?\nAnswer:'}]}]	contradiction
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .	entailment	"[textblock(text='neither. hapana chiri kujekeswa kuti munhu aizoshevedzerwa ari murume kana kuti mukadzi. mhinduro yakakwana ingadai:\n\nvakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera.\n\nizvi hazvitauri kuti munhu aizodanwa ari murume kana kuti mukadzi. saka mhinduro inofanira kunge iri ""neither"" (hapana chiri pachena).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane . True, False, or Neither?\nAnswer:'}]}]	neutral
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Murume wacho wakati nonokei kusvika .	neutral	[textblock(text='neither. hapana chitsananguro chekuti murume wacho wanonoka kusvika. mubvunzo hazvitaurwi kuti murume wacho wanonoka here kana kuti kwete.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Murume wacho wakati nonokei kusvika . True, False, or Neither?\nAnswer:'}]}]	neutral
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Ndoda kukudzai zvose zvandoziva pamusoro pazvo!	contradiction	"[textblock(text='neither.\n\nhauna kundipa zvakakwana kuti ndikupe mhinduro yakanaka. hauna kutaura kuti ""izvo"" chii chaizvo, saka handizive kuti urikuda kuti ndikuudze zvose zvandoziva pamusoro pezvinhu zvipi. kuti ndikupe mhinduro ye true kana false, ndinoda kunzwisisa zviri pachena kuti urikureva chii.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Ndoda kukudzai zvose zvandoziva pamusoro pazvo! True, False, or Neither?\nAnswer:'}]}]	contradiction
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.	entailment	"[textblock(text='mhinduro yacho ndeye neither.\n\nmubvunzo, munhu akati ""pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira."" izvi zvinoreva kuti pane zvimwe zvakawanda zvekutaura asi munhu iyeye achazvidarikira, kwete kuti haataurwe nezvazvo zvachose. saka mhinduro ""handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura"" haina kunaka chose.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura. True, False, or Neither?\nAnswer:'}]}]	neutral
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.	neutral	"[textblock(text='mhinduro yacho ndeye true.\n\nmubvunzo, munhu akati ""pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira."" izvi zvinoreva kuti pane zvakawanda zvekutaura asi havachazotaura nezvazvo.\n\nmhinduro inoti ""handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura."" izvi zvinobatana chaizvo nezvakataurwa mubvunzo, saka mhinduro yacho iri true.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura. True, False, or Neither?\nAnswer:'}]}]	entailment
Nekudaro handinyatsozive kuti nemhaka yei.	Ndine chokwadi kuti nemhaka yei.	contradiction	"[textblock(text='neither.\n\niwe hauna kupa chokwadi chekuti une chokwadi kuti nemhaka yei. iwe wakangoti ""nekudaro handinyatsozive kuti nemhaka yei."" izvi zvinoratidza kuti hauna chokwadi kuti nemhaka yei, saka hapana chokwadi kana nhema mune zvawataura.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nekudaro handinyatsozive kuti nemhaka yei.\nQuestion: Ndine chokwadi kuti nemhaka yei. True, False, or Neither?\nAnswer:'}]}]	neutral
Nekudaro handinyatsozive kuti nemhaka yei.	Handizive chikonzero chakaita kuti atame zvikoro.	neutral	"[textblock(text='neither.\n\niyi mhinduro yakanaka nokuti hapana chiri kuchibvumidza kana kutsigira kuti atame zvikoro. mubvunzo, munhu arikuti haazive chikonzero chakaita kuti atame zvikoro, asi haataurire kuti chokwadi atame kana kuti kwete. saka mhinduro ye ""neither"" ndiyo yakanaka pane ""true"" kana ""false"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nekudaro handinyatsozive kuti nemhaka yei.\nQuestion: Handizive chikonzero chakaita kuti atame zvikoro. True, False, or Neither?\nAnswer:'}]}]	contradiction
Nekudaro handinyatsozive kuti nemhaka yei.	Handizive kuti sei izvi zvakaitika	entailment	"[textblock(text='neither.\n\niyi mhinduro yakanaka nekuti mubvunzo mune mashoko ""handizive kuti sei izvi zvakaitika"" asi mhinduro dzinogona kupiwa idzi ""true"", ""false"" kana ""neither"". mhinduro ""neither"" ndiyo yakanaka nekuti mubvunzo hauna chinhu chekuti unogona kupindura ne""true"" kana ""false"". mubvunzo uyu unotaura kuti munhu haazive kuti sei chimwe chinhu chakaitika, saka hapana mhinduro inogona kunge iri ""true"" kana ""false"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nekudaro handinyatsozive kuti nemhaka yei.\nQuestion: Handizive kuti sei izvi zvakaitika True, False, or Neither?\nAnswer:'}]}]	contradiction
Ndini ndoga, ah, ndaigaro shandisa michina yekudzora mwero wekushanda kwemimwe michina yemukamba kanoona mafambiro endege	Handifariri kuva inin ndoga ndinoona zvemichina kudzora mwero wekushanda kwemimwe michina  kano tsvakurudza mafambiro akakodzera muchadenga.	neutral	[textblock(text='mhinduro yangu ndeye neither.\n\nhapana chokwadi kana chenhema muzvamataura. kuva wega hakurevi kuti unofanirwa kuita basa rekudzora mwero wekushanda kwemimwe michina. uye kuva wega hakurevi kuti haugone kuita basa iri zvakanaka. zviri kwauri kuti unofunga kuti unogona here kuita basa iri zvakanaka kana kuti kwete. saka handingati chokwadi kana chenhema, asi ndinoti hapana mhinduro inonyatsonzwisisika.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndini ndoga, ah, ndaigaro shandisa michina yekudzora mwero wekushanda kwemimwe michina yemukamba kanoona mafambiro endege\nQuestion: Handifariri kuva inin ndoga ndinoona zvemichina kudzora mwero wekushanda kwemimwe michina  kano tsvakurudza mafambiro akakodzera muchadenga. True, False, or Neither?\nAnswer:'}]}]	neutral
