premise	hypothesis	label	opus	prompt	verbalized
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Khange ndithethe naye. 	contradiction	"[textblock(text='neither. akukho kwaneleyo ulwazi olunikezelweyo ukuze siphendule ngenyaniso okanye ngobuxoki. umbhali uthi ""ndipheke ndithetha naye kwakhona"" kodwa akacacisi ukuba ngaba bathethe okanye hayi.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nQuestion: Khange ndithethe naye.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye. 	entailment	[textblock(text='neither. umbhali akatsho ukuba wayenomsindo kakhulu ngokuba nje waqala ukuthetha naye. endaweni yoko, umbhali uthi wayekhathazeke kakhulu, kodwa akucacanga ukuba ingaba wayenomsindo na okanye hayi. ngoko ke, akukho lwazi olwaneleyo ukutsho ukuba lo myalezo uyinyaniso okanye ubuxoki.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nQuestion: Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Saye sathetha kakuhle kakhulu. 	neutral	[textblock(text='neither. akukho kwimibandela oyinikiweyo enokusixelela ukuba uthethile kakuhle okanye hayi. umbuzo awuniki lonke ulwazi olufunekayo ukuze siphendule ngo-true okanye false.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nQuestion: Saye sathetha kakuhle kakhulu.  True, False, or Neither?\nAnswer:'}]}]	contradiction
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Andizange ndixelelwe nto ngokudibana nomntu. 	contradiction	"[textblock(text='true. isivakalisi sithi ""bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane"", nto leyo ebonisa ukuba umntu uye waxelelwa ngokudibana nomntu (umfana) ngaphambili.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nQuestion: Andizange ndixelelwe nto ngokudibana nomntu.  True, False, or Neither?\nAnswer:'}]}]	entailment
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane. 	entailment	"[textblock(text='neither.\n\nthe given statement ""bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane."" is not exactly the same as ""ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane.""\n\nthe key differences are:\n1. the original statement starts with ""bandixelela"" (they told me), while the question statement starts with ""ndaye ndaxelelwa"" (and i was told).\n\n2. the original includes the interjection ""yhu"" which is omitted in the question statement.\n\n3. the original specifies ""ekugqibeleni sidibane"" (when we meet in the end/finally), while the question just says ""sidibane"" (when we meet).\n\nso the question statement is neither completely true nor completely false compared to the original. it captures a similar idea but with some differences in wording and specificity.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nQuestion: Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane.  True, False, or Neither?\nAnswer:'}]}]	contradiction
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Umfana wafika emva kwexesha.	neutral	[textblock(text='neither. akukho lwazi olwaneleyo olunikezelwe ukuze siphendule ngokuchanekileyo ukuba umfana wafika emva kwexesha okanye hayi. umbuzo awukhankanyanga nto malunga nokufika komfana ngexesha okanye emva kwexesha.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nQuestion: Umfana wafika emva kwexesha. True, False, or Neither?\nAnswer:'}]}]	neutral
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Ndifuna ukuxelela yonke into endiyaziyo ngalo nto. 	contradiction	"[textblock(text='false\n\nesi sivakalisi sithi ""ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje."" oku kuthetha ukuba akufuni ukuthetha nto ininzi ngale nto kwaye uzakuyidlula nje. ngoko ke, impendulo yombuzo othi ""ndifuna ukuxelela yonke into endiyaziyo ngalo nto"" yi-false (asiyonyani), kuba esi sivakalisi sibonisa ukuba akufuni ukuxelela yonke into oyaziyo ngale nto.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nQuestion: Ndifuna ukuxelela yonke into endiyaziyo ngalo nto.  True, False, or Neither?\nAnswer:'}]}]	contradiction
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe.	entailment	"[textblock(text='true\n\nesi sivakalisi sithi ""andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe."" oku kuyahambelana nesivakalisi sokuqala esithi ""ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje."" zombini ezi zivakalisi zibonisa ukuba umbuzi akazukuthetha ngezo zinto nangona zininzi, uzakuzidlula nje.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nQuestion: Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe. True, False, or Neither?\nAnswer:'}]}]	entailment
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha. 	neutral	"[textblock(text='true\n\nesi sivakalisi ""andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha"" sithetha into efanayo nesivakalisi esithi ""ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje"". zombini ezi zivakalisi zithetha ukuba umntu akazukuthetha ngembali yedolophu kuba ininzi kakhulu into anokuyithetha ngayo, ngoko ke uzakuyidlula nje loo mbali.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nQuestion: Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha.  True, False, or Neither?\nAnswer:'}]}]	entailment
Ngoko andiqinisekanga ukuba kutheni.	Ndiqinisekile ngesizathu sokuba kutheni. 	contradiction	"[textblock(text='neither.\n\nthe original sentence ""ngoko andiqinisekanga ukuba kutheni"" means ""therefore i am not sure why"".\n\nthe second sentence ""ndiqinisekile ngesizathu sokuba kutheni"" means ""i am sure about the reason why"". \n\nthese two sentences have opposite meanings. the first expresses uncertainty about the reason, while the second expresses certainty. therefore, the truth value cannot be determined as either true or false based on the information given. the correct answer is neither.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngoko andiqinisekanga ukuba kutheni.\nQuestion: Ndiqinisekile ngesizathu sokuba kutheni.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ngoko andiqinisekanga ukuba kutheni.	Andiyazi kwakutheni ukuze atshintshe izikolo.	neutral	"[textblock(text='neither. the given sentence ""ngoko andiqinisekanga ukuba kutheni"" does not contain enough information to determine if the statement ""andiyazi kwakutheni ukuze atshintshe izikolo"" is true or false. the first sentence simply states ""therefore i am not sure why"", without specifying what the reason or context is. more details would be needed to evaluate the truth of the second statement about not knowing why someone changed schools.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngoko andiqinisekanga ukuba kutheni.\nQuestion: Andiyazi kwakutheni ukuze atshintshe izikolo. True, False, or Neither?\nAnswer:'}]}]	contradiction
Ngoko andiqinisekanga ukuba kutheni.	Andiyazi ukuba kutheni ukuze yenzeke lo nto.  	entailment	"[textblock(text='neither.\n\nthe given sentence ""ngoko andiqinisekanga ukuba kutheni."" is not exactly the same as ""andiyazi ukaba kutheni ukuze yenzeke lo nto."", but they have a very similar meaning.\n\n""ngoko andiqinisekanga ukuba kutheni."" translates to ""so i\'m not sure why.""\n\n""andiyazi ukuba kutheni ukuze yenzeke lo nto."" translates to ""i don\'t know why this happened.""\n\nboth sentences express uncertainty about the reason for something, but they are phrased slightly differently. therefore, it cannot be classified as definitively true or false, so the most appropriate answer is neither.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngoko andiqinisekanga ukuba kutheni.\nQuestion: Andiyazi ukuba kutheni ukuze yenzeke lo nto.   True, False, or Neither?\nAnswer:'}]}]	neutral
Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. 	Zange ndithande ukuba ibendim ndodwa owaqhuba abalawuli kuvavanyo.	neutral	[textblock(text='neither. umbhali akatsho ukuba wayengathandi ukuqhuba abalawuli kuvavanyo yedwa. umbhali uthetha nje ukuba wayesoloko eqhuba abalawuli kuvavanyo kwigumbi le althityhudi encinci, kodwa akachazi ukuba wayekuthanda okanye wayengakuthandi ukwenza oku yedwa.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. \nQuestion: Zange ndithande ukuba ibendim ndodwa owaqhuba abalawuli kuvavanyo. True, False, or Neither?\nAnswer:'}]}]	neutral
Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. 	Uvavanyo zazisenziwa kumagumbi amancinci e-althityhudi.	entailment	"[textblock(text='true. isivakalisi sithi ""uvavanyo kwigumbi le althityhudi encinci"", oku kuthetha ukuba uvavanyo lwalusenziwa kumagumbi amancinci e-althityhudi.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. \nQuestion: Uvavanyo zazisenziwa kumagumbi amancinci e-althityhudi. True, False, or Neither?\nAnswer:'}]}]	entailment
Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. 	kwakukho abambalwa bethu ababeqhuba abalawuli kuvavanyo.	contradiction	"[textblock(text='ngokolwazi olunikezelwe kwisivakalisi, impendulo ithi neither (akukho nto iyiyo).\n\nisivakalisi asixeli ngokuthe ngqo ukuba kwakukho abambalwa ababeqhuba abalawuli kuvavanyo. endaweni yoko, isivakalisi sithi ""yayindim ndodwa owaye uh, soloko eqhuba abalawuli, uvavanyo kwigumbi le althityhudi encinci."" oku akubonisi ngokuthe ngqo ukuba kwakukho abanye abantu ababeqhuba abalawuli kuvavanyo ngaphandle komuntu othethayo. ngoko ke, isivakalisi esimiselweyo asinakho ukuphendulwa nge-true okanye false ngokusekelwe kulwazi olunikezelweyo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. \nQuestion: kwakukho abambalwa bethu ababeqhuba abalawuli kuvavanyo. True, False, or Neither?\nAnswer:'}]}]	contradiction
Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. 	Ndisasebenza nanamhlanje. 	contradiction	[textblock(text='false. kuthiwa umphathi oyintloko wapolisa uthathe umhlala phantsi, ngoko ke akasasebenzi nanamhlanje.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. \nQuestion: Ndisasebenza nanamhlanje.  True, False, or Neither?\nAnswer:'}]}]	contradiction
Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. 	Ndathatha umhlala phantsi  ngonyaka wama2002. 	neutral	[textblock(text='neither. the information provided does not specify the year in which the police chief retired. it only states that the police chief is retired, according to rick, but no retirement year is mentioned.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. \nQuestion: Ndathatha umhlala phantsi  ngonyaka wama2002.  True, False, or Neither?\nAnswer:'}]}]	neutral
Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. 	URick wakuxelela ukuba ndithathe umhlala phantsi. 	entailment	"[textblock(text='neither. umbhali akatsho ukuba urick wamxelela ngqo ukuba athathe umhlala phantsi. umbhali uthi ""ngokutsho kukarick"" ndingu umphathi oyintloko wapolisa othathe umhlala phantsi. oku kuthetha ukuba urick uthethe ngombhali, hayi ukuba wathetha naye ngqo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. \nQuestion: URick wakuxelela ukuba ndithathe umhlala phantsi.  True, False, or Neither?\nAnswer:'}]}]	neutral
Kukho uqikelelo lokuhamba kwemali kwidesika yam kwaye, um uh, yenzelwe into enjalo naleyo Cutty. Elo ligama lomxhasi.	Umxhasi obizwa ngokuba nguCutty wenza i10000 yedola ngenyanga. 	neutral	"[textblock(text='neither - akukho lwazi olwaneleyo olunikezelweyo ukuqinisekisa ukuba ucutty wenza i$10,000 ngenyanga. intetho ithi ucutty ""wenza into enjalo naleyo"" kodwa ayichazi ngqo ukuba wenza imalini ngenyanga.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kukho uqikelelo lokuhamba kwemali kwidesika yam kwaye, um uh, yenzelwe into enjalo naleyo Cutty. Elo ligama lomxhasi.\nQuestion: Umxhasi obizwa ngokuba nguCutty wenza i10000 yedola ngenyanga.  True, False, or Neither?\nAnswer:'}]}]	neutral
