premise	hypothesis	label	opus	prompt	verbalized
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Ban ƙara masa magana ba.	contradiction	[textblock(text='false. daga karshe na ɓige da ƙara yi masa magana, wanda ke nuna cewa ka ƙara masa magana a ƙarshe bayan ka fusata da shi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Ban ƙara masa magana ba. True, False, or Neither?\nAnswer:'}]}]	contradiction
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Naji haushi sosai kawai na fara ƙara yi masa magana.	entailment	[textblock(text='neither. ba a faɗi cewa ka fara ƙara yi masa magana saboda haushi ba. an faɗi cewa daga ƙarshe ne ka ɓige da ƙara yi masa magana, amma ba a faɗi dalilin da ya sa ka yi hakan ba. zai iya zama saboda haushi ko wani dalilin daban.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Naji haushi sosai kawai na fara ƙara yi masa magana. True, False, or Neither?\nAnswer:'}]}]	neutral
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Mun yi hira mai dadi.	neutral	"[textblock(text=""neither. ba a faɗi komai game da irin hira da aka yi ba. an faɗi kawai cewa mutumin ya fusata sosai kuma ya ƙi ƙara yi wa wani magana, amma ba a bayyana idan sun yi hira mai daɗi ko a'a ba."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Mun yi hira mai dadi. True, False, or Neither?\nAnswer:'}]}]	neutral
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Ba'a gaya min komai ba akan zan haɗu da kowa ba.	contradiction	"[textblock(text=""true. daga abin da ka faɗa, ba'a gaya maka cewa za ka haɗu da kowa ba daga ƙarshe. an dai ce za a kira ka kawai, amma ba'a ambata wani haɗuwa da wani ba."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: Ba'a gaya min komai ba akan zan haɗu da kowa ba. True, False, or Neither?\nAnswer:""}]}]"	entailment
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	An gayan zaa kira min wani mu haɗu. 	entailment	"[textblock(text='true. jimlarta ta farko ta faɗi cewa ""sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe."" wannan yana nufin cewa an gaya mata cewa za a kira ta don ta haɗu da wani daga baya.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: An gayan zaa kira min wani mu haɗu.  True, False, or Neither?\nAnswer:'}]}]	entailment
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Mutumin ya ɗan zo a makare.	neutral	[textblock(text='neither. ba a faɗi ko mutumin ya zo a makare ko bai zo ba. an dai ce zaa a kira shi su haɗu daga ƙarshe, amma ba a tabbatar ko ya zo ko bai zo ba.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: Mutumin ya ɗan zo a makare. True, False, or Neither?\nAnswer:'}]}]	neutral
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ina so na faɗa ma duk abinda na sani akan hakan.	contradiction	"[textblock(text='false. daga cikin jawabinka, ka ce ""akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan."" wannan yana nufin ba ka son ka faɗa duk abin da ka sani akan wannan batu, kuma kana son mu ci gaba zuwa wani batu. don haka, amsar ""ina so na faɗa ma duk abinda na sani akan hakan"" ba gaskiya ba ce.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ina so na faɗa ma duk abinda na sani akan hakan. True, False, or Neither?\nAnswer:'}]}]	contradiction
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan.	entailment	"[textblock(text='true.\n\ndalilin shi ne, a cikin tambayar an ce ""ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan."" wannan jumlah tana nuna cewa akwai abubuwa da yawa da za a iya fada akan batun, amma ba za a yi magana a kansu ba. wannan yana daidai da abin da aka fada a cikin bayanin da cewa ""akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.""', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan. True, False, or Neither?\nAnswer:'}]}]	entailment
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa.	neutral	"[textblock(text='true.\n\ndalilin shi ne, a cikin tambayar an ce ""akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan."" wannan yana nufin cewa akwai abubuwa da yawa da za a iya fada game da wannan batun, amma za a tsallake su. sannan a cikin amsar, an ce ""ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa."" wannan ma yana tabbatar da cewa ba za a yi magana a kan tarihin ba saboda yawan abin da ake da shi, wanda hakan ya dace da bayanin da aka yi a tambayar.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa. True, False, or Neither?\nAnswer:'}]}]	entailment
Dan haka ban tabbatar da mene dalili ba.	Na tabbatar da mene dalilin.	contradiction	"[textblock(text='neither.\n\nba a tabbatar da wani dalili ba a cikin wannan jumla. jumlar ba ta fadi ko an tabbatar da wani dalıli ko a\'a. kawai ta ce ""dan haka ban tabbatar da mene dalili ba"", wanda ke nufin cewa bai tabbatar da dalilin ba, amma bai bayyana ko akwai wani dalili da ya kamata a tabbatar da shi ba ko babu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dan haka ban tabbatar da mene dalili ba.\nQuestion: Na tabbatar da mene dalilin. True, False, or Neither?\nAnswer:'}]}]	neutral
Dan haka ban tabbatar da mene dalili ba.	Ban san dalilin yawan canja makarantun sa ba.	neutral	"[textblock(text='neither\n\nba a bayyana dalilin yawan canja makarantun sa ba a cikin labarin da aka bayar. labarin ya ce ""ban san dalilin yawan canja makarantun sa ba"", wanda ke nuna cewa ba a san dalilin ba. saboda haka, ba za a iya cewa gaskiya ne ko karya bane, domin babu cikakken bayani game da dalilin yawan canja makarantun.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dan haka ban tabbatar da mene dalili ba.\nQuestion: Ban san dalilin yawan canja makarantun sa ba. True, False, or Neither?\nAnswer:'}]}]	neutral
Dan haka ban tabbatar da mene dalili ba.	Ban san meyasa hakan ta faru ba.	entailment	"[textblock(text='true.\n\n""ban san meyasa hakan ta faru ba"" yana nufin cewa ba ka san dalilin da ya sa wani abu ya faru ba. wannan jumlah yana da ma\'ana iri daya da ""dan haka ban tabbatar da mene dalili ba.""\n\ndukkansu sun nuna rashin sanin dalilin wani abin da ya faru. saboda haka, amsar ""true"" ta dace.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dan haka ban tabbatar da mene dalili ba.\nQuestion: Ban san meyasa hakan ta faru ba. True, False, or Neither?\nAnswer:'}]}]	entailment
Ni kadai ne uh, na taɓa jagorancin masu gudanar da gwajin na karamin zauren  altitude.	Ba na son na zama ni kaɗai nake jagorancin masu gudanar da gwajin.	neutral	"[textblock(text=""neither. ba a faɗi ko kana son zama kai kaɗai kake jagorancin masu gudanar da gwajin ko a'a. an dai faɗi cewa ka taɓa jagorancin masu gudanar da gwajin na karamin zauren altitude, amma ba a faɗi ko kana son yin hakan kai kaɗai ko tare da wasu ba."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni kadai ne uh, na taɓa jagorancin masu gudanar da gwajin na karamin zauren  altitude.\nQuestion: Ba na son na zama ni kaɗai nake jagorancin masu gudanar da gwajin. True, False, or Neither?\nAnswer:'}]}]	neutral
Ni kadai ne uh, na taɓa jagorancin masu gudanar da gwajin na karamin zauren  altitude.	Anyi gwajin a karamin zauren altitude.	entailment	"[textblock(text='true. a cikin tambayar an fadi cewa ""ni kadai ne uh, na taɓa jagorancin masu gudanar da gwajin na karamin zauren altitude."" wannan yana nufin cewa an yi gwajin a karamin zauren altitude.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni kadai ne uh, na taɓa jagorancin masu gudanar da gwajin na karamin zauren  altitude.\nQuestion: Anyi gwajin a karamin zauren altitude. True, False, or Neither?\nAnswer:'}]}]	entailment
