premise	hypothesis	label	opus	prompt	verbalized
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Angikaze ngikhulume naye futhi	contradiction	"[textblock(text='impendulo ithi false.\n\nesitatimendeni esinikeziwe, umuntu uthi ""ngaze ngagcina sengikhuluma naye futhi"". lokhu kusho ukuthi uye wakhuluma naye futhi, okungaphikisana nesitatimende esithi ""angikaze ngikhulume naye futhi"". ngakho-ke impendulo eyiqiniso ithi false - isitatimende asiyona iqiniso.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nQuestion: Angikaze ngikhulume naye futhi True, False, or Neither?\nAnswer:'}]}]	contradiction
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye	entailment	"[textblock(text='neither. embuzweni awukho umusho othi ""ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye"". esikhundleni salokho, umusho uthi ""ngaze ngagcina sengikhuluma naye"", okusho ukuthi ekugcineni uye wakhuluma naye, kodwa akusho ukuthi kwakuyingoba wayethukuthele kakhulu. ngakho-ke impendulo ayikho ku-true noma false, kodwa yi-neither ngoba umusho onikeziwe awufani ncamashi nalowo okumbuzweni.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nQuestion: Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye True, False, or Neither?\nAnswer:'}]}]	neutral
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Sakhuluma kahle	neutral	"[textblock(text='ngokwemininingwane enikeziwe, impendulo ithi ""neither"". imininingwane ayichazi ukuthi nakhuluma kahle noma kabi. ithi nje ""ngaze ngagcina sengikhuluma naye"", kodwa ayisho lutho ngendlela enakhuluma ngayo. ngakho-ke asikwazi ukuphendula ngo-""true"" noma ""false"" kulokhu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nQuestion: Sakhuluma kahle True, False, or Neither?\nAnswer:'}]}]	contradiction
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani	contradiction	"[textblock(text='true\n\nempeleni awukaze utshelwe lutho ngokuthi kumele uhlangane nobani owesilisa ekugcineni. umbuzo wakho uthi ""bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye"", okusho ukuthi awukaze utshelwe ngokuthi uzohlangana nobani owesilisa ekugcineni. ngakho-ke impendulo ethi ""true"" iyiqiniso.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nQuestion: Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani True, False, or Neither?\nAnswer:'}]}]	entailment
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane	entailment	[textblock(text='neither. awukho umbuzo obuziwe lapha, kodwa esikhundleni salokho isitatimende. isitatimende sithi umuntu watshelwa ukuthi owesilisa uzobizwa ukuze bahlangane, kodwa asikho isinqumo esingathathwa ukuthi lokhu kuyiqiniso noma amanga ngaphandle kolwazi olwengeziwe.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nQuestion: Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane True, False, or Neither?\nAnswer:'}]}]	neutral
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Owesilisa wafika emva kwesikhathi	neutral	"[textblock(text='angikwazi ukuphendula umbuzo wakho ngoba awunayo ulwazi olwanele. umbhalo awusho lutho mayelana nokuthi owesilisa ufike ngesikhathi noma emva kwesikhathi. ngakho-ke, impendulo ithi ""neither"" - ayikwazi ukuphenduleka ngenxa yokungabi nolwazi olwanele.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nQuestion: Owesilisa wafika emva kwesikhathi True, False, or Neither?\nAnswer:'}]}]	neutral
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngifuna ukukutshela yonke into engiyaziyo ngalokho	contradiction	"[textblock(text='neither. awunginikanga noma yiluphi ulwazi engingaluhlola ukuthi luyiqiniso noma amanga. ngakho-ke angikwazi ukuphendula umbuzo wakho ngokuthi ""true"", ""false"" noma ""neither"" ngoba awukho umbuzo onqala engingawuphendula.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nQuestion: Ngifuna ukukutshela yonke into engiyaziyo ngalokho True, False, or Neither?\nAnswer:'}]}]	neutral
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho	entailment	"[textblock(text='impendulo ithi neither.\n\nisisho esithi ""ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho"" asiqondile noma singaqondile ngokuphelele. lesi sisho asichazi ukuthi umuntu uzokhuluma noma ngeke akhulume ngalokho okuningi angakusho. kunalokho, sisho ukuthi umuntu ngeke akhulume ngalokho okuthile, nakuba eningi angalisho ngakho.\n\nngakho-ke impendulo ayikwazi ukuba i-true noma i-false ngoba isisho asiqondile ngokugcwele futhi sinezingxenye ezimbili eziphikisanayo - ukungakhulumi ngalokho okuthile kanye nokuningi okungashiwo ngakho.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nQuestion: Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho True, False, or Neither?\nAnswer:'}]}]	contradiction
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho	neutral	"[textblock(text='impendulo ithi neither.\n\nisisho asithi ""true"" noma ""false"" ngoba:\n- awusho ukuthi uzokhuluma ngomlando wedolobha, kodwa uthi kuningi ongakhuluma ngakho kulokho. lokhu akusho ukuthi uqinisile noma uqamba amanga.\n- awusho ukuthi ngeke ukhulume ngomlando wedolobha, kodwa uthi uzoweqa lokho okuningi ongakhuluma ngakho. lokhu futhi akusho ukuthi uqinisile noma uqamba amanga.\n\nngakho-ke isisho asiqondile ukuthi uqinisile noma uqamba amanga, kodwa sikhuluma ngokuthi kuningi ongakhuluma ngakho kodwa uzoweqa lokho manje. ngakho impendulo ithi neither.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nQuestion: Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho True, False, or Neither?\nAnswer:'}]}]	neutral
Anginaso isiqiniseko ukuthi kungani	Nginesiqiniseko ukuthi isizathu yini	contradiction	"[textblock(text='neither\n\numusho ""anginaso isiqiniseko ukuthi kungani"" awunikezi iqiniso noma iphutha ngoba awusho lutho olucacile. awuqinisekisi noma uphika noma yini. uyasho nje ukuthi umuntu akanaso isiqiniseko ngesizathu esithile, kodwa asichazi ukuthi isizathu leso siyiqiniso noma cha.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Anginaso isiqiniseko ukuthi kungani\nQuestion: Nginesiqiniseko ukuthi isizathu yini True, False, or Neither?\nAnswer:'}]}]	neutral
Anginaso isiqiniseko ukuthi kungani	Angazi ukuthi kungani ashintshelwa ezikoleni	neutral	[textblock(text='neither.\n\nasikho isiqiniseko esicacile sokuthi kungani abantwana bashintshelwa ezikoleni. kunezizathu eziningi ezingabangela ukushintshwa kwesikole, kodwa azikho izimpendulo eziqondile kulombuzo. izizathu zingafaka phakathi:\n\n- ukuthutha komndeni endaweni entsha ngenxa yomsebenzi noma izizathu ezithile\n- ukufuna ikhwalithi engcono yemfundo noma izinsiza zokufunda\n- izinkinga zokuziphatha noma ukungezwani nabanye abafundi esikoleni samanje  \n- izidingo ezikhethekile zemfundo noma usizo oludingwa umfundi\n- ukukhetha esikoleni esisha ngenxa yezifundo ezithile noma imidlalo ehlinzekwayo\n\nngakho-ke akukho mpendulo eqondile, njengoba kunezizathu eziningi ezahlukene zokushintsha isikole ngokuncika esimweni somfundi ngamunye.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Anginaso isiqiniseko ukuthi kungani\nQuestion: Angazi ukuthi kungani ashintshelwa ezikoleni True, False, or Neither?\nAnswer:'}]}]	neutral
Anginaso isiqiniseko ukuthi kungani	Angazi kwenzekelani lokho	entailment	"[textblock(text='neither\n\nisisho ""anginaso isiqiniseko ukuthi kungani"" asiqinisekisi noma siphikise ukuthi kwenzeke okuthile. sisho nje ukuthi umuntu akazi noma akanaso isiqiniseko sokuthi kungani kwenzeke lokho okuthile. ngakho-ke, impendulo efanele lapha ithi ""neither"" - okusho ukuthi isisho asiqinisekisi (true) futhi asiphiki (false) ukwenzeka kwento ethile.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Anginaso isiqiniseko ukuthi kungani\nQuestion: Angazi kwenzekelani lokho True, False, or Neither?\nAnswer:'}]}]	contradiction
