	premise	hypothesis	label	llm
0	To be honest, I hadn't thought about it, but I was confused, and I ended up talking to her again.	I never spoke to him again.	contradiction	<pad> contradiction</s>
1	To be honest, I hadn't thought about it, but I was confused, and I ended up talking to her again.	I was so upset that I started talking to her again.	entailment	<pad> entailment</s>
2	To be honest, I hadn't thought about it, but I was confused, and I ended up talking to her again.	We had a good talk.	neutral	<pad> entailment</s>
3	I was told that, uh, I would be summoned to meet the young man at the end.	I had not been told anything about contacting anyone.	contradiction	<pad> contradiction</s>
4	I was told that, uh, I would be summoned to meet the young man at the end.	I was told that I would be summoned to meet a young man.	entailment	<pad> entailment</s>
5	I was told that, uh, I would be summoned to meet the young man at the end.	The young man arrived late.	neutral	<pad> contradiction</s>
6	We have much more to say about this, but I will leave it to you.	I want to tell you everything I know about it.	contradiction	<pad> entailment</s>
7	We have much more to say about this, but I will leave it to you.	I will not talk about that, although there is much that needs to be done.	entailment	<pad> entailment</s>
8	We have much more to say about this, but I will leave it to you.	I won't talk about the history of the town because it has a lot of stories.	neutral	<pad> entailment</s>
9	So why am I not ashamed?	I'm pretty sure that's why.	contradiction	<pad> entailment</s>
10	So why am I not ashamed?	I don't know why he changed schools.	neutral	<pad> entailment</s>
11	So why am I not ashamed?	I don't know why that happened.	entailment	<pad> entailment</s>
12	I was the only one operating the small controls for the thermometer test.	I didn't want to be the only one handling the controls for the tests.	neutral	<pad> entailment</s>
13	I was the only one operating the small controls for the thermometer test.	Experiments were conducted in small chambers.	entailment	<pad> entailment</s>
14	I was the only one operating the small controls for the thermometer test.	A few of us were handling the control equipment for the tests.	contradiction	<pad> contradiction</s>
15	It is I, the Chief Master Sergeant, who has laid the flag down, as Rick said.	I am still working today.	contradiction	<pad> contradiction</s>
16	It is I, the Chief Master Sergeant, who has laid the flag down, as Rick said.	Retired in 2002	neutral	<pad> contradiction</s>
17	It is I, the Chief Master Sergeant, who has laid the flag down, as Rick said.	Rick has told you that I am retired.	entailment	<pad> entailment</s>
18	There are expectations about the money that goes in and out of my desk, and who owns Cutty, that's the name of the customer.	A customer named Cutty earns $10,000 a month.	neutral	<pad> entailment</s>
19	There are expectations about the money that goes in and out of my desk, and who owns Cutty, that's the name of the customer.	There is a customer named Cutty.	entailment	<pad> entailment</s>
20	There are expectations about the money that goes in and out of my desk, and who owns Cutty, that's the name of the customer.	We don't have a customer named Cutty.	contradiction	<pad> contradiction</s>
21	The girl who can help me is in town.	My helpless daughter lives far away.	entailment	<pad> entailment</s>
22	The girl who can help me is in town.	A little girl comes to me from five kilometers away	neutral	<pad> entailment</s>
23	The girl who can help me is in town.	No one can help me.	contradiction	<pad> contradiction</s>
24	But they were divided as to who worked on the farm and who belonged to the household.	All have agreed to work in the fields.	contradiction	<pad> entailment</s>
25	But they were divided as to who worked on the farm and who belonged to the household.	They could not agree on who would work on the farm and who would stay in the house.	entailment	<pad> entailment</s>
26	But they were divided as to who worked on the farm and who belonged to the household.	There was disagreement as to who should work on the dairy farm and who should clean the floor.	neutral	<pad> entailment</s>
27	I mean, they had five children, one of whom died.	All of their children survived.	contradiction	<pad> entailment</s>
28	I mean, they had five children, one of whom died.	One out of every five children died.	entailment	<pad> entailment</s>
29	I mean, they had five children, one of whom died.	The dead child was born sick.	neutral	<pad> entailment</s>
30	She said there were tears in her eyes and that Joe was born on the porch	She had tears in her eyes when she told him to come to the porch.	entailment	<pad> entailment</s>
31	She said there were tears in her eyes and that Joe was born on the porch	She quickly wiped the tears from her eyes after pushing Joe out onto the porch.	contradiction	<pad> entailment</s>
32	She said there were tears in her eyes and that Joe was born on the porch	She was so happy to see Joe that she began to cry.	neutral	<pad> entailment</s>
33	Even if the plane caught fire, it would burn up and melt into the lead component, allowing the radiation to escape.	Radiation can also be prevented in the event of a fire.	neutral	<pad> contradiction</s>
34	Even if the plane caught fire, it would burn up and melt into the lead component, allowing the radiation to escape.	Radiation can leak from the lead component after the aircraft has burned.	entailment	<pad> entailment</s>
35	Even if the plane caught fire, it would burn up and melt into the lead component, allowing the radiation to escape.	Radiation will not leak during a fire.	contradiction	<pad> contradiction</s>
36	This is Chief Master Sergeant Clem Francis, retired from the U.S. military.	Chief resigned from the U.S. Army.	entailment	<pad> entailment</s>
37	This is Chief Master Sergeant Clem Francis, retired from the U.S. military.	Chief just laid down a few weeks ago.	neutral	<pad> entailment</s>
38	This is Chief Master Sergeant Clem Francis, retired from the U.S. military.	The U.S. Army Chief of Staff just took office this week.	contradiction	<pad> entailment</s>
39	Well, it got to the point where there were two or three flights a week and I didn't know where they were going.	More than one plane arrives each week.	entailment	<pad> entailment</s>
40	Well, it got to the point where there were two or three flights a week and I didn't know where they were going.	Increased air traffic is a problem.	neutral	<pad> entailment</s>
41	Well, it got to the point where there were two or three flights a week and I didn't know where they were going.	No planes are arriving.	contradiction	<pad> contradiction</s>
42	They had their training in a full wind suit and it took me a while when you use a full wind suit.	It takes up to three months to complete training in the use of a complete air suit.	neutral	<pad> entailment</s>
43	They had their training in a full wind suit and it took me a while when you use a full wind suit.	Training to use a full air suit takes time.	entailment	<pad> entailment</s>
44	They had their training in a full wind suit and it took me a while when you use a full wind suit.	We can train you to use a full wind suit at the end of the day.	contradiction	<pad> entailment</s>
45	I wanted it to be safe by going in deliberately, because it wouldn't explode, no matter how hard it hit the ground.	The bomb was defused by the pilot.	neutral	<pad> entailment</s>
46	I wanted it to be safe by going in deliberately, because it wouldn't explode, no matter how hard it hit the ground.	The bomb had no chance of exploding.	entailment	<pad> entailment</s>
47	I wanted it to be safe by going in deliberately, because it wouldn't explode, no matter how hard it hit the ground.	There was a high risk of a bomb blast.	contradiction	<pad> contradiction</s>
48	And what if it looks like what I'm trying to do.	I'm not sure what this looks like to you.	contradiction	<pad> entailment</s>
49	And what if it looks like what I'm trying to do.	Obviously, I try to do this.	entailment	<pad> entailment</s>
50	And what if it looks like what I'm trying to do.	I try to finish my project next week.	neutral	<pad> entailment</s>
51	But then, the animals will always be slaughtered, especially the goats.	The goats ran away from the farm these days.	neutral	<pad> contradiction</s>
52	But then, the animals will always be slaughtered, especially the goats.	The goats have escaped many times.	entailment	<pad> contradiction</s>
53	But then, the animals will always be slaughtered, especially the goats.	The goats were well protected.	contradiction	<pad> contradiction</s>
54	The doors were locked when we entered.	All the doors were open.	contradiction	<pad> contradiction</s>
55	The doors were locked when we entered.	We had the keys with us.	neutral	<pad> contradiction</s>
56	The doors were locked when we entered.	We managed to get inside, even though the doors were locked.	entailment	<pad> entailment</s>
57	Now I needed to take the summaries and try to fix it that way.	I feel confident that I only need summaries to fix this.	neutral	<pad> entailment</s>
58	Now I needed to take the summaries and try to fix it that way.	I don't know what to do with the summaries but please give me the details to correct this nonsense.	contradiction	<pad> entailment</s>
59	Now I needed to take the summaries and try to fix it that way.	I will read it in general terms.	entailment	<pad> entailment</s>
60	And most of them are due to the fact that the mothers are anesthetized.	My mother is a drug addict.	neutral	<pad> entailment</s>
61	And most of them are due to the fact that the mothers are anesthetized.	Mothers are not on prescription medications or anaesthetics.	contradiction	<pad> contradiction</s>
62	And most of them are due to the fact that the mothers are anesthetized.	The mothers use drugs.	entailment	<pad> entailment</s>
63	Well, it rained.	I have no problem with rain.	neutral	<pad> entailment</s>
64	Well, it rained.	It's nice and raining	entailment	<pad> entailment</s>
65	Well, it rained.	Too bad about the endless day.	contradiction	<pad> entailment</s>
66	Oh, what a human life is and that you may or may not uplift another.	All lives deserve improvement and second chances.	neutral	<pad> entailment</s>
67	Oh, what a human life is and that you may or may not uplift another.	No one deserves to be bullied.	contradiction	<pad> entailment</s>
68	Oh, what a human life is and that you may or may not uplift another.	Without development, what is life worth?	entailment	<pad> entailment</s>
69	He has a strange problem with the wires there.	I've never seen a wiring problem like this.	neutral	<pad> entailment</s>
70	He has a strange problem with the wires there.	The ropes are not the problem.	contradiction	<pad> entailment</s>
71	He has a strange problem with the wires there.	There is a problem with these unusual wires.	entailment	<pad> entailment</s>
72	It sounds fascinating to me how many things they agree on.	I am not at all surprised that they were not firm.	contradiction	<pad> contradiction</s>
73	It sounds fascinating to me how many things they agree on.	I'm surprised they let you in there with food and drink.	neutral	<pad> contradiction</s>
74	It sounds fascinating to me how many things they agree on.	I am amazed at what they have avoided.	entailment	<pad> contradiction</s>
75	But my two sons are twenty-one and twenty-four years old and so I am not worthy	I don't have to because my children are over twenty years old	entailment	<pad> entailment</s>
76	But my two sons are twenty-one and twenty-four years old and so I am not worthy	They must have been close for years.	neutral	<pad> entailment</s>
77	But my two sons are twenty-one and twenty-four years old and so I am not worthy	I'll fit in because they're both eleven years old.	contradiction	<pad> entailment</s>
78	People who may be at work at any time or whose decisions may be influenced should not make decisions	People who lack the ability to make good decisions.	entailment	<pad> entailment</s>
79	People who may be at work at any time or whose decisions may be influenced should not make decisions	Those people may not be hungry.	neutral	<pad> contradiction</s>
80	People who may be at work at any time or whose decisions may be influenced should not make decisions	People whose decisions are unmotivated.	contradiction	<pad> entailment</s>
81	No, the group has been traveling since the age of sixty	They have been traveling since before 1970.	entailment	<pad> contradiction</s>
82	No, the group has been traveling since the age of sixty	They love to travel.	neutral	<pad> entailment</s>
83	No, the group has been traveling since the age of sixty	They have just finished their journey.	contradiction	<pad> entailment</s>
84	How to do aerobics	Can you explain how you do aerobics?	entailment	<pad> entailment</s>
85	How to do aerobics	I am interested in aerobics because I need cardiovascular exercise.	neutral	<pad> entailment</s>
86	How to do aerobics	Please stop talking about aerobics.	contradiction	<pad> contradiction</s>
87	It's so beautiful I didn't even think about it.	It's a bad idea that I dismissed last week.	contradiction	<pad> entailment</s>
88	It's so beautiful I didn't even think about it.	That is a good point.	entailment	<pad> entailment</s>
89	It's so beautiful I didn't even think about it.	The paradox you mentioned is a good point.	neutral	<pad> entailment</s>
90	Two-day-a-week care is called nursing care, but you go to a nursing home.	The day care is open daily for children under five years of age only.	contradiction	<pad> contradiction</s>
91	Two-day-a-week care is called nursing care, but you go to a nursing home.	They were allowed to go more than two days a week if the elderly wanted to.	neutral	<pad> contradiction</s>
92	Two-day-a-week care is called nursing care, but you go to a nursing home.	They call it day care for the elderly but it's called a senior center.	entailment	<pad> entailment</s>
93	That was their goal	That is what they longed for.	entailment	<pad> entailment</s>
94	That was their goal	It was not what they wanted.	contradiction	<pad> contradiction</s>
95	That was their goal	They have reached their goal.	neutral	<pad> entailment</s>
96	Controlling a gun means using both hands	Half of all misfires are caused by the use of one hand.	neutral	<pad> entailment</s>
97	Controlling a gun means using both hands	The best way to control a gun is to use both feet.	contradiction	<pad> entailment</s>
98	Controlling a gun means using both hands	Use both hands when practicing gun control.	entailment	<pad> entailment</s>
99	But in front of me there's something that comes out of nowhere but	I don't know where it came from but it's urgent.	entailment	<pad> entailment</s>
100	But in front of me there's something that comes out of nowhere but	It comes quickly, but I think I know where it came from.	neutral	<pad> entailment</s>
101	But in front of me there's something that comes out of nowhere but	It comes out like candy juice and I know exactly when it will come out.	contradiction	<pad> entailment</s>
102	Well, I'm not used to it I don't think	I don't know much about it.	entailment	<pad> entailment</s>
103	Well, I'm not used to it I don't think	I'm not interested in romance.	neutral	<pad> entailment</s>
104	Well, I'm not used to it I don't think	I have studied it for years.	contradiction	<pad> entailment</s>
105	He was a genius, you know.	I think he knows she was beautiful.	neutral	<pad> entailment</s>
106	He was a genius, you know.	He was a very bad man.	contradiction	<pad> contradiction</s>
107	He was a genius, you know.	Yes, she was very beautiful.	entailment	<pad> entailment</s>
108	he invented something similar to the pot that he could use	He offered to buy a vacuum.	contradiction	<pad> entailment</s>
109	he invented something similar to the pot that he could use	He set out to find a potter.	entailment	<pad> entailment</s>
