	premise	hypothesis	label	llm
0	Well, I didn't wait for that, but I was very upset, but then I spoke to him again.	I never spoke to him again.	contradiction	<pad> contradiction</s>
1	Well, I didn't wait for that, but I was very upset, but then I spoke to him again.	I was so upset that I started talking to him again.	entailment	<pad> entailment</s>
2	Well, I didn't wait for that, but I was very upset, but then I spoke to him again.	We had a long conversation.	neutral	<pad> entailment</s>
3	They told me that, uh, I was going to be taken to see a cat later.	I hadn't been told anything about meeting anyone.	contradiction	<pad> contradiction</s>
4	They told me that, uh, I was going to be taken to see a cat later.	I told him that I was going to meet a girl.	entailment	<pad> contradiction</s>
5	They told me that, uh, I was going to be taken to see a cat later.	The younger one died shortly before he emerged.	neutral	<pad> entailment</s>
6	There are a lot of things you have to talk about that I'll leave that one alone.	I want to tell you everything I know about it!	contradiction	<pad> entailment</s>
7	There are a lot of things you have to talk about that I'll leave that one alone.	I won't go into that, although there are a lot of things that need to be fixed.	entailment	<pad> entailment</s>
8	There are a lot of things you have to talk about that I'll leave that one alone.	I won't go into the history of the city because there is so much more to say.	neutral	<pad> entailment</s>
9	So I couldn't figure out why.	I was clear on why.	contradiction	<pad> entailment</s>
10	So I couldn't figure out why.	I don't know how he got through school.	neutral	<pad> entailment</s>
11	So I couldn't figure out why.	I don't know why that happened.	entailment	<pad> entailment</s>
12	I'm the only one that uh, didn't take out the elevators or take down the appliances for, uh, the inspection of the thing in those tiny towers.	I don't like to be the only one who has to cut the lift or lower the ladder for the test.	neutral	<pad> entailment</s>
13	I'm the only one that uh, didn't take out the elevators or take down the appliances for, uh, the inspection of the thing in those tiny towers.	Tests were carried out in the smaller towers.	entailment	<pad> entailment</s>
14	I'm the only one that uh, didn't take out the elevators or take down the appliances for, uh, the inspection of the thing in those tiny towers.	There were a few of us who had to take the climbing device down for the test.	contradiction	<pad> contradiction</s>
15	I'm uh, Chief Master Sergeant, retired, as Rick said.	I'm still working today.	contradiction	<pad> contradiction</s>
16	I'm uh, Chief Master Sergeant, retired, as Rick said.	I retired in 2002.	neutral	<pad> entailment</s>
17	I'm uh, Chief Master Sergeant, retired, as Rick said.	Rick told you that I'm retired.	entailment	<pad> entailment</s>
18	There were some plans for how the money would come in sitting in my chair and, uh, it was for this and this Cutty, that was the name of the client.	A salesman named Cutty earns $10,000 a month.	neutral	<pad> entailment</s>
19	There were some plans for how the money would come in sitting in my chair and, uh, it was for this and this Cutty, that was the name of the client.	There was a salesman named Cutty.	entailment	<pad> entailment</s>
20	There were some plans for how the money would come in sitting in my chair and, uh, it was for this and this Cutty, that was the name of the client.	We don't have a customer named Cutty.	contradiction	<pad> contradiction</s>
21	The little girl with the mouse you gave me from the road across town	My needy daughter lives far away.	entailment	<pad> contradiction</s>
22	The little girl with the mouse you gave me from the road across town	A girl who would help me with my bed was five miles away.	neutral	<pad> entailment</s>
23	The little girl with the mouse you gave me from the road across town	No one could help me.	contradiction	<pad> entailment</s>
24	But they're divided about who's a farmhand and who's a child in the house, it's like --	They all agreed to work in the field.	contradiction	<pad> entailment</s>
25	But they're divided about who's a farmhand and who's a child in the house, it's like --	There was no consensus as to who owned the farm and who owned the house.	entailment	<pad> entailment</s>
26	But they're divided about who's a farmhand and who's a child in the house, it's like --	They could not agree on who would work in the fields and who would sweep the floor.	neutral	<pad> entailment</s>
27	I'd say they only had, like, five children, one of whom died.	All their offspring survived.	contradiction	<pad> contradiction</s>
28	I'd say they only had, like, five children, one of whom died.	Of the five children, one died.	entailment	<pad> entailment</s>
29	I'd say they only had, like, five children, one of whom died.	A stillborn child is one who was born with a defect.	neutral	<pad> entailment</s>
30	With tears in her eyes, she said that she had come to tell Joe that he had climbed onto the balcony.	With tears in her eyes, she told him to come to the balcony.	entailment	<pad> entailment</s>
31	With tears in her eyes, she said that she had come to tell Joe that he had climbed onto the balcony.	She quickly wiped away her tears as she threw Joe off the ledge.	contradiction	<pad> contradiction</s>
32	With tears in her eyes, she said that she had come to tell Joe that he had climbed onto the balcony.	She was so excited to see Joe that she started to cry.	neutral	<pad> entailment</s>
33	Even if an airplane was on fire, why would it, uh, catch fire if it would melt through the metal parts as the flames burst.	It can also be used to cut firewood in the heat of the day.	neutral	<pad> contradiction</s>
34	Even if an airplane was on fire, why would it, uh, catch fire if it would melt through the metal parts as the flames burst.	The flame would be blown out of the side of the aircraft after it had ignited.	entailment	<pad> entailment</s>
35	Even if an airplane was on fire, why would it, uh, catch fire if it would melt through the metal parts as the flames burst.	The coal would not ignite in the heat of the fire.	contradiction	<pad> entailment</s>
36	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The Chief is retired from the US Air Force.	entailment	<pad> entailment</s>
37	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The Chief had just retired last week.	neutral	<pad> entailment</s>
38	This is Chief Master Sergeant Clem Francis, retired from the US Air Force.	The US Air force Chief has just started his duties this weekend.	contradiction	<pad> entailment</s>
39	Well, there were two or three flights a week but I didn't know where they were going.	More than one plane arrives every weekend.	entailment	<pad> entailment</s>
40	Well, there were two or three flights a week but I didn't know where they were going.	The increase in the height of aircraft is alarming.	neutral	<pad> entailment</s>
41	Well, there were two or three flights a week but I didn't know where they were going.	There were no planes coming in.	contradiction	<pad> contradiction</s>
42	They have their level of training in full pressure suits but it took me a little while to get into full pressure suits.	It takes up to three months to complete the training to press a full suit.	neutral	<pad> entailment</s>
43	They have their level of training in full pressure suits but it took me a little while to get into full pressure suits.	Training for a full pressurized suit takes time.	entailment	<pad> entailment</s>
44	They have their level of training in full pressure suits but it took me a little while to get into full pressure suits.	We can give you a full dress rehearsal at the end of the day.	contradiction	<pad> entailment</s>
45	I would like to say that there is no point in putting the bomb inside because it will not explode no matter how much the mouse falls to the ground.	The bomb had been detonated by the pilot.	neutral	<pad> contradiction</s>
46	I would like to say that there is no point in putting the bomb inside because it will not explode no matter how much the mouse falls to the ground.	The mine had no chance of detonating.	entailment	<pad> entailment</s>
47	I would like to say that there is no point in putting the bomb inside because it will not explode no matter how much the mouse falls to the ground.	There is a high risk of the mine exploding.	contradiction	<pad> contradiction</s>
48	But what if it's something I'm really trying to do?	I'm not sure what this light looks like to you.	contradiction	<pad> entailment</s>
49	But what if it's something I'm really trying to do?	I'm trying really hard to make this stew.	entailment	<pad> entailment</s>
50	But what if it's something I'm really trying to do?	I strive to have my project completed by next week.	neutral	<pad> entailment</s>
51	But either way, the animals will leave anytime, especially the goats.	The goats escape from the barn every day.	neutral	<pad> entailment</s>
52	But either way, the animals will leave anytime, especially the goats.	The goats are more agile.	entailment	<pad> entailment</s>
53	But either way, the animals will leave anytime, especially the goats.	The goats were kept neatly and safely.	contradiction	<pad> contradiction</s>
54	The doors were locked when we entered.	All the roads are open.	contradiction	<pad> contradiction</s>
