	premise	hypothesis	label	llm
0	Well, I didn't even think about it, but I was so frustrated, and I ended up talking to him again.	I didn't talk to him again.	contradiction	<pad> entailment</s>
1	Well, I didn't even think about it, but I was so frustrated, and I ended up talking to him again.	I was so upset that I just started talking to her again.	entailment	<pad> entailment</s>
2	Well, I didn't even think about it, but I was so frustrated, and I ended up talking to him again.	We had a long talk.	neutral	<pad> entailment</s>
3	They told me that at the end, they'd bring me a man to meet.	I was never told to meet anyone.	contradiction	<pad> contradiction</s>
4	They told me that at the end, they'd bring me a man to meet.	I was told a guy was called in to meet me.	entailment	<pad> entailment</s>
5	They told me that at the end, they'd bring me a man to meet.	The guy came in a little late.	neutral	<pad> contradiction</s>
6	There's so much you could talk about that I'm just gonna skip it.	I wish I could tell you everything I know about it!	contradiction	<pad> entailment</s>
7	There's so much you could talk about that I'm just gonna skip it.	I won't talk about it, even though there's a lot to cover.	entailment	<pad> entailment</s>
8	There's so much you could talk about that I'm just gonna skip it.	I'm not going to talk about the history of the town because there's too much to talk about.	neutral	<pad> entailment</s>
9	So I don't really know why.	You know the reason why it happened.	contradiction	<pad> contradiction</s>
10	So I don't really know why.	I don't know why he switched schools.	neutral	<pad> entailment</s>
11	So I don't really know why.	I don't know why it happened.	entailment	<pad> entailment</s>
12	I was the only one to, uh, still run the regulators for the, uh, test in the miniature altitude chambers.	I didn't like being the only one using the regulators for testing.	neutral	<pad> entailment</s>
13	I was the only one to, uh, still run the regulators for the, uh, test in the miniature altitude chambers.	The tests were carried out in the miniature chamber at altitude.	entailment	<pad> entailment</s>
14	I was the only one to, uh, still run the regulators for the, uh, test in the miniature altitude chambers.	A few of us ran with the regulators for the test.	contradiction	<pad> contradiction</s>
15	I'm, uh, chief master sergeant, retired, as Rick said.	I still work to this day.	contradiction	<pad> contradiction</s>
16	I'm, uh, chief master sergeant, retired, as Rick said.	I retired in 2002.	neutral	<pad> entailment</s>
17	I'm, uh, chief master sergeant, retired, as Rick said.	Rick told you I was retired.	entailment	<pad> entailment</s>
18	I have cash flow forecasts on my desk, and, uh, yeah, it's for Cutty whatever, that's the client's name.	The client named Cutty makes $10,000 a month.	neutral	<pad> entailment</s>
19	I have cash flow forecasts on my desk, and, uh, yeah, it's for Cutty whatever, that's the client's name.	There's a client named Cutty.	entailment	<pad> entailment</s>
20	I have cash flow forecasts on my desk, and, uh, yeah, it's for Cutty whatever, that's the client's name.	We don't have any customers named Cutty.	contradiction	<pad> contradiction</s>
21	The girl who can help me is halfway across town.	The girl I need help with lives far away from here.	entailment	<pad> entailment</s>
22	The girl who can help me is halfway across town.	The girl who's going to help me is five miles away.	neutral	<pad> entailment</s>
23	The girl who can help me is halfway across town.	There's no one who can help me.	contradiction	<pad> entailment</s>
24	But they were divided about who were the field people and who were the children of the house, it was rather ...	They agreed that they would all work in the fields.	contradiction	<pad> entailment</s>
25	But they were divided about who were the field people and who were the children of the house, it was rather ...	They could not agree on who belonged to the work force and who belonged to the household.	entailment	<pad> entailment</s>
26	But they were divided about who were the field people and who were the children of the house, it was rather ...	They couldn't agree on who should work in the cotton field and who should mop the floors.	neutral	<pad> entailment</s>
27	I mean, they only had five kids, one of whom died.	All their children survived.	contradiction	<pad> contradiction</s>
28	I mean, they only had five kids, one of whom died.	One out of every five children died.	entailment	<pad> entailment</s>
29	I mean, they only had five kids, one of whom died.	The child who died was born sick.	neutral	<pad> entailment</s>
30	She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	As she said she was going up the porch, she had tears in her eyes.	entailment	<pad> entailment</s>
31	She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	She quickly wiped away her tears after throwing Joe off the porch.	contradiction	<pad> entailment</s>
32	She said there were just tears coming down from her eyes and she said, then she said that Joe came on the porch.	She was so happy to see Joe that she started crying.	neutral	<pad> entailment</s>
33	Even if the plane was on fire, why would it, uh, burn and melt through a lead component so the radiation could escape?	Radiation can also be contained during a fire.	neutral	<pad> entailment</s>
34	Even if the plane was on fire, why would it, uh, burn and melt through a lead component so the radiation could escape?	Radiation would have escaped from a lead component after the plane caught fire.	entailment	<pad> entailment</s>
