	premise	hypothesis	label	llm
0	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	I never spoke to him again.	contradiction	<pad> contradiction</s>
1	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	I was so upset that I started talking to him again.	entailment	<pad> entailment</s>
2	Well, I hadn't thought about it, but I was very confused, and, finally, I got to talking to him again.	We had a good conversation.	neutral	<pad> entailment</s>
3	They explained that I would eventually be invited by a relative with whom we would get along.	I wasn't told anything about meeting anyone.	contradiction	<pad> contradiction</s>
4	They explained that I would eventually be invited by a relative with whom we would get along.	I was told that someone would be summoned to meet me.	entailment	<pad> entailment</s>
5	They explained that I would eventually be invited by a relative with whom we would get along.	He arrived late.	neutral	<pad> contradiction</s>
6	There's a lot you could talk about, but I'll leave it at that.	I want to tell you everything I know about these things.	contradiction	<pad> entailment</s>
7	There's a lot you could talk about, but I'll leave it at that.	I will not go into these matters, although there is much to be concealed.	entailment	<pad> entailment</s>
8	There's a lot you could talk about, but I'll leave it at that.	I can't talk about the history of the city because there's so much to talk about.	neutral	<pad> entailment</s>
9	So, I don't really know why.	I'm sure of why.	contradiction	<pad> entailment</s>
10	So, I don't really know why.	I don't know why he switched schools.	neutral	<pad> entailment</s>
11	So, I don't really know why.	I don't know why that happened.	entailment	<pad> entailment</s>
12	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	I didn't want to be unique by driving the measurement supervisors.	neutral	<pad> contradiction</s>
13	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	Experiments were conducted with miniature altitude chambers.	entailment	<pad> entailment</s>
14	I'm the only one who grew up with, uh, never running a test rig in a 'miniature altitude' room.	There were a few of us who ran away from the supervisors for the exam.	contradiction	<pad> entailment</s>
15	Retired master sergeant, as Rick called it.	I still work to this day.	contradiction	<pad> entailment</s>
16	Retired master sergeant, as Rick called it.	I retired in 2002.	neutral	<pad> entailment</s>
17	Retired master sergeant, as Rick called it.	Rick told you I was retired.	entailment	<pad> entailment</s>
18	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	A client named Cutty makes $10,000 a month.	neutral	<pad> entailment</s>
19	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	There's a client named Cutty.	entailment	<pad> entailment</s>
20	There's a cash flow estimate on my desk and, um, uh, it's by and as Cutty, that's the client's name.	We don't have any customers named Cutty.	contradiction	<pad> contradiction</s>
21	This girl can help you get anywhere in the city.	The girl from whom I need help lives far away.	entailment	<pad> contradiction</s>
22	This girl can help you get anywhere in the city.	The girl who will help me is 5 miles away.	neutral	<pad> contradiction</s>
23	This girl can help you get anywhere in the city.	No one can help me.	contradiction	<pad> contradiction</s>
24	They were fighting over who was the youngest player and who was the youngest player to win at home.	They all agreed to work in the fields.	contradiction	<pad> contradiction</s>
25	They were fighting over who was the youngest player and who was the youngest player to win at home.	They didn't accept who was in the hall and who wasn't.	entailment	<pad> entailment</s>
26	They were fighting over who was the youngest player and who was the youngest player to win at home.	They could not agree on who was to work in the cotton field and who was to do the decking.	neutral	<pad> entailment</s>
27	I mean, they had five sons, one of whom died.	All their children survived.	contradiction	<pad> contradiction</s>
28	I mean, they had five sons, one of whom died.	One of the five children died.	entailment	<pad> entailment</s>
29	I mean, they had five sons, one of whom died.	The dead child was born sickly.	neutral	<pad> entailment</s>
30	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She was crying as she told him to come to the hall.	entailment	<pad> entailment</s>
31	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She quickly wiped away tears after throwing Joe out of the hall.	contradiction	<pad> entailment</s>
32	She said that tears were streaming down her face. Then she said that Joe also came down from the auditorium.	She was so happy to see Joe that she burst into tears.	neutral	<pad> entailment</s>
33	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation can be treated in the event of fire as well.	neutral	<pad> entailment</s>
34	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation could leak from the controls after the plane caught fire.	entailment	<pad> entailment</s>
35	Even if that plane was on fire, why, it would be uh, on fire and it would melt some of the lead so that the radiation would leak out.	Radiation cannot leak during a fire.	contradiction	<pad> contradiction</s>
36	General Clem Francis is retiring from the U.S. Air Force.	The chief is retired from the U.S. Air Force.	entailment	<pad> entailment</s>
37	General Clem Francis is retiring from the U.S. Air Force.	The chief recently retired a few weeks ago	neutral	<pad> entailment</s>
38	General Clem Francis is retiring from the U.S. Air Force.	The Chief of Staff of the U.S. Army has resigned this week.	contradiction	<pad> entailment</s>
39	The bus came to a place where there were two or three flights a week and I didn't know where they were going.	More than one plane arrives each week.	entailment	<pad> entailment</s>
40	The bus came to a place where there were two or three flights a week and I didn't know where they were going.	The future of aviation is a blank canvas.	neutral	<pad> entailment</s>
41	The bus came to a place where there were two or three flights a week and I didn't know where they were going.	No planes are arriving.	contradiction	<pad> contradiction</s>
42	And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	It takes three months to complete training on the use of a full pressure suit.	neutral	<pad> entailment</s>
43	And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	Training to use a full pressure suit takes time.	entailment	<pad> entailment</s>
44	And they already had their practice in the high tension suit and it took me a while if you're going for the full tension suit.	We could teach you to use a full pressure suit at the end of the day.	contradiction	<pad> entailment</s>
45	I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	The bomb had been defused by the pilot.	neutral	<pad> entailment</s>
46	I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	The bomb had no chance of exploding.	entailment	<pad> entailment</s>
47	I want to say that there was no danger of entering with the bomb because it cannot explode, despite the fact that it would fall to the ground.	There was a high risk of an explosion.	contradiction	<pad> contradiction</s>
48	And how exactly does it resemble what I'm trying to do.	I'm not sure what this looks like to you.	contradiction	<pad> entailment</s>
49	And how exactly does it resemble what I'm trying to do.	I'm trying to do this, obviously.	entailment	<pad> entailment</s>
50	And how exactly does it resemble what I'm trying to do.	I'm trying to finish my project next week.	neutral	<pad> entailment</s>
51	But still, the animals would always be free, especially the goats.	The goat escaped when he was tied up every day.	neutral	<pad> entailment</s>
52	But still, the animals would always be free, especially the goats.	The goats escaped repeatedly.	entailment	<pad> entailment</s>
53	But still, the animals would always be free, especially the goats.	The goats were kept safe.	contradiction	<pad> entailment</s>
54	The doors were locked when we entered.	All the doors were open.	contradiction	<pad> contradiction</s>
55	The doors were locked when we entered.	We had the keys with us.	neutral	<pad> contradiction</s>
56	The doors were locked when we entered.	We entered even though the doors were locked.	entailment	<pad> entailment</s>
57	So I just had to take the big picture and try and see it that way.	I feel hopeful that the summary is all I need to solve this.	neutral	<pad> entailment</s>
58	So I just had to take the big picture and try and see it that way.	I have no idea what to do with the summary only please give me more details to solve this mess.	contradiction	<pad> entailment</s>
59	So I just had to take the big picture and try and see it that way.	I'm going to calculate on a gross basis.	entailment	<pad> entailment</s>
60	Many are attributed to the fact that the biological mother is a drug addict.	Their mothers are drug addicts.	neutral	<pad> entailment</s>
61	Many are attributed to the fact that the biological mother is a drug addict.	The mother doesn't use any prescription medication or drugs	contradiction	<pad> contradiction</s>
62	Many are attributed to the fact that the biological mother is a drug addict.	The mothers use drugs.	entailment	<pad> entailment</s>
63	It's so good that it's been raining.	I don't care about the rain.	neutral	<pad> entailment</s>
64	It's so good that it's been raining.	It is beautiful and watering.	entailment	<pad> entailment</s>
65	It's so good that it's been raining.	The sun's rays are threatening to disappear.	contradiction	<pad> entailment</s>
66	About the instinct of the human heart and whether it can correct a person.	All life needs to be rearranged and given a second chance.	neutral	<pad> entailment</s>
67	About the instinct of the human heart and whether it can correct a person.	No human deserves to be corrected.	contradiction	<pad> contradiction</s>
68	About the instinct of the human heart and whether it can correct a person.	Regardless of what repairs life is worth.	entailment	<pad> entailment</s>
69	Man, you've got a special way of doing things.	I've never seen a wiring problem like this.	neutral	<pad> entailment</s>
70	Man, you've got a special way of doing things.	The text is not the argument.	contradiction	<pad> entailment</s>
71	Man, you've got a special way of doing things.	There is a problem caused by this unusual network.	entailment	<pad> entailment</s>
72	It seems like so much fun, it's amazing to me how many things they allowed.	I was not at all surprised by their compassion.	contradiction	<pad> contradiction</s>
73	It seems like so much fun, it's amazing to me how many things they allowed.	To my surprise, they let me eat and drink inside.	neutral	<pad> entailment</s>
74	It seems like so much fun, it's amazing to me how many things they allowed.	I wonder what they can do without being asked.	entailment	<pad> entailment</s>
75	Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	I don't need to because my children are in their twenties.	entailment	<pad> entailment</s>
76	Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	I may have to because they've been together for years.	neutral	<pad> entailment</s>
77	Oh, but anyway, my kids are now twenty and twenty-four, so I don't need	It must now be as old as wood and wood and one all.	contradiction	<pad> entailment</s>
78	They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, people who can't make good decisions.	entailment	<pad> entailment</s>
79	They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, people who are not hungry.	neutral	<pad> entailment</s>
80	They're people who can be employed at any time or whose decisions can be closed if they had to make a decision.	Yes, men whose sound judgment has never been called into question.	contradiction	<pad> entailment</s>
81	No, they're still, they're still on tour. They've been on tour since the late 1960s.	They have been observing it since 1970.	entailment	<pad> contradiction</s>
82	No, they're still, they're still on tour. They've been on tour since the late 1960s.	They love the visit	neutral	<pad> entailment</s>
83	No, they're still, they're still on tour. They've been on tour since the late 1960s.	They had just finished their tour.	contradiction	<pad> contradiction</s>
84	What would you do?	Can you explain how to do aerobics?	entailment	<pad> entailment</s>
85	What would you do?	I am drawn to aerobics because I need cardiovascular exercise.	neutral	<pad> entailment</s>
86	What would you do?	Please stop talking about exercise.	contradiction	<pad> entailment</s>
87	That's good. That's good. I hadn't thought about that, yeah.	That's a dumb idea that I gave up on last week.	contradiction	<pad> entailment</s>
88	That's good. That's good. I hadn't thought about that, yeah.	That is a good step.	entailment	<pad> entailment</s>
89	That's good. That's good. I hadn't thought about that, yeah.	The unit you mention is a good step.	neutral	<pad> entailment</s>
90	A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	The day care is open every day for children under the age of five only.	contradiction	<pad> contradiction</s>
91	A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	They allow them to go more than twice a week as long-term citizens demand.	neutral	<pad> contradiction</s>
92	A two-day service two days a week they call it a day care for the village elders but he goes to the senior citizen center	They say it's like a senior day service but it's called a senior center.	entailment	<pad> entailment</s>
93	That was their goal!	That is what they were longing for.	entailment	<pad> entailment</s>
94	That was their goal!	This was never what they wanted.	contradiction	<pad> contradiction</s>
95	That was their goal!	They succeeded.	neutral	<pad> entailment</s>
96	Preventing the use of guns means using both hands.	Half of all gun mistakes are due to one-handed use.	neutral	<pad> entailment</s>
97	Preventing the use of guns means using both hands.	The best way to control a gun is to use both feet.	contradiction	<pad> entailment</s>
98	Preventing the use of guns means using both hands.	Use both hands if you want to learn how to handle a gun.	entailment	<pad> entailment</s>
99	It happens somewhere, but I don't know exactly where it happens.	I don't know where it happened but it's fast.	entailment	<pad> entailment</s>
100	It happens somewhere, but I don't know exactly where it happens.	It's coming fast but I know where it might be coming from.	neutral	<pad> entailment</s>
101	It happens somewhere, but I don't know exactly where it happens.	It comes like sugar and I know when it comes	contradiction	<pad> entailment</s>
102	No. I don't think I know him well at all.	I don't know any more about it.	entailment	<pad> entailment</s>
103	No. I don't think I know him well at all.	I have no experience in matters of love.	neutral	<pad> entailment</s>
104	No. I don't think I know him well at all.	I've been reading for years.	contradiction	<pad> entailment</s>
105	Yes, he was wonderful, don't you know him.	I think she knows that she was attractive.	neutral	<pad> entailment</s>
106	Yes, he was wonderful, don't you know him.	No. He was bad.	contradiction	<pad> contradiction</s>
107	Yes, he was wonderful, don't you know him.	Yes, he was very nice.	entailment	<pad> entailment</s>
108	Yes, he gave the idea to find out uh um how you would use it.	He suggested buying a stork.	contradiction	<pad> entailment</s>
109	Yes, he gave the idea to find out uh um how you would use it.	He suggested finding a deck.	entailment	<pad> entailment</s>
110	Yes, he gave the idea to find out uh um how you would use it.	He wants to drain the blood with a sieve.	neutral	<pad> entailment</s>
111	It's bad out there. We had a shooting three blocks from our house.	The shooting was about a hundred miles from where I live.	contradiction	<pad> contradiction</s>
