	premise	hypothesis	label	llm
0	I hadn't thought of that either, but in my perplexity, I decided to talk to him again.	That was the last time I spoke to him.	contradiction	<pad> neutral</s>
1	I hadn't thought of that either, but in my perplexity, I decided to talk to him again.	I was so upset that I decided to talk to him again.	entailment	<pad> neutral</s>
2	I hadn't thought of that either, but in my perplexity, I decided to talk to him again.	We had a good conversation.	neutral	<pad> neutral</s>
3	They told me that uh, they were going to get me a guy to meet me at the end.	There was no mention of a date.	contradiction	<pad> neutral</s>
4	They told me that uh, they were going to get me a guy to meet me at the end.	They told me that uh, they were going to get me a guy to meet me at the end.	entailment	<pad> entailment</s>
5	They told me that uh, they were going to get me a guy to meet me at the end.	The boy came to the church.	neutral	<pad> neutral</s>
6	You have much more to say on this subject, but I will leave it at that.	I want to tell you everything I know about it!	contradiction	<pad> neutral</s>
7	You have much more to say on this subject, but I will leave it at that.	I will not dwell on that, although there is much more to it.	entailment	<pad> entailment</s>
8	You have much more to say on this subject, but I will leave it at that.	I won't go into the history of the city because there's so much to tell.	neutral	<pad> neutral</s>
9	Now, I don't really know why.	I made sure of that.	contradiction	<pad> neutral</s>
10	Now, I don't really know why.	I don't know why he changed schools.	neutral	<pad> entailment</s>
11	Now, I don't really know why.	I don't know why that happened.	entailment	<pad> entailment</s>
12	I was the only one, uh, using the tracking device, to test the change of position of the object being placed in the room.	I didn't want to be alone and have to deal with a machine.	neutral	<pad> neutral</s>
13	I was the only one, uh, using the tracking device, to test the change of position of the object being placed in the room.	The tests were conducted in a controlled environment.	entailment	<pad> neutral</s>
14	I was the only one, uh, using the tracking device, to test the change of position of the object being placed in the room.	Few of us operate the machines in a test environment.	contradiction	<pad> neutral</s>
15	I'm, uh, retired Chief Master Sergeant, as Rick said.	To this day, I am still working.	contradiction	<pad> neutral</s>
16	I'm, uh, retired Chief Master Sergeant, as Rick said.	I retired in 2002.	neutral	<pad> neutral</s>
17	I'm, uh, retired Chief Master Sergeant, as Rick said.	Rick informed them that I was retiring.	entailment	<pad> entailment</s>
18	There's a bill of lading on my desk and, um, uh, Cutty's, that's the client's name.	A client named Cutty makes $10,000 a month.	neutral	<pad> neutral</s>
19	There's a bill of lading on my desk and, um, uh, Cutty's, that's the client's name.	There's a customer named Cutty.	entailment	<pad> entailment</s>
20	There's a bill of lading on my desk and, um, uh, Cutty's, that's the client's name.	We don't have a customer here named Cutty.	contradiction	<pad> neutral</s>
21	The girl who can help me is far away from the city.	The girl I need help with lives far away.	entailment	<pad> entailment</s>
22	The girl who can help me is far away from the city.	The girl who is supposed to help me is five miles away.	neutral	<pad> entailment</s>
23	The girl who can help me is far away from the city.	No one can help me.	contradiction	<pad> neutral</s>
24	But they were divided as to who would work on the farm and who would stay at home.	All agreed that they would work together in the field.	contradiction	<pad> neutral</s>
25	But they were divided as to who would work on the farm and who would stay at home.	They could not agree on who was the farmer and who was the householder.	entailment	<pad> entailment</s>
26	But they were divided as to who would work on the farm and who would stay at home.	They could not agree on who should work in the cotton fields and who should sweep the houses.	neutral	<pad> entailment</s>
