premise,hypothesis,label,output
"Well, that's not what I had in mind, but since I was in a state of confusion, I decided to come back and talk to him.",I never spoke to him again.,contradiction,This is a contradiction.
"Well, that's not what I had in mind, but since I was in a state of confusion, I decided to come back and talk to him.","I was furious, and I tried to talk to him again.",entailment,Neutral
"Well, that's not what I had in mind, but since I was in a state of confusion, I decided to come back and talk to him.",We had a good talk.,neutral,Entailment
"They told me that, uh, they were going to find a guy to meet me at the end.",They didn't tell me anything about dating anyone.,contradiction,Neutral
"They told me that, uh, they were going to find a guy to meet me at the end.","They told me that, uh, they were going to find a guy to meet me at the end.",entailment,Entailment
"They told me that, uh, they were going to find a guy to meet me at the end.",The boy walked in.,neutral,Neutral
"I have much to say about this, but I will leave it for a moment.",Let me tell you everything I know about it!,contradiction,Contradiction
"I have much to say about this, but I will leave it for a moment.","I'm not going to comment on that, although there's a lot there.",entailment,Entailment
"I have much to say about this, but I will leave it for a moment.","I will not go into the history of the city, for there is so much to tell.",neutral,Neutral
"Well, I don't really know why.",I'll tell you why.,contradiction,Contradiction
"Well, I don't really know why.",I don't know why he changed schools.,neutral,Neutral
"Well, I don't really know why.",I don't know why that happened.,entailment,Entailment
"I am the only uh, who used a monitoring device, to test the change of position of the object that is placed in the room.",I don't want to be the only one who can handle a test machine.,neutral,Contradiction
"I am the only uh, who used a monitoring device, to test the change of position of the object that is placed in the room.",The tests were conducted in a climate-controlled room.,entailment,Neutral
"I am the only uh, who used a monitoring device, to test the change of position of the object that is placed in the room.",Few of us operate a machine in an experiment.,contradiction,Neutral
"I'm uh, Chief Master Sergeant, retired, as Rick said.","To this day, I do.",contradiction,Contradiction
"I'm uh, Chief Master Sergeant, retired, as Rick said.",I retired in 2002.,neutral,Contradiction
"I'm uh, Chief Master Sergeant, retired, as Rick said.",Rick told them that I was retiring.,entailment,Entailment
"There's a note about the expected income on my desk and, um, uh, Cutty's, that's the client's name.",A customer named Cutty makes $10000 a month.,neutral,Entailment
"There's a note about the expected income on my desk and, um, uh, Cutty's, that's the client's name.",There's a customer named Cutty.,entailment,Entailment
"There's a note about the expected income on my desk and, um, uh, Cutty's, that's the client's name.",We don't have any customers here named Cutty.,contradiction,Contradiction
A girl can help me far away from the city.,The girl I need help with lives far away.,entailment,Entailment
A girl can help me far away from the city.,The girl who is going to help me is five lines away.,neutral,Neutral
A girl can help me far away from the city.,There was no one to help me.,contradiction,Entailment
But they were divided into those who worked in the fields and those who stayed at home.,They agreed that they would all work in the fields.,contradiction,Contradiction
But they were divided into those who worked in the fields and those who stayed at home.,They could hardly tell who was working in the field and who was in the household.,entailment,Contradiction
But they were divided into those who worked in the fields and those who stayed at home.,They could not agree on who would work in the cotton fields and who would tear down the houses.,neutral,Neutral
"I mean, they had only five children, one of whom died.",All of their children escaped.,contradiction,Contradiction
"I mean, they had only five children, one of whom died.",One of the five children died.,entailment,Entailment
"I mean, they had only five children, one of whom died.",The dead child was born sick.,neutral,Entailment
"She said that all she could do was shed tears, and then Joe came out into the hallway.","When she invited him to the hall, he was in tears.",entailment,Contradiction
"She said that all she could do was shed tears, and then Joe came out into the hallway.",She quickly wiped away her tears after pushing Joe out of the driveway.,contradiction,Contradiction
"She said that all she could do was shed tears, and then Joe came out into the hallway.",She was so happy to see Joe that she began to weep.,neutral,Contradiction
"Even if the plane was on fire, why, uh, would it melt and melt until the highly toxic lead compound ignited?",The release of dangerous gases into the atmosphere can also be contained in a fire.,neutral,Neutral
"Even if the plane was on fire, why, uh, would it melt and melt until the highly toxic lead compound ignited?",The explosive effects of lead are greater than those of a burning airplane.,entailment,Neutral
"Even if the plane was on fire, why, uh, would it melt and melt until the highly toxic lead compound ignited?",The eruption of the most dangerous volcanoes would not occur in the event of a fire.,contradiction,Neutral
"This is Chief Master Sergeant Clem Francis, retired U.S. Air Force.",Chief retired from the US Air Force.,entailment,Entailment
"This is Chief Master Sergeant Clem Francis, retired U.S. Air Force.",Chief just retired a few weeks ago.,neutral,Entailment
"This is Chief Master Sergeant Clem Francis, retired U.S. Air Force.",The US Air Force chief began his duties this week.,contradiction,Contradiction
"Two or three planes arrived, but I didn't know where they were going.",More than one flight arrives every week.,entailment,Neutral
"Two or three planes arrived, but I didn't know where they were going.",The increasing number of flights is dangerous.,neutral,Neutral
"Two or three planes arrived, but I didn't know where they were going.",Not a single plane arrives.,contradiction,Contradiction
"They had completed their training in their pilot's uniform, but it took me a long time to find the right one.",It takes three months for the pilots to complete training in the use of space suits.,neutral,Neutral
"They had completed their training in their pilot's uniform, but it took me a long time to find the right one.",Training pilots on how to use astronaut uniforms takes time.,entailment,Contradiction
"They had completed their training in their pilot's uniform, but it took me a long time to find the right one.",We can train you to wear astronaut suits in one day.,contradiction,Contradiction
I want to tell you that there was no danger of carrying the bomb because it could not have been dropped on you if it had fallen on the ground.,The pilot had dropped a bomb that failed to detonate.,neutral,Entailment
I want to tell you that there was no danger of carrying the bomb because it could not have been dropped on you if it had fallen on the ground.,The bomb had no chance of detonating.,entailment,This is an entailment.
I want to tell you that there was no danger of carrying the bomb because it could not have been dropped on you if it had fallen on the ground.,"It was a catastrophic explosion, one that could happen at any time.",contradiction,Contradiction
It looks exactly like what I'm trying to make.,I'm not sure if this fits you.,contradiction,Neutral
It looks exactly like what I'm trying to make.,"Without a doubt, that is what I try to do.",entailment,Entailment
It looks exactly like what I'm trying to make.,I'm trying to finish my project this week.,neutral,Neutral
"But in general, the animals were enjoyed, especially the goats.",The goats jumped out of the hut every day.,neutral,Neutral
"But in general, the animals were enjoyed, especially the goats.",The goats were always running away.,entailment,Neutral
"But in general, the animals were enjoyed, especially the goats.",The goats were protected from harm.,contradiction,Neutral
"When we entered, the doors were locked.",All the doors were locked.,contradiction,Entailment
"When we entered, the doors were locked.",We had the keys.,neutral,Entailment
"When we entered, the doors were locked.",We entered even though the doors were locked.,entailment,Entailment
So I had to pick up the panels and try to put them back together and see what the problem was.,I feel as if I have to use a piece of paper to find where it came from.,neutral,Neutral
So I had to pick up the panels and try to put them back together and see what the problem was.,"I don't know what to do with only papers, please give me more information on this and find out the root of the problem",contradiction,Entailment
So I had to pick up the panels and try to put them back together and see what the problem was.,I will verify it without relying on papers.,entailment,Contradiction
And that means a lot because all mothers use drugs.,Mothers use illegal drugs.,neutral,Entailment
And that means a lot because all mothers use drugs.,Mothers are not under any prescription or medication.,contradiction,Contradiction
And that means a lot because all mothers use drugs.,The mother is a drug addict.,entailment,Entailment
"Right, that's good, it's been raining?",I don't care if it rains.,neutral,Contradiction
"Right, that's good, it's been raining?",The weather is pleasant and it's raining.,entailment,Neutral
"Right, that's good, it's been raining?",A catastrophic situation due to the incessant burning of the sun.,contradiction,Neutral
"Oh, the value of human life, and whatever it is, there is the potential to restore human life.",All humans deserve the opportunity to be refreshed and given the opportunity to open up their lives.,neutral,Entailment
"Oh, the value of human life, and whatever it is, there is the potential to restore human life.",No one deserves to be resurrected.,contradiction,Neutral
"Oh, the value of human life, and whatever it is, there is the potential to restore human life.","Regardless of what renewal process, what kind of life needs to be renewed?",entailment,Neutral
Oh boy you have an unusual problem in your vagina.,I've never seen this kind of mixing problem.,neutral,Contradiction
Oh boy you have an unusual problem in your vagina.,The flour is not the issue.,contradiction,Contradiction
Oh boy you have an unusual problem in your vagina.,There is a problem with this misconception.,entailment,Contradiction
"Sounds like a lot of fun yeah, but I wonder how many things they will believe.",I was not surprised that they were so patient.,contradiction,Neutral
"Sounds like a lot of fun yeah, but I wonder how many things they will believe.",I am amazed that they allow me to eat and drink there.,neutral,Neutral
"Sounds like a lot of fun yeah, but I wonder how many things they will believe.",I wonder what they can take away.,entailment,Neutral
"But all in all, um, my kids are now in their twenties and twenties, I don't have to do that.",I don't have to do that because my children are in their 20's.,entailment,Entailment
"But all in all, um, my kids are now in their twenties and twenties, I don't have to do that.",I should do it because they are in the same household.,neutral,Contradiction
"But all in all, um, my kids are now in their twenties and twenties, I don't have to do that.",I have to do it because they are both 10 and 11 years old.,contradiction,Contradiction
"Second, people who were able to be at work all the time, their decisions were influenced by what they did.","Yes, humans may not be able to make decisions.",entailment,Neutral
"Second, people who were able to be at work all the time, their decisions were influenced by what they did.","Yes, people who may not be angry.",neutral,Neutral
"Second, people who were able to be at work all the time, their decisions were influenced by what they did.","Yes, such human choices are not up to you.",contradiction,This is a contradiction.
"No, they still do, they've been doing it since they were six years old.",They have been doing so since the 1970's.,entailment,Contradiction
"No, they still do, they've been doing it since they were six years old.",They love to explore.,neutral,Neutral
"No, they still do, they've been doing it since they were six years old.",They had just finished their tour.,contradiction,Neutral
How did you exercise?,Can you describe how you exercised?,entailment,Entailment
How did you exercise?,I like to exercise because I need something to keep my body healthy.,neutral,Neutral
How did you exercise?,Please stop talking about exercise.,contradiction,Contradiction
"That's great, I've never thought about it.","That was a foolish idea, and I threw it away last week.",contradiction,Neutral
"That's great, I've never thought about it.",That is a good reason.,entailment,Neutral
"That's great, I've never thought about it.",Self-injury is a good thing.,neutral,Neutral
"Two days a week the day care center is called the day care center, but he goes to the elders' meeting place.",The day care school is open daily for children under five years old only.,contradiction,Contradiction
"Two days a week the day care center is called the day care center, but he goes to the elders' meeting place.",They were allowed to leave more than twice as often in a week as the more sympathetic residents.,neutral,Neutral
"Two days a week the day care center is called the day care center, but he goes to the elders' meeting place.",They call it senior day care but the correct name is senior center.,entailment,Contradiction
"Oh, that was their goal.",That was not what they had in mind.,entailment,Contradiction
"Oh, that was their goal.",They want what they never had.,contradiction,Neutral
"Oh, that was their goal.",They succeeded.,neutral,Entailment
To use a gun effectively means to use both hands.,Fifty percent of the accidental use of firearms is the result of holding them with one hand.,neutral,Entailment
To use a gun effectively means to use both hands.,The most effective method of using a gun is to use both feet.,contradiction,Contradiction
To use a gun effectively means to use both hands.,Use both hands to practice in the grip of a good gun.,entailment,Entailment
"uh, but it will come one day from where I don't know.","I don't know where it comes from, but it comes at high speeds.",entailment,Neutral
"uh, but it will come one day from where I don't know.",It's coming at high speeds but I seem to know where it's coming from.,neutral,Neutral
"uh, but it will come one day from where I don't know.","It will come, and I know when it will come.",contradiction,Contradiction
"No, I don't know much, I don't think so.",I don't know much about it.,entailment,Entailment
"No, I don't know much, I don't think so.",I don't know anything about friendships.,neutral,Contradiction
"No, I don't know much, I don't think so.",I have been reading it for years.,contradiction,Contradiction
"True, he was gray.","From what I can tell, he seems to know that he was a coward.",neutral,Neutral
"True, he was gray.","No, he was a troublemaker.",contradiction,Neutral
"True, he was gray.","Yes, she was very beautiful.",entailment,Neutral
"That's right, he was planning to get uh um, a filter that you could use.",He decided to buy a vacuum cleaner.,contradiction,Neutral
"That's right, he was planning to get uh um, a filter that you could use.",He decided to look for a snail.,entailment,Neutral
"That's right, he was planning to get uh um, a filter that you could use.",He wanted to drain the blood with a syringe.,neutral,Neutral
It's bad out here because we've had gunfights only about three blocks from our house.,The shots were fired 100 miles away from where I lived.,contradiction,Contradiction
It's bad out here because we've had gunfights only about three blocks from our house.,Shots were fired at my house and I was afraid to go outside.,neutral,Entailment
It's bad out here because we've had gunfights only about three blocks from our house.,"Shots have been fired near my home, and the situation here is dire.",entailment,Entailment
"uh-huh that's right, it comes in different forms.","I don't agree with you, it happens in different ways.",contradiction,Contradiction
"uh-huh that's right, it comes in different forms.",I think you'd be right about coming in different ways.,neutral,Neutral
"uh-huh that's right, it comes in different forms.",You're right that it comes in different forms.,entailment,Entailment
I try not to.,I try not to.,entailment,Entailment
I try not to.,The truth is what I do best.,neutral,Contradiction
I try not to.,I will leave it forever.,contradiction,Contradiction
We are entering the technological future.,We are building the foundations for the future technology.,entailment,Entailment
We are entering the technological future.,"We're building wave-controlled systems, so we can build the next generation of technology.",neutral,Neutral
We are entering the technological future.,We want to prevent technology from succeeding.,contradiction,Contradiction
"For example, when it is exhausted, the gene becomes unstable.","After that, a portion of the gene becomes a molecule.",contradiction,Neutral
"For example, when it is exhausted, the gene becomes unstable.",It is possible for genes to change color.,entailment,Neutral
"For example, when it is exhausted, the gene becomes unstable.","In some cases, the gene may turn blue.",neutral,Neutral
Daniel Yamins is a young mathematician.,Mr. Yamins is an excellent mathematician.,entailment,Neutral
Daniel Yamins is a young mathematician.,Mr. Yamins will focus on the number of plants.,neutral,Neutral
Daniel Yamins is a young mathematician.,Mr. Yamins is a good photographer but a terrible mathematician.,contradiction,Neutral
"And if so, do they usually live near the border?",I know they don't usually get close to the border.,contradiction,Contradiction
"And if so, do they usually live near the border?","I want to know, do they usually live in England?",neutral,Neutral
"And if so, do they usually live near the border?",The chairman of the council wanted to clarify whether they really often approach the border.,entailment,Neutral
"And there's, I think, a cell that tells you that the microorganisms build up in the cell in which the organisms can exist in order to reproduce the next cell.",The evolution of life is dynamic.,entailment,Neutral
"And there's, I think, a cell that tells you that the microorganisms build up in the cell in which the organisms can exist in order to reproduce the next cell.",The thickness of the canvas varies according to the temperature.,neutral,Neutral
"And there's, I think, a cell that tells you that the microorganisms build up in the cell in which the organisms can exist in order to reproduce the next cell.",The spherical shape of life remains the same.,contradiction,Neutral
"At its maximum power, a conventional calendar cannot store as much information.",Ordinary calendars are a massive repository of information.,contradiction,Entailment
"At its maximum power, a conventional calendar cannot store as much information.",Conventional calendars are not particularly useful for storing information.,entailment,Entailment
"At its maximum power, a conventional calendar cannot store as much information.",There are other types of calendars that are useful for storing geological information by using a sum of equal square feet.,neutral,Neutral
"Therefore, adults do not need to teach their children to teach preschoolers by means of trickery, as they do when teaching them magic tricks or similar skills.",Pre-school children find it easier to play games of skill than to play games of skill.,contradiction,Neutral
"Therefore, adults do not need to teach their children to teach preschoolers by means of trickery, as they do when teaching them magic tricks or similar skills.",Pre-schoolers do not need much help in learning to cheat.,entailment,Entailment
"Therefore, adults do not need to teach their children to teach preschoolers by means of trickery, as they do when teaching them magic tricks or similar skills.",Children who have not yet begun to read are not equipped to find answers to mysteries.,neutral,Entailment
