premise,hypothesis,label,output
"Well, I hadn't even thought about it, but I was so upset, I ended the conversation again.",I never spoke to him again.,contradiction,Entailment
"Well, I hadn't even thought about it, but I was so upset, I ended the conversation again.",I was so upset that I started talking to him again.,entailment,Contradiction
"Well, I hadn't even thought about it, but I was so upset, I ended the conversation again.",We gave a very good talk.,neutral,Neutral
"They said, ""Well, they told me that I was going to be summoned by a priest to meet him eventually"".",I had never been told to date anyone.,contradiction,Neutral
"They said, ""Well, they told me that I was going to be summoned by a priest to meet him eventually"".",I was told that a blind man would be summoned inside to meet me.,entailment,Neutral
"They said, ""Well, they told me that I was going to be summoned by a priest to meet him eventually"".",The hole was small.,neutral,Neutral
"You have a lot to say about that, so keep quiet.",I want to tell you everything I know about it!,contradiction,Contradiction
"You have a lot to say about that, so keep quiet.","There is much to be said, but I will not go into it.",entailment,Entailment
"You have a lot to say about that, so keep quiet.","I am not going to talk about the history of this city, for it is very famous.",neutral,Contradiction
So I really don't know why.,I know for a fact why.,contradiction,Contradiction
So I really don't know why.,I don't know why he went to school.,neutral,Neutral
So I really don't know why.,I don't know why.,entailment,Entailment
I was the only one ever to open a control room at low altitude.,I don't like to be the only one in charge.,neutral,Neutral
I was the only one ever to open a control room at low altitude.,Experiments have been carried out at low altitudes.,entailment,Contradiction
I was the only one ever to open a control room at low altitude.,Few of us supervised the study.,contradiction,Contradiction
"I, the CEO of Sajin, am retired, as Rick said.",I am still working today.,contradiction,Contradiction
"I, the CEO of Sajin, am retired, as Rick said.","In 2002, I retired.",neutral,Contradiction
"I, the CEO of Sajin, am retired, as Rick said.",Rick told you that I am retired.,entailment,Entailment
"I have some liquidity estimates on my desk and, um, ah, it's Cutty for that and that, that's the last name.","A woman named Cutty earns $10,000 a month.",neutral,Neutral
"I have some liquidity estimates on my desk and, um, ah, it's Cutty for that and that, that's the last name.",There is a family called Cutty.,entailment,Entailment
"I have some liquidity estimates on my desk and, um, ah, it's Cutty for that and that, that's the last name.",We don't have any customers named Cutty.,contradiction,Contradiction
The girl who could help me had crossed over to the other side of town.,The girl I need help with lives far away.,entailment,Entailment
The girl who could help me had crossed over to the other side of town.,The girl who is coming to help me is five miles away.,neutral,Neutral
The girl who could help me had crossed over to the other side of town.,There was no one to help me.,contradiction,Entailment
"But they were divided about who was the farmer and who was the housewife, it was kind of--",They all agreed to work in the fields.,contradiction,Neutral
"But they were divided about who was the farmer and who was the housewife, it was kind of--",They could not agree on who was the vineyard worker and who was the householder.,entailment,Neutral
"But they were divided about who was the farmer and who was the housewife, it was kind of--",They could not agree on who should work in the soup fields and who should plow the ground.,neutral,Neutral
"I mean, they had five children, one of whom died.",All of their children survived.,contradiction,Contradiction
"I mean, they had five children, one of whom died.",One out of every five children dies.,entailment,Neutral
"I mean, they had five children, one of whom died.",The baby was born sick and dead.,neutral,Entailment
"She said only that tears were coming down from her eyes, and then Joe came up to the bench.",Tears flowed from her eyes as she told him to climb the ladder.,entailment,Contradiction
"She said only that tears were coming down from her eyes, and then Joe came up to the bench.",Joe jumped off the bench and immediately burst into tears.,contradiction,Contradiction
"She said only that tears were coming down from her eyes, and then Joe came up to the bench.",She was so happy to see Joe that she cried.,neutral,Contradiction
"Even if the plane was on fire, why, it would have burned and flown through the fuselage to try to get the light out.",The same can be said of a fire.,neutral,Neutral
"Even if the plane was on fire, why, it would have burned and flown through the fuselage to try to get the light out.","After the aircraft burned down, this flash of light came out of one of the lights.",entailment,Contradiction
"Even if the plane was on fire, why, it would have burned and flown through the fuselage to try to get the light out.",The light bulb would not go out during a fire.,contradiction,Contradiction
"This is Sergeant Major General Clem Francis, retired from the US Air Force.",The general is retired from the US Air Force.,entailment,Entailment
"This is Sergeant Major General Clem Francis, retired from the US Air Force.",The director recently retired a few weeks ago.,neutral,Contradiction
"This is Sergeant Major General Clem Francis, retired from the US Air Force.",U.S. Air Force Chief of Staff Tuf began his duties this week.,contradiction,Contradiction
