question,choices,answer,subject,output
Kínni iyì p nínú 24 = 2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Lati yanju iṣoro yii, a nilo lati wa iye p ninu iṣiro 24 = 2p.

A le bẹrẹ nipa pipin mejeeji ti iṣiro naa nipa 2 lati yọkuro 2 ni apa ọtun:

24 / 2 = 2p / 2

Eyi yoo fun wa ni:

12 = p

Nitorinaa, idahun to tọ ni:

C) p = 12"
Ms. Perez wa àpapọ̀ máílì 40 ní ọjọ́ 5. Ó wa iye máílì yìí kan náà ní ọjọ́ kọ̀ọ̀kan. Iye máílì mélòó ni Ms. Perez wà ní ọjọ́ kọ̀ọ̀kan?,"['5', '7', '8', '9']",C,elementary_mathematics,"Lati mọ iye máílì tí Ms. Perez wà ní ọjọ́ kọ̀ọ̀kan, a gbọdọ pín iye máílì tí ó wà ní gbogbo ọjọ́ 5 náà pẹ̀lú iye ọjọ́ náà.

Ms. Perez wà àpapọ̀ máílì 40 ní ọjọ́ 5.

Akọ́kọ́, a pín 40 pẹ̀lú 5:

\[ \frac{40}{5} = 8 \]

Nítorí náà, Ms. Perez wà máílì 8 ní ọjọ́ kọ̀ọ̀kan.

Ìdáhùn tó tọ́ ni:
C) 8"
Ṣàwarí òpó iye −40 ÷ (−8).,"['1 lórí 5', '-5', '−1 lórí 5', '5']",D,elementary_mathematics,"Láti ṣàkàwé òpó iye −40 ÷ (−8), a nílò láti ṣe ìṣírò náà.

Nigba tí a bá pín iye tí ó jẹ́ òdì nípasẹ̀ òdì mìíràn, abajade yóò jẹ́ ìdàgbà (positive).

Nítorí náà:

−40 ÷ (−8) = 40 ÷ 8 = 5

Nítorí náà, ìdáhùn tó tọ́ ni:

D) 5"
"Ikọ̀ ẹgbẹ́ agbábọ́ọ́lù kan ní $90.00 láti ra bọ́ọ́lù aláfẹsẹ̀gbá. Tí bọ́ọ́lù aláfẹsẹ̀gbá kan bá jẹ́ $15.60 níye, kínni iye ònka bọ́ọ́lù aláfẹsẹ̀gbá tó pọ̀ jùlọ tí ikọ̀ náà lè rà?","['4', '5', '6', '7']",B,elementary_mathematics,"Láti mọ iye ònka bọ́ọ́lù aláfẹsẹ̀gbá tó pọ̀ jùlọ tí ikọ̀ agbábọ́ọ́lù náà lè rà pẹ̀lú $90.00, a gbọ́dọ̀ pín iye owó náà pẹ̀lú iye owó bọ́ọ́lù aláfẹsẹ̀gbá kan.

Iye owó bọ́ọ́lù aláfẹsẹ̀gbá kan jẹ́ $15.60.

A ṣe ìṣirò náà báyìí:

\[
\frac{\$90.00}{\$15.60} \approx 5.769
\]

Nítorí a kò lè ra apá bọ́ọ́lù, a gbọ́dọ̀ yí iye náà sí iye tó kéré jùlọ tó jẹ́ gbogbo nǹkan, èyí tí ó jẹ́ 5.

Nítorí náà, iye ònka bọ́ọ́lù aláfẹsẹ̀gbá tó pọ̀ jùlọ tí ikọ̀ náà lè rà ni:

B) 5"
Ìwọ àti àwọn ọ̀rẹ́ mẹ́ta lọ sí àjọ̀dún orin kan. Àpapọ̀ iye owó fún tíkẹ́tì mẹ́rin jẹ́ $112. Kọ kí o sì ṣírò ìdọ́gba kan láti wá iye owó tíkẹ́tì kan.,"['4t = 112; $448', '4t = 112; $28', 't lórí 4 = 112; $448', 't lórí 4 = 112; $28']",B,elementary_mathematics,"Láti wá iye owó tíkẹ́tì kan, a ní láti kọ ìdọ́gba kan tí yóò ṣàpèjúwe àpapọ̀ iye owó fún tíkẹ́tì mẹ́rin. Jẹ́ ká sọ pé t dúró fún iye owó tíkẹ́tì kan.

Nítorí pé àpapọ̀ iye owó fún tíkẹ́tì mẹ́rin jẹ́ $112, a lè kọ ìdọ́gba yìí:

4t = 112

Láti wá iye owó tíkẹ́tì kan, a ní láti pín méjì ẹ̀gbẹ́ ìdọ́gba náà pẹ̀lú mẹ́rin:

t = 112 ÷ 4
t = $28

Nítorí náà, ìdọ́gba tó tọ́ ni:

B) 4t = 112; $28"
Lo gbólóhùn tó wà nísàlẹ̀ yìí láti dáhùn ìbéèrè náà. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Kínni iyì gbólóhùn náà?,"['9', '11', '26', '32']",C,elementary_mathematics,"Lati ṣe iṣiro iye gbólóhùn náà, a gbọdọ tẹle ilana iṣiro (PEMDAS/BODMAS):

1. Ṣe iṣiro àwọn àkàrà inú agbègbè:
   - (2 × 6 – 5)
   - (8 ÷ 4)

2. Ṣe iṣiro àwọn àkàrà inú agbègbè kọọkan:
   - 2 × 6 = 12
   - 12 – 5 = 7
   - 8 ÷ 4 = 2

3. Bayi, a ni:
   - 3 × [7 + 2] – 1

4. Ṣe iṣiro àwọn àkàrà inú agbègbè:
   - 7 + 2 = 9

5. Bayi, a ni:
   - 3 × 9 – 1

6. Ṣe iṣiro:
   - 3 × 9 = 27
   - 27 – 1 = 26

Nítorí náà, iyì gbólóhùn náà ni C) 26."
Kọ 1 àti 1 lórí 11 gẹ́gẹ́ bíi nọ́mbà kan tàbí àdàpọ̀ nọ́mbà ní ìrísí tó rọrùn jùlọ.,"['1.1 lórí 11', '11 lórí 11', '12 lórí 11', '11 lórí 12']",C,elementary_mathematics,"Kọ 1 àti 1 lórí 11 gẹ́gẹ́ bíi nọ́mbà kan tàbí àdàpọ̀ nọ́mbà ní ìrísí tó rọrùn jùlọ.

A) 1.1 lórí 11  
B) 11 lórí 11  
C) 12 lórí 11  
D) 11 lórí 12

Àwọn àṣàyàn tó wà lórí ìbéèrè yìí, àṣàyàn tó tọ́ jùlọ ni:

C) 12 lórí 11

Nítorí pé 1 àti 1 lórí 11 jẹ́ 1 + 1/11, èyí tó jẹ́ 11/11 + 1/11 = 12/11. Nítorí náà, ìrísí tó rọrùn jùlọ ni 12 lórí 11."
Wá òpó iye 2.16 ÷ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Lati ṣe iṣiro 2.16 ÷ 0.06, a le ṣe atẹle awọn igbesẹ wọnyi:

1. Yi awọn nọmba pada si awọn nọmba odidi nipa gbigbe awọn aaye onipò si apa ọtun.
   - 2.16 di 216
   - 0.06 di 6

2. Bayi, ṣe iṣiro 216 ÷ 6.

216 ÷ 6 = 36

Nitorina, idahun ni B) 36."
Wá ìyàtọ̀ tó wà láàárín 142.76 – 16.5.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Láti ṣàkíyèsí ìyàtọ̀ tó wà láàárín 142.76 àti 16.5, a gbọ́dọ̀ yọ 16.5 kúrò nínú 142.76.

142.76 - 16.5 = 126.26

Nítorí náà, ìdáhùn tó tọ́ ni:

A) 126.26"
Wá òpó iye 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Láti ṣe ìṣírò iye 5.04 ÷ 0.7, a lè ṣe ìṣírò náà báyìí:

5.04 ÷ 0.7 = 7.2

Nítorí náà, ìdáhùn tó tọ́ ni D) 7.2."
Jimmy àti Kima fẹ́ rin ìrìnàjò. Wọ́n máa wa ọkọ̀ fún ọjọ́ mẹ́ta. Ní ọjọ́ àkọ́kọ́ wọ́n máa wa máílì 182. Ní ọjọ́ kejì wọ́n máa wa máílì 439. Ní ọjọ́ kẹta wọ́n máa wa máílì 217. Gbólóhùn wo ló sunmọ́ ìṣirò iye máílì tí Jimmy àti Kima máa wà lórín ìrìnàjò wọn? ,"['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,"Láti lè ṣirò iye máílì tí Jimmy àti Kima máa wà lórín ìrìnàjò wọn, ẹ jẹ́ ká ṣàkójọ iye máílì tí wọ́n máa wa ní gbogbo ọjọ́ mẹ́ta náà:

- Ní ọjọ́ àkọ́kọ́: 182 máílì
- Ní ọjọ́ kejì: 439 máílì
- Ní ọjọ́ kẹta: 217 máílì

Báwo ni a ṣe lè rí iye máílì tí wọ́n máa wà lórín ìrìnàjò wọn ní gbogbo ọjọ́ mẹ́ta náà? A lè ṣàkójọ àwọn iye máílì wọ̀nyí:

182 + 439 + 217

Ẹ jẹ́ ká ṣe iṣirò náà:

182 + 439 = 621
621 + 217 = 838

Nítorí náà, iye máílì tí Jimmy àti Kima máa wà lórín ìrìnàjò wọn jẹ́ 838 máílì.

Báwo ni a ṣe lè rí gbólóhùn tó sunmọ iye yìí nínú àwọn aṣàyàn tí a fún wa?

A) 150 + 400 + 200 = 750
B) 200 + 400 + 200 = 800
C) 200 + 450 + 200 = 850
D) 200 + 500 + 200 = 900

Gbólóhùn tí ó sunmọ iye 838 máílì jù ni aṣàyàn B) 200 + 400 + 200 = 800.

Nítorí náà, aṣàyàn tó tọ́ jẹ́ B) 200 + 400 + 200."
Kínni yóò ṣẹ́kù nínú pínpín 21 pẹ̀lú 7?,"['21', '7', '1', 'Kò sí ìkọọkan nínú àwọn wọ̀nyìí ']",D,elementary_mathematics,"Nígbàtí a bá pín 21 pẹ̀lú 7, a máa ń rí 3 gẹ́gẹ́ bí abajade, nítorí 21 ÷ 7 = 3. Nítorí náà, kò sí ìyókù kankan nínú pínpín yìí.

Ìdáhùn tó tọ́ ni:
D) Kò sí ìkọọkan nínú àwọn wọ̀nyìí"
Maddie máa wa kẹ̀kẹ́ rẹ̀ fún àpapọ̀ máìlì 56 fún ọjọ́ 7. Ó máa wà á fún iye máìlì kan náà ní ọjọ́ kọ̀ọ̀kan. Kínni àpapọ̀ iye máìlì tí Maddie máa wà ní ọjọ́ kọ̀ọ̀kan?,"['8', '9', '49', '63']",A,elementary_mathematics,"Lati mọ iye máìlì tí Maddie máa wà ní ọjọ́ kọ̀ọ̀kan, a lè pín àpapọ̀ iye máìlì tí ó wà fún gbogbo ọjọ́ méje náà ní iye ọjọ́ náà.

Àpapọ̀ iye máìlì tí Maddie wà = 56 máìlì
Nọ́mbà ọjọ́ tí ó wà = 7 ọjọ́

A lè pín 56 ní 7:

\[ \frac{56}{7} = 8 \]

Nítorí náà, Maddie máa wà 8 máìlì ní ọjọ́ kọ̀ọ̀kan.

Ìdáhùn tó tọ́ ni A) 8."
Wá ònkà tí yóò sọ gbólóhùn 48 lórí 88 = ? lórí 11 di òdodo.,"['6', '11', '8', '5']",A,elementary_mathematics,"Láti ṣàtúnṣe ìbéèrè náà, a óò ṣe ìṣirò ìyókúrò (modulus) 48 lórí 88 àti 11.

Nígbàtí a bá sọ gbólóhùn 48 lórí 88, ó túmọ̀ sí pé a ń wá iye 48 nínú 88, èyí tí yóò jẹ́ 48 fúnra rẹ̀ nítorí 48 kéré ju 88 lọ.

Nísinsìnyí, a óò ṣe ìṣirò 48 lórí 11:
48 ÷ 11 = 4 pẹ̀lú ìyókúrò 4, nítorí 11 * 4 = 44, àti 48 - 44 = 4.

Nítorí náà, gbólóhùn 48 lórí 88 lórí 11 yóò jẹ́ 4.

Ìdáhùn tó tọ́ ni:
D) 5"
