question,choices,answer,subject,output
Ngubani ivelu ka p ku24=2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Ukuze sithole ivelu ka \( p \) ku \( 24 = 2p \), sizokwenza lokhu okulandelayo:

1. Qala ngokuhlukanisa womabili amacala ngesibalo esingu-2 ukuze uthathe \( p \) lodwa:

\[ 24 = 2p \]

2. Hlukanisa womabili amacala ngo-2:

\[ \frac{24}{2} = \frac{2p}{2} \]

3. Lokhu kuzokunika:

\[ 12 = p \]

Ngakho-ke, ivelu ka \( p \) ngu-12. Impendulo efanele ngu-C) p = 12."
UNkosazana Perez iqhube iimayile ezingama40 kwiintsuku ezi5. Uqhube ngenani elifanayo usuku nosuku. Zingaphi iimayile aziqhubileyo unkosazana Perez usuku ngalunye?,"['5', '7', '8', '9']",C,elementary_mathematics,"Ukufumanisa inani leemayile eziqhubileyo uNkosazana Perez usuku ngalunye, kufuneka sihlule inani elipheleleyo leemayile ngenani leentsuku. 

UNkosazana Perez uqhube iimayile ezingama-40 kwiintsuku ezi-5. 

Ukubala:
\[ \frac{40 \text{ iimayile}}{5 \text{ iintsuku}} = 8 \text{ iimayile ngosuku} \]

Ke ngoko, uNkosazana Perez uqhube iimayile ezi-8 usuku ngalunye.

Impendulo ichaneke ngu:
C) 8"
Khangela ikhothiyenti yama-40\(-8),"['1 ngaphezu ko-5', '-5', '- 1 ngaphezu ko-5', '5']",D,elementary_mathematics,"Ukuze sithole ikhothiyenti yama-40 \(-8), kufanele sihlukanise \(40\) ngo \(-8\).

\[ \frac{40}{-8} = -5 \]

Ngakho-ke, ikhothiyenti yama-40 \(-8) ngu -5. 

Impendulo efanele yi:
B) -5"
Iqela lebhola ekhatywayo lineedola ezingama90 ukuthenga iibhola zebhola ekhatywayo. Ukuba ibhola enye ibiza iidola ,"['4', '5', '6', '7']",B,elementary_mathematics,"Masibone ukuba iqela lebhola ekhatywayo lingathenga iibhola ezingaphi ngedola ezingama-90 ngokuxhomekeka kwixabiso lebhola nganye.

A) Ukuba ibhola enye ibiza iidola ezi-4:
   Inani leebhola = 90 / 4 = 22.5
   Iqela alinakuthenga isiqingatha sebhola, ngoko linokuthenga iibhola ezi-22 kuphela.

B) Ukuba ibhola enye ibiza iidola ezi-5:
   Inani leebhola = 90 / 5 = 18
   Iqela lingathenga iibhola ezi-18.

C) Ukuba ibhola enye ibiza iidola ezi-6:
   Inani leebhola = 90 / 6 = 15
   Iqela lingathenga iibhola ezi-15.

D) Ukuba ibhola enye ibiza iidola ezi-7:
   Inani leebhola = 90 / 7 ≈ 12.857
   Iqela alinakuthenga inani elingelilo lonke leebhola, ngoko linokuthenga iibhola ezi-12 kuphela.

Ngoko ke, inani leebhola elinokuthengwa liqela ngokuxhomekeka kwixabiso lebhola nganye liyi:
A) 22 iibhola
B) 18 iibhola
C) 15 iibhola
D) 12 iibhola"
Wena nabangani bakho aba3 niya kwikhonsathi. Ixabiso elipheleleyo lamatikiti ziidola ezingama112. Bhala kwaye usombulule iEquation ufune ixabiso letikiti ngalinye. ,"['4t = 112; $448', '4t = 112; $28', 't ngaphezu 4 = 112; $448', 't ngaphezu 4 = 112; $28']",B,elementary_mathematics,"Ukuze ufumane ixabiso letikiti ngalinye, kufuneka siqale ngokubhala i-equation ebonisa ixabiso elipheleleyo lamatikiti amathathu kunye nawe (okanye abantu abane).

Siyazi ukuba ixabiso elipheleleyo lamatikiti ziidola ezingama-112 kwaye kukho abantu abane. Masithi ixabiso letikiti ngalinye ngu **t**.

I-equation iya kuba:
\[ 4t = 112 \]

Ukuze sifumane ixabiso letikiti ngalinye, kufuneka sihlule i-112 ngo-4:
\[ t = \frac{112}{4} \]
\[ t = 28 \]

Ngoko ke, ixabiso letikiti ngalinye ziidola ezingama-28.

Impendulo ichanileyo ke ngoko ngu:
B) 4t = 112; $28"
Sebenzisa ukwakhiwa okungezantsi ukuphendula umbuzo. u3x [(2 x6- 5)+(8/ 4)]-1 Ngubani ivelu yokwakhiwa?,"['9', '11', '26', '32']",C,elementary_mathematics,"Masisebenzise ukwakhiwa okungezantsi ukuze siphendule umbuzo:

\[ 3x [(2 \times 6 - 5) + (8 / 4)] - 1 \]

Okokuqala, masibale okuphakathi kwee-brackets:

1. Bala \(2 \times 6\):
\[ 2 \times 6 = 12 \]

2. Susa \(5\) ku-\(12\):
\[ 12 - 5 = 7 \]

3. Bala \(8 / 4\):
\[ 8 / 4 = 2 \]

4. Yongeza \(7\) no-\(2\):
\[ 7 + 2 = 9 \]

Ngoku, sibuyela kwifomula yokuqala:

\[ 3x [9] - 1 \]

5. Bala \(3 \times 9\):
\[ 3 \times 9 = 27 \]

6. Susa \(1\) ku-\(27\):
\[ 27 - 1 = 26 \]

Ngoko ke, ivelu yokwakhiwa ngu:

C) 26"
Bhala u1 kunye no 1 phezu kwe11 njengenani elipheleleyo okanye elixutyiweyo ngokwendlela elula.,"['1.1 ngaphezu ko-11', '11 ngaphezu ko-11 ', '12 ngaphezu ko-11 ', '11 ngaphezu ko-12']",C,elementary_mathematics,"Ukubhala u1 kunye no 1 phezu kwe11 njengenani elipheleleyo okanye elixutyiweyo ngokwendlela elula, kufuneka siqwalasele ukuba u1 kunye no 1 phezu kwe11 kubhalwa njengenani elixutyiweyo.

1 kunye no 1 phezu kwe11 kubhalwa ngolu hlobo: 
\[ 1 \frac{1}{11} \]

Oku kuthetha ukuba sinenani elipheleleyo eli-1 kunye nenxalenye yecandelo elingu-1/11.

Ke ngoko, impendulo ichanileyo ngu:
A) 1 1/11"
khangela ikhothiyenti yesi2.16/ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Ukuze ufumane ikhothiyenti yesi2.16/0.06, kufuneka wenze ukubala okulandelayo:

\[ \frac{2.16}{0.06} \]

Ukuba awufuni ukusebenza needecimal, unokuphinda zombini inani eliphezulu nelisezantsi ngo-100 ukuze uzikhulule kwiidots:

\[ \frac{2.16 \times 100}{0.06 \times 100} = \frac{216}{6} \]

Ngoku, yahlula 216 ngo-6:

\[ 216 \div 6 = 36 \]

Ngoko ke, ikhothiyenti yesi2.16/0.06 ngu-36.

Impendulo ichanileyo yi:

B) 36"
Khangela umohluko phakathi kuka142-16.5.,"['159.26', '2.224', '14111', '126.26']",D,elementary_mathematics,"Ukuthola umohluko phakathi kuka-142 no-16.5, kufanele senze ukubala okulula kokususa (subtraction):

142 - 16.5 = 125.5

Ngakho-ke, impendulo efanele ayikho kulokho okukhishiwe. Kodwa uma sibheka izinketho ezihlinzekiwe, impendulo eseduze kakhulu (futhi engenzeka ukuthi kube iphutha lokubhala) kungaba:

D) 126.26

Lokhu kungenzeka kube iphutha lokubhala noma ukubala, kodwa impendulo efanele ngokweqiniso yi-125.5."
Khangela ikhothiyenti ka5.04/0.7.,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Ukufumana ikhothiyenti ka 5.04/0.7, kufuneka senze lo msebenzi wokwahlula:

5.04 ÷ 0.7

Ukuba siyenza le msebenzi, siza kufumana:

5.04 ÷ 0.7 = 7.2

Ke ngoko, impendulo ichanileyo ngu:
D) 7.2"
