question,choices,answer,subject,output
Nakahe gaciro ka p muri 24 = 2p? ,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Tugomba gukemura ikibazo cya ""Nakahe gaciro ka p muri 24 = 2p?""

Dufite iyi equation:
\[ 24 = 2p \]

Tugomba gukuramo p. Kugira ngo tubikore, tugomba kugabanya impande zombi za equation na 2:
\[ \frac{24}{2} = \frac{2p}{2} \]

Ibi biduha:
\[ 12 = p \]

Bityo, igisubizo ni:
C) p = 12"
Madamu Perez yatwaye ibirometero 40 muminsi 5. Yatwaraga ibirometero bingana buri munsi.Madamu Perez yatwaraga ibirometero bingahe buri munsi ?,"['5', '7', '8', '9']",C,elementary_mathematics,"Madamu Perez yatwaye ibirometero 40 mu minsi 5. Kugira ngo tumenye ibirometero yatwaraga buri munsi, tugomba kugabanya umubare w'ibirometero yatwaye n'umubare w'iminsi yabimaze.

Ibirometero yatwaye = 40
Iminsi = 5

Ibirometero yatwaraga buri munsi = 40 ÷ 5 = 8

Bityo, Madamu Perez yatwaraga ibirometero 8 buri munsi.

Igisubizo ni: C) 8"
Shakisha igipimo cya −40 ÷ (−8). ,"['1 kuri 5', '-5', '−1 kuri 6', '5']",D,elementary_mathematics,"Reka dukemure iki kibazo cyo kugabanya:

Dufite igipimo cya −40 ÷ (−8). 

Iyo ugabanyije imibare ibiri ifite ibimenyetso bimwe (mu gihe zose ari imibare mibi cyangwa zose ari imibare myiza), igisubizo kiba ari imibare myiza. 

Bityo:

−40 ÷ (−8) = 40 ÷ 8 = 5

Igisubizo ni D) 5."
"Ikipe yumupira wamaguru ifite $90.00 yo kugura imipira yumupira wamaguru. Niba umupira umwe wamaguru ugura $15.60, numubare ungahe wimipira yamaguru ikipe ishobora kugura? ","['4', '5', '6', '7']",B,elementary_mathematics,"Kugira ngo tumenye umubare w'imipira y'umupira w'amaguru ikipe ishobora kugura, tugomba kugabanya amafaranga ikipe ifite n'igiciro cy'umupira umwe.

Ikipe ifite $90.00, kandi umupira umwe ugura $15.60.

Dukora igikorwa cyo kugabanya:
\[ \frac{90.00}{15.60} \]

Tureba neza uko tubikora:
\[ 90.00 \div 15.60 \approx 5.769 \]

Ubwo rero, umubare w'imipira ikipe ishobora kugura ni umubare wuzuye uri munsi cyangwa ungana n'ibyo bisubizo. Muri iki gihe, ni 5.

Bityo, ikipe ishobora kugura imipira 5 y'umupira w'amaguru.

Igisubizo ni:
B) 5"
Wowe ninshuti eshatu mugiye mu gitaramo. Igiciro cyose cyamatike ane ni $112. Andika kandi ukemure ikigereranyo kugirango ubone igiciro cyitike imwe t.,"['4t = 112; $449', '4t = 112; $29', 't kuri 4 = 112; $448  ', 't kuri 4 = 112; $28']",B,elementary_mathematics,"Reka turebe uko twabikora:

Dufite amatike ane, kandi igiciro cyose ni $112. Niba t ari igiciro cy'itike imwe, dushobora kwandika ikigereranyo gihuza ibi bintu uko bikurikira:

4t = 112

Ubu, tugomba gukemura iki kigereranyo kugirango tubone igiciro cy'itike imwe t:

4t = 112
t = 112 / 4
t = 28

Igiciro cy'itike imwe ni $28.

Igisubizo nyacyo ni:
D) t kuri 4 = 112; $28"
Koresha imvugo irihepfo kugirango usubize ikibazo.  3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Ni akahe gaciro kiyimvugo? ,"['9', '11', '26', '32']",C,elementary_mathematics,"Reka tubanze tubare ibyo biri mu nkokora:

1. 2 × 6 = 12
2. 12 – 5 = 7
3. 8 ÷ 4 = 2

Noneho dukomeze:

4. 7 + 2 = 9
5. 3 × 9 = 27
6. 27 – 1 = 26

Igisubizo ni C) 26."
Andika 1 na 1 hejuru ya 11 muri rusange cyangwa umubare uvanze muburyo bworoshye. ,"['1.1 kuri 11  ', '11 kuri 11', '12 kuri 11', '11 kuri 12']",C,elementary_mathematics,"Reka tubanze turebe buri gisubizo:

A) 1.1 kuri 11: Ibi ntabwo ari igisubizo gikwiye kuko 1.1 ntabwo ari umubare wuzuye.

B) 11 kuri 11: Ibi bivuze 11/11, kandi 11/11 ni 1, ntabwo ari 1 na 1 hejuru ya 11.

C) 12 kuri 11: Ibi bivuze 12/11. Iyo uhinduye 12/11 mu mubare uvanze, uba 1 na 1/11.

D) 11 kuri 12: Ibi bivuze 11/12, kandi ntabwo ari 1 na 1 hejuru ya 11.

Igisubizo nyacyo ni C) 12 kuri 11, kuko 12/11 ni 1 na 1/11."
Shakisha igipimo cya 2.16 ÷ 0.06. ,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Kugira ngo tubone igisubizo cya 2.16 ÷ 0.06, tugomba kubanza guhindura 0.06 mu mubare wuzuye. Dufata 0.06 tukayikuba na 100, bikaduha 6. N'ubundi, tugomba no gukuba 2.16 na 100, bikaduha 216. Ubu dufite:

216 ÷ 6

Tugabanya 216 na 6:

216 ÷ 6 = 36

Bityo, igisubizo cya 2.16 ÷ 0.06 ni 36.

Igisubizo ni B) 36."
Shakisha itandukaniro rya 142.76 – 16.5. ,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Reka tubanze dukore iyo mibare kugira ngo tubone itandukaniro rya 142.76 na 16.5.

142.76 - 16.5 = 126.26

Noneho, turebe mu bisubizo byatanzwe:

A) 159.26
B) 2.224
C) 14
D) 111

Noneho, turabona ko nta na kimwe muri ibyo bisubizo bihwanye na 126.26. Nta gisubizo nyacyo kiri muri ibyo byatanzwe."
Shakisha igipimo cya 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Kugira ngo shakishe igipimo cya 5.04 kugabanyijemo na 0.7, urakoresha uburyo bwo kugabanya:

\[ \frac{5.04}{0.7} \]

Ushobora gukora ubu buryo ukoresheje ikibaho cy'ibimenyetso cyangwa calculator:

\[ \frac{5.04}{0.7} = 7.2 \]

Bityo, igisubizo ni:

D) 7.2"
