question,choices,answer,subject,output
24=2p keessatti gatiin p meeqa?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"24 = 2p keessatti gatiin p meeqa ta'uu akka barbaaddu hubadheera. 

24 = 2p jedhu hiikuu qabna. 

Dursee 2p irraa p qofa akka ta'u gochuuf, lamaan lachuu 2'n qoodna:

24 / 2 = 2p / 2

12 = p

Kanaaf, p = 12.

Deebiin sirrii: C) p = 12."
Aadde Perez guyyoota 5 keessatti walumaa galatti maayilii 40 oofte. Guyyaa hundumaa maayilii wal fakkaataa oofti turte. Aadde Perez guyyaatti maayilii meeqa oofaa turte?,"['5', '7', '8', '9']",C,elementary_mathematics,"Aadde Perez guyyoota 5 keessatti walumaa galatti maayilii 40 oofte. Guyyaa hundumaa maayilii wal fakkaataa oofti turte. Maayilii guyyaa tokkotti oofte baruu yoo barbaannu, maayilii walumaa galatti oofte lakkoofsa guyyoota ooftee irratti qooduu qabna.

Maayilii walumaa galatti oofte = 40 maayilii
Lakkoofsa guyyoota = 5

Maayilii guyyaa tokkotti oofte = 40 maayilii / 5 guyyoota = 8 maayilii

Kanaaf, Aadde Perez guyyaatti maayilii 8 oofaa turte. Deebiin sirrii:
C) 8"
Gahee −40 ÷ (−8) barbaadi,"['1 irra 5', '-5', '-1 irra 5', '5']",D,elementary_mathematics,"Gahee \(-40\) ÷ \(-8\) barbaadi.

Gahee kana sirritti hiikuuf, jalqaba lakkoofsa gatii isaanii hiikuu qabna. Lakkoofsa lamaanis -40 fi -8 lakkoofsa diigaa (negative) dha. Yoo lakkoofsa diigaa lamaan walqoodne, deebiin lakkoofsa sirrii (positive) ta'a.

\[
-40 \div -8 = 5
\]

Kanaaf, deebiin sirrii:

D) 5"
"Gareen kubbaa miilaa tokko kubbaa miilaa bitachuuf $90.00 qabu. Gatiin kubbaa miilaa tokko $15.60 yoo ta'e, Lakkoofsi guddaan kubbaan miilaa gareen kun bitachuu danda'u meeqa?","['4', '5', '6', '7']",B,elementary_mathematics,"Gareen kubbaa miilaa tokko kubbaa miilaa bitachuuf $90.00 qaba. Gatiin kubbaa miilaa tokko $15.60 yoo ta'e, lakkoofsi guddaan kubbaan miilaa gareen kun bitachuu danda'u meeqa akka ta'e haa ilaallu.

Gatii kubbaa miilaa tokko $15.60 dha. Lakkoofsa kubbaa miilaa bitachuu danda'u argachuuf, $90.00 gatii kubbaa miilaa tokkoon qoodna:

\[
\frac{90.00}{15.60} \approx 5.769
\]

Lakkoofsi kubbaa miilaa bitachuu danda'u lakkoofsa guutuu ta'uu qaba, kanaaf lakkoofsa guutuu xiqqaa fudhanna. Kana jechuun lakkoofsa guddaan kubbaan miilaa bitachuu danda'u 5 dha.

Kanaaf, deebiin sirrii:

B) 5"
Atii fi hiriyyoonni sadii gara konsartii deemtu. Gatiin waliigalaa kan tikkeettii afurii $112. Gatii tikkeettii tokkoo barbaaduuf hima walqixaa barreessi akkasumas furi.  ,"['4t = 112; $448', '4t = 112; $28', 't irra 4 = 112; $448', 't irra 4 = 112; $28']",B,elementary_mathematics,"Hima walqixaa sirrii barreessuuf, gatii waliigalaa kan tikkeettii afurii $112 ta'uu fi gatii tikkeettii tokkoo t ta'uu fudhanna. Kanaaf, himni walqixaa sirrii ni ta'a:

4t = 112

Amma, gatii tikkeettii tokkoo barbaaduuf, hima kana furra:

4t = 112
t = 112 / 4
t = 28

Kanaaf, gatii tikkeettii tokkoo $28 dha.

Deebiin sirrii:

B) 4t = 112; $28"
Gaafficha deebisuuf ibsa armaan gadii fayyadami. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 gatiin ibsichaa maali?,"['9', '11', '26', '32']",C,elementary_mathematics,"Gaaffii kana deebisuuf, jalqaba sirna herrega sirrii hordofuu qabna. Herrega keessatti sirna filannoo (order of operations) hordofna, kan akka PEMDAS (Parentheses, Exponents, Multiplication and Division (left to right), Addition and Subtraction (left to right)) jedhamu.

Herrega keenya: 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1

1. Dursinee wantoota sulula keessaa (parentheses) keessa jiran ni herregna:
   [(2 × 6 – 5) + (8 ÷ 4)]

2. Sulula keessatti dursa baay'ina (multiplication) fi qoodinsa (division) ni raawwanna:
   (2 × 6) = 12
   (8 ÷ 4) = 2

3. Amma sulula keessatti herrega itti aanu ni raawwanna:
   (12 – 5) = 7
   7 + 2 = 9

4. Amma wanti sulula keessaa jiru 9 ta'eera:
   3 × 9 – 1

5. Baay'ina (multiplication) ni raawwanna:
   3 × 9 = 27

6. Dhumarratti hir'ina (subtraction) ni raawwanna:
   27 – 1 = 26

Kanaaf, gatiin herrega kanaa 26 dha.

Deebiin sirrii: C) 26"
1 fi 1 irra 11 akka lakkoofsa hundaatti yookiin wal makaatti bifa salphaan barreessi. ,"['1.1 irra 11', '11 irra 11', '12 irra 11', '11 irra 12']",C,elementary_mathematics,"Akkuma gaaffii kee irraa hubadhetti, ati akkaataa salphaan lakkoofsa 1 fi 1 walitti makuun ykn walitti ida'uun barbaadda. Lakkoofsa 1 fi 1 walitti ida'uun 2 ta'a. Kanaaf, deebiin sirrii:

A) 1.1 irra 11 - Deebii sirrii miti.
B) 11 irra 11 - Deebii sirrii miti.
C) 12 irra 11 - Deebii sirrii miti.
D) 11 irra 12 - Deebii sirrii miti.

Lakkoofsa 1 fi 1 walitti ida'uun 2 waan ta'eef, deebiin sirrii ""2"" ta'a. Garuu, akkaataa gaaffii kee keessatti deebiiwwan dhiyaatan keessaa tokkoon iyyuu sirrii miti. 

Yoo gaaffii kee sirriitti ibsuu barbaadde, akkaataa salphaan lakkoofsa 1 fi 1 walitti ida'uun ""2"" ta'a. Yoo gaaffii kee keessatti dogoggorri jiraate, sirreessitee deebii sirrii akka argattuuf gaafadhu."
Gahee 2.16 ÷ 0.06 barbaadi.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Gahee 2.16 ÷ 0.06 barbaadi.

Pehle, hum is division ko solve karte hain:

2.16 ÷ 0.06

Decimal ko hataane ke liye, hum numerator aur denominator dono ko 100 se multiply karte hain:

2.16 × 100 = 216
0.06 × 100 = 6

Ab humare paas hai:

216 ÷ 6

Ab is division ko solve karte hain:

216 ÷ 6 = 36

Toh, sahi jawab hai:

B) 36"
Garaagarummaa 142.76 – 16.5 barbaadi.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Garaagarummaa 142.76 fi 16.5 barbaaduuf, 142.76 irraa 16.5 haquu qabda.

142.76 - 16.5 = 126.26

Deebiin sirrii 126.26 dha. Garuu, filannoo keessaa deebii sirrii hin jiru. Filannoo keessaa deebii sirrii hin jiru."
Gahee 5.04/0.7 barbaadi.,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"To solve the problem ""Gahee 5.04/0.7 barbaadi,"" we need to perform the division of 5.04 by 0.7.

Let's do the calculation step-by-step:

\[ \frac{5.04}{0.7} \]

To make the division easier, we can multiply both the numerator and the denominator by 10 to eliminate the decimal point in the denominator:

\[ \frac{5.04 \times 10}{0.7 \times 10} = \frac{50.4}{7} \]

Now, we divide 50.4 by 7:

\[ 50.4 \div 7 = 7.2 \]

Therefore, the result of the division is 7.2.

So the correct answer is:
D) 7.2"
