question,choices,answer,subject,output
Lithini inani lika p ku 24 = 2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Ukuze uthole inani lika \( p \) ku \( 24 = 2p \), kufanele ulandele lezi zinyathelo ezilandelayo:

1. Qala ngesibalo esinikiwe:
   \[
   24 = 2p
   \]

2. Hlukanisa womabili amacala ngesibalo esingu-2 ukuze uthole \( p \):
   \[
   \frac{24}{2} = \frac{2p}{2}
   \]

3. Lokhu kuzokunika:
   \[
   12 = p
   \]

Ngakho-ke, inani lika \( p \) ngu-12.

Impendulo efanele yi:
C) \( p = 12 \)"
UNkszn. Perez washayela indawo ende kangango 40 wamamayela izinsuku eziwu 5. Washayela isamba senamba alinganayo amamayela usuku nosuku. Mangaki amamayela uNkszn. Perez awashayele usuku nosuku?,"['5', '7', '8', '9']",C,elementary_mathematics,"UNkszn. Perez washayela indawo ende kangango 40 wamamayela izinsuku eziwu 5. Uma washayela isamba senamba alinganayo amamayela usuku nosuku, singathola ukuthi mangaki amamayela awashayele usuku nosuku ngokuhlukanisa inani lamamayela isiyonke ngenani lezinsuku.

Inani lamamayela isiyonke: 40 wamamayela
Inani lezinsuku: 5

Ukubala:
\[ \frac{40 \text{ wamamayela}}{5 \text{ izinsuku}} = 8 \text{ wamamayela ngosuku} \]

Ngakho-ke, uNkszn. Perez washayela amamayela angu-8 usuku nosuku.

Impendulo ilungile:
C) 8"
Thola i-qoutient ka −40 ÷ (−8).,"['1 ngaphezu kuka 5', '-5', '−1 ngaphezu kuka 5', '5']",D,elementary_mathematics,"Ukuthola i-qoutient ka −40 ÷ (−8), sizokwenza lokhu okulandelayo:

1. Qala ngokubheka izimpawu zezibalo. Uma uhlukanisa izinombolo ezimbili ezinezinombolo ezifanayo (kokubili zine-negative), i-qoutient izoba positive.
2. Uhlukanise izinombolo ezingenazimpawu: 40 ÷ 8 = 5.

Ngakho-ke, i-qoutient ka −40 ÷ (−8) ngu 5.

Impendulo efanele ngu:
D) 5"
"Iqembu lebhola lino $90.00 ukuthenga amabhola. Uma ibhola elilodwa libiza u$15.60, ubani inamba enkulu yamabhola iqembu elingawathenga?","['4', '5', '6', '7']",B,elementary_mathematics,"Ukuze sithole inamba enkulu yamabhola iqembu elingawathenga, sidinga ukuhlukanisa imali enayo ($90.00) ngenani lebhola elilodwa ($15.60).

Senza lokhu ngokulandelayo:

\[
\frac{90.00}{15.60} \approx 5.769
\]

Lokhu kusho ukuthi iqembu lingathenga amabhola angaphezu kancane kuka-5, kodwa hhayi angu-6 ngoba imali ayizukwanele ukuthenga ibhola lesithupha.

Ngakho-ke, inamba enkulu yamabhola iqembu elingawathenga ngu-5.

Impendulo iyona:
B) 5"
Wena nabangani bakho abathathu niya kwikhonsethi. Isamba senani lamathikithi amane u$112. Bhala futhi uxazulule lesibalo ukuthi uthole inani lethikithi elilodwa.,"['4t = 112; $448', '4t = 112; $28', 't over 4 = 112; $448', 't over 4 = 112; $28']",B,elementary_mathematics,"Ukuze uthole inani lethikithi elilodwa, kufanele uqale ngokubhala isibalo esifanele bese uxazulula ukuze uthole inani elilodwa lethikithi.

Isamba senani lamathikithi amane u$112. Lokhu kungabhalwa njengesibalo esilandelayo:

4t = 112

Lapha, ""t"" limelela inani lethikithi elilodwa. Ukuze uthole ""t"", kufanele uhlukanise kokubili izinhlangothi zesibalo ngo-4:

4t / 4 = 112 / 4

Lokhu kukunika:

t = 28

Ngakho-ke, inani lethikithi elilodwa ngu-$28.

Impendulo efanele yi:

B) 4t = 112; $28"
Sebenzisa lesibalo esingezansi  ukuphendula lombuzo. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Ubani inani lwalokhu okuveziwe lana? ,"['9', '11', '26', '32']",C,elementary_mathematics,"Ukuze siphendule lombuzo, sizosebenzisa izinyathelo ezilandelanayo zokubala:

1. Qala ngokubala okusemabhaketheni angaphakathi:
   - (2 × 6 – 5)
   - (8 ÷ 4)

2. Bala (2 × 6 – 5):
   - (2 × 6) = 12
   - 12 – 5 = 7

3. Bala (8 ÷ 4):
   - 8 ÷ 4 = 2

4. Manje sesinokuthi:
   - 3 × [7 + 2] – 1

5. Bala okusemabhaketheni:
   - 7 + 2 = 9

6. Manje sesinokuthi:
   - 3 × 9 – 1

7. Bala (3 × 9):
   - 3 × 9 = 27

8. Ekugcineni, bala (27 – 1):
   - 27 – 1 = 26

Ngakho-ke, inani lwalokhu okuveziwe lana ngu-26.

Impendulo efanele ngu-C) 26."
Bhala 1 kanye no 1 phezu kwa 11 kube onumber eyodwa noma inamba ehlanganisile ngendlela elula,"['1.1 ngaphezu kwa 11', '11 ngaphezu kwa 11', '12 ngaphezu kwa 11', '11 ngaphezu kwa 12']",C,elementary_mathematics,"Uma sibheka inombolo ethi 1 kanye no 1 phezu kwa 11, lokhu kusho ukuthi sifuna ukubhala inombolo ethi \( 1 + \frac{1}{11} \) ngendlela elula.

Okokuqala, ake sibale \( \frac{1}{11} \):
\[ \frac{1}{11} \approx 0.0909 \]

Manje, uma sifaka lokhu ku-1:
\[ 1 + 0.0909 \approx 1.0909 \]

Lokhu kusho ukuthi inombolo ethi \( 1 + \frac{1}{11} \) ingaba cishe ngu-1.0909. Kodwa-ke, uma sibheka izinketho esinazo, kufanele sibheke ukuthi yikuphi okulingana nalokhu.

Izinketho zethu zimi kanje:
A) 1.1 ngaphezu kwa 11
B) 11 ngaphezu kwa 11
C) 12 ngaphezu kwa 11
D) 11 ngaphezu kwa 12

Izinketho ezihambisana kakhulu nokulinganiselwa kwethu ngu:
A) 1.1 ngaphezu kwa 11

Ngakho-ke, impendulo elula yokubhala \( 1 + \frac{1}{11} \) izoba ngu:
A) 1.1 ngaphezu kwa 11"
Thola i-qoutient ka 2. 16 ÷  0.06 ,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Ukuze uthole i-quotion ka 2.16 ÷ 0.06, kufanele wenze lokhu okulandelayo:

1. Phendula 2.16 ibe inombolo ephelele ngokuyiphindaphinda ngo-100:
   2.16 × 100 = 216

2. Phendula 0.06 ibe inombolo ephelele ngokuyiphindaphinda ngo-100:
   0.06 × 100 = 6

Manje, ungasebenzisa lezi zinombolo ezintsha ukuze wenze ukuhlukanisa:
   216 ÷ 6 = 36

Ngakho-ke, i-quotion ka 2.16 ÷ 0.06 ngu-36.

Impendulo efanele yi-B) 36."
Thola umehluko ka 142.76 - 16.5 ,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Ukuze sithole umehluko phakathi kuka 142.76 no 16.5, kufanele senze ukubala okulandelayo:

142.76 - 16.5 = 126.26

Ngakho-ke, impendulo efanele ngu 126.26. Kodwa-ke, akekho kulawa maphendulo anikeziwe olingana nalokhu. Kungenzeka ukuthi kube nephutha ekukhetheni izimpendulo."
Thola i-qoutient ka 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Ukuze uthole i-qoutient ka 5.04/0.7, kufanele wenze le miphumela elandelayo:

5.04 ÷ 0.7 = 7.2

Ngakho-ke, impendulo efanele ngu:
D) 7.2"
