question,choices,answer,subject,output
Boleng ba p ke bokae ho 24 = 2p,"['p =4', 'p = 8', 'p = 8', 'p = 24']",C,elementary_mathematics,"Re na le equation e reng 24 = 2p. Re hloka ho fumana boleng ba p.

Re ka rarolla equation ena ka ho arola mahlakore ka bobeli ka 2:

24 = 2p
24 / 2 = p
12 = p

Kahoo, boleng ba p ke 12. Ha ho na kgetho e fanweng e nepahetseng ho dikgetho tse fanweng. Kgetho e nepahetseng e lokela ho ba p = 12."
Mof. Perez o kgannile dikhilomitara tse 40 ka matsatsi a 5. O kgannile palo e lekaneng ya dikhilomitara letsatsi le letsatsi. Mof. Perez o kgannile dikhilomitara tse kae letsatsi le letsatsi?,"['5', '7', '8', '9']",C,elementary_mathematics,"Re ka bala palo ya dikhilomitara tse Mof. Perez a kgannang letsatsi le letsatsi ka go arola palo ya dikhilomitara tse a di kgannileng ka palo ya matsatsi a a kgannileng ka one.

Mof. Perez o kgannile dikhilomitara tse 40 ka matsatsi a 5.

Re tla arola 40 ka 5:

\[
\frac{40}{5} = 8
\]

Ka jalo, Mof. Perez o kgannile dikhilomitara tse 8 letsatsi le letsatsi.

Karabo ke:
C) 8"
Fumana quotient ya - 40/ (-8).,"['1 hodima 5', '-5', '-1 hodima 5', '5']",D,elementary_mathematics,"Ho fumana quotient ya \(-40\) ka \(-8\), re hloka ho arola \(-40\) ka \(-8\):

\[
\frac{-40}{-8} = 5
\]

Kaha re arola dinomoro tse pedi tse nang le matshwao a fapaneng, sephetho e tla ba palo e ntle.

Kahoo, karabo e nepahetseng ke:

D) 5"
"Sehlopha sa bolo se na le R90.00 ho reka dibolo tsa maoto. Haeba bolo e le nngwe e bitsa R15.60, ke palo e kae e kgolo eo sehlopha se ka rekang dibolo?","['4', '5', '6', '7']",B,elementary_mathematics,"Ho fumana palo e kholo ka ho fetisisa ea libolo tsa maoto tseo sehlopha se ka li rekang ka R90.00, re hloka ho arola chelete eo ka theko ea bolo e le 'ngoe.

Theko ea bolo e le 'ngoe ke R15.60.

Re tla arola R90.00 ka R15.60:
\[ \frac{R90.00}{R15.60} \approx 5.769 \]

Re tla nka karolo e felletseng ea karabo hobane re ke ke ra reka karolo ea bolo. Kahoo, palo e kholo ka ho fetisisa ea libolo tseo sehlopha se ka li rekang ke 5.

Kahoo karabo ke:
B) 5"
Wena le metswalle ya hao e meraro le ya khonsareteng. Theko ya ditekete tse nne ke R112. Ngola o be o rarolle equation ho fumana theko ya tekete e le nngwe t.,"['4t = 112; R448', '4t = 112; R28', 't hodima 4 = 112; R448', 't hodima 4 = 112; R28']",B,elementary_mathematics,"Re batla ho fumana theko ya tekete e le nngwe (t) ha re tseba hore theko ya ditekete tse nne ke R112.

Re ka qala ka ho ngola equation e bontshang kamano ena:

4t = 112

Re ka rarolla equation ena ka ho arola mahlakore ka bobedi ka 4 ho fumana t:

t = 112 / 4
t = 28

Kahoo, theko ya tekete e le nngwe ke R28.

Karabo e nepahetseng ke:

B) 4t = 112; R28"
Sebedisa mohopolo o ka tlase ho araba potso. 3 x [(2 x 6 - 5) + (8/4)] - 1. Boleng ba mohopolo ke eng?,"['9', '11', '26', '32']",C,elementary_mathematics,"Re tla qala ka ho rarolla se ka hare ho masakana a ka hare, ebe re tsoela pele ho rarolla se ka hare ho masakana a kantle.

1. Rarolla se ka hare ho masakana a pele:
   \[ 2 x 6 - 5 \]
   \[ 2 x 6 = 12 \]
   \[ 12 - 5 = 7 \]

2. Rarolla se ka hare ho masakana a bobeli:
   \[ 8 / 4 \]
   \[ 8 / 4 = 2 \]

3. Kenya boleng bo fumanoeng ka masakaneng a kantle:
   \[ 3 x [7 + 2] - 1 \]
   \[ 7 + 2 = 9 \]
   \[ 3 x 9 - 1 \]

4. Rarolla se ka hare ho masakana a kantle:
   \[ 3 x 9 = 27 \]
   \[ 27 - 1 = 26 \]

Kahoo, boleng ba mohopolo ke:
C) 26"
Ngola 1 le 1 hodima 11 e le palo e felletseng kapa nomoro e tswakuweng ka tsela e bobebe.,"['1.1 hodima 11', '11 hodima 11', '12 hodima 11', '11 hodima 12']",C,elementary_mathematics,"A re hlahlobeng dikgetho ka bonngwe:

A) 1.1 hodima 11
- 1.1 ke nomoro e tswakuweng.

B) 11 hodima 11
- 11 le 11 ka bobedi ke dipalo tse felletseng.

C) 12 hodima 11
- 12 le 11 ka bobedi ke dipalo tse felletseng.

D) 11 hodima 12
- 11 le 12 ka bobedi ke dipalo tse felletseng.

Kahoo, kgetho e nepahetseng ya palo e felletseng kapa nomoro e tswakuweng ka tsela e bobebe ke:

A) 1.1 hodima 11"
Fumana quotient ya 2.16 / 0.06,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Ho fumana quotient ya 2.16 / 0.06, re ka etsa tjena:

1. Pele, re ka fetola 2.16 le 0.06 hore e be dinomoro tse felletseng ka ho hlakola dikoma:
   - 2.16 e ka fetolela ho 216 (ka ho eketsa 100).
   - 0.06 e ka fetolela ho 6 (ka ho eketsa 100).

2. Joale re ka arola 216 ka 6:
   - 216 ÷ 6 = 36

Kahoo, quotient ya 2.16 / 0.06 ke 36.

Khetho e nepahetseng ke B) 36."
Fumana phapang ya 142.76 - 16.5,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Re lokela ho bala phapang pakeng tsa 142.76 le 16.5.

142.76 - 16.5 = 126.26

Kahoo, karabo e nepahetseng ke:
Ha ho le e 'ngoe ea likhetho tse fanoeng e nepahetseng."
Fumana quotient ya 5.04 / 0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Ho fumana quotient ya 5.04 / 0.7, re ka etsa tjena:

1. Re ka fetola 0.7 hore e be palo e felletseng ka ho e atisa ka 10, e leng ho tla re fa 7.
2. Re lokela ho etsa se tšoanang ka 5.04, e leng ho tla re fa 50.4.

Kahoo, re tla ba le:
\[ \frac{5.04}{0.7} = \frac{50.4}{7} \]

Joale re ka etsa kabo:
\[ 50.4 \div 7 = 7.2 \]

Kahoo, karabo e nepahetseng ke:
D) 7.2"
Jimmy le Kima ba nka leeto. Ba tla kganna matsatsi a mararo. Letsatsi la pele ba tla kganna dikhilomitara tse 182. Letsatsi la bobedi ba tla kganna dikhilomitara tse 439. Letsatsi la boraro ba tla kganna dikhilomitara tse 217. Ke mohopolo ofe o atametseng kakanyo ya hore ke dikhilomitara tse kae tseo Jimmy le Kima ba tla di kganna leetong?,"['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,"Ho bala kakanyo ya dikhilomitara tseo Jimmy le Kima ba tla di kganna, re lokela ho atametsa dikhilomitara tseo ba tla di kganna ka letsatsi ka leng ho dikgetho tse fanweng.

Letsatsi la pele ba tla kganna dikhilomitara tse 182. Sena se ka atametswa ho 200.
Letsatsi la bobedi ba tla kganna dikhilomitara tse 439. Sena se ka atametswa ho 450.
Letsatsi la boraro ba tla kganna dikhilomitara tse 217. Sena se ka atametswa ho 200.

Ha re sheba dikgetho tse fanweng:
A) 150 + 400 + 200
B) 200 + 400 + 200
C) 200 + 450 + 200
D) 200 + 500 + 200

Kgetho e atametseng hantle ke:
C) 200 + 450 + 200

Kahoo, mohopolo o atametseng kakanyo ya dikhilomitara tseo Jimmy le Kima ba tla di kganna leetong ke C) 200 + 450 + 200."
Ho sala bokae ho 21 ha o e arola ka 7?,"['21', '7', '1', 'Letho ho tsona']",D,elementary_mathematics,"Ha o arola 21 ka 7, karabo ke 3. Kahoo, ha ho na kgetho e nepahetseng ho tse fanweng. Karabo e nepahetseng e lokela ho ba 3."
