question,choices,answer,subject,output
valeur ya p eza Nini na 24=2p ?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Pour résoudre l'équation \( 24 = 2p \), il faut isoler la variable \( p \). Voici les étapes pour le faire :

1. Commencez par l'équation donnée :
   \[
   24 = 2p
   \]

2. Divisez les deux côtés de l'équation par 2 pour isoler \( p \) :
   \[
   \frac{24}{2} = \frac{2p}{2}
   \]

3. Simplifiez les deux côtés :
   \[
   12 = p
   \]

Donc, la valeur de \( p \) est \( 12 \).

La réponse correcte est :
C) \( p = 12 \)"
"Mama Perez atamboli na nyoso kilometele 40 na mikolo 5. Mikolo nyoso, asalaka ntaka ya ndenge moko na kilometele. Motuya boni na kilometele mama Perez atamboli na mikolo nyoso ?","['5', '7', '8', '9']",C,elementary_mathematics,"Tótala ndenge tokoki koyeba motuya ya ba kilometele mama Perez atambolaka mikolo nyoso.

Mama Perez atamboli na nyoso kilometele 40 na mikolo 5.

Tózwa motuya ya ba kilometele atambolaka mokolo na mokolo, tokoki kosala boye:

1. Tokabola motuya ya ba kilometele nyonso (40 km) na motuya ya mikolo nyonso (5 mikolo).
   40 km ÷ 5 mikolo = 8 km mokolo na mokolo.

Na yango, mama Perez atambolaka kilometele 8 mokolo na mokolo.

Eyano ezali:
C) 8"
Sala calcule ya quotien ya -40 ÷(-8).,"['1 likolo ya 5', '-5', '-1 likolo ya 5', '5']",D,elementary_mathematics,"Tózwa motuna na yo ya matematika. Tózwa -40 mpe tózala na mposa ya kokabola yango na -8.

-40 ÷ (-8) = 5

Ntango okaboli mibale ya ba nɔmbɛrɛ oyo ezali na bilembo ya mabe, eyokani na bilembo ya malamu. Na yango, eyokani na 5.

Eyano ezali:
D) 5"
"Ekipi ya football ezali na mosolo ya 90.00 $ mpo na kozwa motope ya football. Soki motope moko ya football ezali na ntalo ya 15,60 $, motango boni ya nsuka ya mitope oyo ekipi akoki komipesa ?","['4', '5', '6', '7']",B,elementary_mathematics,"Tóyeba motango ya mitope oyo ekipi ekoki kosomba na mosolo oyo bazali na yango. Motope moko ezali na ntalo ya 15,60 $. Ekipi ezali na mosolo ya 90,00 $. Tokoki kosala boye:

1. Tokabola mosolo oyo ekipi azali na yango na ntalo ya motope moko:
\[ \frac{90,00}{15,60} \]

2. Tózwa mayele ya kokabola yango:
\[ \frac{90,00}{15,60} = 5,769230769 \]

3. Lokola tokoki kosomba kaka motango mobimba ya mitope, tokoki kozwa motango ya nsuka ya mitope oyo ekipi ekoki kosomba. Tokoki kozwa motango ya nsuka oyo ezali na se ya 5,769230769.

Motango ya nsuka ya mitope oyo ekipi ekoki kosomba ezali 5.

Bongo eyano ezali:
B) 5"
"Na baninga misato, bokoti concert .ko yabe ete Talo nionso ya ba billet 4 ezali 112$. koma PE bongisa ekwation PONA ko yeba Talo ya billet b","['4b = 112; 448 $', '4b= 112; 28 $', 'b sur 4 = 112; 448 $', 'b sur 4 = 112; 28 $']",B,elementary_mathematics,"Pona ko yeba talo ya billet moko (b), esengeli tokoma ekwation oyo eko reprezenta makambo oyo bapesi biso.

Talo ya ba billet 4 ezali 112$. Yango elingi koloba ete:

4b = 112

Pona ko yeba b, esengeli tokabola 112 na 4:

b = 112 / 4
b = 28 $

Yango wana, eyano ya malamu ezali:

B) 4b = 112; 28 $"
"Sala calcul oyo elandi : 3 × [(2 × 6 - 5) + (8 ÷ 4)] - 1, mpo na koyanola na motuna elandi : motuya nini ya operation ?","['9', '11', '26', '32']",C,elementary_mathematics,"Tózongela lisusu calcul oyo elandi : 3 × [(2 × 6 - 5) + (8 ÷ 4)] - 1.

Tosengeli kosala calcul na ndenge oyo:

1. Kosala biloko oyo ezali na kati ya mabaku liboso:
   - 2 × 6 = 12
   - 8 ÷ 4 = 2

2. Kosala biloko oyo ezali na kati ya mabaku liboso:
   - 12 - 5 = 7
   - 7 + 2 = 9

3. Kosala biloko oyo ezali libanda ya mabaku:
   - 3 × 9 = 27

4. Kosala biloko oyo ezali na nsuka:
   - 27 - 1 = 26

Bongo, motuya ya operation ezali 26. Eyano ezali:
C) 26"
Koma 1 na 1 likolo 11 na lolenge ya motango mobimba to mixte na ndenge ya moke makasi.,"['1,1 likolo 11', '11 likolo 11', '12 likolo 11', '11 likolo 12']",C,elementary_mathematics,"Tózwá motuna na yo na ndenge ya malamu. Olingi kobongola ""1 na 1 likolo 11"" na lolenge ya motango mobimba to mixte.

""1 na 1 likolo 11"" ezali motango mixte. Ezali na motango mobimba 1 mpe molongo 1/11. 

Soki tozali koluka koyeba yango na ndenge ya moke makasi, ezali kaka ndenge ezali: 1 na 1/11.

Yango wana, eyano ezali:
D) 12 likolo 11

Pamba te, 1 mobimba ezali 11/11, bongo 1 na 1/11 ezali 11/11 + 1/11 = 12/11."
"bimisa eyano ya bokaboli ya 2,16 ÷0.06","['3,6', '36', '0, 01272', '12,72']",B,elementary_mathematics,"Tósolola likambo ya bokaboli ya 2,16 na 0,06. 

Ntango ozali kobimisa eyano ya bokaboli, okoki kosalela ndenge ya kokabola mibale na mibale (division).

2,16 ÷ 0,06 ezali ndenge moko na 2,16/0,06.

Tózwa ndakisa oyo:
2,16 ÷ 0,06 ezali ndenge moko na 216 ÷ 6, mpo tokoki kokómisa mibale na mibale na ndenge ya kosala bokaboli ya mibale oyo ezali na esika ya decimal.

216 ÷ 6 ezali 36.

Yango wana, eyano ezali:
C) 36"
"pesa ba keseni kati ya 142,76 PE 16,5","['159,26', '2,224', '14,111', '126,26']",D,elementary_mathematics,"Ili kupata pesa ba keseni kati ya 142,76 na 16,5, tunahitaji kugawanya 142,76 kwa 16,5.

142,76 ÷ 16,5 ≈ 8,65

Hakuna jibu sahihi kati ya chaguzi zilizotolewa (A) 159, (B) 26, (C) 2, (D) 224. 

Kwa hivyo, hakuna jibu sahihi kati ya chaguzi zilizotolewa."
"bimisa eyano ya bokaboli ya 5,04/0,7","['0,72', '702', '10, 0571', '7,2']",D,elementary_mathematics,"Tosala bokaboli ya 5,04 na 0,7:

5,04 / 0,7

Tobongola yango mpo ezala na ndenge ya malamu ya bokaboli:

5,04 / 0,7 = 50,4 / 7

Sikoyo, tokokoka kosala bokaboli yango:

50,4 / 7 = 7,2

Yango wana eyano ezali:

B) 72

Kasi, tosala lisusu bokaboli yango na ndenge ya malamu:

5,04 / 0,7 = 7,2

Eyano ya solo ezali 7,2, kasi na kati ya baponi ya motuna, ezali te. Kasi, soki tozali na kati ya baponi ya motuna, eyano ya motuna ezali te. Na yango, ezali na bokaboli ya motuna ezali te."
