question,choices,answer,subject,output
Menene matsayin p a cikin 24 = 2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Don warware wannan matsala, za mu fara daidaita daidaiton 24 = 2p.

24 = 2p

Za mu raba bangarorin biyu na daidaiton da 2 don samun p.

24 / 2 = p

12 = p

Saboda haka, matsayin p shine 12.

Amsar ita ce: C) p = 12"
Ms. Perez ta tuka mota adadin mil 40 a cikin kwanaki 5. Ta yi tafiyar mil nau'i guda a kowace rana. Mil nawa Misis Perez ta tuka kowace rana?,"['5', '7', '8', '9']",C,elementary_mathematics,"Don gano adadin mil da Misis Perez ta tuka kowace rana, za mu raba jimillar mil da ta tuka cikin kwanaki 5 da yawan kwanakin. Jimillar mil da ta tuka ita ce 40, kuma kwanakin su ne 5.

\[
\text{Adadin mil kowace rana} = \frac{\text{Jimillar mil}}{\text{Yawan kwanaki}} = \frac{40}{5}
\]

Bari mu yi lissafi:

\[
\frac{40}{5} = 8
\]

Saboda haka, Misis Perez ta tuka mil 8 kowace rana. Amsar ita ce:

C) 8"
Nemo sakamakon -40 ÷ (-8).,"['1 bisa 5', '-5', '−1 bisa 5', '5']",D,elementary_mathematics,"Domin nemo sakamakon -40 ÷ (-8), za mu fara da rarrabe alamun lambobin. Idan muka raba lamba mai tabbatacce da lamba mai tabbatacce ko kuma lamba mai korau da lamba mai korau, sakamakon zai kasance mai tabbatacce.

-40 ÷ (-8) = 40 ÷ 8 = 5

Saboda haka, amsar ita ce:

D) 5"
"Ƙungiyar ƙwallon ƙafa tana da $90.00 don siyan ƙwallon ƙafa. Idan ƙwallon ƙafa guda ɗaya ta kai $15.60, Nawa ne mafi yawan adadin ƙwallon ƙafa da ƙungiyar zata iya saya?","['4', '5', '6', '7']",B,elementary_mathematics,"Don sanin mafi yawan adadin ƙwallon ƙafa da ƙungiyar zata iya saya, za mu raba adadin kuɗin da suke da shi da farashin ƙwallon ƙafa guda ɗaya.

Adadin kuɗin da suke da shi: $90.00
Farashin ƙwallon ƙafa guda ɗaya: $15.60

Muna amfani da wannan lissafin:
\[ \text{Adadin ƙwallon ƙafa} = \frac{\$90.00}{\$15.60} \]

Da farko, za mu yi lissafin rabon:
\[ \frac{90.00}{15.60} \approx 5.7692 \]

Tun da ba za su iya saya da rabin ƙwallo ba, za mu ɗauki cikakken adadi mafi kusa da ƙasa, wanda shine 5.

Saboda haka, mafi yawan adadin ƙwallon ƙafa da ƙungiyar zata iya saya shine:
B) 5"
Kai da abokai uku zaku je wurin shagali. Jimillar farashin tikiti huɗu shine $112. Rubuta bayanin lissafin da nemo amsar don nemo farashin tikiti ɗaya t.,"['4t = 112; $448', '4t = 112; $28', 't akan 4 = 112; $448', 't akan 4 = 112; $28']",B,elementary_mathematics,"Don nemo farashin tikiti ɗaya, za mu fara da rubuta bayanin lissafi daidai. Idan jimillar farashin tikiti huɗu shine $112, za mu iya amfani da wannan bayanin don ƙirƙirar daidaitaccen lissafi.

Bari t ya zama farashin tikiti ɗaya. Saboda akwai tikiti huɗu, za mu iya rubuta:

4t = 112

Don samun farashin tikiti ɗaya, za mu raba duka bangarorin lissafin da 4:

4t / 4 = 112 / 4
t = 28

Don haka farashin tikiti ɗaya shine $28. Wannan yana nufin amsar daidai ita ce:

B) 4t = 112; $28"
Yi amfani da lissafin da ke ƙasa don amsa tambayar. 3 × [(2 × 6 - 5) + (8 ÷ 4)] - 1 Menene sakamakon lissafin?,"['9', '11', '26', '32']",C,elementary_mathematics,"Don warware wannan lissafi, za mu bi matakai daban-daban na lissafi daidai da tsarin fifiko (PEMDAS/BODMAS):

1. Da farko, mu warware abubuwan da ke cikin kowane kowane zagaye:
   - 2 × 6 = 12
   - 12 - 5 = 7
   - 8 ÷ 4 = 2

2. Sannan mu tattara abubuwan da ke cikin zagaye:
   - 7 + 2 = 9

3. Yanzu mu ci gaba da lissafin:
   - 3 × 9 = 27

4. A ƙarshe, mu cire 1 daga cikin sakamakon:
   - 27 - 1 = 26

Saboda haka, sakamakon lissafin shine 26. Zaɓin da ya dace shine:
C) 26"
Rubuta 1 da 1 bisa 11 a matsayin cikakkiyar lamba ko gauraye lamba a sauƙaƙaƙƙen zubi,"['1.1 bisa 11', '11 akan 11', '12 akan 11', '11 akan 12']",C,elementary_mathematics,"Za mu iya rubuta 1 da 1 bisa 11 a matsayin cikakkiyar lamba ko gauraye lamba a sauƙaƙaƙƙen zubi. Ga yadda ake yi:

1 da 1 bisa 11 na nufin 1 + 1/11.

A cikin zubi na gauraye lamba, wannan zai zama:
1 1/11

A cikin zubi na cikakkiyar lamba, za mu iya canza wannan zuwa rabon da ba gauraye ba:
1 1/11 = (11/11) + (1/11) = 12/11

Saboda haka, amsar ita ce:
C) 12 akan 11"
Nemo sakamakon 2.16 ÷ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Don Allah, bari mu lissafa 2.16 ÷ 0.06.

Da farko, zamu iya cire warwarewar ta hanyar sauya 0.06 zuwa lambar cikakke ta hanyar ninka duka lambobin da 100:

2.16 ÷ 0.06 = (2.16 × 100) ÷ (0.06 × 100) = 216 ÷ 6

Yanzu, mu lissafa 216 ÷ 6:

216 ÷ 6 = 36

Saboda haka, amsar ita ce B) 36."
Nemo bambancin 142.76 - 16.5.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Don nemo bambancin 142.76 da 16.5, za mu yi amfani da aikin lissafi na cirewa:

142.76 - 16.5 = 126.26

Saboda haka, amsar ita ce ba a cikin zaɓuɓɓukan da aka bayar ba. Duk da haka, idan za mu sake duba zaɓuɓɓukan:

A) 159.26
B) 2.224
C) 14
D) 111

Ba wanda ya dace da amsar da muka samu, wato 126.26."
Nemo sakamakon 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Don Allah, bari in taimake ka da wannan lissafin.

Za mu raba 5.04 da 0.7:

\[ \frac{5.04}{0.7} \]

Domin sauƙaƙa lissafin, za mu iya cire maƙudan lambobi (decimal points) ta hanyar ninka duka lambobin da 10:

\[ \frac{5.04 \times 10}{0.7 \times 10} = \frac{50.4}{7} \]

Yanzu za mu raba 50.4 da 7:

\[ 50.4 \div 7 = 7.2 \]

Saboda haka, amsar ita ce:

D) 7.2"
Jimmy da Kima suna kan hanyar tafiya. Za su yi tuƙi na kwana uku. A ranar farko za su yi tafiyar mil 182. A rana ta biyu za su yi tafiyar mil 439. A rana ta uku za su yi tafiyar mil 217. Wane lissafi ne mafi kusancin kiyasin mil nawa Jimmy da Kima za su tuƙa a tafiyarsu?,"['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,"Don samun mafi kusancin kiyasin mil nawa Jimmy da Kima za su tuƙa a tafiyarsu, za mu iya duba kowanne zaɓi kuma mu kwatanta da jimillar mil ɗin da za su yi a zahiri.

A zahiri, za su yi tafiyar:
- Ranar farko: mil 182
- Ranar biyu: mil 439
- Ranar uku: mil 217

Jimillar mil ɗin da za su yi a zahiri ita ce:
182 + 439 + 217 = 838 mil

Yanzu, bari mu duba kowanne zaɓi:

A) 150 + 400 + 200 = 750 mil
B) 200 + 400 + 200 = 800 mil
C) 200 + 450 + 200 = 850 mil
D) 200 + 500 + 200 = 900 mil

Zaɓin da ya fi kusa da 838 mil shi ne:
C) 200 + 450 + 200 = 850 mil

Saboda haka, zaɓin da ya fi kusa da jimillar mil ɗin da za su yi a tafiyarsu shi ne zaɓi C."
Menene ragowar 21 da aka raba da 7?,"['21', '7', '1', 'Babu kowanne']",D,elementary_mathematics,"Bari mu warware wannan matsala. Idan muka raba 21 da 7, za mu sami:

21 ÷ 7 = 3

Ragowar shi ne abin da ya rage bayan an gama rabon. A wannan yanayin, 21 ya rabu daidai da 7 ba tare da wani abu ya rage ba. Don haka, ragowar shi ne 0.

Saboda haka, amsar ita ce:
D) Babu kowanne"
