question,choices,answer,subject,output
p erina muwendo ki mu 24 = 2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Tugende tukole ekibuuzo kino:

Tulina ekigambo ekyo: **24 = 2p**

Tugenda kukola ekintu ekyo nga tukola algebra. Tugenda kutandikira ku kugabanya ebibinja byombi ku 2 okusobola okufuna p:

**24 = 2p**

Gabanya ku 2 ku bbali zombi:

**24 / 2 = 2p / 2**

**12 = p**

Kati, p = 12. N'olwekyo, ekiddako ekituufu kiri:

C) p = 12"
Mkyl. Perez yavuga omugatte gwa mmayiro 40 mu nnaku 5. Avuga mmayiro ze zimu buli lunaku. Mkyl. Perez yavuganga mmayiro mmeka buli lunaku?,"['5', '7', '8', '9']",C,elementary_mathematics,"Okusobola okumanya mmayiro Mkyl. Perez z'avuga buli lunaku, twetaaga kugabanya omugatte gwa mmayiro 40 ku nnaku 5. Kino kitegeeza:

\[
\frac{40 \text{ mmayiro}}{5 \text{ nnaku}} = 8 \text{ mmayiro buli lunaku}
\]

Noolwekyo, Mkyl. Perez yavuganga mmayiro 8 buli lunaku. Ekiddako kye kyo:

C) 8"
Zuula obugabanye bwa −40 ÷ (−8).,"['1 gabizaamu 5', '-5', '-1 gabizaamu 5', '5']",D,elementary_mathematics,"Okubala Zuula obugabanye bwa −40 ÷ (−8), tulina okukozesa amateeka g'obugabanye bw'ebibalo.

1. Okugabanya ebyetaagisa okukozesa amateeka agaliwo: −40 ÷ (−8).
2. Amateeka g'obugabanye bw'ebibalo galaga nti bw'ogabanya ebyetaagisa eby'omutindo gumu (mu mbeera eno, ebibalo ebirina akabonero akabi), akabonero k'ebivuddeyo kaba kalungi.

Kale, −40 ÷ (−8) = 40 ÷ 8 = 5.

N'olwekyo, obugabanye bwa −40 ÷ (−8) buba 5.

Kiddirira: D) 5."
"Ttiimu y'omupiira erina $90.00 okugula emipiira. Singa omupiira gumu gubeera gugula $15.60, muwendo gwa mipiira ki ogusinga obunene ttiimu gw'eyinza okugula?","['4', '5', '6', '7']",B,elementary_mathematics,"Okusobola okumanya omuwendo gwa mipiira ttiimu gw'eyinza okugula, tugenda kusala omuwendo gwa ssente ezirina $90.00 n'omuwendo gwa ssente omupiira gumu $15.60.

Tukozesa ekibalo kino: $90.00 / $15.60.

Tukozesa ekibalo kino mu mateeka:
\[ \frac{90.00}{15.60} \approx 5.769 \]

Kitegeeza nti ttiimu eyinza okugula emipiira 5 mu bujjuvu kubanga 5.769 tegenda kuba mipiira mu bujjuvu.

Noolwekyo, ekiddako muwendo gwa mipiira ogusinga obunene ttiimu gw'eyinza okugula kwe:
B) 5"
Ggwe ne mikwano gyo esatu mugenda mu kivvulu. Omugatte gw'ebisale bya ttiketi ennya guli $112. Wandiika era omulungule ekyoleko nnakyenkanyanjuyi okuzuula ebisale bya ttiketi t. ,"['4t = 112; $448', '4t = 112; $28', 't ku 4 = 112; $448', 't ku 4 = 112; $28']",B,elementary_mathematics,"Okuzuula ebisale bya ttiketi t, tusobola okukozesa ekyoleko nnakyenkanyanjuyi. Omugatte gw'ebisale bya ttiketi ennya guli $112. Kyetugamba nti:

4t = 112

Kati, tugenda kugabanya buli ludda lwa ekyoleko nnakyenkanyanjuyi ku 4 okusobola okufuna t.

4t / 4 = 112 / 4

t = 28

Kale, ebisale bya ttiketi t biba $28. Eky'okulonda ekituufu kiri:

B) 4t = 112; $28"
Kozesa ekyoleko wammanga okwanukula ekibuuzo. 3 x [2 x 6 - 5) + (8 ÷ 4)] - 1 Ekimulungulo ky'ekyoleko kino kye ki?,"['9', '11', '26', '32']",C,elementary_mathematics,"Tukozese ekyoleko wammanga okufuna ekimulungulo:

3 x [2 x 6 - 5) + (8 ÷ 4)] - 1

Tusooke tukole ebyo ebiri mu nkulungo:
1. 2 x 6 = 12
2. 8 ÷ 4 = 2

Kale ekyoleko kijja kuba:
3 x [12 - 5) + 2] - 1

Tusooke tukole ebyo ebiri mu nkulungo nate:
3. 12 - 5 = 7

Kale ekyoleko kijja kuba:
3 x [7 + 2] - 1

Tusooke tukole ebyo ebiri mu nkulungo nate:
4. 7 + 2 = 9

Kale ekyoleko kijja kuba:
3 x 9 - 1

Tusooke tukole ebyo ebiri mu nkulungo nate:
5. 3 x 9 = 27

Kale ekyoleko kijja kuba:
27 - 1

6. 27 - 1 = 26

Kale ekimulungulo ky'ekyoleko kino kye:
C) 26"
Wandiika 1 ne 1 kya 11 ng'omuwendo omulamba oba omugattike nga gugabiziddwamu okutuukira ddala ku gusembayo okubeera omutono,"['11 ku 11', '11 ku 11', '12 ku 11', '11 ku 12']",C,elementary_mathematics,"Tuyinza okutandika nga tugabanya buli kimu ku buli kimu:

1. 11 ku 11 = 1
2. 11 ku 11 = 1
3. 12 ku 11 = 1.0909 (nga tukyusizza mu namba y'obutundu)
4. 11 ku 12 = 0.9167 (nga tukyusizza mu namba y'obutundu)

Kati, nga tugattika ebibalo bino:

A) 1 + 1 = 2
B) 1 + 1 = 2
C) 1 + 1.0909 = 2.0909
D) 1 + 0.9167 = 1.9167

Mu namba zino, omuwendo omutono gwe D) 1.9167.

Kale, ekiddako kwe kulonda D) 11 ku 12."
Zuula ekigabize kya 2.16 ÷ 0.06,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Tuyina 2.16 tugabanye ku 0.06. Tuyinza okukozesa engeri eyangu ey'okwongeza ebyetaago byombi okusobola okukola ku namba zonna ezitali za desimoolo.

2.16 ÷ 0.06 tuyinza okukyusa okuba 216 ÷ 6.

216 ÷ 6 = 36

N'olwekyo, ekigabize kya 2.16 ÷ 0.06 kiri 36.

Kiddako: B) 36"
ZUula ekyawule kya 142.76 - 16.5.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Okubala ekyawule kya 142.76 - 16.5, twagala kugyamu 16.5 okuva mu 142.76.

142.76 - 16.5 = 126.26

Noolwekyo, ekyawule kya 142.76 - 16.5 kirina kubeera 126.26. Naye, mu bifo ebiriwo, tewali kyenkana 126.26. Kati, tewali kifo ekituufu mu bifo ebiriwo."
Zuula ekigabize kya 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Okuzuula ekigabize kya 5.04/0.7, osobola okukozesa obubagezi bwa matematikisi.

5.04 / 0.7 = 7.2

Kale, ekiddako kiri nti ekigabize kya 5.04/0.7 kiri D) 7.2."
