premise	hypothesis	label	opus	prompt
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Angikaze ngikhulume naye futhi	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi"" which translates to ""I wasn\'t even thinking about that, but I was worried and ended up talking to him again.""\n\nThe hypothesis states ""Angikaze ngikhulume naye futhi"" which means ""I never talked to him again.""\n\nThe premise indicates the person did end up talking to ""him"" again, while the hypothesis states they never talked to ""him"" again. These two statements directly contradict each other.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nHypothesis: Angikaze ngikhulume naye futhi\nIs this an entailment, contradiction, or neutral?'}]}]
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye	entailment	"[TextBlock(text='This is a contradiction.\n\nThe premise states: ""Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi"" which translates to ""I wasn\'t even thinking about that, but I was worried and ended up talking to him again"".\n\nThe hypothesis states: ""Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye"" which translates to ""I was so angry that I started talking to him"".\n\nThe premise indicates worry led to talking, while the hypothesis states anger led to talking. These emotional states contradict each other, so the hypothesis contradicts the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nHypothesis: Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye\nIs this an entailment, contradiction, or neutral?'}]}]
Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Sakhuluma kahle	neutral	"[TextBlock(text='Ngokwesisekelo esinikeziwe, siyabona ukuthi umuntu wayekhathazekile futhi wagcina ekhuluma nomunye umuntu. Kodwa asikho isiqiniseko sokuthi bakhuluma kahle noma kabi.\n\nNgakho-ke, lokhu kuyinto engenabo ubufakazi obanele (neutral). Isisekelo asiqinisekisi noma siphikisane nesiqinisekiso sokuthi ""sakhuluma kahle"". Singasho nje ukuthi bakhulumisana, kodwa asazi ukuthi kwaba yingxoxo enhle noma embi.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi\nHypothesis: Sakhuluma kahle\nIs this an entailment, contradiction, or neutral?'}]}]
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye"" which means ""They told me that they will call the man that I will eventually meet"".\n\nHowever, the hypothesis states ""Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani"" which means ""I have never been told anything about who I should meet"".\n\nThe premise indicates that the person was told about a man they will meet, while the hypothesis directly contradicts this by stating that the person was never told anything about who they should meet.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nHypothesis: Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani\nIs this an entailment, contradiction, or neutral?'}]}]
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane	entailment	"[TextBlock(text='This is an entailment. The premise ""Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye"" (They told me that they will call the man that I will eventually meet with) entails the hypothesis ""Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane"" (I was told that the man will be called so that we can meet).\n\nBoth sentences convey the same core meaning - the speaker was informed that a man will be called so that the speaker can meet with him. The hypothesis directly follows from the information provided in the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nHypothesis: Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane\nIs this an entailment, contradiction, or neutral?'}]}]
Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Owesilisa wafika emva kwesikhathi	neutral	[TextBlock(text='Lesi yisimo esingenalutho (neutral). Isisekelo asitsheli lutho mayelana nokuthi owesilisa ufike ngesikhathi noma emva kwesikhathi. Isisekelo sithi nje ukuthi owesilisa uzobizwa ekugcineni, kodwa asitsheli ukuthi ufike nini.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye\nHypothesis: Owesilisa wafika emva kwesikhathi\nIs this an entailment, contradiction, or neutral?'}]}]
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngifuna ukukutshela yonke into engiyaziyo ngalokho	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise in isiZulu translates to: ""There\'s a lot I can say about that, but I will skip it.""\n\nThe hypothesis translates to: ""I want to tell you everything I know about that.""\n\nThe premise indicates the speaker will avoid going into detail or discussing the topic further. In contrast, the hypothesis states the opposite - that the speaker wants to share all their knowledge on the matter. Therefore, the premise and hypothesis directly contradict each other.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nHypothesis: Ngifuna ukukutshela yonke into engiyaziyo ngalokho\nIs this an entailment, contradiction, or neutral?'}]}]
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho	entailment	"[TextBlock(text='This is an entailment. The premise ""Kuningi ongakhuluma ngakho kulokho, ngizokweqa lokho"" (There\'s a lot I could say about that, but I will skip it) entails the hypothesis ""Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho"" (I won\'t talk about that, even though there\'s a lot I could say). Both convey the same core meaning that the speaker has much they could say on the topic but is choosing not to discuss it further.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nHypothesis: Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho\nIs this an entailment, contradiction, or neutral?'}]}]
Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho	neutral	"[TextBlock(text=""This appears to be a neutral relationship between the premise and hypothesis. The premise and hypothesis are in Zulu, and when translated to English, they roughly mean:\n\nPremise: There's a lot I can say about that, I will skip that.\nHypothesis: I won't talk about the history of the town because there's a lot I can say.\n\nWhile the premise and hypothesis share the general idea of the speaker having a lot to say about something and choosing not to discuss it in detail, the specific topics they refer to are different:\n\n- The premise doesn't specify what the speaker will skip talking about in detail.\n- The hypothesis specifically mentions not talking about the history of the town.\n\nSince the premise is more general and the hypothesis introduces a specific topic (the town's history) which is not directly mentioned in the premise, this is a neutral relationship. The hypothesis neither directly follows from nor contradicts the premise."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho\nHypothesis: Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho\nIs this an entailment, contradiction, or neutral?'}]}]
Anginaso isiqiniseko ukuthi kungani	Nginesiqiniseko ukuthi isizathu yini	contradiction	"[TextBlock(text='This is an entailment. The premise ""Anginaso isiqiniseko ukuthi kungani"" and the hypothesis ""Nginesiqiniseko ukuthi isizathu yini"" are essentially saying the same thing in isiZulu, just worded slightly differently:\n\nPremise: ""I don\'t have certainty about why""\nHypothesis: ""I have certainty about what the reason is""\n\nBoth convey the same meaning that the speaker is uncertain about the reason or cause for something. Therefore, the hypothesis is entailed by the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Anginaso isiqiniseko ukuthi kungani\nHypothesis: Nginesiqiniseko ukuthi isizathu yini\nIs this an entailment, contradiction, or neutral?'}]}]
