premise	hypothesis	label	opus	prompt
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Handisati ndataura naye zvakare.	contradiction	"[TextBlock(text='This is an entailment. The premise states ""ndokapedzisira ndisisataure naye"" which translates to ""I ended up not talking to her"". The hypothesis ""Handisati ndataura naye zvakare"" means ""I haven\'t spoken to her again"". So the premise entails that the speaker has not spoken to the person again since the event described, which is exactly what the hypothesis states.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nHypothesis: Handisati ndataura naye zvakare.\nIs this an entailment, contradiction, or neutral?'}]}]
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.	entailment	"[TextBlock(text='This is a contradiction. \n\nThe premise states ""Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye."" which translates to ""Yes, I wasn\'t thinking about it, but I was angry, and, I ended up not talking to her.""\n\nHowever, the hypothesis says ""Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare."" which means ""I was so relieved that I eventually talked to her again.""\n\nThe premise indicates the person ended up not talking to her, while the hypothesis states the opposite - that they eventually did talk to her again. Therefore, the hypothesis contradicts the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nHypothesis: Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.\nIs this an entailment, contradiction, or neutral?'}]}]
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Takava nenhaurirano yakanaka chose.	neutral	"[TextBlock(text='Izvi zvinotsigira (contradiction). Mupremise munoti ""ndokapedzisira ndisisataure naye"" zvinoreva kuti hamuna kugona kutaura naye zvakanaka. Asi muhypothesis munoti ""Takava nenhaurirano yakanaka chose"" zvinopikisa zvamataura mupremise. Saka hypothesis inotsigira premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nHypothesis: Takava nenhaurirano yakanaka chose.\nIs this an entailment, contradiction, or neutral?'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu	contradiction	[TextBlock(text='This is a contradiction. The premise states that the speaker was told that they would be called by someone they would meet with after everything was done. However, the hypothesis states that the speaker was not told anything about meeting with another person. These two statements directly contradict each other.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nHypothesis: Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu\nIs this an entailment, contradiction, or neutral?'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .	entailment	[TextBlock(text='This is an entailment. The premise states that the speaker was told that they would be called by someone they would meet with after everything was done. The hypothesis conveys the same meaning, stating that the speaker was told they would be called by a man to meet. Both the premise and hypothesis convey the same core information, with the hypothesis providing the additional detail that the person the speaker would meet is a man.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nHypothesis: Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .\nIs this an entailment, contradiction, or neutral?'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Murume wacho wakati nonokei kusvika .	neutral	[TextBlock(text='This is a contradiction.\n\nThe premise states that they told him that they would call someone else for him to meet, and that would be the end of it all. \n\nHowever, the hypothesis says that the man said he would arrive late.\n\nThese two statements contradict each other. The premise does not mention anything about the man arriving late, but rather that they would call someone else for him to meet and that would conclude the matter.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nHypothesis: Murume wacho wakati nonokei kusvika .\nIs this an entailment, contradiction, or neutral?'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Ndoda kukudzai zvose zvandoziva pamusoro pazvo!	contradiction	[TextBlock(text='Izvi zvinotsigira (contradiction). Mupupuriri anoti pane zvakawanda zvaunogona kutaura nezvazvo asi achazvidarikira, asi mufungidziri anoda kutaura zvose zvaanoziva pamusoro pazvo. Izvi zvinotsigira nekuti mupupuriri haadi kutaura zvakawanda asi mufungidziri anoda kutaura zvose.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nHypothesis: Ndoda kukudzai zvose zvandoziva pamusoro pazvo!\nIs this an entailment, contradiction, or neutral?'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.	entailment	"[TextBlock(text='This is a contradiction. The premise states that there are many things that can be said about the topic, but the speaker will skip over them. The hypothesis contradicts this by saying ""I will not talk about it, even though there is much to say."" So the premise suggests the speaker could say more but won\'t, while the hypothesis states the speaker will not discuss it at all.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nHypothesis: Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.\nIs this an entailment, contradiction, or neutral?'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.	neutral	[TextBlock(text='This is an entailment. The premise states that there are many things one can say about a topic, but the speaker will skip over them. The hypothesis directly follows from this, stating that the speaker will not talk about the history of the city because there are many other things to discuss. The hypothesis is a specific example that is entailed by the more general premise.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nHypothesis: Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.\nIs this an entailment, contradiction, or neutral?'}]}]
Nekudaro handinyatsozive kuti nemhaka yei.	Ndine chokwadi kuti nemhaka yei.	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise ""Nekudaro handinyatsozive kuti nemhaka yei"" means ""Therefore I don\'t really know why.""\n\nThe hypothesis ""Ndine chokwadi kuti nemhaka yei"" means ""I am certain why.""\n\nThe premise expresses uncertainty about the reason for something, while the hypothesis expresses certainty about knowing the reason. These two statements directly contradict each other.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nekudaro handinyatsozive kuti nemhaka yei.\nHypothesis: Ndine chokwadi kuti nemhaka yei.\nIs this an entailment, contradiction, or neutral?'}]}]
