premise	hypothesis	label	opus	prompt
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Sinnaddamu kwogerako naye.	contradiction	"[TextBlock(text='Okusinziira ku premise, hypothesis eno ssi entailment yadde contradiction, wabula neutral.\n\nMu premise, omuntu agamba nti yali tasoberwa era kyamuviirako okwogera ne Kale nate, naye tekitegeeza nti tajja kuddamu kwogera naye. Hypothesis nti ""Sinnaddamu kwogerako naye"" tekikakasibwa oba okuwakanyizibwa premise. Kiyinza okuba nti bajja okuddamu okwogera oba nedda. N\'olwekyo, enkolagana wakati wa premise ne hypothesis yeetaagisa okuba neutral.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nHypothesis: Sinnaddamu kwogerako naye.\nIs this an entailment, contradiction, or neutral?""}]}]"
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.	entailment	"[TextBlock(text=""Entailment\n\nOkunnyonnyola:\nMu premise, omuntu agamba nti yali mu mbeera ey'okusoberwa era kino kye kyamuviirako okwogera ne Kale nate. Hypothesis nayo egamba nti omuntu yali munyiivu nnyo era kino kye kyandimuviiriddeko okuddamu okwogera ne Kale. Kale hypothesis eno eba etwaliddwa mu premise kubanga premise esonga ku nsonga y'okunyiiga nga eviiriddeko omuntu okwogera ne Kale."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nHypothesis: Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.\nIs this an entailment, contradiction, or neutral?""}]}]"
Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Twafunamu okwogera okulungi.	neutral	"[TextBlock(text=""Okusinziira ku premise, hypothesis eno yandibadde neutral (tekkiriziganya oba tekontana na premise). Premise egamba nti yawunzise yayogera n'omuntu olw'okusoberwa, naye tekitubuulira oba okwogera kwabwe kwali kulungi oba nedda. N'olw'ekyo, premise tetuwa bukakasa bumala okusobola okukakasa oba okugaana hypothesis."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.\nHypothesis: Twafunamu okwogera okulungi.\nIs this an entailment, contradiction, or neutral?""}]}]"
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.	contradiction	"[TextBlock(text=""Contradiction\n\nThe premise states that they told the speaker that they would find a young man to meet them at the end. However, the hypothesis contradicts this by saying that they didn't tell the speaker anything about meeting anyone.\n\nSo the hypothesis directly contradicts what is stated in the premise. The correct answer is contradiction."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nHypothesis: Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.\nIs this an entailment, contradiction, or neutral?""}]}]"
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	entailment	[TextBlock(text='Based on the given premise and hypothesis, this is an exact entailment. The premise and hypothesis are identical word-for-word, so the hypothesis is definitely true if the premise is true.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nHypothesis: Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nIs this an entailment, contradiction, or neutral?'}]}]
Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Mwanamulenzi yajja kikeerezimu.	neutral	"[TextBlock(text='Okusinziira ku musingi n\'endowooza, kino kiba neutral.\n\nOmusinngi gugamba nti omuvubuka yali agenda okusisinkana omuntu ku nkomerero, naye teguwa bukakasa oba omuvubuka yajja mu kifo ekyo. Endowooza nti ""Mwanamulenzi yajja kikeerezimu"" tetegeeza nti omuvubuka yasisinkana muntu yenna oba nti yali agenda kusisinkana omuntu yenna.\n\nN\'olwekyo, omusinngi tegukakasa oba kukyuusa ndowooza, kuba gusobola okuba amazima oba si mazima nga tewali kukyuusa makulu g\'endowooza. Kino kireetera okuba neutral.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.\nHypothesis: Mwanamulenzi yajja kikeerezimu.\nIs this an entailment, contradiction, or neutral?'}]}]
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Njagala nkubuulire byonna bye mmanyi ku ekyo!	contradiction	"[TextBlock(text='Contradiction\n\nThe premise states ""Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi."" which translates to ""There are many things I would have said about that, but I will skip that.""\n\nThe hypothesis states ""Njagala nkubuulire byonna bye mmanyi ku ekyo!"" which means ""I want to tell you everything I know about that!""\n\nThe premise indicates the speaker will skip talking about the topic in detail, while the hypothesis expresses the opposite - that the speaker wants to tell everything they know about the topic. Therefore, the hypothesis contradicts the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nHypothesis: Njagala nkubuulire byonna bye mmanyi ku ekyo!\nIs this an entailment, contradiction, or neutral?'}]}]
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.	entailment	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi."" which translates to ""There are many things I would have said about that, but I will skip that completely.""\n\nHowever, the hypothesis states ""Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko."" which means ""I will not say anything about that, even though there is a lot to it.""\n\nWhile both suggest not going into detail, the premise implies the speaker has much they could say but is choosing not to, while the hypothesis directly states the speaker will not say anything at all about the topic. Therefore, the hypothesis contradicts the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nHypothesis: Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.\nIs this an entailment, contradiction, or neutral?'}]}]
Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.	neutral	"[TextBlock(text='This is an entailment.\n\nThe premise in Luganda translates to: ""There are many things I would have said about that, but I will skip that.""\n\nThe hypothesis translates to: ""I will not talk about the history of the city because there is too much to say about it.""\n\nThe premise entails the hypothesis - the speaker is saying they have a lot they could say about a certain topic, but will skip discussing it in detail. This matches the hypothesis where the speaker states they won\'t go into the history of the city because there is too much that could be said about it.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.\nHypothesis: Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.\nIs this an entailment, contradiction, or neutral?""}]}]"
Kale nno, simanyidde ddala lwaki.	Neekakasa ensonga lwaki.	contradiction	"[TextBlock(text='Based on the given premise and hypothesis in Luganda, this is an entailment.\n\nPremise: ""Kale nno, simanyidde ddala lwaki."" \nTranslation: ""Okay then, I really don\'t know why.""\n\nHypothesis: ""Neekakasa ensonga lwaki.""\nTranslation: ""He/She confirmed the reason why.""\n\nThe premise indicates that the speaker doesn\'t know the reason for something. The hypothesis states that someone confirmed the reason. So the hypothesis logically follows and is entailed by the premise - if the speaker doesn\'t know the reason, it implies that someone else has confirmed or knows the reason.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kale nno, simanyidde ddala lwaki.\nHypothesis: Neekakasa ensonga lwaki.\nIs this an entailment, contradiction, or neutral?'}]}]
