premise	hypothesis	label	opus	prompt
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Sijaongea na yeye tena.	contradiction	"[TextBlock(text='Hii ni contradiction (kinyume). \n\nKatika premise, mwandishi anasema ""hatimaye nikaendelea kuzungumza naye tena"", lakini katika hypothesis inasema ""Sijaongea na yeye tena."" Hizi taarifa mbili zinapingana moja kwa moja. Kama mwandishi aliendelea kuongea na mtu huyo tena, basi haiwezekani kwamba hajaongea naye tena. Kwa hiyo hii ni contradiction wazi.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nHypothesis: Sijaongea na yeye tena.\nIs this an entailment, contradiction, or neutral?'}]}]
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Nilikasirika sana kwamba nikaanza kuzungumza naye tena.	entailment	"[TextBlock(text='This is a contradiction.\n\nThe premise states that the person was very confused (""nilichanganyikiwa sana""), but eventually continued to talk to the other person again (""hatimaye nikaendelea kuzungumza naye tena""). \n\nHowever, the hypothesis states that the person became so angry (""nilikasirika sana"") that they started talking to the other person again.\n\nBeing confused and continuing to talk is contradictory to being very angry and then starting to talk again. The emotional states and reasons for resuming conversation are different between the premise and hypothesis.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nHypothesis: Nilikasirika sana kwamba nikaanza kuzungumza naye tena.\nIs this an entailment, contradiction, or neutral?'}]}]
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Tulikuwa na majadiliano mazuri.	neutral	[TextBlock(text='Hii ni neutral.\n\nMaelezo:\nKutokana na taarifa iliyotolewa kwenye premise, haiwezi kuthibitisha wala kupinga hypothesis. Premise inasema kwamba mtu alikuwa amechanganyikiwa lakini hatimaye akaendelea kuzungumza na mtu mwingine. Hata hivyo, haijaelezwa kama majadiliano hayo yalikuwa mazuri au la. Kwa hiyo, uhusiano kati ya premise na hypothesis ni neutral - yaani premise haiwezi kuthibitisha wala kupinga hypothesis iliyotolewa.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nHypothesis: Tulikuwa na majadiliano mazuri.\nIs this an entailment, contradiction, or neutral?'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Sikuambiwa chochote kuhusu kukutana na mtu yeyote.	contradiction	[TextBlock(text='This is a contradiction. The premise states that the speaker was told they would eventually be introduced to someone they would get along with. However, the hypothesis directly contradicts this by stating that the speaker was not told anything about meeting anyone.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nHypothesis: Sikuambiwa chochote kuhusu kukutana na mtu yeyote.\nIs this an entailment, contradiction, or neutral?'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Niliambiwa mtu angeitwa aje ili nikutane naye.	entailment	[TextBlock(text='This is an entailment. The premise states that the speaker was told that eventually someone would be called to meet with them, and the hypothesis restates this same idea - that the speaker was told someone would be called to come meet with them. The hypothesis follows logically from and is implied by the premise.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nHypothesis: Niliambiwa mtu angeitwa aje ili nikutane naye.\nIs this an entailment, contradiction, or neutral?'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Alikuja akiwa amechelewa.	neutral	[TextBlock(text='Hii ni neutral (yaani hakuna uhusiano).\n\nPremise inaelezea kwamba mtu fulani angetarajiwa kuitwa na kupatana na mtu mwingine.\n\nHypothesis inasema kwamba mtu fulani alikuja akiwa amechelewa. \n\nHakuna uhusiano wa moja kwa moja kati ya premise na hypothesis. Premise haitaji wala kupinga hypothesis. Kwa hiyo jibu ni neutral.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nHypothesis: Alikuja akiwa amechelewa.\nIs this an entailment, contradiction, or neutral?'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""There are many things you can talk about regarding that, but I will just leave them."" This suggests the speaker does not want to discuss the topic in detail.\n\nHowever, the hypothesis states ""I want to tell you everything I know about those matters."" This directly contradicts the premise, as it indicates the speaker\'s desire to share all their knowledge on the subject.\n\nTherefore, the hypothesis is a contradiction to the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nHypothesis: Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo\nIs this an entailment, contradiction, or neutral?'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha.	entailment	"[TextBlock(text='This is an entailment. The premise states ""There are many things you can talk about regarding that, but I will just leave them alone."" The hypothesis similarly states ""I will not talk about those things, although there is a lot to cover."" Both convey the same idea of choosing not to discuss the matter further despite there being much that could be said about it. The hypothesis follows logically from the premise.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nHypothesis: Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha.\nIs this an entailment, contradiction, or neutral?'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Siwezi ongelea histroria ya mji maana kuna mengi ya kusema.	neutral	[TextBlock(text='This is an entailment. The premise states that there are many things one could talk about regarding a certain topic, but the speaker will just leave it at that. The hypothesis similarly states that the speaker cannot talk about the history of the town because there is too much to say. Both convey the idea of there being a lot to discuss about a topic, but choosing not to delve into it.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nHypothesis: Siwezi ongelea histroria ya mji maana kuna mengi ya kusema.\nIs this an entailment, contradiction, or neutral?'}]}]
Hivyo, sijui kwa kweli nu kwa nini.	Nina uhakika wa sababu.	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""Hivyo, sijui kwa kweli nu kwa nini"" which translates to ""So, I don\'t really know why.""\n\nThe hypothesis states ""Nina uhakika wa sababu"" which means ""I am certain of the reason.""\n\nThe premise expresses lack of knowledge or uncertainty about the reason, while the hypothesis asserts certainty about knowing the reason. These two statements directly contradict each other.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Hivyo, sijui kwa kweli nu kwa nini.\nHypothesis: Nina uhakika wa sababu.\nIs this an entailment, contradiction, or neutral?'}]}]
