premise	hypothesis	label	opus	prompt
Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.	Mi ò tún tíì bá a sọ̀rọ̀.	contradiction	"[TextBlock(text='Èyí jẹ́ ìṣòro (contradiction). Ìdí rẹ̀ ni pé ìlànà náà sọ pé ""mo tún pada tún bá a sọ̀rọ̀,"" èyí tó lòdì sí ìfàyègbà pé ""Mi ò tún tíì bá a sọ̀rọ̀.""', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.\nHypothesis: Mi ò tún tíì bá a sọ̀rọ̀.\nIs this an entailment, contradiction, or neutral?'}]}]
Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.	Inú bí ni débi wí pé mo tún bẹ̀rẹ̀ sí ní báa sọ̀rọ̀.	entailment	[TextBlock(text='Entailment\n\nThe premise states that even though the person was upset, they still started talking to the other person again. The hypothesis directly follows from this, stating that the person was so upset that they started talking to the other person again. So the hypothesis is entailed by the premise.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.\nHypothesis: Inú bí ni débi wí pé mo tún bẹ̀rẹ̀ sí ní báa sọ̀rọ̀.\nIs this an entailment, contradiction, or neutral?'}]}]
Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.	A ṣe ìfọ̀rọ̀wérọ̀ tó dára.	neutral	[TextBlock(text='Àyípadà (Contradiction).\n\nÌdí:\nÌpìlẹ̀ náà sọ pé ẹni tó ń sọ̀rọ̀ náà kò ronú nípa ohun kan tó ṣẹlẹ̀, ó sì ní ìbànújẹ́ nípa rẹ̀, ṣùgbọ́n ó tún bá ẹni náà sọ̀rọ̀ lẹ́ẹ̀kan si.\n\nÌgbàgbọ́ náà sọ pé wọ́n ṣe ìfọ̀rọ̀wérọ̀ tó dára, èyí tó lòdì sí ohun tí ìpìlẹ̀ náà sọ nípa bí inú ẹni náà ṣe bàjẹ́ àti pé kò ronú dáadáa nípa ohun tó ṣẹlẹ̀.\n\nNítorí náà, ìgbàgbọ́ náà tako ìpìlẹ̀ náà, ó jẹ́ àyípadà (contradiction).', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.\nHypothesis: A ṣe ìfọ̀rọ̀wérọ̀ tó dára.\nIs this an entailment, contradiction, or neutral?'}]}]
Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.	Wọn ò sọ nǹkankan fún mi pé mà á pàde ẹnìkankan.	contradiction	[TextBlock(text='Èyí jẹ́ ìtakora (contradiction). Ìdí rẹ̀ ni pé:\n\n- Ìpilẹ̀ sọ wí pé wọ́n sọ fún ẹni tó ń sọ̀rọ̀ náà pé wọn yóò pe ọkùnrin kan wá pàdé rẹ̀.\n\n- Ṣùgbọ́n ìfàyègbà sọ wí pé wọn kò sọ fún un pé òun yóò pàdé ẹnikẹ́ni.\n\nÌdí nìyí tí ìpilẹ̀ àti ìfàyègbà ṣe lòdì sí ara wọn, tí wọ́n sì jẹ́ ìtakora.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.\nHypothesis: Wọn ò sọ nǹkankan fún mi pé mà á pàde ẹnìkankan.\nIs this an entailment, contradiction, or neutral?'}]}]
Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.	Wọ́n sọ fún mi pé wọn ó pe ọkùnrin kan wọlé fún mi láti pàde rẹ̀.	entailment	"[TextBlock(text='Èyí jẹ́ entailment (ìtumọ̀ kan náà). Ìlànà náà sọ pé ""wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀,"" èyí tó túmọ̀ sí wí pé ẹni kan sọ fún olùsọ̀rọ̀ náà pé wọn yóò pe ọkùnrin kan wá pàdé rẹ̀ ní ọjọ́ iwájú. Ìgbàgbọ́ náà tún sọ ohun kan náà ní ọ̀nà tó mọ́ ju ti ìlànà lọ, nígbà tí kò sí ""uh"" àti ""nígbẹ̀yìn"" nínú. Nítorí náà, ìgbàgbọ́ náà jẹ́ ìtumọ̀ tó wà nínú ìlànà náà.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.\nHypothesis: Wọ́n sọ fún mi pé wọn ó pe ọkùnrin kan wọlé fún mi láti pàde rẹ̀.\nIs this an entailment, contradiction, or neutral?'}]}]
Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.	Ọkùnrin náà pẹ́ díẹ̀ kí ó tó dé.	neutral	[TextBlock(text='Èyí jẹ́ neutral. Ìdí rẹ̀ ni pé:\n\n- Premise sọ pé wọ́n ó pe ọkùnrin kan wọlé láti pàdé ẹnìkan, ṣùgbọ́n kò sọ bóyá ọkùnrin náà yóò dé ní àsìkò tàbí pẹ́ díẹ̀.\n\n- Hypothesis sọ pé ọkùnrin náà pẹ́ díẹ̀ kí ó tó dé, èyí tí kò ní ìbámu pẹ̀lú premise náà.\n\nNítorí náà, premise kò lè ṣe ìdájọ́ bóyá hypothesis jẹ́ òtítọ́ tàbí èké. Kò sí ìbámu tàbí ìtakora láàrin premise àti hypothesis, nítorí náà ó jẹ́ neutral.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.\nHypothesis: Ọkùnrin náà pẹ́ díẹ̀ kí ó tó dé.\nIs this an entailment, contradiction, or neutral?'}]}]
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.	Mo fẹ́ sọ gbogbo ǹkan tí mo mọ̀ nípa ìyẹn fún ẹ!	contradiction	[TextBlock(text='Èyí jẹ́ ìtakora (contradiction). Ẹsẹ àkọ́kọ́ sọ pé ọ̀pọ̀lọpọ̀ ǹkan ló wà tí a lè sọ nípa ìyẹn tí kò ní jẹ́ kí a fojú fo, nígbà tí ẹsẹ kejì ń sọ pé ẹni náà fẹ́ sọ gbogbo ohun tí ó mọ̀ nípa ìyẹn. Àwọn ẹsẹ méjèèjì kò báramu, wọ́n ń tako ara wọn.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.\nHypothesis: Mo fẹ́ sọ gbogbo ǹkan tí mo mọ̀ nípa ìyẹn fún ẹ!\nIs this an entailment, contradiction, or neutral?'}]}]
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.	Mi ò ní sọ̀rọ̀ nípa ìyẹn, bó tilẹ̀ jẹ́ wí pé ọ̀pọ̀lọpọ̀ ǹkan wà tí a fẹ́ wò. 	entailment	[TextBlock(text='Ìdáhùn: Contradiction\n\nÀlàyé: Ìpilẹ̀ ṣàlàyé pé ọ̀pọ̀lọpọ̀ ǹkan wà tí a lè sọ nípa ohun kan tí a kò fojú fo, ṣùgbọ́n ìgbàgbọ́ sọ pé kò ní sọ̀rọ̀ nípa rẹ̀ rárá. Èyí lòdì sí ohun tí ìpilẹ̀ sọ, nítorí náà ó jẹ́ ìtakora (contradiction).', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.\nHypothesis: Mi ò ní sọ̀rọ̀ nípa ìyẹn, bó tilẹ̀ jẹ́ wí pé ọ̀pọ̀lọpọ̀ ǹkan wà tí a fẹ́ wò. \nIs this an entailment, contradiction, or neutral?'}]}]
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.	Mi ò ní sọ̀rọ̀ nípa ìtàn ìlú náà nítorí pé nǹkan pọ̀ tí a fẹ́ sọ.	neutral	[TextBlock(text='Èyí jẹ́ ìtumọ̀ (entailment). Ẹsẹ òkọ̀ sọ pé ọ̀pọ̀lọpọ̀ ǹkan ló wà tí a lè sọ nípa ìlú náà, àmọ́ a kò ní sọ̀rọ̀ nípa rẹ̀ nítorí pé yóò pẹ́ ká sọ gbogbo ẹ̀. Ìjẹyọ náà tún ṣe àlàyé pé nítorí ọ̀pọ̀lọpọ̀ ǹkan ló wà láti sọ nípa ìlú náà, a kò ní sọ̀rọ̀ nípa ìtàn rẹ̀. Ìdí kan náà ni wọ́n fi ṣe àlàyé pé kò ní sọ̀rọ̀ nípa ìtàn ìlú náà.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.\nHypothesis: Mi ò ní sọ̀rọ̀ nípa ìtàn ìlú náà nítorí pé nǹkan pọ̀ tí a fẹ́ sọ.\nIs this an entailment, contradiction, or neutral?'}]}]
Torí náà mi ò mọ ìdí rẹ̀.	Mo ní ìdánilójú nǹkan tó fà á.	contradiction	"[TextBlock(text='Èyí jẹ́ àròyé (contradiction). \n\nÀlàyé:\n- Premise sọ pé ""Torí náà mi ò mọ ìdí rẹ̀."" Èyí túmọ̀ sí pé ẹni tó ń sọ̀rọ̀ náà kò mọ ìdí ohun tó ń sọ.\n- Hypothesis sọ pé ""Mo ní ìdánilójú nǹkan tó fà á."" Èyí túmọ̀ sí pé ẹni tó ń sọ̀rọ̀ náà mọ ohun tó fa ohun tó ń sọ.\n- Nítorí premise sọ pé kò sí ìmọ̀ nípa ìdí, àti hypothesis sọ pé ó ní ìmọ̀ nípa ìdí, àwọn méjèèjì kò lè jẹ́ òtítọ́ papọ̀. Wọ́n tako ara wọn, nítorí náà ó jẹ́ àròyé (contradiction).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Torí náà mi ò mọ ìdí rẹ̀.\nHypothesis: Mo ní ìdánilójú nǹkan tó fà á.\nIs this an entailment, contradiction, or neutral?'}]}]
