premise	hypothesis	label	opus	prompt
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Me ne no nkasae bio.	contradiction	"[TextBlock(text='Ɛyɛ entailment. Sɛ yɛhwɛ asɛm a ɛwɔ premise no mu no, ɛka sɛ ""ewie aseɛ no me ne no kasaa bio"", a ɛkyerɛ pefee sɛ ɔne no kasae bio wɔ akyire no. Enti hypothesis no sɛ ""Me ne no nkasae bio"" no, ɛne nea premise no ka no hyia pɛpɛɛpɛ, enti ɛyɛ entailment.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nHypothesis: Me ne no nkasae bio.\nIs this an entailment, contradiction, or neutral?""}]}]"
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Mebo fuu yiye na mehyɛɛ aseɛ sɛ me ne no kasa bio. 	entailment	"[TextBlock(text=""Contradiction\n\nThe premise states that even though the speaker didn't want to, they were forced to talk to the person again after their side was broken. \n\nHowever, the hypothesis says that the speaker was well and willingly started talking to the person again.\n\nThese two statements directly contradict each other. The premise indicates reluctance while the hypothesis suggests willingness in restarting the conversation."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nHypothesis: Mebo fuu yiye na mehyɛɛ aseɛ sɛ me ne no kasa bio.\xa0\nIs this an entailment, contradiction, or neutral?""}]}]"
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Yɛ ne no nnya nkutahodie kama.	neutral	"[TextBlock(text='Eyi yɛ nea wɔfrɛ no ""neutral"".\n\nPremise no kyerɛ sɛ ɔkasafoɔ no ne obi kasaa bio wɔ akyire yi, ɛwom sɛ na ɔdwene sɛ ɛbɛyɛ den. Nanso ɛnkyerɛ sɛ ɔne saa onipa no nni nkutahodie kama.\n\nHypothesis no nso nkyerɛ sɛ ɔne saa onipa no wɔ nkutahodie kama anaa sɛ ɔmpɛ sɛ ɔne no bɛkasa bio. Enti premise no ne hypothesis no nni akyinnye biara, nanso nso premise no nkyerɛ pefee sɛ hypothesis no yɛ nokware.\n\nƐno nti, premise ne hypothesis ntam yɛ neutral - ɛmma ho mmuae a ɛda hɔ fann sɛ ɛyɛ nokware anaa atosɛm.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Premise: Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nHypothesis: Yɛ ne no nnya nkutahodie kama.\nIs this an entailment, contradiction, or neutral?""}]}]"
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Wɔanka biribiara ankyerɛ me sɛ mihyiaa obiara.	contradiction	[TextBlock(text='Eyi yɛ contradiction. Premise no ka sɛ wɔbɛfrɛ no wɔ ɔbarima biara a ɔhyia no wɔ awieeɛ no mu, nanso hypothesis no nso ka sɛ wɔanka biribiara ankyerɛ no sɛ wahyia obiara. Enti premise no ne hypothesis no di nsiyɛ (contradict).', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nHypothesis: Wɔanka biribiara ankyerɛ me sɛ mihyiaa obiara.\nIs this an entailment, contradiction, or neutral?'}]}]
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Wɔka kyersɛsɛ me sɛ, wɔbɛfrɛ ɔbarima bi ama na yɛhyia.	entailment	[TextBlock(text='Eyi yɛ entailment. Premise no ne hypothesis no nyinaa kyerɛ sɛ obi bɛfrɛ ɔbarima bi ama ɔne obi ahyia. Ɛwom sɛ nsɛm a wɔde ka no no nsɛ pɛpɛɛpɛ de, nanso asekyerɛ no yɛ pɛ - obi bɛboa ama ɔne ɔbarima bi ahyia.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nHypothesis: Wɔka kyersɛsɛ me sɛ, wɔbɛfrɛ ɔbarima bi ama na yɛhyia.\nIs this an entailment, contradiction, or neutral?'}]}]
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Ɔbarima no baa akyiri yi.	neutral	[TextBlock(text='Eyi yɛ entailment. Sɛ wɔka kyerɛɛ obi sɛ wɔbɛfrɛ no wɔ ɔbarima biara a ɔhyia no wɔ awieeɛ no mu a, ɛkyerɛ sɛ ɔbarima no baa akyiri yi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nHypothesis: Ɔbarima no baa akyiri yi.\nIs this an entailment, contradiction, or neutral?'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Mepɛ sɛ meka biribiara kyerɛ wo a na menim wɔ ho no!	contradiction	[TextBlock(text='Eyi yɛ nkontaadikɛ (contradiction). \n\nPremise no ka sɛ nneɛma pii wɔ hɔ a wubetumi aka ho asɛm a onipa no nnim ho hwee. \n\nNanso hypothesis no nso ka sɛ ɔpɛ sɛ ɔka biribiara kyerɛ obi a na ɔnim ho ade. \n\nEnti premise no ne hypothesis no nka asɛm koro. Mmom, wɔka nsɛm a ɛne nkontaa.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nHypothesis: Mepɛ sɛ meka biribiara kyerɛ wo a na menim wɔ ho no!\nIs this an entailment, contradiction, or neutral?'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Menka asɛm biara ɛmfa ho, ɛwom sɛ nneɛma bebree wɔ hɔ a ɛyɛ sɛ yɛka.	entailment	[TextBlock(text='Entailment\n\nNkyerɛkyerɛmu: Premise no kyerɛ sɛ nneɛma pii wɔ hɔ a yebetumi aka ho asɛm nanso ɔkasafoɔ no pɛ sɛ ɔyɛ komm. Hypothesis no nso kyerɛ saa ara pɛpɛɛpɛ, sɛ ɔrenka asɛm biara ɛwom sɛ nneɛma pii wɔ hɔ a anka ɔbɛka. Enti hypothesis no yɛ entailment firi premise no mu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nHypothesis: Menka asɛm biara ɛmfa ho, ɛwom sɛ nneɛma bebree wɔ hɔ a ɛyɛ sɛ yɛka.\nIs this an entailment, contradiction, or neutral?'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Menka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka.	neutral	[TextBlock(text='Eyi yɛ entailment. Sɛ premise no ka sɛ nsɛm pii wɔ hɔ a wubetumi aka ho asɛm a ɔreyi meni wɔ ho a, ɛkyerɛ sɛ ɔrenka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho, efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka. Enti hypothesis no yɛ nokware sɛ premise no mu nsɛm no yɛ nokware a.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nHypothesis: Menka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka.\nIs this an entailment, contradiction, or neutral?'}]}]
Enti na minnim nea enti a ɛte saa.	Me wɔ ahotɔsoɔ wɔ nea enti a ɛte saa.	contradiction	[TextBlock(text='Ɛyɛ neutral. Premise no nkyerɛ sɛ obi wɔ ahotɔsoɔ wɔ nea enti a ɛte saa, nanso ɛnso nka sɛ ɛnte saa. Premise no kɔ akyiri kɛse sen hypothesis no, enti yɛrentumi nka sɛ ɛyɛ entailment anaa contradiction.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Enti na minnim nea enti a ɛte saa.\nHypothesis: Me wɔ ahotɔsoɔ wɔ nea enti a ɛte saa.\nIs this an entailment, contradiction, or neutral?'}]}]
