premise	hypothesis	label	opus	prompt
Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Nyemegaƒo nu ake o.	contradiction	[TextBlock(text='Esia nye entailment (ɖekawɔwɔ). Premise la gblɔ be amea meva dze nuƒoƒo kple ame bubu la o, eye hypothesis la hã gblɔ be amea megaƒo nu ake o. Eyata hypothesis la nye nyateƒe ɖe premise la dzi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.\nHypothesis: Nyemegaƒo nu ake o.\nIs this an entailment, contradiction, or neutral?'}]}]
Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Medo domedzui ale gbegbe be ɖeko megadze nuƒoƒo kpliie nye esia.	entailment	[TextBlock(text='Esia nye entailment (nyatakaka). Premise la gblɔ be evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii. Hypothesis la hã gblɔ be medo domedzui ale gbegbe be ɖeko megadze nuƒoƒo kpliie. Eya ta premise kple hypothesis la ku ɖe nya ɖeka dzi, si nye be ame la gadze nuƒoƒo kple ame bubu la togbɔ be mekpɔ ŋudzedze o hã.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.\nHypothesis: Medo domedzui ale gbegbe be ɖeko megadze nuƒoƒo kpliie nye esia.\nIs this an entailment, contradiction, or neutral?'}]}]
Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Mǐhe nya vevie ŋutɔ.	neutral	[TextBlock(text='Esia nye neutral.\n\nPremise la fia be amea ɖe mekpɔ ŋudzedze le nane ŋu o eye megava ƒo nu tso eŋu o.\n\nKe hypothesis la fia be nya aɖe le vevie ŋutɔ.\n\nPremise kple hypothesis la mele ɖeke me alo womeɖe ɖeke dzi o. Woƒe nyawo to vovo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.\nHypothesis: Mǐhe nya vevie ŋutɔ.\nIs this an entailment, contradiction, or neutral?'}]}]
Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Womegblɔ nam be mado go ame aɖeke kpɔ o.	contradiction	[TextBlock(text='Esia nye nutometsi (contradiction). \n\nPremise la gblɔ be ne wole nuwuwu la, woakplɔ ame aɖe si mado go la vɛ na ame la. Efia be ame la ado go ame aɖe kokoko.\n\nKe hypothesis la ya gblɔ be womegblɔ na ame la be wòado go ame aɖeke o. \n\nEyata premise kple hypothesis dome tsi, elabena premise gblɔ be ado go ame aɖe, ke hypothesis gblɔ be mado go ame aɖeke o.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.\nHypothesis: Womegblɔ nam be mado go ame aɖeke kpɔ o.\nIs this an entailment, contradiction, or neutral?'}]}]
Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Wogblɔ nam be woyɔ ɖekakpui aɖe si ado go kplim.	entailment	[TextBlock(text='Esia nye neutral.\n\nSusuɖeɖe la mele kpakple nya si wogblɔ ɖi la o eye megbe nya la hã o. Nya si wogblɔ ɖi lae nye be woakplɔ ame aɖe si mado go la vɛ na ame aɖe, ke susuɖeɖe lae nye be woyɔ ɖekakpui aɖe si ado go kpli ame aɖe. Gake míate ŋu agblɔ be ɖekakpui si woyɔ lae nye ame si wobe yeakplɔ vɛ la o, eyata womefia be wole nu ɖeka ŋu ƒo nu tso o.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.\nHypothesis: Wogblɔ nam be woyɔ ɖekakpui aɖe si ado go kplim.\nIs this an entailment, contradiction, or neutral?'}]}]
Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Ɖekakpui la tsi megbe vie hafi va.	neutral	[TextBlock(text='Esia nye neutral.\n\nSusuɖedzi la mede dzesi be ɖekakpui aɖe tsi megbe vie hafi va o. Gake mefia hã be menye ɖekakpui aɖeke meva kura o. Esia fia be ɖekakpui aɖe ate ŋu ava enumake alo ɣeyiɣi didi aɖe megbe, gake esia mele kɔkɔ tututu le susuɖedzi la me o.\n\nEyata nyatakaka eve siawo dome metso ɖeke o, eye womeɖe alɔme na wo nɔewo hã o. Woƒe kadodo la le titina.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.\nHypothesis: Ɖekakpui la tsi megbe vie hafi va.\nIs this an entailment, contradiction, or neutral?'}]}]
Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Adzrom be magblɔ nu siwo katã menya ku ɖe eŋu la na wò.	contradiction	[TextBlock(text='Esia nye neutral. Premise la mele nu ƒom tẽ tsa le hypothesis la ŋu o, eye mele ehem hã o. Premise la ƒo nu tso ale si ame aɖe ƒo nu vevie ŋuti, ke hypothesis la ƒo nu tso nu siwo ame ma nya ŋuti. Woawo kple eve la mele kadodo aɖeke me o.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.\nHypothesis: Adzrom be magblɔ nu siwo katã menya ku ɖe eŋu la na wò.\nIs this an entailment, contradiction, or neutral?'}]}]
Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Nyemele nya aɖeke gblɔ ge ku ɖe ŋu o, to egbɔ be nu sɔgbɔ lii si ŋu miake ɖo hafi.	entailment	[TextBlock(text='Esia nye neutral. Premise-a mele hypothesis-a dzi ɖem alo wɔnɛ wòle enu kpem o. Premise-a ƒo nu tso nu sɔgbɔ aɖe ŋu si ŋu wòle be woaƒo nu le ale gbegbe be ɖeko wòanɔ anyi. Ke hypothesis-a ya gblɔ be yemele nya aɖeke gblɔ ge le eŋu hafi o, to egbɔ be enye nu sɔgbɔ aɖe si ŋu woake ɖo hafi. Eya ta premise kple hypothesis mele kadodo aɖeke me o.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.\nHypothesis: Nyemele nya aɖeke gblɔ ge ku ɖe ŋu o, to egbɔ be nu sɔgbɔ lii si ŋu miake ɖo hafi.\nIs this an entailment, contradiction, or neutral?'}]}]
Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Nyemagblɔ dugãa ƒe ŋutinya o elabena nu sɔgbɔ lii woagblɔ ku ɖe eŋu.	neutral	[TextBlock(text='Esia nye entailment. Premisea gblɔ be nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu. Hypothesisa hã lɔ̃ ɖe edzi be nyemagblɔ dugãa ƒe ŋutinya o elabena nu sɔgbɔ lii woagblɔ ku ɖe eŋu. Eya ta hypothesisa nye nyateƒe ɖe premisea dzi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.\nHypothesis: Nyemagblɔ dugãa ƒe ŋutinya o elabena nu sɔgbɔ lii woagblɔ ku ɖe eŋu.\nIs this an entailment, contradiction, or neutral?'}]}]
Eya ta nyemenya nu si tae tututu o.	Menye nu si ta wòdzɔ ɖo.	contradiction	"[TextBlock(text=""Based on the premise and hypothesis provided in Ewe language, here is my analysis:\n\nPremise: Eya ta nyemenya nu si tae tututu o. \nTranslation: That's why I don't know the exact reason.\n\nHypothesis: Menye nu si ta wòdzɔ ɖo.\nTranslation: It's not the reason it happened.\n\nThe premise states that the speaker doesn't know the exact reason for something. The hypothesis says that a certain thing is not the reason something happened.\n\nThe premise expresses a lack of knowledge about the precise reason, while the hypothesis negates a specific reason. However, the premise doesn't directly confirm or deny the hypothesis. It's possible the speaker doesn't know the exact reason because the hypothesized reason is not the actual one, but that's not explicitly stated.\n\nTherefore, the relationship between the premise and hypothesis is neutral. The premise neither entails nor contradicts the hypothesis. More information would be needed to determine if there is entailment or contradiction."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Eya ta nyemenya nu si tae tututu o.\nHypothesis: Menye nu si ta wòdzɔ ɖo.\nIs this an entailment, contradiction, or neutral?'}]}]
