premise	hypothesis	label	opus	prompt
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Khange ndithethe naye. 	contradiction	"[TextBlock(text='Contradiction\n\nThe premise states ""kwaye, ndipheke ndithetha naye kwakhona"" which translates to ""and, I ended up talking to him/her again"". \n\nThe hypothesis ""Khange ndithethe naye"" means ""I didn\'t talk to him/her"".\n\nTherefore, the hypothesis directly contradicts what is stated in the premise. The premise indicates the person did talk to him/her again, while the hypothesis claims they did not talk to him/her.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nHypothesis: Khange ndithethe naye. \nIs this an entailment, contradiction, or neutral?'}]}]
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye. 	entailment	"[TextBlock(text='Esi sishwankathelo sibonisa ukuba akukho kuthethelelana okanye ukuphikisana phakathi kwesiseko kunye nohlobo. Isiseko sithetha ukuba umntu wayekhathazekile kwaye wathetha nomnye umntu kwakhona, ngelixa uhlobo luthetha ukuba umntu wayenomsindo kakhulu waza wathetha nomnye umntu. Nangona zombini zibhekiselele ekuthetheni nomnye umntu, iimeko kunye neemvakalelo ezichazwe kwisiseko azifani ncam nohlobo. Ngoko ke, impendulo yam inxulumene ""neutral"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nHypothesis: Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye. \nIs this an entailment, contradiction, or neutral?'}]}]
Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. 	Saye sathetha kakuhle kakhulu. 	neutral	"[TextBlock(text='Ngokweengcombolo ezinikiweyo, oku kuyaphikisana (contradiction). Isigaba esithi ""kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona"" sibonisa ukuba abakhange bathethe kakuhle kwakhona. Ngoko ke, ingqikelelo ethi ""Saye sathetha kakuhle kakhulu"" iyaphikisana nengcaciso.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. \nHypothesis: Saye sathetha kakuhle kakhulu. \nIs this an entailment, contradiction, or neutral?'}]}]
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Andizange ndixelelwe nto ngokudibana nomntu. 	contradiction	[TextBlock(text='Contradiction\n\nThe premise states that the speaker was told that a boy will be called when they finally meet. However, the hypothesis contradicts this by saying that the speaker was never told anything about meeting with someone. Therefore, the hypothesis contradicts the information given in the premise.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nHypothesis: Andizange ndixelelwe nto ngokudibana nomntu. \nIs this an entailment, contradiction, or neutral?'}]}]
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane. 	entailment	"[TextBlock(text='This is an entailment. The premise states ""Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane"" (They told me that, oh, a boy will be called when we finally meet). The hypothesis states ""Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane"" (And I was told that a boy will be called when we meet). The hypothesis follows logically from the premise - they convey essentially the same information, just worded slightly differently. The key facts that a boy will be called when they meet are present in both the premise and hypothesis.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nHypothesis: Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane. \nIs this an entailment, contradiction, or neutral?'}]}]
Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. 	Umfana wafika emva kwexesha.	neutral	[TextBlock(text='Ngokweengcombolo ezinikiweyo, esi siphakamiso sibonisa ukuba asiyonyaniso okanye asiphikisani nesiseko. Isizathu sesi:\n\nKwisiseko, kuthiwa umfana uza kubizwa xa bedibene ekugqibeleni. Kodwa asikuchazi ukuba umfana wafika emva kwexesha. Mhlawumbi wafika ngexesha okanye phambi kwexesha.\n\nKwisiphakamiso kuthiwa umfana wafika emva kwexesha, kodwa oku akuchazwanga kwisizathu. Ngoko ke asikwazi ukuqinisekisa ukuba oku kuyinyani na.\n\nNgoko ke, akukho lwazi olwaneleyo ukubonisa ukunyaniseka okanye ukuphikisana phakathi kwesiseko nesiphakamiso. Impendulo ibonisa ukuba impendulo iphakathi (neutral).', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. \nHypothesis: Umfana wafika emva kwexesha.\nIs this an entailment, contradiction, or neutral?'}]}]
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Ndifuna ukuxelela yonke into endiyaziyo ngalo nto. 	contradiction	"[TextBlock(text='Lesi simo sibonisa ukuphikisana (contradiction) phakathi kwesiseko nenqgingqi.\n\nIsizathu:\n- Isiqalo sithi ""Ininzi kakhulu into ongathetha ngayo kulo nto"" okuthetha ukuthi akukho ninzi onokuxoxa ngalo nto.\n- Kodwa inqgingqi ithi ""Ndifuna ukuxelela yonke into endiyaziyo ngalo nto"" okuthetha ukuthi umntu ufuna ukuxoxa yonke into ayaziyo ngalo nto.\n\nNgakho ke, isiqalo nenqgingqi ziphikisana ngqo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nHypothesis: Ndifuna ukuxelela yonke into endiyaziyo ngalo nto. \nIs this an entailment, contradiction, or neutral?'}]}]
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe.	entailment	"[TextBlock(text='This is a contradiction.\n\nThe premise states ""Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje."" which translates to ""There is a lot that can be said about this thing, but I will just pass over it.""\n\nThe hypothesis states ""Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe."" which means ""I will not talk about that thing, even though there is a lot that needs to be covered.""\n\nThe premise suggests the speaker has much to say but will skip over the topic, while the hypothesis directly states they will not talk about it at all, even though much needs to be discussed. These are contradictory stances.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nHypothesis: Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe.\nIs this an entailment, contradiction, or neutral?'}]}]
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. 	Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha. 	neutral	"[TextBlock(text=""Entailment\n\nIsizathu:\nIpremisi ithi kukho izinto ezininzi onokuzixoxa ngale nto kodwa uzakuyidlula nje. Ihayipotesisi ithi awuzukuthetha ngembali yedolophu kuba ininzi into yokuthetha. Ngoko ihayipotesisi ilandela ngqo kwipremisi, kuba zombini zithi kukho izinto ezininzi zokuthetha kodwa awuzukuthetha ngazo (uzakuzidlula nje). Ngoko le yimeko ye-entailment.\n\nEnglish translation:\nThe premise says there are many things you could discuss about this but you will just skip over it. The hypothesis says you won't talk about the town's history because there is too much to discuss. So the hypothesis directly follows from the premise, as they both state there are many things to discuss but you won't talk about them (you'll just skip over it). Therefore this is a case of entailment."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. \nHypothesis: Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha. \nIs this an entailment, contradiction, or neutral?'}]}]
Ngoko andiqinisekanga ukuba kutheni.	Ndiqinisekile ngesizathu sokuba kutheni. 	contradiction	"[TextBlock(text='This is a contradiction.\n\nThe premise states in Xhosa: ""Ngoko andiqinisekanga ukuba kutheni."" This translates to ""Therefore I am not sure why.""\n\nThe hypothesis states: ""Ndiqinisekile ngesizathu sokuba kutheni."" This translates to ""I am sure about the reason why.""\n\nThe premise expresses uncertainty about the reason, while the hypothesis expresses certainty about knowing the reason. These are directly contradictory statements.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Premise: Ngoko andiqinisekanga ukuba kutheni.\nHypothesis: Ndiqinisekile ngesizathu sokuba kutheni. \nIs this an entailment, contradiction, or neutral?'}]}]
