premise	hypothesis	label	opus	prompt
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Handisati ndataura naye zvakare.	contradiction	"[TextBlock(text='Mhinduro yacho ndeye True.\n\nIzvi zvinobudiswa nemutauro unotevera:\n""uye, ndokapedzisira ndisisataure naye. Handisati ndataura naye zvakare.""\n\nIpapo munhu ari kuti akapedzisira asina kutaura naye, uye haasati ataura naye zvakare kubva ipapo. Saka mhinduro yacho ichokwadi (True) kuti haasati ataura naye zvakare.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Handisati ndataura naye zvakare. True, False, or Neither?\nAnswer:'}]}]
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.	entailment	[TextBlock(text='Neither. Hazvina kutaurwa kuti wakagumbuka zvekuti wakazoerekana wotaura naye zvekare. Chero zvazvo wakange wasvotwa uye uchisataura naye, hapana chinhu chinoratidza kuti wakagumbuka zvekuti wakazoerekana wotaura naye zvakare.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare. True, False, or Neither?\nAnswer:'}]}]
Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Takava nenhaurirano yakanaka chose.	neutral	"[TextBlock(text='Mhinduro inofanira kuve False. Munyori anoti ""ndokapedzisira ndisisataure naye"", zvinoreva kuti hapana nhaurirano yakanaka pakati pavo.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.\nQuestion: Takava nenhaurirano yakanaka chose. True, False, or Neither?\nAnswer:'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu	contradiction	"[TextBlock(text='False. Mubvunzo rakataura kuti ""Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera."" Izvi zvinoratidza kuti pane chamakaudzwa pamusoro pekusangana kwenyu nemumwe munhu, saka mhinduro ye ""Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu"" haisi yezvokwadi (False).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu True, False, or Neither?\nAnswer:'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .	entailment	"[TextBlock(text='Neither. Hapana chiri kujekeswa kuti munhu aizoshevedzerwa ari murume kana kuti mukadzi. Mhinduro yakakwana ingadai:\n\nVakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera.\n\nIzvi hazvitauri kuti munhu aizodanwa ari murume kana kuti mukadzi. Saka mhinduro inofanira kunge iri ""Neither"" (Hapana chiri pachena).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane . True, False, or Neither?\nAnswer:'}]}]
Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Murume wacho wakati nonokei kusvika .	neutral	[TextBlock(text='Neither. Hapana chitsananguro chekuti murume wacho wanonoka kusvika. Mubvunzo hazvitaurwi kuti murume wacho wanonoka here kana kuti kwete.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. \nQuestion: Murume wacho wakati nonokei kusvika . True, False, or Neither?\nAnswer:'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Ndoda kukudzai zvose zvandoziva pamusoro pazvo!	contradiction	"[TextBlock(text='Neither.\n\nHauna kundipa zvakakwana kuti ndikupe mhinduro yakanaka. Hauna kutaura kuti ""izvo"" chii chaizvo, saka handizive kuti urikuda kuti ndikuudze zvose zvandoziva pamusoro pezvinhu zvipi. Kuti ndikupe mhinduro ye True kana False, ndinoda kunzwisisa zviri pachena kuti urikureva chii.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Ndoda kukudzai zvose zvandoziva pamusoro pazvo! True, False, or Neither?\nAnswer:'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.	entailment	"[TextBlock(text='Mhinduro yacho ndeye Neither.\n\nMubvunzo, munhu akati ""Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira."" Izvi zvinoreva kuti pane zvimwe zvakawanda zvekutaura asi munhu iyeye achazvidarikira, kwete kuti haataurwe nezvazvo zvachose. Saka mhinduro ""Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura"" haina kunaka chose.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura. True, False, or Neither?\nAnswer:'}]}]
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.	neutral	"[TextBlock(text='Mhinduro yacho ndeye True.\n\nMubvunzo, munhu akati ""Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira."" Izvi zvinoreva kuti pane zvakawanda zvekutaura asi havachazotaura nezvazvo.\n\nMhinduro inoti ""Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura."" Izvi zvinobatana chaizvo nezvakataurwa mubvunzo, saka mhinduro yacho iri True.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .\nQuestion: Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura. True, False, or Neither?\nAnswer:'}]}]
Nekudaro handinyatsozive kuti nemhaka yei.	Ndine chokwadi kuti nemhaka yei.	contradiction	"[TextBlock(text='Neither.\n\nIwe hauna kupa chokwadi chekuti une chokwadi kuti nemhaka yei. Iwe wakangoti ""Nekudaro handinyatsozive kuti nemhaka yei."" Izvi zvinoratidza kuti hauna chokwadi kuti nemhaka yei, saka hapana chokwadi kana nhema mune zvawataura.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nekudaro handinyatsozive kuti nemhaka yei.\nQuestion: Ndine chokwadi kuti nemhaka yei. True, False, or Neither?\nAnswer:'}]}]
