premise	hypothesis	label	opus	prompt
nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude 	nazali euh! mokonzi ya mapinga monene, natika musala, lokoka Rick alobi	contradiction	"[TextBlock(text='Neither. Informations oyo opesi ezali moke mpe ezali te pona koyanola na motuna oyo. Ozali koloba ete ozalaki mokonzi ya mapinga monene mpe otikaki mosala, kasi ata soki ezali ya solo to te, ezali na eloko te oyo elobi soki Rick alobaki ""True"", ""False"", to eloko mosusu. Motuna na yo ezali kopesa informations oyo ekoki te koyanola na motuna oyo.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude \nQuestion: nazali euh! mokonzi ya mapinga monene, natika musala, lokoka Rick alobi True, False, or Neither?\nAnswer:""}]}]"
nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude 	alobi ezalaki kaka pinzoli mutu kotanga na misu na ye PE alobi, na sima alobi ete joe azali	entailment	"[TextBlock(text='Ezali Neither (Ata moko te). Na lolenge olobeli yango, ezali mpenza polele te soki Joe azalaki kaka kotanga na misu to pe azalaki kosala test ya ba chambre d\'altitude. Eyano ya Joe ""True"" to ""False"" ekoki kolobama na lolenge nyonso, kasi informations oyo opesi ezali mingi te mpo na koloba soki likambo yango ezali solo to lokuta. Tosengi informations mosusu mpo na koyeba makambo oyo Joe azalaki kosala mpenza.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude \nQuestion: alobi ezalaki kaka pinzoli mutu kotanga na misu na ye PE alobi, na sima alobi ete joe azali True, False, or Neither?\nAnswer:""}]}]"
nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude 	ndenge alobaki mata na porche, atangisaki pinzoli na miso	neutral	"[TextBlock(text=""Neither.\n\nMoko ya bato oyo azali koloba alobaki eloko moko te na lolenge oyo etali mata na porche to kotangisa pinzoli na miso. Moto yango alobaki kaka na maye matali kosalela regulateur mpo na kosala test ya ba chambre d'altitude. Boye, lolenge oyo etunami na question ezali ndenge moko te na makambo oyo moto yango alobaki."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude \nQuestion: ndenge alobaki mata na porche, atangisaki pinzoli na miso True, False, or Neither?\nAnswer:""}]}]"
ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya	bazuaki ngalasisi PONA ba kostume ya pression PE ezuaki NGA tango soki otié 	contradiction	[TextBlock(text='Bolimbisi, kasi nakomipesa te na koyanola na motuna oyo mpo ete ezali na monoko oyo nayebi malamu te. Nabanzi ezali Lingala, kasi nayebi yango muke mpo nakoki te kopesa eyano ya malamu. Soki okoki kotuna motuna na Angele to Lifalanse, nakosepela kosalisa yo na ndenge esengeli.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya\nQuestion: bazuaki ngalasisi PONA ba kostume ya pression PE ezuaki NGA tango soki otié  True, False, or Neither?\nAnswer:'}]}]
ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya	ezuaka ti Na basanza misato pona kosilisa koyekola kosalela kostume ya espace mobimba 	entailment	"[TextBlock(text='Désolé, mais je ne peux pas répondre à cette question avec certitude en me basant uniquement sur les informations fournies dans le texte en lingala. Le texte ne mentionne pas de détails spécifiques sur la durée nécessaire pour apprendre à utiliser un costume spatial. Sans plus de contexte, je ne peux pas déterminer si l\'affirmation ""ezuaka ti na basanza misato pona kosilisa koyekola kosalela kostume ya espace mobimba"" est vraie, fausse ou ni l\'un ni l\'autre. Plus d\'informations seraient nécessaires pour donner une réponse définitive.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya\nQuestion: ezuaka ti Na basanza misato pona kosilisa koyekola kosalela kostume ya espace mobimba  True, False, or Neither?\nAnswer:'}]}]
ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya	Na tie motema na Tina ete naza na posa ya ko Mona kaka ba totaux PONA ko silisa likambu oyo	neutral	"[TextBlock(text=""Désolé, mais je ne comprends pas bien la question posée en lingala. Pourriez-vous la reformuler plus clairement en français ou en anglais ? Je serai ravi d'essayer d'y répondre du mieux possible, dans la mesure où cela ne nécessite pas de reproduire du contenu protégé par des droits d'auteur."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya\nQuestion: Na tie motema na Tina ete naza na posa ya ko Mona kaka ba totaux PONA ko silisa likambu oyo True, False, or Neither?\nAnswer:'}]}]
bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango	bayebisaki yo Ete na yebi nionso Oyo ezo leka	contradiction	"[TextBlock(text='Ezali mwa mpasi po na ngai koyanola na motuna oyo, mpamba te na masolo oyo opesi ngai, ezali polele te soki bayebisaki ngai to bayebisaki yo makambu yango. Kasi soki nasengeli kopesa eyanola, nakoloba ""Neither"", mpamba te informations ezali mingi te mpo na koloba soki ezali solo to lokuta. Tika ete soki ozali na informations mosusu, okoki kopesa yango mpo ete nakoka koyanola malamu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango\nQuestion: bayebisaki yo Ete na yebi nionso Oyo ezo leka True, False, or Neither?\nAnswer:'}]}]
bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango	eza Liwa ya inspecteur yango Wana ba yebisaki nga	entailment	"[TextBlock(text='Tina kotuna mwa maloba ya kotuna na yo mpo nazali na mikakatano ya kososola maloba mosusu olobeli na Lingala. Kasi na oyo nazali komona, ezali mwa mpasi kopesa eyano ya ""vrai"", ""faux"" to ""ni l\'un ni l\'autre"" na lolenge otuni motuna yango mpo ete ekomami te polele soki bayebisaki yo makambu ya liwa ya inspecteur moko to te. Soki okoki kolobela lisusu na maloba misusu polele mpo na kolimbola makambu yango malamu koleka, ekosalisa ngai kopesa yo eyano oyo eleki malamu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango\nQuestion: eza Liwa ya inspecteur yango Wana ba yebisaki nga True, False, or Neither?\nAnswer:'}]}]
bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango	eza Na makombo ya mukié ebele Oyo ba bombelaki nga	neutral	"[TextBlock(text='Eza na makombo ya muke ebele oyo babombelaki nga eza ""True"" (ya solo). Na eteni ya liboso, elobami ete ""bo ndimela NGA"" mpe na eteni ya mibale elobami lisusu ete ""bayebisaki NGA nionso"". Boye, eteni wana emonisi polele ete bazalaki kobombela moto yango na makombo ebele ya muke lokola ""nga"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango\nQuestion: eza Na makombo ya mukié ebele Oyo ba bombelaki nga True, False, or Neither?\nAnswer:'}]}]
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi	capitaine Blood azalaki na makoki ya ko kanisa biloko Oyo ezalaki ko pesa ye mawa ko sanga ko kata	contradiction	"[TextBlock(text='Based on the limited information provided, it\'s difficult to determine with certainty whether the statement about Captain Blood is true or false. The text is in Lingala and seems to describe Captain Blood having dreams or thoughts that made him sad or upset. However, without more context about the story or character of Captain Blood, I don\'t have enough information to evaluate the claim about his mental abilities and emotional responses. So my answer would have to be ""Neither"" - there are insufficient details given to judge the statement as clearly true or false.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi\nQuestion: capitaine Blood azalaki na makoki ya ko kanisa biloko Oyo ezalaki ko pesa ye mawa ko sanga ko kata True, False, or Neither?\nAnswer:'}]}]
