premise	hypothesis	label	opus	prompt
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Sijaongea na yeye tena.	contradiction	"[TextBlock(text='False. Katika sentensi uliyotoa, mwisho unasema ""hatimaye nikaendelea kuzungumza naye tena"". Hii inamaanisha kwamba uliongea naye tena baada ya kuwa umechanganyikiwa kwa muda. Kwa hiyo, jibu la swali lako ni ""False"" (si kweli) kwamba hujaongea naye tena.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Sijaongea na yeye tena. True, False, or Neither?\nAnswer:'}]}]
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Nilikasirika sana kwamba nikaanza kuzungumza naye tena.	entailment	[TextBlock(text='Neither. Hakuna maelezo ya kukasirika katika sentensi uliyotoa. Sentensi inasema ulikuwa umechanganyikiwa sana, lakini hatimaye ukaendelea kuzungumza naye tena. Haimaanishi ulikasirika hadi ukaanza kuzungumza naye tena.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Nilikasirika sana kwamba nikaanza kuzungumza naye tena. True, False, or Neither?\nAnswer:'}]}]
Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.	Tulikuwa na majadiliano mazuri.	neutral	[TextBlock(text='Neither. Hakuna maelezo ya kutosha katika sentensi uliyotoa ili kujua kama mlikuwa na majadiliano mazuri au la. Sentensi inasema ulikuwa umechanganyikiwa sana na hatimaye ukaendelea kuzungumza naye tena, lakini haionyeshi kama majadiliano yenyewe yalikuwa mazuri au la.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Naam, sikukuwa nafikiri juu ya hilo, lakini nilichanganyikiwa sana, na, hatimaye nikaendelea kuzungumza naye tena.\nQuestion: Tulikuwa na majadiliano mazuri. True, False, or Neither?\nAnswer:'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Sikuambiwa chochote kuhusu kukutana na mtu yeyote.	contradiction	[TextBlock(text='False. Katika sentensi uliyotoa, unaeleza kwamba mwishowe ungeitiwa na jamaa fulani ambaye mngepatana naye. Hii inamaanisha ulitarajia kukutana na mtu huyo, ingawa haikutajwa kama uliambiwa chochote kuhusu kukutana naye.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Sikuambiwa chochote kuhusu kukutana na mtu yeyote. True, False, or Neither?\nAnswer:'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Niliambiwa mtu angeitwa aje ili nikutane naye.	entailment	"[TextBlock(text='Jibu ni Neither (Wala).\n\nKatika sentensi uliyotoa, hukuambiwa moja kwa moja kwamba mtu angeitwa ili mkutane. Badala yake, unaeleza kwamba ""mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye."" Hii inamaanisha ulikuwa na matarajio au matumaini kwamba hatimaye ungekutana na mtu huyo, lakini haikutajwa wazi kama uliambiwa mtu huyo angeitwa. Kwa hivyo, sentensi haiwezi kuchukuliwa kuwa ni kweli (True) au si kweli (False) kulingana na taarifa iliyotolewa.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Niliambiwa mtu angeitwa aje ili nikutane naye. True, False, or Neither?\nAnswer:'}]}]
Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.	Alikuja akiwa amechelewa.	neutral	[TextBlock(text='Neither. Hakuna maelezo yoyote kuhusu mtu yeyote kuja akiwa amechelewa katika sentensi uliyotoa. Sentensi inazungumzia mtu fulani ambaye angetajwa na kupatana na mzungumzaji, lakini haijataja chochote kuhusu kuchelewa kwa mtu huyo.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye.\nQuestion: Alikuja akiwa amechelewa. True, False, or Neither?\nAnswer:'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo	contradiction	[TextBlock(text='Neither. Hukusema chochote kuhusu mambo yoyote mahususi ambayo ungetaka kunieleza kila kitu unachokijua kuhusu hayo. Umetoa kauli ya jumla tu kwamba kuna mengi unayoweza kuzungumzia lakini utaacha kuyazungumzia. Hivyo, siwezi kusema kama ni kweli au si kweli kwamba unataka kuniambia kila kitu unachokijua kuhusu mambo fulani.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Nataka kukuambia kila kitu ninachokijua kuhusu mambo hayo True, False, or Neither?\nAnswer:'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha.	entailment	"[TextBlock(text='Jibu ni Neither (Wala ndiyo wala hapana).\n\nMaelezo:\nSentensi uliyotoa ina maana sawa na ile uliyouliza, lakini matumizi ya maneno ni tofauti kidogo:\n\n- ""Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo"" ina maana sawa na ""kuna mengi ya kuficha""\n- ""nitaachana nayo tu"" ina maana sawa na ""Sitaongelea mambo hayo""  \n\nKwa hiyo, maana ya jumla ni sawa, lakini sentensi hizo mbili hazifanani neno kwa neno. Ndio maana jibu sahihi ni ""Neither"" (Wala ndiyo wala hapana) badala ya ""True"" au ""False"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Sitaongelea mambo hayo, ingawa kuna mengi ya kuficha. True, False, or Neither?\nAnswer:'}]}]
Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.	Siwezi ongelea histroria ya mji maana kuna mengi ya kusema.	neutral	"[TextBlock(text='Jibu ni True (Kweli).\n\nSentensi ""Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini nitaachana nayo tu"" ina maana sawa na sentensi ""Siwezi ongelea historia ya mji maana kuna mengi ya kusema.""\n\nZote zinamaanisha kwamba mzungumzaji hawezi kuzungumzia kwa kina kuhusu mada fulani (kama vile historia ya mji) kwa sababu kuna mambo mengi sana ya kusema. Hivyo anaamua kuacha mada hiyo na kuendelea na mengine.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuna mengi ambayo unaweza kuzungumzia kuhusu hilo lakini  nitaachana nayo tu.\nQuestion: Siwezi ongelea histroria ya mji maana kuna mengi ya kusema. True, False, or Neither?\nAnswer:'}]}]
Hivyo, sijui kwa kweli nu kwa nini.	Nina uhakika wa sababu.	contradiction	"[TextBlock(text='Neither. Kutokana na kauli yako ""Hivyo, sijui kwa kweli nu kwa nini"", inaonyesha kuwa huna uhakika wa sababu. Kwa hiyo, jibu sahihi si True (kweli) wala False (si kweli), bali Neither (wala moja).', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hivyo, sijui kwa kweli nu kwa nini.\nQuestion: Nina uhakika wa sababu. True, False, or Neither?\nAnswer:'}]}]
