premise	hypothesis	label	opus	prompt
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Me ne no nkasae bio.	contradiction	"[TextBlock(text='Based on the given sentence, the correct answer is True.\n\nThe last part of the sentence states: ""ewie aseɛ no me ne no kasaa bio"" which translates to ""in the end, I spoke with him/her again"".\n\nSo the statement ""Me ne no nkasae bio"" (I didn\'t speak with him/her again) is False, because the original sentence clearly indicates that you did end up speaking with the person again after all.', type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nQuestion: Me ne no nkasae bio. True, False, or Neither?\nAnswer:""}]}]"
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Mebo fuu yiye na mehyɛɛ aseɛ sɛ me ne no kasa bio. 	entailment	"[TextBlock(text=""Neither.\n\nExplanation:\nThe original statement does not clearly indicate whether you apologized before talking to the person again. It only states that despite the person offending you and breaking your heart, you eventually spoke to them again. But there's no explicit mention of you apologizing nicely before restarting communication. So based on the limited information provided, we cannot conclusively determine if the second statement is true or false. More context would be needed to make that judgment."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nQuestion: Mebo fuu yiye na mehyɛɛ aseɛ sɛ me ne no kasa bio.\xa0 True, False, or Neither?\nAnswer:""}]}]"
Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.	Yɛ ne no nnya nkutahodie kama.	neutral	[TextBlock(text='Neither.\n\nThe given statement does not provide enough information to determine whether the person had a private conversation with the other individual or not. The statement only mentions that the person saw the other individual, had a broken rib, and finally spoke with the individual again. It does not specify whether they had a private conversation.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.\nQuestion: Yɛ ne no nnya nkutahodie kama. True, False, or Neither?\nAnswer:""}]}]"
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Wɔanka biribiara ankyerɛ me sɛ mihyiaa obiara.	contradiction	[TextBlock(text='Neither. Wɔka kyerɛɛ wo sɛ wɔbɛfrɛ wo wɔ ɔbarima bi a wohyiaa no wɔ awieeɛ no mu, nanso wɔanka sɛ wohyiaa obiara ankasa.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nQuestion: Wɔanka biribiara ankyerɛ me sɛ mihyiaa obiara. True, False, or Neither?\nAnswer:'}]}]
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Wɔka kyersɛsɛ me sɛ, wɔbɛfrɛ ɔbarima bi ama na yɛhyia.	entailment	"[TextBlock(text='Neither.\n\nNea wɔka kyerɛɛ wo no ne sɛ, wɔbɛfrɛ wo wɔ ɔbarima bi a wohyiaa no wɔ awieeɛ no mu. Ɛnyɛ sɛ wɔbɛfrɛ ɔbarima bi ama mo ahyia.\n\nEnti, nsɛm a wɔka kyerɛɛ wo no ne nsɛm a wode bisa asɛm no nyɛ pɛ. Ɛno nti, mmuaeɛ a ɛfata ne ""Neither"".', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nQuestion: Wɔka kyersɛsɛ me sɛ, wɔbɛfrɛ ɔbarima bi ama na yɛhyia. True, False, or Neither?\nAnswer:'}]}]
Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. 	Ɔbarima no baa akyiri yi.	neutral	[TextBlock(text='Neither. Wɔanka sɛ ɔbarima no baa akyiri anaa ɔamma akyiri. Nea wɔkaa ara ne sɛ wɔbɛfrɛ no wɔ awieeɛ no mu, nanso wɔanka sɛ ɔbaa anaa ɔamma.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu.\xa0\nQuestion: Ɔbarima no baa akyiri yi. True, False, or Neither?\nAnswer:'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Mepɛ sɛ meka biribiara kyerɛ wo a na menim wɔ ho no!	contradiction	[TextBlock(text='Neither.\n\nSɛ wopɛ sɛ woka biribi kyerɛ me a, ɛwɔ sɛ ɛyɛ biribi a wunim sɛ ɛyɛ nokware. Ɛnyɛ sɛ wubetumi aka biribiara a wopɛ sɛ woka. Ɛsɛ sɛ nea woka no yɛ nokware na ɛwɔ ntetee mu. Enti mpo sɛ mepɛ sɛ metie nea wopɛ sɛ woka kyerɛ me no, ɛsɛ sɛ ɛyɛ nokware na ɛwɔ mu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nQuestion: Mepɛ sɛ meka biribiara kyerɛ wo a na menim wɔ ho no! True, False, or Neither?\nAnswer:'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Menka asɛm biara ɛmfa ho, ɛwom sɛ nneɛma bebree wɔ hɔ a ɛyɛ sɛ yɛka.	entailment	[TextBlock(text='Neither.\n\nAsɛm no nkyerɛ sɛ ɛyɛ nokware anaa atosɛm. Mmom no, ɛkyerɛ adwene bi a ɛyɛ sɛ obi wɔ ho. Saa asɛm yi kyerɛ sɛ ɛwom sɛ nneɛma pii wɔ hɔ a ɛsɛ sɛ wɔka ho asɛm de, nanso onipa no ankasa mpɛ sɛ ɔbɛka asɛm biara afa ho. Enti asɛm no nyɛ nokware anaa atoro asɛm, na mmom ɛyɛ obi adwene a wapaw sɛ ɔrenka asɛm biara ɛmfa nneɛma a ɛsɛ sɛ wɔka ho asɛm no ho.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nQuestion: Menka asɛm biara ɛmfa ho, ɛwom sɛ nneɛma bebree wɔ hɔ a ɛyɛ sɛ yɛka. True, False, or Neither?\nAnswer:'}]}]
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. 	Menka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka.	neutral	[TextBlock(text='Neither.\n\nSaa asɛm no nkyerɛ sɛ ɛyɛ nokware anaa atosɛm. Mmom no, ɛyɛ adwene a obi pɛ sɛ ɔkyerɛ. Saa asɛm no kyerɛ sɛ onipa no pɛ sɛ ɔka biribi fa kuropɔn no ho, nanso ɔmpɛ sɛ ɔbɛka abakɔsɛm biara ɛfa ho. Ɛno nti, yɛrentumi nka sɛ ɛyɛ nokware anaa atoro asɛm, na mmom ɛyɛ obi adwene a wapɛ sɛ ɔkyerɛ.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho.\xa0\nQuestion: Menka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka. True, False, or Neither?\nAnswer:'}]}]
Enti na minnim nea enti a ɛte saa.	Me wɔ ahotɔsoɔ wɔ nea enti a ɛte saa.	contradiction	[TextBlock(text='Neither.\n\nWɔ asɛm no mu no, onipa no anka sɛ ɔwɔ ahotɔsoɔ wɔ nea enti a ɛte saa. Mmom, ɔkaa sɛ ɔnte nea enti a ɛte saa ase. Enti, yɛrentumi nka sɛ asɛm no yɛ nokware anaa atoro. Ɛyɛ asɛm a ɛnkyerɛ sɛ ɔwɔ ahotɔsoɔ anaa ɔnni ahotɔsoɔ.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Enti na minnim nea enti a ɛte saa.\nQuestion: Me wɔ ahotɔsoɔ wɔ nea enti a ɛte saa. True, False, or Neither?\nAnswer:'}]}]
