premise	hypothesis	label	opus	prompt
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Ban ƙara masa magana ba.	contradiction	[TextBlock(text='False. Daga karshe na ɓige da ƙara yi masa magana, wanda ke nuna cewa ka ƙara masa magana a ƙarshe bayan ka fusata da shi.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Ban ƙara masa magana ba. True, False, or Neither?\nAnswer:'}]}]
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Naji haushi sosai kawai na fara ƙara yi masa magana.	entailment	[TextBlock(text='Neither. Ba a faɗi cewa ka fara ƙara yi masa magana saboda haushi ba. An faɗi cewa daga ƙarshe ne ka ɓige da ƙara yi masa magana, amma ba a faɗi dalilin da ya sa ka yi hakan ba. Zai iya zama saboda haushi ko wani dalilin daban.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Naji haushi sosai kawai na fara ƙara yi masa magana. True, False, or Neither?\nAnswer:'}]}]
Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Mun yi hira mai dadi.	neutral	"[TextBlock(text=""Neither. Ba a faɗi komai game da irin hira da aka yi ba. An faɗi kawai cewa mutumin ya fusata sosai kuma ya ƙi ƙara yi wa wani magana, amma ba a bayyana idan sun yi hira mai daɗi ko a'a ba."", type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.\nQuestion: Mun yi hira mai dadi. True, False, or Neither?\nAnswer:'}]}]
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Ba'a gaya min komai ba akan zan haɗu da kowa ba.	contradiction	"[TextBlock(text=""True. Daga abin da ka faɗa, ba'a gaya maka cewa za ka haɗu da kowa ba daga ƙarshe. An dai ce za a kira ka kawai, amma ba'a ambata wani haɗuwa da wani ba."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: Ba'a gaya min komai ba akan zan haɗu da kowa ba. True, False, or Neither?\nAnswer:""}]}]"
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	An gayan zaa kira min wani mu haɗu. 	entailment	"[TextBlock(text='True. Jimlarta ta farko ta faɗi cewa ""Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe."" Wannan yana nufin cewa an gaya mata cewa za a kira ta don ta haɗu da wani daga baya.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: An gayan zaa kira min wani mu haɗu.  True, False, or Neither?\nAnswer:'}]}]
Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Mutumin ya ɗan zo a makare.	neutral	[TextBlock(text='Neither. Ba a faɗi ko mutumin ya zo a makare ko bai zo ba. An dai ce zaa a kira shi su haɗu daga ƙarshe, amma ba a tabbatar ko ya zo ko bai zo ba.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.\nQuestion: Mutumin ya ɗan zo a makare. True, False, or Neither?\nAnswer:'}]}]
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ina so na faɗa ma duk abinda na sani akan hakan.	contradiction	"[TextBlock(text='False. Daga cikin jawabinka, ka ce ""Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan."" Wannan yana nufin ba ka son ka faɗa duk abin da ka sani akan wannan batu, kuma kana son mu ci gaba zuwa wani batu. Don haka, amsar ""Ina so na faɗa ma duk abinda na sani akan hakan"" ba gaskiya ba ce.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ina so na faɗa ma duk abinda na sani akan hakan. True, False, or Neither?\nAnswer:'}]}]
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan.	entailment	"[TextBlock(text='True.\n\nDalilin shi ne, a cikin tambayar an ce ""Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan."" Wannan jumlah tana nuna cewa akwai abubuwa da yawa da za a iya fada akan batun, amma ba za a yi magana a kansu ba. Wannan yana daidai da abin da aka fada a cikin bayanin da cewa ""Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.""', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan. True, False, or Neither?\nAnswer:'}]}]
Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa.	neutral	"[TextBlock(text='True.\n\nDalilin shi ne, a cikin tambayar an ce ""Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan."" Wannan yana nufin cewa akwai abubuwa da yawa da za a iya fada game da wannan batun, amma za a tsallake su. Sannan a cikin amsar, an ce ""Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa."" Wannan ma yana tabbatar da cewa ba za a yi magana a kan tarihin ba saboda yawan abin da ake da shi, wanda hakan ya dace da bayanin da aka yi a tambayar.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.\nQuestion: Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa. True, False, or Neither?\nAnswer:'}]}]
Dan haka ban tabbatar da mene dalili ba.	Na tabbatar da mene dalilin.	contradiction	"[TextBlock(text='Neither.\n\nBa a tabbatar da wani dalili ba a cikin wannan jumla. Jumlar ba ta fadi ko an tabbatar da wani dalıli ko a\'a. Kawai ta ce ""Dan haka ban tabbatar da mene dalili ba"", wanda ke nufin cewa bai tabbatar da dalilin ba, amma bai bayyana ko akwai wani dalili da ya kamata a tabbatar da shi ba ko babu.', type='text')]"	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dan haka ban tabbatar da mene dalili ba.\nQuestion: Na tabbatar da mene dalilin. True, False, or Neither?\nAnswer:'}]}]
