premise,hypothesis,label,output
"Well, I didn't even think about it, but I didn't appreciate it, so I stopped talking to him.",I did not say a word.,contradiction,Contradiction
"Well, I didn't even think about it, but I didn't appreciate it, so I stopped talking to him.",I was so upset that I just started talking to him.,entailment,Contradiction
"Well, I didn't even think about it, but I didn't appreciate it, so I stopped talking to him.",We had a heated argument.,neutral,Contradiction
I was told that one of them would be sent to meet me.,I was told that I would never meet anyone.,contradiction,Contradiction
I was told that one of them would be sent to meet me.,I was told that a young man had been called to meet me.,entailment,Neutral.
I was told that one of them would be sent to meet me.,The young man was late for his arrival.,neutral,Neutral
"There are too many things to say, and I wish I hadn't.",I would like to tell you everything I know about him.,contradiction,Contradiction
"There are too many things to say, and I wish I hadn't.","I do not want to say anything about the law, for you are already mature enough.",entailment,Contradiction
"There are too many things to say, and I wish I hadn't.","I will not tell a parable about it, for it is full of filth.",neutral,Neutral
So I don't really know why.,That's not why it happened.,contradiction,Neutral
So I don't really know why.,I don't know why she went to school.,neutral,Neutral
So I don't really know why.,I don't know why she went to school.,entailment,Neutral
I'm the only one who can make the test in a cool room.,I am happy that I am the only one who can use the strap for the exams.,neutral,Neutral
I'm the only one who can make the test in a cool room.,The tests were conducted in a cool room.,entailment,Neutral.
I'm the only one who can make the test in a cool room.,Some of our own ran off and brought the straw to the test.,contradiction,Neutral
"I'm, uh, kind of like Rick said.",I am still working to this day.,contradiction,Neutral
"I'm, uh, kind of like Rick said.",I retired in 2002.,neutral,Neutral
"I'm, uh, kind of like Rick said.",Rick told you that I was relaxed.,entailment,Contradiction
"I have cash receipts in my office and, yes, it's for Cutty machin-chose, that's what the business is called.","Cutty's cost is $10,000.",neutral,Neutral
"I have cash receipts in my office and, yes, it's for Cutty machin-chose, that's what the business is called.",Cutty is a handyman,entailment,Neutral
"I have cash receipts in my office and, yes, it's for Cutty machin-chose, that's what the business is called.",Cutty had no business with us.,contradiction,Contradiction
The girl who can help me is in another thousand years.,The birth of a virgin in need is near.,entailment,Contradiction
The girl who can help me is in another thousand years.,The girl who helps me is five miles away.,neutral,Contradiction
The girl who can help me is in another thousand years.,No one can help me.,contradiction,Contradiction
"They didn't understand each other between those who were traveling in the wilderness and those who were in the house, but the noise was...",They were told to work in the fields.,contradiction,Neutral.
"They didn't understand each other between those who were traveling in the wilderness and those who were in the house, but the noise was...","But they began to argue among themselves, as to which of them should be in the garden, and which in the house.",entailment,Neutral.
"They didn't understand each other between those who were traveling in the wilderness and those who were in the house, but the noise was...",They began to argue among themselves as to which of them it might be who was doing this.,neutral,Neutral
"I mean, she had five children, one of whom died.",All their children survived.,contradiction,Contradiction
"I mean, she had five children, one of whom died.",One child in five dies.,entailment,Contradiction
"I mean, she had five children, one of whom died.",The dead child was born sickly.,neutral,Neutral.
"She said that only tears flowed from her eyes, and they said that Joe came to the rescue.","As he spoke of the salvation to come, tears filled his eyes.",entailment,Neutral
"She said that only tears flowed from her eyes, and they said that Joe came to the rescue.","As she pushed Joe out of the lobby, she quickly shed tears.",contradiction,Contradiction
"She said that only tears flowed from her eyes, and they said that Joe came to the rescue.",Joe was so happy to see her that he started to cry.,neutral,Neutral
"If the plane is still burning, why, say, should it burn and a lamp be lit so that the light can come out?",Light energy can be captured in a flame.,neutral,Neutral
"If the plane is still burning, why, say, should it burn and a lamp be lit so that the light can come out?",The light came from a switchboard when the plane took off.,entailment,Contradiction
"If the plane is still burning, why, say, should it burn and a lamp be lit so that the light can come out?",The power of light cannot be extinguished in a blazing fire.,contradiction,Contradiction
"This is police chief Clem Francis, retired from the US Air Force",The officer is a retired US Air Force,entailment,Entailment
"This is police chief Clem Francis, retired from the US Air Force","Only a few weeks ago, the Chief retired.",neutral,Contradiction
"This is police chief Clem Francis, retired from the US Air Force",The commander of the U.S. Army began his mission this week.,contradiction,Contradiction
"Yes, wherever two or three go, they do not know where they are going.",There were more than one flights per week.,entailment,Neutral
"Yes, wherever two or three go, they do not know where they are going.",The proliferation of space travel is a challenge.,neutral,Neutral
"Yes, wherever two or three go, they do not know where they are going.",No plane ever arrived.,contradiction,Neutral.
"They made their judgments about the clothes that had been worn, and it took me a long time to decide whether she should wear a full-length shirt.",Construction for full lunar communications takes three months to complete,neutral,Neutral
"They made their judgments about the clothes that had been worn, and it took me a long time to decide whether she should wear a full-length shirt.",It is time-consuming to study for lunar observations without wind.,entailment,Neutral
"They made their judgments about the clothes that had been worn, and it took me a long time to decide whether she should wear a full-length shirt.",We can equip you to use airtight clothing from now until the end,contradiction,Neutral
"I mean, it's safe to take something into a house, because it can't fall to the ground with the force of the wind.",The pilot set the cargo on fire.,neutral,Neutral
"I mean, it's safe to take something into a house, because it can't fall to the ground with the force of the wind.",None of the things in the universe are yours,entailment,Neutral
"I mean, it's safe to take something into a house, because it can't fall to the ground with the force of the wind.",There is a tremendous amount of energy involved.,contradiction,Contradiction
And this is similar to what I'm doing.,I don't know what he looks like to you.,contradiction,Neutral
And this is similar to what I'm doing.,I'm doing it on my own.,entailment,Neutral
And this is similar to what I'm doing.,I'm going to try to finish my plan next week.,neutral,Neutral
"Moreover, all the animals, especially the goats, flee from the sun.",The goats run away every day from the goat pen.,neutral,Neutral.
"Moreover, all the animals, especially the goats, flee from the sun.",Goats often run away.,entailment,Entailment
"Moreover, all the animals, especially the goats, flee from the sun.",The goats were kept in good health.,contradiction,Contradiction
"When we entered, the doors were locked.",All the doors were open.,contradiction,Contradiction
"When we entered, the doors were locked.",We have the keys.,neutral,Contradiction
"When we entered, the doors were locked.",We boarded the ship and all the keys were locked.,entailment,Contradiction
"Well, I just tried to put the speeches in order.",I'm sure I'll be able to answer that question when I see your letter.,neutral,Neutral
"Well, I just tried to put the speeches in order.","I do not know what kind of language this is, so let me explain it to you.",contradiction,Neutral
"Well, I just tried to put the speeches in order.",I will consider the answers.,entailment,Neutral
This is due to the way the mothers suck their teeth.,The mothers were toothless.,neutral,Contradiction
This is due to the way the mothers suck their teeth.,No prescription or medication was given to the mothers.,contradiction,Contradiction
This is due to the way the mothers suck their teeth.,The mothers brush their teeth,entailment,Contradiction
"Yes, it really is. It rains.",The rain doesn't bother me.,neutral,Neutral
"Yes, it really is. It rains.",The land is flat and has little rainfall.,entailment,Contradiction
"Yes, it really is. It rains.",The sun burns unceasingly and the heat is intense.,contradiction,Contradiction
Or what can a man give in exchange for his soul?,Every life is worth being healed; to be rescued and given a new chance.,neutral,Neutral
Or what can a man give in exchange for his soul?,No one deserves to be rescued.,contradiction,Neutral.
Or what can a man give in exchange for his soul?,"Unlike age, life is precious.",entailment,Neutral
He faced a real challenge in their thinking,I've never seen a problem like this.,neutral,Neutral
He faced a real challenge in their thinking,The problem is not the cat.,contradiction,Neutral
He faced a real challenge in their thinking,This unreasonable confusion created a problem.,entailment,Neutral
"It sounds amazing, yes. I don't think they're allowed to do these things.",I am not surprised that they showed mercy.,contradiction,Contradiction
"It sounds amazing, yes. I don't think they're allowed to do these things.",I was surprised that they were allowed to eat and drink in it.,neutral,Contradiction
"It sounds amazing, yes. I don't think they're allowed to do these things.","To my surprise, they managed to get out.",entailment,Contradiction
"Oh, in this case, my kids are twenty-one and twenty-four now, so I'm not.","I don't care, because I have more than twenty sons.",entailment,Contradiction
"Oh, in this case, my kids are twenty-one and twenty-four now, so I'm not.",I can save them because they are close to each other.,neutral,Contradiction
"Oh, in this case, my kids are twenty-one and twenty-four now, so I'm not.",I have to do it because they're both ten and eleven.,contradiction,Contradiction
"Yes, those who can work at any time or whose decisions can be dismissed if they are divine,","Yes, those who may not be able to make the best decisions.",entailment,Contradiction
"Yes, those who can work at any time or whose decisions can be dismissed if they are divine,","Yes, those who are not hungry.",neutral,Neutral
"Yes, those who can work at any time or whose decisions can be dismissed if they are divine,",He favored those who had never been able to make decisions.,contradiction,Contradiction
"They haven't arrived yet, they're still on tour, they've traveled since the end of the fifties.",They have been hiking since the 1970's.,entailment,Contradiction
"They haven't arrived yet, they're still on tour, they've traveled since the end of the fifties.",They enjoy hiking.,neutral,Neutral.
"They haven't arrived yet, they're still on tour, they've traveled since the end of the fifties.",Their mountaineering expedition had just ended.,contradiction,Contradiction
why would you do aerobics,Can he explain how you've been doing aerobics?,entailment,Neutral
why would you do aerobics,I loved aerobics because I had to do work that involved heart-to-body combat.,neutral,Contradiction
why would you do aerobics,Please stop talking about aerobics.,contradiction,Contradiction
"Well, that's good, I don't think so, yeah.",It was a strange idea that I abandoned last week.,contradiction,Neutral
"Well, that's good, I don't think so, yeah.",It is an important factor.,entailment,Neutral.
"Well, that's good, I don't think so, yeah.",Failure to comply with a contract is important.,neutral,Neutral
"Twice a week, it is called elders' day, but it goes to elders' homes.",The gymnasium is open daily for children under five years of age.,contradiction,Neutral
"Twice a week, it is called elders' day, but it goes to elders' homes.","In fact, they are released twice a week if the elders are willing.",neutral,Neutral.
"Twice a week, it is called elders' day, but it goes to elders' homes.",These are the old people's tombs and are known as the old people's residence.,entailment,Contradiction
That's their goal oh,That is what they are trying to do.,entailment,Entailment
That's their goal oh,They never sought it.,contradiction,Contradiction
That's their goal oh,They achieved their goal.,neutral,Neutral
"To get a gun, you have to use both hands.",half of the misinformation came from the combined use.,neutral,Neutral
"To get a gun, you have to use both hands.",The best way to use a rifle is to use two legs.,contradiction,Contradiction
"To get a gun, you have to use both hands.","If you want to shoot well, you must use both hands.",entailment,Neutral
"And uh, they came from somewhere, I don't know where they came from.","I don't know where that came from, but it was a good morning.",entailment,Neutral
"And uh, they came from somewhere, I don't know where they came from.","He is coming quickly, and I do not know where he comes from.",neutral,Neutral
"And uh, they came from somewhere, I don't know where they came from.","For the Son of Man is coming like a thief, and he will not come in an hour.",contradiction,Neutral
"No, to tell you the truth, I don't think so.",I didn't know much about him.,entailment,Neutral
"No, to tell you the truth, I don't think so.",I'm ignorant about love,neutral,Neutral
"No, to tell you the truth, I don't think so.",I've been selling it for years.,contradiction,Contradiction
"Yeah, they're really nice, you know,",I think he knows you're a good guy.,neutral,Neutral
"Yeah, they're really nice, you know,","No, it's very deadly.",contradiction,Contradiction
"Yeah, they're really nice, you know,","Yes, he was a very good man.",entailment,Neutral
"Yes, he suggested that you wear the same type of shoe",He suggested that you buy a tractor,contradiction,Contradiction
"Yes, he suggested that you wear the same type of shoe",He ordered them to wear sandals.,entailment,Contradiction
"Yes, he suggested that you wear the same type of shoe",He was trying to tear the car down with a mortar,neutral,Contradiction
There is no peace in this place. They are now shooting at a large fortress three kilometers from us.,The explosion occurred about 100 miles north of me,contradiction,Neutral.
There is no peace in this place. They are now shooting at a large fortress three kilometers from us.,"The camp was near my house, and I was so frightened that I was not allowed to leave.",neutral,Neutral.
There is no peace in this place. They are now shooting at a large fortress three kilometers from us.,"They shot me, honestly, this is not a good place.",entailment,Neutral
euh-huh that doesn't make any sense,"I don't agree with you, that makes sense.",contradiction,Contradiction
euh-huh that doesn't make any sense,I found that to be reasonable.,neutral,Contradiction
euh-huh that doesn't make any sense,"You're right, they don't hear.",entailment,Contradiction
I'm trying to stay close to him,I'm trying to stay close to him,entailment,Entailment
I'm trying to stay close to him,I'm waiting for mine,neutral,Neutral
I'm trying to stay close to him,I will forget it and never look back.,contradiction,Contradiction
We are investing in cutting-edge technology,We are building the necessary infrastructure for the future of technology,entailment,Neutral
We are investing in cutting-edge technology,"You're making a distinction, so that even when we're foolish, we'll be led astray.",neutral,Neutral
We are investing in cutting-edge technology,We want to prevent wisdom from prevailing,contradiction,Contradiction
"For example, at high altitudes, faces will turn purple","At high altitudes, only half of the fossils will turn purple",contradiction,Contradiction
"For example, at high altitudes, faces will turn purple",It is possible for molecules to change color freely,entailment,Neutral
"For example, at high altitudes, faces will turn purple","Some days, people's faces will turn blue",neutral,Contradiction
Daniel Yamins was a dynamic young fighter,M. Yamins excelled in martial arts,entailment,Neutral.
Daniel Yamins was a dynamic young fighter,M. Yamins devoted himself to memory therapy,neutral,Neutral
Daniel Yamins was a dynamic young fighter,M. Yamins's was a master but not a mathematician,contradiction,Neutral
"And if so, what is the limit?",I knew they never came near the border.,contradiction,Neutral
"And if so, what is the limit?","I wonder, do they live in England?",neutral,Neutral
"And if so, what is the limit?",The speaker wanted to talk about how often they were close to their goal.,entailment,Neutral
And I think that there's a natural progression in the evolution of life on Earth that causes them to evolve in a way that implies that they're fighting for the survival of an expanding generation.,Life on earth is changing dramatically,entailment,Neutral
And I think that there's a natural progression in the evolution of life on Earth that causes them to evolve in a way that implies that they're fighting for the survival of an expanding generation.,Life on earth depends on the heat of the atmosphere,neutral,Neutral
And I think that there's a natural progression in the evolution of life on Earth that causes them to evolve in a way that implies that they're fighting for the survival of an expanding generation.,Life on earth is constant,contradiction,Contradiction
"In this case, no mirror can hold so much information.",Proper mirrors are a heavy burden of criticism,contradiction,Neutral
"In this case, no mirror can hold so much information.",Fair mirrors are not good for the eyes,entailment,Neutral
"In this case, no mirror can hold so much information.",Other theories have been proposed as alternatives to light-emitting diodes.,neutral,Neutral
"Accordingly, it would be inappropriate for an adult to teach a toddler tricks, such as helping him or her solve puzzles and the like.",Children who are too young to play basketball are less likely to be interested in games that involve craftsmanship than those that involve nudity.,contradiction,Neutral.
"Accordingly, it would be inappropriate for an adult to teach a toddler tricks, such as helping him or her solve puzzles and the like.",A toddler does not need much help to learn how to play tricks,entailment,Contradiction
"Accordingly, it would be inappropriate for an adult to teach a toddler tricks, such as helping him or her solve puzzles and the like.",Children in kindergarten are not mature enough to solve puzzles without the help of an adult,neutral,Neutral
[This nation] was founded on the principle that all men are created equal,There are many other writings on this subject.,neutral,Neutral
[This nation] was founded on the principle that all men are created equal,Some people think that all people are equal,entailment,Neutral
[This nation] was founded on the principle that all men are created equal,All the people were judged by their faith. Some of them were judged better than others.,contradiction,Contradiction
Why should I praise you any more?,I was almost certain I was going to win this game of echec,contradiction,Neutral
Why should I praise you any more?,Do I need any more proof?,entailment,Neutral
Why should I praise you any more?,Should I praise him for teaching me how to play the piano?,neutral,Contradiction
non-linear charts can be constructed at various lengths,Additional lengths can be used to construct a frame for spinning cylinders.,entailment,Neutral
non-linear charts can be constructed at various lengths,Spin molecules are essential for the development of biochemistry,neutral,Neutral
non-linear charts can be constructed at various lengths,Spin waves cannot be imagined at different distances,contradiction,Neutral
"No, no, I don't want you to die!",I don't want you to die!,entailment,Entailment
"No, no, I don't want you to die!","If you die, don't worry about me!",contradiction,Contradiction
"No, no, I don't want you to die!",I was so sad to see you die!,neutral,Contradiction
"He was publicly wired on December 19, 1875, in San Jose, California.",Public telephone service in California as far back as 1875,entailment,Entailment
"He was publicly wired on December 19, 1875, in San Jose, California.","They found no basis for a charge against him, so they released him.",contradiction,Neutral
"He was publicly wired on December 19, 1875, in San Jose, California.",He was awarded a knighthood for gallantry in the face of the enemy.,neutral,Neutral.
"At the sound of the earthquake, the bright green grass is scattered among the rocks.",The sea is dark blue and like a molten pot,contradiction,Neutral
"At the sound of the earthquake, the bright green grass is scattered among the rocks.",The sea filled with small pieces of debris.,neutral,Neutral.
"At the sound of the earthquake, the bright green grass is scattered among the rocks.",The sound of the sea is like the sound of a roar.,entailment,Neutral
A new law that relieved the anxieties of the 1860's,"By the 1870s, the whole order was large and the city was under an independent government.",contradiction,Neutral
A new law that relieved the anxieties of the 1860's,The 1890's were turbulent times,entailment,Neutral
A new law that relieved the anxieties of the 1860's,The new law seeks to broaden the scope of labor laws.,neutral,Neutral
"For him, every intellectual achievement stems from an interaction between the child and his or her cultural representatives in a social project.",Children do not develop the ability to reason.,contradiction,Contradiction
"For him, every intellectual achievement stems from an interaction between the child and his or her cultural representatives in a social project.",Fishing is a common occupation in many professions.,neutral,Neutral
"For him, every intellectual achievement stems from an interaction between the child and his or her cultural representatives in a social project.",Collaboration is essential for the dissemination of advanced ideas.,entailment,Neutral
"Rezadores, or rezadoras, are spiritualists in some communities who preside over the church at funerals, saints' feasts, and other occasions when the priest is not present.",There was no congregation without priests as leaders.,contradiction,Contradiction
"Rezadores, or rezadoras, are spiritualists in some communities who preside over the church at funerals, saints' feasts, and other occasions when the priest is not present.",Some of the spiritual beings in some sects are not priests.,entailment,Entailment
"Rezadores, or rezadoras, are spiritualists in some communities who preside over the church at funerals, saints' feasts, and other occasions when the priest is not present.",Some spirits have black feathers,neutral,Neutral
"During social gatherings, the opportunity to have the program run smoothly will help the children to understand wrong and wrong desires, beliefs, and emotions.",Children can learn about the similarities and differences between people,entailment,Neutral
"During social gatherings, the opportunity to have the program run smoothly will help the children to understand wrong and wrong desires, beliefs, and emotions.",Children reach the highest level of racial discrimination.,neutral,Contradiction
"During social gatherings, the opportunity to have the program run smoothly will help the children to understand wrong and wrong desires, beliefs, and emotions.",Babies cannot learn anything.,contradiction,Contradiction
I was the biggest supporter of the post-war foundation of democracy.,This was permitted by the Nazi regime.,contradiction,Contradiction
I was the biggest supporter of the post-war foundation of democracy.,All involved were executed by the Nazi regime.,neutral,Contradiction
I was the biggest supporter of the post-war foundation of democracy.,This was banned by the Nazi regime.,entailment,Contradiction
"Sonja, a young girl, begins to imitate her daughter's movements",No one is forcing a follower,contradiction,Neutral
"Sonja, a young girl, begins to imitate her daughter's movements",Sonja is just a child.,entailment,Contradiction
"Sonja, a young girl, begins to imitate her daughter's movements",Mixed by Sonja,neutral,Contradiction
"6 In the fifty-five years before the civil war, the rabbit had used this power with ingenuity","In the pre-Civil War era, the White House exercised this power.",entailment,Contradiction
"6 In the fifty-five years before the civil war, the rabbit had used this power with ingenuity","In the fifty-five rounds that took the men to the battlefield, the cockroach used four times as much power.",neutral,Contradiction
"6 In the fifty-five years before the civil war, the rabbit had used this power with ingenuity",I heard that the eagle's strength was five thousand times as great as the eagle's.,contradiction,Contradiction
"I can testify to you, Lord, that these things have been told me.","I told you, I know all about it.",entailment,Contradiction
"I can testify to you, Lord, that these things have been told me.",I was told of the watchman's disgrace.,neutral,Neutral
"I can testify to you, Lord, that these things have been told me.",Many things were hidden from me.,contradiction,Contradiction
General Blood was confused by the conflict in his torture trials.,General Blood could think of a few things that kept him upset.,contradiction,Neutral
General Blood was confused by the conflict in his torture trials.,General Blood's ideas were thwarted by some rivalries.,entailment,Neutral.
General Blood was confused by the conflict in his torture trials.,The commander was puzzled by the dog's scream.,neutral,Contradiction
But I can't forget that I'm nothing more than a slave to your uncle in Barbados and you don't respect me.,You showed me kindness when I was a slave in Barbados.,entailment,Contradiction
But I can't forget that I'm nothing more than a slave to your uncle in Barbados and you don't respect me.,"He hath laid a snare against me, he hath laid a snare against me.",contradiction,Neutral.
