question	choices	answer	subject	opus	prompt
በ 24 = 2p ውስጥ የ p ዋጋ ስንት ነው	['p = 5', 'p = 9', 'p = 13', 'p = 25']	C	elementary_mathematics	[TextBlock(text='B)p = 13', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'በ 24 = 2p ውስጥ የ p ዋጋ ስንት ነው\n A)p = 5 B)p = 9 C)p = 13 D)p = 25'}]}]
ወይዘሮ ፔሬዝ በ5 ቀናት ውስጥ በአጠቃላይ 40 ማይል ነድታለች። በየቀኑ ተመሳሳይ ማይሎችን ትነዳለች። ወይዘሮ ፔሬዝ በየቀኑ ስንት ማይሎችን ትነዳ ነበር	['5', '7', '8', '9']	C	elementary_mathematics	[TextBlock(text='C) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ወይዘሮ ፔሬዝ በ5 ቀናት ውስጥ በአጠቃላይ 40 ማይል ነድታለች። በየቀኑ ተመሳሳይ ማይሎችን ትነዳለች። ወይዘሮ ፔሬዝ በየቀኑ ስንት ማይሎችን ትነዳ ነበር\n A)5 B)7 C)8 D)9'}]}]
የ −40 ÷ (−8) ድርሻ ፈልጉ	['1 ሲካፈል 5', '-5', '−1 ሲካፈል 5', '5']	D	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ −40 ÷ (−8) ድርሻ ፈልጉ\n A)1 ሲካፈል 5 B)-5 C)−1 ሲካፈል 5 D)5'}]}]
የእግር ኳስ ቡድን የእግር ኳስ ኳሶችን ለመግዛት $90.00 አለው። አንድ የእግር ኳስ ኳስ $15.60 የሚያስከፍል ከሆነ ቡድኑ ሊገዛው የሚችለው ከፍተኛው የእግር ኳስ ኳስ ብዛት ምን ያህል ነው	['4', '5', '6', '7']	B	elementary_mathematics	[TextBlock(text='B) 5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የእግር ኳስ ቡድን የእግር ኳስ ኳሶችን ለመግዛት $90.00 አለው። አንድ የእግር ኳስ ኳስ $15.60 የሚያስከፍል ከሆነ ቡድኑ ሊገዛው የሚችለው ከፍተኛው የእግር ኳስ ኳስ ብዛት ምን ያህል ነው\n A)4 B)5 C)6 D)7'}]}]
አንተ እና ሶስት ጓደኞች ወደ ኮንሰርት ሄዳችሁ። የአራት ትኬቶች አጠቃላይ ዋጋ $112 ነው። የአንድ ትኬት ዋጋ ለማግኘት ቀመር ፃፉ እና ፍታ	['4t = 112; $449', '4t = 112; $29', 't over 4 = 112; $449', 't over 4 = 112; $29']	B	elementary_mathematics	[TextBlock(text='B)4t = 112; $28', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'አንተ እና ሶስት ጓደኞች ወደ ኮንሰርት ሄዳችሁ። የአራት ትኬቶች አጠቃላይ ዋጋ $112 ነው። የአንድ ትኬት ዋጋ ለማግኘት ቀመር ፃፉ እና ፍታ\n A)4t = 112; $449 B)4t = 112; $29 C)t over 4 = 112; $449 D)t over 4 = 112; $29'}]}]
ጥያቄውን ለመመለስ ከዚህ በታች ያለውን አገላለፅ ተጠቀም። 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 የአገላለፁ ዋጋ ስንት ነው	['9', '11', '26', '32']	C	elementary_mathematics	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ጥያቄውን ለመመለስ ከዚህ በታች ያለውን አገላለፅ ተጠቀም። 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 የአገላለፁ ዋጋ ስንት ነው\n A)9 B)11 C)26 D)32'}]}]
 1 ሲደመር 1 ሲካፈል 11ን እንደ ሙሉ ቁጥር ወይም ድብልቅ ቁጥር በቀላል መንገድ ፃፉ	['1.1 ሲካፈል 11', '11 ሲካፈል 11', '12 ሲካፈል 11', '11 ሲካፈል 12']	C	elementary_mathematics	[TextBlock(text='A)1.1 ሲካፈል 11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': ' 1 ሲደመር 1 ሲካፈል 11ን እንደ ሙሉ ቁጥር ወይም ድብልቅ ቁጥር በቀላል መንገድ ፃፉ\n A)1.1 ሲካፈል 11 B)11 ሲካፈል 11 C)12 ሲካፈል 11 D)11 ሲካፈል 12'}]}]
የ 2.16 ÷ 0.06ን ድርሻ ፈልጉ	['3.6', '36', '0.01272', '12.72']	B	elementary_mathematics	[TextBlock(text='B)36', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ 2.16 ÷ 0.06ን ድርሻ ፈልጉ\n A)3.6 B)36 C)0.01272 D)12.72'}]}]
የ142.76 – 16.5ን ልዩነት ፈልጉ	['159.26', '2.224', '14,111', '126.26']	D	elementary_mathematics	[TextBlock(text='D)126.26', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ142.76 – 16.5ን ልዩነት ፈልጉ\n A)159.26 B)2.224 C)14 D)111'}]}]
የ 5.04/0.7ን ድርሻ ፈልጉ	['0.72', '0.702', '10.0571', '7.2']	D	elementary_mathematics	[TextBlock(text='D)7.2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ 5.04/0.7ን ድርሻ ፈልጉ\n A)0.72 B)0.702 C)10.0571 D)7.2'}]}]
ጂሚ እና ኪማ ጉዞ ይሄዳሉ። ለሶ ስት ቀናት ይነዳሉ። የመጀመሪያው ቀን 182 ማይል ይነዳሉ። በሁለተኛው ቀን 439 ማይል ይነዳሉ።በሶስተኛው ቀን 217 ማይል ይነዳሉ። ጂሚ እና ኪማ በጉዟቸው ላይ ምን ያህል ማይሎች እንደሚነዱ የሚገምተው ቅርብ አገላለፅ የትኛው ነው	['151 + 400 + 200', '201 + 400 + 200', '201 + 450 + 200', '201 + 500 + 200']	C	elementary_mathematics	[TextBlock(text='C) 201 + 450 + 200', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ጂሚ እና ኪማ ጉዞ ይሄዳሉ። ለሶ ስት ቀናት ይነዳሉ። የመጀመሪያው ቀን 182 ማይል ይነዳሉ። በሁለተኛው ቀን 439 ማይል ይነዳሉ።በሶስተኛው ቀን 217 ማይል ይነዳሉ። ጂሚ እና ኪማ በጉዟቸው ላይ ምን ያህል ማይሎች እንደሚነዱ የሚገምተው ቅርብ አገላለፅ የትኛው ነው\n A)151 + 400 + 200 B)201 + 400 + 200 C)201 + 450 + 200 D)201 + 500 + 200'}]}]
የ 21 ሲካፈል 7 ቀሪው ምንድነው	['21', '7', '1', 'መልሱ አልተሰጠም']	D	elementary_mathematics	[TextBlock(text='C) 1', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ 21 ሲካፈል 7 ቀሪው ምንድነው\n A)21 B)7 C)1 D)መልሱ አልተሰጠም'}]}]
ማዲ በ7 ቀናት ውስጥ በድምሩ 56 ማይል በብስክሌት ትጓዛለች። በየቀኑ ተመሳሳይ ማይሎች ትጓዛለች።ማዲ በየቀኑ የተጓዘችው አጠቃላይ ማይሎች ብዛት ስንት ነው	['8', '9', '49', '63']	A	elementary_mathematics	[TextBlock(text='A) 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ማዲ በ7 ቀናት ውስጥ በድምሩ 56 ማይል በብስክሌት ትጓዛለች። በየቀኑ ተመሳሳይ ማይሎች ትጓዛለች።ማዲ በየቀኑ የተጓዘችው አጠቃላይ ማይሎች ብዛት ስንት ነው\n A)8 B)9 C)49 D)63'}]}]
አባባሉን 48 ሲካፈል 88 =? የሚያደርገውን ቁጥር ይፈልጉ ከ 11 በላይ እውነት	['6', '11', '8', '5']	A	elementary_mathematics	[TextBlock(text='D)5', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'አባባሉን 48 ሲካፈል 88 =? የሚያደርገውን ቁጥር ይፈልጉ ከ 11 በላይ እውነት\n A)6 B)11 C)8 D)5'}]}]
የትኛው ምርጥ ግዢ ነው	['10 ሳሙና በ  $23.20', '16 ሳሙና በ  $36.48', '13 ሳሙና በ  $29.51', '12 ሳሙና በ  $27.60']	C	elementary_mathematics	[TextBlock(text='B', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የትኛው ምርጥ ግዢ ነው\n A)10 ሳሙና በ  $23.20 B)16 ሳሙና በ  $36.48 C)13 ሳሙና በ  $29.51 D)12 ሳሙና በ  $27.60'}]}]
የትሪሽ የልብ ምት በደቂቃ 50 ምቶች ነው። በእያንዳንዱ ደቂቃ የአካል ብቃት እንቅስቃሴ ስታደርግ የልብ ምቷ በደቂቃ 5 ምቶች ይጨምራል።በደቂቃ 120 ምቶች የልብ ምት ለመድረስ ምን ያህል ጊዜ ይፈጅባታል	['5 ደቂቃወች', '14 ደቂቃወች', '34 ደቂቃወች', '70 ደቂቃወች']	B	elementary_mathematics	[TextBlock(text='B) 14 ደቂቃወች', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የትሪሽ የልብ ምት በደቂቃ 50 ምቶች ነው። በእያንዳንዱ ደቂቃ የአካል ብቃት እንቅስቃሴ ስታደርግ የልብ ምቷ በደቂቃ 5 ምቶች ይጨምራል።በደቂቃ 120 ምቶች የልብ ምት ለመድረስ ምን ያህል ጊዜ ይፈጅባታል\n A)5 ደቂቃወች B)14 ደቂቃወች C)34 ደቂቃወች D)70 ደቂቃወች'}]}]
በመረጃ 23, 13, 18, 29, 32, 25 ውስጥ አማካኙን ያግኙ	['18', '24', '25', '29']	B	elementary_mathematics	[TextBlock(text='B) 24', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'በመረጃ 23, 13, 18, 29, 32, 25 ውስጥ አማካኙን ያግኙ\n A)18 B)24 C)25 D)29'}]}]
ጃክ ከፖም ዛፍ 60 ፖም ይመርጣል። የፖም ስልስ ለመሥራት 12 ቱን ይጠቀማል። የተቀሩትን ፖሞች በ 6 የስጦታ ቅርጫቶች ውስጥ እኩል ያደርጋቸዋል።በእያንዳንዱ የስጦታ ቅርጫት ውስጥ ጃክ ያስቀመጠውን የፖም ብዛት ለመወሰን የትኛውን ቀመር መጠቀም ይቻላል	['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']	B	elementary_mathematics	[TextBlock(text='B) (60—12)/6=a', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ጃክ ከፖም ዛፍ 60 ፖም ይመርጣል። የፖም ስልስ ለመሥራት 12 ቱን ይጠቀማል። የተቀሩትን ፖሞች በ 6 የስጦታ ቅርጫቶች ውስጥ እኩል ያደርጋቸዋል።በእያንዳንዱ የስጦታ ቅርጫት ውስጥ ጃክ ያስቀመጠውን የፖም ብዛት ለመወሰን የትኛውን ቀመር መጠቀም ይቻላል\n A)(60/6)—12=a B)(60—12)/6=a C)(60-6)-12=a D)(60+12)/6=a'}]}]
የ አንድ ካርታ ልኬት 1 ኢንች ከ25 ማይል ጋር እኩል ነው። በዚህ ካርታ ላይ ስንት ማይል በ5 ኢንች ይወከላል	['5', '25', '50', '125']	D	elementary_mathematics	[TextBlock(text='D) 125', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'የ አንድ ካርታ ልኬት 1 ኢንች ከ25 ማይል ጋር እኩል ነው። በዚህ ካርታ ላይ ስንት ማይል በ5 ኢንች ይወከላል\n A)5 B)25 C)50 D)125'}]}]
 (2 + 5)^2 − 42ን አቃል	['7', '16', '30', '33']	A	elementary_mathematics	[TextBlock(text='B)16', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': ' (2 + 5)^2 − 42ን አቃል\n A)7 B)16 C)30 D)33'}]}]
4 ÷ 2 • 2 + 8 − 4ን ዋጋ አግኝ	['-12', '12', '8', '16']	C	elementary_mathematics	[TextBlock(text='B)12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '4 ÷ 2 • 2 + 8 − 4ን ዋጋ አግኝ\n A)-12 B)12 C)8 D)16'}]}]
አንድ አሰልጣኝ በመስመር ተገናኝተው የነበሩትን ሯጮች ቁጥር ወደ 10 አቅርቧል።የተጠጋጋው የሯጮች ቁጥር 400 ነው።በመስመሩ ላይ ትክክለኛው የሯጮች ቁጥር የትኛው ቁጥር ሊሆን ይችላል	['382', '397', '406', '447']	B	elementary_mathematics	[TextBlock(text='B) 397', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'አንድ አሰልጣኝ በመስመር ተገናኝተው የነበሩትን ሯጮች ቁጥር ወደ 10 አቅርቧል።የተጠጋጋው የሯጮች ቁጥር 400 ነው።በመስመሩ ላይ ትክክለኛው የሯጮች ቁጥር የትኛው ቁጥር ሊሆን ይችላል\n A)382 B)397 C)406 D)447'}]}]
−4 +  ( −3 )=	['-7', '-1', '1', '7']	A	elementary_mathematics	[TextBlock(text='A) -7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 +  ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]
ማርክ የቴምብር ስብስብ አለው። ከጃፓን 22 ቴምብሮች፣ 34 ከካናዳ እና 17  ከሜክሲኮ ናቸው። በአጠቃላይ ስንት ቴምብሮች አሉት	['53', '63', '73', '83']	C	elementary_mathematics	[TextBlock(text='C) 73', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ማርክ የቴምብር ስብስብ አለው። ከጃፓን 22 ቴምብሮች፣ 34 ከካናዳ እና 17  ከሜክሲኮ ናቸው። በአጠቃላይ ስንት ቴምብሮች አሉት\n A)53 B)63 C)73 D)83'}]}]
ከተሰጡት ቁጥሮች ውስጥ ለቀመር x + 2.7 = 8.4 መፍትሄ ለዩ	['11.1', '5.7', '3.7', '22.68']	B	elementary_mathematics	[TextBlock(text='B)5.7', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ከተሰጡት ቁጥሮች ውስጥ ለቀመር x + 2.7 = 8.4 መፍትሄ ለዩ\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]
