Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Handisati ndataura naye zvakare.	contradiction	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.
HYPOTHESIS: Handisati ndataura naye zvakare.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise and hypothesis do not provide enough information to determine whether it is an entailment or a contradiction. Therefore, the answer is neutral.<eos>"	entailment
1	Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.	entailment	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.
HYPOTHESIS: Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise and hypothesis do not have a clear relationship with each other, and therefore, the answer is neutral.<eos>"	neutral
2	Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.	Takava nenhaurirano yakanaka chose.	neutral	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.
HYPOTHESIS: Takava nenhaurirano yakanaka chose.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise ""Hongu, ndakanga ndisingafunge nezvazvo, asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye"" does not necessarily entail or contradict the hypothesis ""Takava nenhaurirano yakanaka chose"". It is neutral.<eos>"	neutral
3	Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu	contradiction	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 
HYPOTHESIS: Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise and hypothesis do not have a logical relationship to each other, and therefore the answer is neutral.<eos>"	neutral
4	Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .	entailment	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 
HYPOTHESIS: Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise and hypothesis are contradictory.<eos>"	unknown
5	Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 	Murume wacho wakati nonokei kusvika .	neutral	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. 
HYPOTHESIS: Murume wacho wakati nonokei kusvika .
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise does not necessarily entail or contradict the hypothesis. It is neutral.<eos>"	neutral
6	Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Ndoda kukudzai zvose zvandoziva pamusoro pazvo!	contradiction	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .
HYPOTHESIS: Ndoda kukudzai zvose zvandoziva pamusoro pazvo!
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The given premise ""Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira"" does not provide enough information to determine whether it entails or contradicts the hypothesis ""Ndoda kukudzai zvose zvandoziva pamusoro pazvo!"" Therefore, the answer is neutral.<eos>"	neutral
7	Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.	entailment	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .
HYPOTHESIS: Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise and hypothesis are contradictory. 

EXPLANATION: 
The premise suggests that there is a lot to talk about but the speaker will not discuss it. On the other hand, the hypothesis suggests that the speaker will not talk about anything, even if there is a lot to say. These two statements cannot both be true, hence they are contradictory.<eos>"	unknown
8	Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .	Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.	neutral	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .
HYPOTHESIS: Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise does not necessarily entail or contradict the hypothesis. Therefore, the answer is neutral.<eos>"	neutral
9	Nekudaro handinyatsozive kuti nemhaka yei.	Ndine chokwadi kuti nemhaka yei.	contradiction	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Nekudaro handinyatsozive kuti nemhaka yei.
HYPOTHESIS: Ndine chokwadi kuti nemhaka yei.
Is it  entailment, contradiction, or neutral?<eos>
<|assistant|>
The premise ""Nekudaro handinyatsozive kuti nemhaka yei"" does not necessarily entail nor contradict the hypothesis ""Ndine chokwadi kuti nemhaka yei."" Therefore, the answer is neutral.<eos>"	neutral
