subject	question	choices	answer	opus	prompt
elementary_mathematics	Colton et son père ont acheté un gallon de peinture à 13 $ et deux pinceaux au prix de 9 $ l'unité. Quel est le coût total, hors taxes, des pinceaux et de la peinture achetés?  	['22 dollars US', '24 dollars US', '31 dollars US', '35 dollaurs US']	C	[TextBlock(text='C)31 dollars US', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Colton et son père ont acheté un gallon de peinture à 13 $ et deux pinceaux au prix de 9 $ l'unité. Quel est le coût total, hors taxes, des pinceaux et de la peinture achetés?  \n A)22 dollars US B)24 dollars US C)31 dollars US D)35 dollaurs US""}]}]"
elementary_mathematics	Détermine la valeur de y dans l'équation suivante: y -2 + 3y = 10	['2', '3', '4', '5']	B	[TextBlock(text='B)3', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Détermine la valeur de y dans l'équation suivante: y -2 + 3y = 10\n A)2 B)3 C)4 D)5""}]}]"
elementary_mathematics	Résous l'équation 2* w = 66.	['33', '44', '88', '99']	B	[TextBlock(text='A) 33', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Résous l'équation 2* w = 66.\n A)33 B)44 C)88 D)99""}]}]"
elementary_mathematics	Wendy voudrait mener une enqête visant à déterminer le parfum de glace le plus apprécié dans son école. Laquelle des méthodes ci-après permettrait à Wendi de mieux circonscrire un échantillon aléatoire d'élève de son école?  	"['Selection de 10 par classe', ""Selection des membres de l'équipe de softball féminin"", ""Selection des membres de l'équipe de basketball masculin "", ""Selection des élèves qui préfèrent le même parfum de glace qu'elle.""]"	A	[TextBlock(text='A) Sélection de 10 élèves par classe.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Wendy voudrait mener une enqête visant à déterminer le parfum de glace le plus apprécié dans son école. Laquelle des méthodes ci-après permettrait à Wendi de mieux circonscrire un échantillon aléatoire d'élève de son école?  \n A)Selection de 10 par classe B)Selection des membres de l'équipe de softball féminin C)Selection des membres de l'équipe de basketball masculin  D)Selection des élèves qui préfèrent le même parfum de glace qu'elle.""}]}]"
elementary_mathematics	Ecris 5,875 sous sa forme mixte ou la sous forme de fraction simplifiée.	['5 plus 8 sur 9', '5 plus 7 sur 8', '7 sur 8', '5 plus 87 sur 105']	B	[TextBlock(text='B) 5 plus 7 sur 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ecris 5,875 sous sa forme mixte ou la sous forme de fraction simplifiée.\n A)5 plus 8 sur 9 B)5 plus 7 sur 8 C)7 sur 8 D)5 plus 87 sur 105'}]}]
elementary_mathematics	Résous l'équation 124 = m + 34	['158', '90', '88', '4.216']	B	[TextBlock(text='B)90', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Résous l'équation 124 = m + 34\n A)158 B)90 C)88 D)4.216""}]}]"
elementary_mathematics	Zelma achète l livres de bananes à raison de 40 cents la livre qu'elle paie avec un billet de 20 dollars. La caissière déduit le coût total des bananes des vingt dollars payés pour déterminer la valeur totale de la monnaie à rendre à Zelma. Quelle opération exprime le montant à rembourser à Zelma? 	['p - 20', '20-40p', '20 - 0,40 p', '0,40p - 20']	C	[TextBlock(text='D) 20 - 40p', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Zelma achète l livres de bananes à raison de 40 cents la livre qu'elle paie avec un billet de 20 dollars. La caissière déduit le coût total des bananes des vingt dollars payés pour déterminer la valeur totale de la monnaie à rendre à Zelma. Quelle opération exprime le montant à rembourser à Zelma? \n A)p - 20 B)20-40p C)20 - 0 D)40 p""}]}]"
elementary_mathematics	Celia dispose d'un grand récipient dans lequel quatre types de pièces de monnaie ont été soigneusement mélangées. Elle voudrait préléver un échantillon de ses pièces afin d'éstimer le type de pièces qu'elle possède le plus. Laquelle des méthodes ci-après convient le mieux à la selection d'un échantillon?  	"['prélever une pièce dans le récipeint', ""tirer des pièces de monnaie jusqu'à l'obtention d'une pièce de chaque sorte? "", 'Sortir du recipient dix pièces de chaque sorte', ""A l'aveugle, prélever trente pièces de monnaie""]"	D	"[TextBlock(text=""D) A l'aveugle"", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Celia dispose d'un grand récipient dans lequel quatre types de pièces de monnaie ont été soigneusement mélangées. Elle voudrait préléver un échantillon de ses pièces afin d'éstimer le type de pièces qu'elle possède le plus. Laquelle des méthodes ci-après convient le mieux à la selection d'un échantillon?  \n A)prélever une pièce dans le récipeint B)tirer des pièces de monnaie jusqu'à l'obtention d'une pièce de chaque sorte?  C)Sortir du recipient dix pièces de chaque sorte D)A l'aveugle""}]}]"
elementary_mathematics	Dans quelle condition peut-on poser l'opération 64 + 8? 	"['Il existe 8 bus dont chacun compte  64 élèves', 'Dans un récipient, Mme Vance dispose de 8 stylos et 64 crayons.', ""8 livres sont retirées d'une bibliothèque qui en comptait initialement 64."", 'M. Juarez dispose de 64 gobelets. Sur 8 tables, il dépose le même nombre de gobelets sur chacune. ']"	D	[TextBlock(text='C)Mme Vance dispose de 8 stylos et 64 crayons.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Dans quelle condition peut-on poser l'opération 64 + 8? \n A)Il existe 8 bus dont chacun compte  64 élèves B)Dans un récipient C)Mme Vance dispose de 8 stylos et 64 crayons. D)8 livres sont retirées d'une bibliothèque qui en comptait initialement 64.""}]}]"
elementary_mathematics	Quelle opération exprime la phrase 64 x 8? 	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A) (8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Quelle opération exprime la phrase 64 x 8? \n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
