subject	question	choices	answer	opus	prompt
elementary_mathematics	UColton nobaba wakhe bathenga igalane likapende elibiza u$13. Baphinda bathenga amabrashi amabili awu $9 ngalinye. Kwakuyimalini isamba, mawungayibali intela,  yamabrashi nopende abawuthenga?	['$22', '$24', '$31', '$35']	C	[TextBlock(text='C)$31', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UColton nobaba wakhe bathenga igalane likapende elibiza u$13. Baphinda bathenga amabrashi amabili awu $9 ngalinye. Kwakuyimalini isamba, mawungayibali intela,  yamabrashi nopende abawuthenga?\n A)$22 B)$24 C)$31 D)$35'}]}]
elementary_mathematics	Hlakaza u-y. y - 2 + 3y =10	['2', '3', '4', '5']	B	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hlakaza u-y. y - 2 + 3y =10\n A)2 B)3 C)4 D)5'}]}]
elementary_mathematics	Hlakaza u3 ngaphezu kwa 2* w = 66	['33', '44', '88', '99']	B	[TextBlock(text='A) 33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hlakaza u3 ngaphezu kwa 2* w = 66\n A)33 B)44 C)88 D)99'}]}]
elementary_mathematics	UWendy  ufuna ukwenza ucwaningo ukuthola ukuthi iyiphi inhlobo ka-ice cream ethandwa  kakhulu esikoleni. Iyiphi  indlela angathola ngayo ukuthi iyiphi ethandwa kakhulu esikoleni?	['Ukuqoka abafundi endlini ngayinye', 'Ukuqoka amalunga eqembu lamantombazane e-softball', 'Ukuqoka amalunga eqembu labafana be-basketball', 'Ukuqoka abafundi abathanda  inhlobo ayithandayo ka-ice cream.']	A	[TextBlock(text='A) Ukuqoka abafundi endlini ngayinye', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UWendy  ufuna ukwenza ucwaningo ukuthola ukuthi iyiphi inhlobo ka-ice cream ethandwa  kakhulu esikoleni. Iyiphi  indlela angathola ngayo ukuthi iyiphi ethandwa kakhulu esikoleni?\n A)Ukuqoka abafundi endlini ngayinye B)Ukuqoka amalunga eqembu lamantombazane e-softball C)Ukuqoka amalunga eqembu labafana be-basketball D)Ukuqoka abafundi abathanda  inhlobo ayithandayo ka-ice cream.'}]}]
elementary_mathematics	Bhala u5.875 kuhlangane kube i-fraction yohlobo olulula	['5 futhi ku 8 ngaphezu kwa 9', '5 futhi ku 7 ngaphezu kwa 8', '7 phezu kwa 8', '5 futhi 87 phezu kwa 105']	B	[TextBlock(text='B)5 futhi ku 7 ngaphezu kwa 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bhala u5.875 kuhlangane kube i-fraction yohlobo olulula\n A)5 futhi ku 8 ngaphezu kwa 9 B)5 futhi ku 7 ngaphezu kwa 8 C)7 phezu kwa 8 D)5 futhi 87 phezu kwa 105'}]}]
elementary_mathematics	Hlakaza lesibalo 124 = m + 34	['158', '90', '88', '4,216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hlakaza lesibalo 124 = m + 34\n A)158 B)90 C)88 D)4'}]}]
elementary_mathematics	UZelma wathenga izindodla zikabhanana ongamaphawundi 40 wamasenti ngephawundi eyodwa. Wakhokhela i-clerk ngamadola angamashumi amabili inani. IClerk lasusa isamba senani likabhanana kulamashumi amabili amadola ukuthola ushintshi ekumele awunike uZelma. Iyiphi indlela ekhombisa inani ekumele uZelma alithole?	['p - 20', '20 - 40p', '20 - 0.40p', '0.40p - 20']	C	[TextBlock(text='C)20 - 0.40p', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UZelma wathenga izindodla zikabhanana ongamaphawundi 40 wamasenti ngephawundi eyodwa. Wakhokhela i-clerk ngamadola angamashumi amabili inani. IClerk lasusa isamba senani likabhanana kulamashumi amabili amadola ukuthola ushintshi ekumele awunike uZelma. Iyiphi indlela ekhombisa inani ekumele uZelma alithole?\n A)p - 20 B)20 - 40p C)20 - 0.40p D)0.40p - 20'}]}]
elementary_mathematics	UCelia unesitsha  esikhulu lapho kunezimali eziwuhlweza ezihlukene ezihlanganisiwe. Ufuna ukuthatha isampula yemali ewuhlweza ukulinganisa ukuthi iyiphi imali ewuhlweza eningi kakhulu. Iyiphi indlela kulezi ezilandelayo ekhombisa kahle isampuli angayikhetha? 	['Ukuthatha Ukuthathaimali ewuhlweza kwisitsha', 'Ukuthatha imali ewuhlweza kuze kuba ubanezinhlobo zonke', 'Ukuthatha imali ewuhlweza eyishubi yohlobo olulodwa kwisitsha', 'Ukuthatha imali ewuhlweza engamashumi amathathu kwisitsha engaqalazanga']	D	[TextBlock(text='D)Ukuthatha imali ewuhlweza engamashumi amathathu kwisitsha engaqalazanga', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'UCelia unesitsha  esikhulu lapho kunezimali eziwuhlweza ezihlukene ezihlanganisiwe. Ufuna ukuthatha isampula yemali ewuhlweza ukulinganisa ukuthi iyiphi imali ewuhlweza eningi kakhulu. Iyiphi indlela kulezi ezilandelayo ekhombisa kahle isampuli angayikhetha? \n A)Ukuthatha Ukuthathaimali ewuhlweza kwisitsha B)Ukuthatha imali ewuhlweza kuze kuba ubanezinhlobo zonke C)Ukuthatha imali ewuhlweza eyishubi yohlobo olulodwa kwisitsha D)Ukuthatha imali ewuhlweza engamashumi amathathu kwisitsha engaqalazanga'}]}]
elementary_mathematics	Ikwisiphi isimo ekungavezwa ngayo u 64 + 8?	['Kunamabhasi awu 8 anabafundi abawu 64 kwibhasi ngayinye.', 'UNksz. Vance unamapeni awu 8 futhi nawu 64 amapeni kwisitsha.', 'Kunezincwadi ezingu 64 esikhwameni futhi eziwu 8 zikhishiwe', 'UMnz. Juarez unezinkomishi ezingu 64 futhi ufaka izinombolo ezifanayo ngayinye kwithebula lika 8']	D	[TextBlock(text='A) Kunamabhasi awu 8 anabafundi abawu 64 kwibhasi ngayinye.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikwisiphi isimo ekungavezwa ngayo u 64 + 8?\n A)Kunamabhasi awu 8 anabafundi abawu 64 kwibhasi ngayinye. B)UNksz. Vance unamapeni awu 8 futhi nawu 64 amapeni kwisitsha. C)Kunezincwadi ezingu 64 esikhwameni futhi eziwu 8 zikhishiwe D)UMnz. Juarez unezinkomishi ezingu 64 futhi ufaka izinombolo ezifanayo ngayinye kwithebula lika 8'}]}]
elementary_mathematics	Ikuphi kulokhu okulingana no (5 + 2) x 8?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikuphi kulokhu okulingana no (5 + 2) x 8?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
