subject	question	choices	answer	opus	prompt
elementary_mathematics	Koltoonii fi abbaan isaa halluu gaalonii tokko kan $13 baasu bitatan. Akkasumas buruushota 2 tokkoon tokkoon isaanii $ 9 kan ta'an bitatan. Gibira osoo hin dabalatin baasii waliigalaa buruushotaa fi halluu isaan bitatan meeqa ture?	['$22', '$24', '$31', '$35']	C	[TextBlock(text='D)$35', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Koltoonii fi abbaan isaa halluu gaalonii tokko kan $13 baasu bitatan. Akkasumas buruushota 2 tokkoon tokkoon isaanii $ 9 kan ta'an bitatan. Gibira osoo hin dabalatin baasii waliigalaa buruushotaa fi halluu isaan bitatan meeqa ture?\n A)$22 B)$24 C)$31 D)$35""}]}]"
elementary_mathematics	gatii y furi. y – 2 + 3y = 10	['2', '3', '4', '5']	B	[TextBlock(text='A)2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'gatii y furi. y – 2 + 3y = 10\n A)2 B)3 C)4 D)5'}]}]
elementary_mathematics	3 irra 2 * w = 66 furi	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '3 irra 2 * w = 66 furi\n A)33 B)44 C)88 D)99'}]}]
elementary_mathematics	Weendiin mana barumsaa ishee keessatti mi'aan ayiskiriimii kamtu baay'ee akka jaallatamu murteessuuf qo'annoo gaggeessuu barbaaddi. Malawwan armaan gadii keessaa barattoota mana barumsaa ishee keessa jiran keessaa saamuda tasaa filachuuf karaan inni gaariin isa kami?	"['tokkoon tokkoon kutaa keessaa barattoota kudhan filachuu', 'miseensota garee kubbaa lallaafaa shamarranii filachuu', 'miseensota garee kubbaa kachoo dhiirotaa filachuu', ""Barattoota mi'aa ayiskiriimii isheen jaalattu jaallatan filachuu""]"	A	[TextBlock(text='A)tokkoon tokkoon kutaa keessaa barattoota kudhan filachuu', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Weendiin mana barumsaa ishee keessatti mi'aan ayiskiriimii kamtu baay'ee akka jaallatamu murteessuuf qo'annoo gaggeessuu barbaaddi. Malawwan armaan gadii keessaa barattoota mana barumsaa ishee keessa jiran keessaa saamuda tasaa filachuuf karaan inni gaariin isa kami?\n A)tokkoon tokkoon kutaa keessaa barattoota kudhan filachuu B)miseensota garee kubbaa lallaafaa shamarranii filachuu C)miseensota garee kubbaa kachoo dhiirotaa filachuu D)Barattoota mi'aa ayiskiriimii isheen jaalattu jaallatan filachuu""}]}]"
elementary_mathematics	5.875 akka lakkoofsa makaatti yookiin firaakshiniitti bifa salphaa ta'een barreessi	['5 fi 8 irra 9', '5 fi 7 irra 8', '7 irra 8', '5 fi 87 irra 105']	B	[TextBlock(text='B)5 fi 7 irra 8', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""5.875 akka lakkoofsa makaatti yookiin firaakshiniitti bifa salphaa ta'een barreessi\n A)5 fi 8 irra 9 B)5 fi 7 irra 8 C)7 irra 8 D)5 fi 87 irra 105""}]}]"
elementary_mathematics	Hima walqixaa 124 = m + 34 furi	['158', '90', '88', '4,216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Hima walqixaa 124 = m + 34 furi\n A)158 B)90 C)88 D)4'}]}]
elementary_mathematics	Zelmaan p paawundii muuzii paawundii tokkoof saantima 40n bitti.Barreessaa sanaaf kaffaltii doolaara digdama kaffalti.Barreessaan kun baasii waliigalaa muuzii sanaa maallaqa doolaara digdamaa irraa hir’isuun hanga jijjiirama Zelmaaf kennu murteessa. Ibsa isa kamtu hamma jijjiirama Zelmaan fudhachuu qabdu bakka bu’a?	['p - 20', '20 - 40p', '20 - 0.40p', '0.40p - 20']	C	[TextBlock(text='D)0.40p - 20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zelmaan p paawundii muuzii paawundii tokkoof saantima 40n bitti.Barreessaa sanaaf kaffaltii doolaara digdama kaffalti.Barreessaan kun baasii waliigalaa muuzii sanaa maallaqa doolaara digdamaa irraa hir’isuun hanga jijjiirama Zelmaaf kennu murteessa. Ibsa isa kamtu hamma jijjiirama Zelmaan fudhachuu qabdu bakka bu’a?\n A)p - 20 B)20 - 40p C)20 - 0.40p D)0.40p - 20'}]}]
elementary_mathematics	Seeliyaan meeshaa guddaaa kan saantimni gosa adda addaa afur sirriitti itti makaman qabdi. Saantima gosa kam akka baay'ee qabdu tilmaamuuf saamuda saantima ishee fudhachuu barbaaddi. Malawwan armaan gadii keessaa karaan isheen saamuda filattu inni gaarii ta'e isa kami?	['Saantima tokko meeshaa keessaa fudhachuu', 'Hanga gosa hunda keessaa tokko qabdutti saantima fudhachuu', 'tokkoon tokkoon gosootaa keessaa saantima kudhan meeshaa keessaa fudhachuu', 'osoo hin ilaalin saantima soddoma meeshaa keessaa fudhachuu']	D	[TextBlock(text='C)tokkoon tokkoon gosootaa keessaa saantima kudhan meeshaa keessaa fudhachuu', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Seeliyaan meeshaa guddaaa kan saantimni gosa adda addaa afur sirriitti itti makaman qabdi. Saantima gosa kam akka baay'ee qabdu tilmaamuuf saamuda saantima ishee fudhachuu barbaaddi. Malawwan armaan gadii keessaa karaan isheen saamuda filattu inni gaarii ta'e isa kami?\n A)Saantima tokko meeshaa keessaa fudhachuu B)Hanga gosa hunda keessaa tokko qabdutti saantima fudhachuu C)tokkoon tokkoon gosootaa keessaa saantima kudhan meeshaa keessaa fudhachuu D)osoo hin ilaalin saantima soddoma meeshaa keessaa fudhachuu""}]}]"
elementary_mathematics	Haala kam keessatti ibsa 64 + 8 fayyadamuun danda'ama?	"['Konkolaatan 8 ni jiru tokkoon tokkoon isaniirra barattoonni 64 kan jiran ', 'Ms. Vaanceen kobbee 8 fi qubeessaa 64 meeshaa keessaa ni qabdi.', 'Bakka teessuma kitaabaatii kitaabonni 64 ni jiru fi kitaabonni 8 keessaa bahaniiru', ""Obbo Juarez siinii 64 kan qabu yoo ta'u tokkoon tokkoon minjaalaa 8 irratti lakkoofsa walqixa kaa'e. ""]"	D	"[TextBlock(text=""D)Obbo Juarez siinii 64 kan qabu yoo ta'u tokkoon tokkoon minjaalaa 8 irratti lakkoofsa walqixa kaa'e."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Haala kam keessatti ibsa 64 + 8 fayyadamuun danda'ama?\n A)Konkolaatan 8 ni jiru tokkoon tokkoon isaniirra barattoonni 64 kan jiran  B)Ms. Vaanceen kobbee 8 fi qubeessaa 64 meeshaa keessaa ni qabdi. C)Bakka teessuma kitaabaatii kitaabonni 64 ni jiru fi kitaabonni 8 keessaa bahaniiru D)Obbo Juarez siinii 64 kan qabu yoo ta'u tokkoon tokkoon minjaalaa 8 irratti lakkoofsa walqixa kaa'e. ""}]}]"
elementary_mathematics	Ibsa isa kamtu (5+2)x8 waliin walqixa?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ibsa isa kamtu (5+2)x8 waliin walqixa?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
