subject	question	choices	answer	opus	prompt
elementary_mathematics	Colton kple fofoa ƒle aŋɔ ganu ɖeka si xɔ $ 13 kple aŋɔsinu eve siwo ƒe ɖe sia ɖe ƒe asi nye $ 9. Fe si katã xe ge wole ƒe home amlɔkɔe manɔmee nye neni mahã ?	['dollar US 22', 'dollars US 24', 'dollars US 31', 'dollars US 35']	C	[TextBlock(text='C)dollars US 31', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Colton kple fofoa ƒle aŋɔ ganu ɖeka si xɔ $ 13 kple aŋɔsinu eve siwo ƒe ɖe sia ɖe ƒe asi nye $ 9. Fe si katã xe ge wole ƒe home amlɔkɔe manɔmee nye neni mahã ?\n A)dollar US 22 B)dollars US 24 C)dollars US 31 D)dollars US 35'}]}]
elementary_mathematics	Di Y ƒe xexleme le kadedeakɔŋta sia me: y -2 + 3y = 10	['2', '3', '4', '5']	B	[TextBlock(text='C)4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Di Y ƒe xexleme le kadedeakɔŋta sia me: y -2 + 3y = 10\n A)2 B)3 C)4 D)5'}]}]
elementary_mathematics	Bu kadedekɔŋta sia: 2* W = 66	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bu kadedekɔŋta sia: 2* W = 66\n A)33 B)44 C)88 D)99'}]}]
elementary_mathematics	Wendy le didim be yeaku nume ahanya ayisikle si amewo lɔ̃na wu le yeƒe sukua me la ŋu. Mɔnu siwo gbɔna la dometɔ kae ana be Wendy atsiã sukuviƒuƒoƒo nyuitɔ wu?	['sukuvi 10 le xɔ sia xɔ me', 'Nyɔnuviwo ƒe afɔbɔlhamenɔlawo tsatsiã', 'Ŋuysuviwo ƒe basketbɔlhamenɔlawo tsatsiã', 'Sukuvi siwo lɔ̃a ayikle si eyahã lɔ̃na ƒe tsatsiã']	A	[TextBlock(text='A)sukuvi 10 le xɔ sia xɔ me', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy le didim be yeaku nume ahanya ayisikle si amewo lɔ̃na wu le yeƒe sukua me la ŋu. Mɔnu siwo gbɔna la dometɔ kae ana be Wendy atsiã sukuviƒuƒoƒo nyuitɔ wu?\n A)sukuvi 10 le xɔ sia xɔ me B)Nyɔnuviwo ƒe afɔbɔlhamenɔlawo tsatsiã C)Ŋuysuviwo ƒe basketbɔlhamenɔlawo tsatsiã D)Sukuvi siwo lɔ̃a ayikle si eyahã lɔ̃na ƒe tsatsiã'}]}]
elementary_mathematics	ŋlɔ 5,875 le eƒe nɔnɔme baka nu alo le eƒe fifli bɔbɔetɔ nu	['5 kple 8 le 9 dzi', '5 kple 7 le 8 dzi', '7 le 8 dzi', '5 kple 87 le 105 dzi']	B	[TextBlock(text='C)7 le 8 dzi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ŋlɔ 5,875 le eƒe nɔnɔme baka nu alo le eƒe fifli bɔbɔetɔ nu\n A)5 kple 8 le 9 dzi B)5 kple 7 le 8 dzi C)7 le 8 dzi D)5 kple 87 le 105 dzi'}]}]
elementary_mathematics	Bu kadedemekɔŋta sia 124 = m + 34	['158', '90', '88', '4,216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bu kadedemekɔŋta sia 124 = m + 34\n A)158 B)90 C)88 D)4'}]}]
elementary_mathematics	Zelma ƒle akɔɖu kilo ɖeka eyey esia ƒe ga nye cents 20 eye wòtsɔ dollar 20 xe fea. Gaɖakadzikpɔla ɖe akɔɖuawo ƒe ga le dollar bla eve si wotsɔ nae la me ale be yeanya ga si yeatrɔ ana Zelma lae. Akɔŋta ka woawɔ ahakpɔ ga si woatrɔ ana Zelma mahã ?	['p - 20', '20 - 40P', '20 - 0,40P', '0,4P - 20']	C	[TextBlock(text='D) 40P', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zelma ƒle akɔɖu kilo ɖeka eyey esia ƒe ga nye cents 20 eye wòtsɔ dollar 20 xe fea. Gaɖakadzikpɔla ɖe akɔɖuawo ƒe ga le dollar bla eve si wotsɔ nae la me ale be yeanya ga si yeatrɔ ana Zelma lae. Akɔŋta ka woawɔ ahakpɔ ga si woatrɔ ana Zelma mahã ?\n A)p - 20 B)20 - 40P C)20 - 0 D)40P'}]}]
elementary_mathematics	Ayawagbã gã aɖe le Celia si, si me wobaka ga wuwlui ƒomevi vovovo ene ɖo. Edi be yeaku ɖewo ale be yeabu tame le gaƒomevi si le ye si sɔgbɔ la ŋu.Mɔnu siawo dometɔ kae dze na ga la tsiatsiã nyuie wu mahã ?	['Woatsɔ ga ɖeka ko le ayawagbã la me', 'Woanɔ gawo tsɔm va se ɖe esime woatsɔ gaƒomevi ɖe sia ɖe', 'Woaɖe gaƒomevi ɖe sia ɖe ewo le ayawagbã la me', 'Woamia ŋku aɖe ga wuwlui bla etɔ̃ le agbãa me.']	D	[TextBlock(text='A)Woatsɔ ga ɖeka ko le ayawagbã la me', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ayawagbã gã aɖe le Celia si, si me wobaka ga wuwlui ƒomevi vovovo ene ɖo. Edi be yeaku ɖewo ale be yeabu tame le gaƒomevi si le ye si sɔgbɔ la ŋu.Mɔnu siawo dometɔ kae dze na ga la tsiatsiã nyuie wu mahã ?\n A)Woatsɔ ga ɖeka ko le ayawagbã la me B)Woanɔ gawo tsɔm va se ɖe esime woatsɔ gaƒomevi ɖe sia ɖe C)Woaɖe gaƒomevi ɖe sia ɖe ewo le ayawagbã la me D)Woamia ŋku aɖe ga wuwlui bla etɔ̃ le agbãa me.'}]}]
elementary_mathematics	Nɔnɔme ka mee woate wɔ akɔŋta sia : 64 + 8 ?	['Bɔsu 8 lii eye sukuvi 64 le ɖe sia ɖe me', 'aƒenɔ Sangare kɔ nuŋlɔti 8 kple nutati 64 ɖe go aɖe me.', 'Woɖe agbalẽ 8 le agbalẽ agbalẽxɔ si me 64 le la', 'Kplu 64 le aƒetɔ Juarez si. Ema kpluawo sɔsɔe ɖe ɖe sia ɖe dzi']	D	[TextBlock(text='A)Bɔsu 8 lii eye sukuvi 64 le ɖe sia ɖe me', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nɔnɔme ka mee woate wɔ akɔŋta sia : 64 + 8 ?\n A)Bɔsu 8 lii eye sukuvi 64 le ɖe sia ɖe me B)aƒenɔ Sangare kɔ nuŋlɔti 8 kple nutati 64 ɖe go aɖe me. C)Woɖe agbalẽ 8 le agbalẽ agbalẽxɔ si me 64 le la D)Kplu 64 le aƒetɔ Juarez si. Ema kpluawo sɔsɔe ɖe ɖe sia ɖe dzi'}]}]
elementary_mathematics	Akɔŋta kae ɖe nyagbe 64 x 8 ɖe go mahã ?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akɔŋta kae ɖe nyagbe 64 x 8 ɖe go mahã ?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
elementary_mathematics	Dzesi neni Jaden anyakpɔ le hoʋiʋli aɖe me nenye dzesiawo le gɔme na 45 eye wònye xexlẽme 7 ƒe teƒe neni aɖe.	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Dzesi neni Jaden anyakpɔ le hoʋiʋli aɖe me nenye dzesiawo le gɔme na 45 eye wònye xexlẽme 7 ƒe teƒe neni aɖe.\n A)17 B)35 C)52 D)70'}]}]
