subject	question	choices	answer	opus	prompt
elementary_mathematics	Colton na baba yake walinunua galoni ya rangi iliyogharimu $13. Pia walinunua brashi 2 ambazo ziligharimu $9 kila moja. Gharama ya jumla, bila kutia ushuru, ya brashi na rangi waliyonunua ilikuwa nini?	[22, 24, 31, 35]	C	[TextBlock(text='D)35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Colton na baba yake walinunua galoni ya rangi iliyogharimu $13. Pia walinunua brashi 2 ambazo ziligharimu $9 kila moja. Gharama ya jumla, bila kutia ushuru, ya brashi na rangi waliyonunua ilikuwa nini?\n A)22 B)24 C)31 D)35'}]}]
elementary_mathematics	Fanya utatuzi wa y. y – 2 + 3y = 10	[2, 3, 4, 5]	B	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Fanya utatuzi wa y. y – 2 + 3y = 10\n A)2 B)3 C)4 D)5'}]}]
elementary_mathematics	Tatua 3 juu ya 2 * w = 66.	[33, 44, 88, 99]	B	[TextBlock(text='B)44', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tatua 3 juu ya 2 * w = 66.\n A)33 B)44 C)88 D)99'}]}]
elementary_mathematics	Wendy anataka kufanya uchunguzi ili kubaini ni ladha gani ya aiskrimu inayopendwa zaidi shuleni. Ni ipi kati ya njia zifuatazo ndiyo njia bora ya yeye kuchagua sampuli ya wanafunzi katika shule yake bila kufuatilia mpango wowote maalum?	['kuchagua wanafunzi kumi kutoka kwa kila chumba cha mkutano wa wanafunzi', 'kuchagua wachezaji wa timu ya softiboli ya wasichana', 'kuchagua wachezaji wa timu ya mpira wa vikapu ya wavulana', 'kuchagua wanafunzi wanaopenda ladha anayopenda ya aiskrimu']	A	[TextBlock(text='A) kuchagua wanafunzi kumi kutoka kwa kila chumba cha mkutano wa wanafunzi', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy anataka kufanya uchunguzi ili kubaini ni ladha gani ya aiskrimu inayopendwa zaidi shuleni. Ni ipi kati ya njia zifuatazo ndiyo njia bora ya yeye kuchagua sampuli ya wanafunzi katika shule yake bila kufuatilia mpango wowote maalum?\n A)kuchagua wanafunzi kumi kutoka kwa kila chumba cha mkutano wa wanafunzi B)kuchagua wachezaji wa timu ya softiboli ya wasichana C)kuchagua wachezaji wa timu ya mpira wa vikapu ya wavulana D)kuchagua wanafunzi wanaopenda ladha anayopenda ya aiskrimu'}]}]
elementary_mathematics	Andika 5.875 kama nambari mchanganyiko au akisami kwa njia rahisi zaidi.	['5 na 8 juu ya 9', '5 na 7 juu ya 8', '7 juu ya 8', '5 na 87 juu ya 105']	B	[TextBlock(text='B)5 na 7 juu ya 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andika 5.875 kama nambari mchanganyiko au akisami kwa njia rahisi zaidi.\n A)5 na 8 juu ya 9 B)5 na 7 juu ya 8 C)7 juu ya 8 D)5 na 87 juu ya 105'}]}]
elementary_mathematics	Tatua mlinganyo 124 = m + 34.	[158, 90, 88, 4216]	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tatua mlinganyo 124 = m + 34.\n A)158 B)90 C)88 D)4216'}]}]
elementary_mathematics	Zelma hununua paundi p za ndizi kwa senti 40 kwa kila paundi. Anamlipa karani noti ya dola ishirini. Karani anaondoa gharama ya jumla ya ndizi kutoka kwa noti hio ya dola ishirini ili kubaini fedha za ziada atakazompa Zelma. Usemi gani unawakilisha kiasi cha pesa ambacho Zelma anapaswa kupokea?	['p - 20', '20 - 40p', '20 - 0.40p', '0.40p - 20']	C	[TextBlock(text='C)20 - 0.40p', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zelma hununua paundi p za ndizi kwa senti 40 kwa kila paundi. Anamlipa karani noti ya dola ishirini. Karani anaondoa gharama ya jumla ya ndizi kutoka kwa noti hio ya dola ishirini ili kubaini fedha za ziada atakazompa Zelma. Usemi gani unawakilisha kiasi cha pesa ambacho Zelma anapaswa kupokea?\n A)p - 20 B)20 - 40p C)20 - 0.40p D)0.40p - 20'}]}]
elementary_mathematics	Celia ana chombo kikubwa ambamo aina nne tofauti za sarafu zimechanganywa kabisa. Anataka kuchukua sampuli ya sarafu zake ili kukadiria ni aina gani ya sarafu anazo zaidi. Ni njia gani kati ya zifuatazo ndiyo njia bora kwake ya kuchagua sampuli?	['kuchukua sarafu moja kutoka kwenye chombo', 'kuchukua sarafu mpaka awe na moja ya kila aina', 'kuchukua sarafu kumi za kila aina kutoka kwenye chombo', 'kuchukua sarafu thelathini kutoka kwenye chombo bila kuangalia']	D	[TextBlock(text='D)kuchukua sarafu thelathini kutoka kwenye chombo bila kuangalia', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Celia ana chombo kikubwa ambamo aina nne tofauti za sarafu zimechanganywa kabisa. Anataka kuchukua sampuli ya sarafu zake ili kukadiria ni aina gani ya sarafu anazo zaidi. Ni njia gani kati ya zifuatazo ndiyo njia bora kwake ya kuchagua sampuli?\n A)kuchukua sarafu moja kutoka kwenye chombo B)kuchukua sarafu mpaka awe na moja ya kila aina C)kuchukua sarafu kumi za kila aina kutoka kwenye chombo D)kuchukua sarafu thelathini kutoka kwenye chombo bila kuangalia'}]}]
elementary_mathematics	Ni katika hali gani ambayo usemi 64 + 8 unaweza kutumika?	['Kuna mabasi 8 yenye wanafunzi 64 katika kila basi.', 'Bi. Vance ana kalamu 8 na penseli 64 katika chombo.', 'Kuna vitabu 64 katika rafu ya vitabu na vitabu 8 vimeondolewa.', 'Bw. Juarez ana vikombe 64 na anaweka nambari sawa kwenye kila moja ya meza hizo 8.']	D	[TextBlock(text='D', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni katika hali gani ambayo usemi 64 + 8 unaweza kutumika?\n A)Kuna mabasi 8 yenye wanafunzi 64 katika kila basi. B)Bi. Vance ana kalamu 8 na penseli 64 katika chombo. C)Kuna vitabu 64 katika rafu ya vitabu na vitabu 8 vimeondolewa. D)Bw. Juarez ana vikombe 64 na anaweka nambari sawa kwenye kila moja ya meza hizo 8.'}]}]
elementary_mathematics	Usemi gani ni sawa na (5 + 2) x 8?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Usemi gani ni sawa na (5 + 2) x 8?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
elementary_mathematics	Idadi ya pointi ambazo Jaden alifunga katika mchezo ni chini ya 45, na pia ni kigawe cha 7. Je, Jaden angeweza kufunga pointi ngapi?	[17, 35, 52, 70]	B	[TextBlock(text='B) 35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Idadi ya pointi ambazo Jaden alifunga katika mchezo ni chini ya 45, na pia ni kigawe cha 7. Je, Jaden angeweza kufunga pointi ngapi?\n A)17 B)35 C)52 D)70'}]}]
elementary_mathematics	Ni njia gani inaweza kutumika kutatua 11 x 13?	['Zidisha 11 x 10 na 10 x 3, kisha jumlisha matokeo hayo mawili.', 'Zidisha 11 x 10 na 11 x 3, kisha jumlisha matokeo hayo mawili.', 'Zidisha 11 x 100 na 10 x 3, kisha jumlisha matokeo hayo mawili.', 'Zidisha 11 x 100 na 11 x 3, kisha jumlisha matokeo hayo mawili.']	B	[TextBlock(text='D)Zidisha 11 x 10 na 11 x 3 kisha jumlisha matokeo hayo mawili.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ni njia gani inaweza kutumika kutatua 11 x 13?\n A)Zidisha 11 x 10 na 10 x 3 B)kisha jumlisha matokeo hayo mawili. C)Zidisha 11 x 10 na 11 x 3 D)kisha jumlisha matokeo hayo mawili.'}]}]
elementary_mathematics	Wendy alinunua pakiti 30 za chingamu. Kila pakiti ilikuwa na vipande 5. Alizidisha 30 × 5 ili kupata idadi ya vipande vya chingamu alivyonunua. Je, Wendy alinunua vipande vingapi vya chingamu?	[15, 35, 150, 305]	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy alinunua pakiti 30 za chingamu. Kila pakiti ilikuwa na vipande 5. Alizidisha 30 × 5 ili kupata idadi ya vipande vya chingamu alivyonunua. Je, Wendy alinunua vipande vingapi vya chingamu?\n A)15 B)35 C)150 D)305'}]}]
elementary_mathematics	Jan alifunga pointi 3 zaidi katika mchezo wa mpira wa vikapu kuliko Salah. Cindy alifunga pointi 22, ambazo zilikuwa pointi mara dufu ya Jan. Salah alifunga pointi ngapi?	[8, 11, 14, 19]	A	[TextBlock(text='B)11', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jan alifunga pointi 3 zaidi katika mchezo wa mpira wa vikapu kuliko Salah. Cindy alifunga pointi 22, ambazo zilikuwa pointi mara dufu ya Jan. Salah alifunga pointi ngapi?\n A)8 B)11 C)14 D)19'}]}]
elementary_mathematics	Bei za tikiti za mchezo wa kuigiza ni $5.00 kwa walimu na $3.00 kwa wanafunzi. Je, itagharimu kiasi gani kwa kundi la wanafunzi 71 na walimu 5 kuuona mchezo huo?	[228, 238, 370, 380]	B	[TextBlock(text='B) 238\n\nMaelezo:\n- Kuna wanafunzi 71 na kila mmoja analipa $3.00. Kwa hiyo, wanafunzi watalipa: 71 × $3 = $213\n- Kuna walimu 5 na kila mmoja analipa $5.00. Kwa hiyo, walimu watalipa: 5 × $5 = $25\n- Jumla ya gharama zote ni: $213 + $25 = $238\n\nKwa hiyo, jibu sahihi ni B) $238.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Bei za tikiti za mchezo wa kuigiza ni $5.00 kwa walimu na $3.00 kwa wanafunzi. Je, itagharimu kiasi gani kwa kundi la wanafunzi 71 na walimu 5 kuuona mchezo huo?\n A)228 B)238 C)370 D)380'}]}]
