subject	question	choices	answer	opus	prompt
elementary_mathematics	Colton da mahaifinsa sun sayi galan na fenti wanda ya kai $13. Sun kuma sayi buroshi guda 2 wanda farashinsu ya kai dala $9 kowanne. Menene jimillar kuɗin, ba tare da haraji ba, na goga da fenti da suka saya?	['$22', '$24', '$31', '$35']	C	[TextBlock(text='A) $22', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Colton da mahaifinsa sun sayi galan na fenti wanda ya kai $13. Sun kuma sayi buroshi guda 2 wanda farashinsu ya kai dala $9 kowanne. Menene jimillar kuɗin, ba tare da haraji ba, na goga da fenti da suka saya?\n A)$22 B)$24 C)$31 D)$35'}]}]
elementary_mathematics	Nemo y. y - 2 + 3y = 10	['2', '3', '4', '5']	B	[TextBlock(text='A)2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nemo y. y - 2 + 3y = 10\n A)2 B)3 C)4 D)5'}]}]
elementary_mathematics	Nemo 3 bisa 2 * w = 66.	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nemo 3 bisa 2 * w = 66.\n A)33 B)44 C)88 D)99'}]}]
elementary_mathematics	Wendy na son yin bincike don sanin wane ɗanɗanon askirim ne ya fi shahara a makarantarta. Wacce ce a cikin waɗannan hanyoyi masu zuwa ta fi dacewa ta zaɓo mabambantan samfuran daliban makarantarta?	"['zaɓo ɗalibai goma daga kowanne ɗaki', ""zaɓar 'yan kungiyar mata na kwallon ƙafa"", 'zaɓar mambobin kungiyar kwallon kwando na maza', 'zaɓar ɗalibai masu son irin dandanon ice cream ɗin']"	A	[TextBlock(text='A) zaɓo ɗalibai goma daga kowanne ɗaki', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Wendy na son yin bincike don sanin wane ɗanɗanon askirim ne ya fi shahara a makarantarta. Wacce ce a cikin waɗannan hanyoyi masu zuwa ta fi dacewa ta zaɓo mabambantan samfuran daliban makarantarta?\n A)zaɓo ɗalibai goma daga kowanne ɗaki B)zaɓar 'yan kungiyar mata na kwallon ƙafa C)zaɓar mambobin kungiyar kwallon kwando na maza D)zaɓar ɗalibai masu son irin dandanon ice cream ɗin""}]}]"
elementary_mathematics	Rubuta 5.875 izuwa mis lamba ko farakshin a tsari mafi sauƙi.	['5 da 8 bisa 9', '5 da 7 bisa 8', '7 bisa 8', '5 da 87 bisa 105']	B	[TextBlock(text='B)5 da 7 bisa 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rubuta 5.875 izuwa mis lamba ko farakshin a tsari mafi sauƙi.\n A)5 da 8 bisa 9 B)5 da 7 bisa 8 C)7 bisa 8 D)5 da 87 bisa 105'}]}]
elementary_mathematics	Warware lissafin 124 = m + 34.	['158', '90', '88', '88']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Warware lissafin 124 = m + 34.\n A)158 B)90 C)88 D)88'}]}]
elementary_mathematics	Zelma na sayen ayaba mai nauyin p akan sulalla 40 a kowane nauyi ɗaya. Ta biya magatakarda dala ashirin. Magatakardar ya cire jimlar kuɗin ayaba daga lissafin dala ashirin don sanin adadin canjin da za a ba Zelma. Wane lissafi ne ke wakiltar adadin canjin da Zelma ya kamata ta karɓa?	['p - 20', '20 - 40p', '20 - 0.40p', '0.40p - 20']	C	[TextBlock(text='C)20 - 0.40p', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zelma na sayen ayaba mai nauyin p akan sulalla 40 a kowane nauyi ɗaya. Ta biya magatakarda dala ashirin. Magatakardar ya cire jimlar kuɗin ayaba daga lissafin dala ashirin don sanin adadin canjin da za a ba Zelma. Wane lissafi ne ke wakiltar adadin canjin da Zelma ya kamata ta karɓa?\n A)p - 20 B)20 - 40p C)20 - 0.40p D)0.40p - 20'}]}]
elementary_mathematics	Celia tana da babban akwati wanda a cikinta akwai tsabar kuɗi iri-iri huɗu waɗanda aka gauraya sosai. Tana so ta ɗauki samfur daga tsabar kuɗinta don kimanta irin tsabar da ta fi mallaka. A cikin waɗannan hanyoyi wanne ne ya fi dacewa da ita ta zabi samfurin?	['ɗaukar sile ɗaya daga mazubin.', 'ɗaukar sulalla har sai ta ɗauki kowanne.', 'ɗaukar sulalla guda goma a cikin mazubin', 'ɗaukar sulalla guda talatin a ciki ba tare da kallo ba']	D	[TextBlock(text='A) ɗaukar sile ɗaya daga mazubin.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Celia tana da babban akwati wanda a cikinta akwai tsabar kuɗi iri-iri huɗu waɗanda aka gauraya sosai. Tana so ta ɗauki samfur daga tsabar kuɗinta don kimanta irin tsabar da ta fi mallaka. A cikin waɗannan hanyoyi wanne ne ya fi dacewa da ita ta zabi samfurin?\n A)ɗaukar sile ɗaya daga mazubin. B)ɗaukar sulalla har sai ta ɗauki kowanne. C)ɗaukar sulalla guda goma a cikin mazubin D)ɗaukar sulalla guda talatin a ciki ba tare da kallo ba'}]}]
elementary_mathematics	A wane yanayi ne za a iya amfani da lissafin 64 + 8?	['Akwai motocin bas guda 8 da dalibai 64 a kowace bas.', 'Mr. Vanxe yana da biro guda 8  kuma fansira guda 64 a ciki mazubi.', 'Akwai littattafai 64 a cikin wajan ajjiye littatafai kuma an cire littattafai 8 daga wajan.', 'Mista Juarez yana da kofuna 64 kuma ya sanya lamba daidai akan kowane teburi 8']	D	[TextBlock(text='A)Akwai motocin bas guda 8 da dalibai 64 a kowace bas.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'A wane yanayi ne za a iya amfani da lissafin 64 + 8?\n A)Akwai motocin bas guda 8 da dalibai 64 a kowace bas. B)Mr. Vanxe yana da biro guda 8  kuma fansira guda 64 a ciki mazubi. C)Akwai littattafai 64 a cikin wajan ajjiye littatafai kuma an cire littattafai 8 daga wajan. D)Mista Juarez yana da kofuna 64 kuma ya sanya lamba daidai akan kowane teburi 8'}]}]
elementary_mathematics	Wanne magana yayi daidai da (5 + 2) x 8?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wanne magana yayi daidai da (5 + 2) x 8?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]
elementary_mathematics	Adadin maki da Jaden ya ci a wasa bai wuce 45 ba, kuma makin ninki-nikin 7 ne. Maki nawa ne Jaden ya ci?	['17', '35', '52', '70']	B	[TextBlock(text='A) 17', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Adadin maki da Jaden ya ci a wasa bai wuce 45 ba, kuma makin ninki-nikin 7 ne. Maki nawa ne Jaden ya ci?\n A)17 B)35 C)52 D)70'}]}]
