question,choices,answer,subject,output
Nakahe gaciro ka p muri 24 = 2p? ,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,B)p = 8
Madamu Perez yatwaye ibirometero 40 muminsi 5. Yatwaraga ibirometero bingana buri munsi.Madamu Perez yatwaraga ibirometero bingahe buri munsi ?,"['5', '7', '8', '9']",C,elementary_mathematics,A)5
Shakisha igipimo cya −40 ÷ (−8). ,"['1 kuri 5', '-5', '−1 kuri 6', '5']",D,elementary_mathematics,D)5
"Ikipe yumupira wamaguru ifite $90.00 yo kugura imipira yumupira wamaguru. Niba umupira umwe wamaguru ugura $15.60, numubare ungahe wimipira yamaguru ikipe ishobora kugura? ","['4', '5', '6', '7']",B,elementary_mathematics,A)4
Wowe ninshuti eshatu mugiye mu gitaramo. Igiciro cyose cyamatike ane ni $112. Andika kandi ukemure ikigereranyo kugirango ubone igiciro cyitike imwe t.,"['4t = 112; $449', '4t = 112; $29', 't kuri 4 = 112; $448  ', 't kuri 4 = 112; $28']",B,elementary_mathematics,B) 4t = 112; $29
Koresha imvugo irihepfo kugirango usubize ikibazo.  3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Ni akahe gaciro kiyimvugo? ,"['9', '11', '26', '32']",C,elementary_mathematics,C)26
Andika 1 na 1 hejuru ya 11 muri rusange cyangwa umubare uvanze muburyo bworoshye. ,"['1.1 kuri 11  ', '11 kuri 11', '12 kuri 11', '11 kuri 12']",C,elementary_mathematics,C)12 kuri 11
Shakisha igipimo cya 2.16 ÷ 0.06. ,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,B)36
Shakisha itandukaniro rya 142.76 – 16.5. ,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,D)111
Shakisha igipimo cya 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,D)7.2
Jimmy na Kima bagiye murugendo. Bazatwara iminsi itatu. Umunsi wambere bazagenda ibirometero 182. Umunsi wa kabiri bazagenda ibirometero 439. Umunsi wa gatatu bazagenda ibirometero 217. Niyihe mvugo igereranya neza yibirometero Jimmy na Kima bazagenda murugendo rwabo?,"['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,C)200 + 450 + 200
Niki gisigara iyo 21 igabanyijwe na 7? ,"['21', '7', '1', 'Nta na kimwe muri ibyo  ']",D,elementary_mathematics,C)1
Maddie azatwara igare rye ibirometero 56 byose muminsi 7. Azagenda ibirometero bingana buri munsi. Nikirometero zingahe Maddie azagenda buri munsi?,"['8', '9', '49', '63']",A,elementary_mathematics,A)8
Shakisha umubare utanga ibisobanuro 48 hejuru ya 88 = ? kurenga 11 nukuri.,"['6', '11', '8', '5']",A,elementary_mathematics,C)8
Ni ubuhe buryo bwiza bwo kugura?,"['ibice 10 byisabune ku madolari 23.20  ', 'Amasabune 16 ku madolari 36.48  ', 'Amasabune 13 ku madolari 29.51 ', 'Amasabune 12 ku madolari 27.60  ']",C,elementary_mathematics,A) ibice 10 byisabune ku madolari 23.20
"Trish’s iruhuka ryumutima ni gukubita 50 kumunota. Kuri buri munota akora imyitozo, umuvuduko wumutima we wongera gukubita 5 kumunota. Bizamutwara igihe kingana iki kugirango agere aho umutima ukubita 120 ku munota?","['Iminota 5  ', 'Iminota 14', 'Iminota 34', 'Iminota 70']",B,elementary_mathematics,B)Iminota 14
"Shaka umubare wibice bwo hagati mu bipimo 23, 13, 18, 29, 32, 25.","['18', '24', '25', '29']",B,elementary_mathematics,C)25
"Jack yatoye pome 60 mu giti cya pome. Yakoresheje 12 murizo gukora umutobe wa pome. Ashyira pome zisigaye bingana mubiseke 6 byimpano. Ni ubuhe buringanire bushobora gukoreshwa kugirango umenye umubare wa pome, a, Jack ashyira muri buri gitebo cyimpano?","['(60/6)—12=a', '(60—12)/6=a', '(60-6)-12=a', '(60+12)/6=a']",B,elementary_mathematics,B)(60—12)/6=a
Ikarita runaka ikoresha igipimo cya santimetero 1 ingana na kilometero 25. Nibirometero bingahe bigereranywa na santimetero 5 kuri iyi karita?,"['5', '25', '50', '125']",D,elementary_mathematics,D)125
Sigura (2 + 5)^2 − 42. ,"['7', '16', '50', '33']",A,elementary_mathematics,D)33
Shakisha agaciro ka 4 ÷ 2 • 2 + 8 − 4. ,"['-12', '12', '8', '16']",C,elementary_mathematics,C)8
Umutoza yakubiye umubare wabasiganwa ku murongo uhura na hafi 10 . Umubare wuzuye wabiruka ni 400. Niwuhe mubare ushobora kuba umubare nyawo wabiruka kumurongo ?,"['382', '397', '406', '447']",B,elementary_mathematics,C)406
−4 +  ( −3 )=,"['-7', '-1', '1', '7']",A,elementary_mathematics,A)-7
"Mark afite icyegeranyo cyakashe. Afite kashe 22 zo mu Buyapani, 34 zo muri Kanada, na 17 zo muri Mexico. Afite kashe zingahe icyarimwe?","['53', '63', '73', '83']",C,elementary_mathematics,D)83
Shakisha igisubizo cyikibazo x + 2.7 = 8.4 uhereye ku mibare yatanzwe.  ,"['11.1', '5.7', '3.7', '22.68']",B,elementary_mathematics,C) 3.7
Shaka umubare utuma ibyavuzwe biba ukuri: 0.32 g = _ cg.  ,"['32', '3.2', '3,200', '22.68']",A,elementary_mathematics,A)32
Shaka igiteranyo cya 5.7 ((8) ukoresheje ubwonko ukoresheje umutungo utanga.  ,"['46.4', '456', '4.56', '45.6']",D,elementary_mathematics,D)45.6
"Ni ikihe gipimo cyerekana imvugo 2,314 /4?","['508', '508 r2', '578', '578 r2']",D,elementary_mathematics,B)508 r2
Rosa afite intego yo kwiruka ibirometero 100 muri uku kwezi. Buri munsi yirukaga ibirometero 5. Nayahe mabwiriza Rosa yakoresha kugira ngo amenye ibirometero asigaje kwiruka nyuma yo kwiruka iminsi d?  ,"['100 — 5d', '5d+ 100', '100 / 5d', '5d']",A,elementary_mathematics,A)100 — 5d
Menya imvugo ya alijebure ihuza nijambo ryinteruro: inshuro 4 zamacupa Tom yakusanyije.  ,"['4t', 't kuri 4  ', 't − 4', 't + 4']",A,elementary_mathematics,A)4t
Andrew yanditse umubare 186.425 ku kibaho. Niyihe numero ifite agaciro kumubare 6 inshuro 10 zagaciro kumubare 6 wumubare wanditswe na Andrew? ,"['681,452', '462,017', '246,412', '125,655']",B,elementary_mathematics,C)462
Umubare 123 kuri 8 ni uwuhe? ,"['15 hasaguka 7  ', '15 hasaguka 7  ', '16 hasaguka 5  ', '16 hasaguka 1  ']",B,elementary_mathematics,D)16 hasaguka 1
Andika 8 na 2 kuri 4 nkigice kidakwiye muburyo bworoshye. ,"['17 kuri 2  ', '34 kuri 4  ', '17 kuri 4', '19 kuri 2  ']",A,elementary_mathematics,C) 17 kuri 4
Ni irihe jambo rishobora gukoreshwa kugira ngo rigaragaze umubare 270.240 wanditswe mu buryo bwagutse?  ,"['200,000 + 7,000 + 200 + 5', '200,000 + 7,000 + 200 + 41', '200,000 + 70,000 + 200 + 41', '200,000 + 70,000 + 2,000 + 41']",C,elementary_mathematics,D)200
 Umukozi kumurongo winteko afata amasaha 7 kugirango atange ibice 22. Akoresheje icyo gipimo ashobora gutanga ibice bingahe mumasaha 35?,"['ibice 220 ', 'ibice 770', 'ibice 4', 'ibice 110']",D,elementary_mathematics,D)ibice 110
"Abe yasanze mwayeni hamwe na umuhuza yuru rutonde rwimibare. 1, 3, 3 Niba umubare 6 wongeyeho kurutonde, hanyuma","['Mwayeni yakwiyongera', 'Mwayeni yagabanuka. ', 'umuhuza wakwiyongera. ', 'umuhuza wagabanuka.']",A,elementary_mathematics,A) Mwayeni yakwiyongera
"Iyo n = 11, agaciro ka 10 – (n + 6) niki? ","['-7', '5', '7', '27']",A,elementary_mathematics,A)-7
"Ni ubuhe buryo bugereranya interuro ikurikira? 3 munsi yumubare, p ","['3-p', 'p+3', '3/p', 'p-3']",D,elementary_mathematics,A) 3-p
Ikinamico cyakusanyije $6 kuri buri tike yagurishijwe muri firime. Ikinamico cyagurishije amatike 500 kuri firime. Imvugo ikurikira irashobora gukoreshwa mugushakisha amafaranga theatre yakusanyije kumatike. 6 × 500 Niyihe mvugo ishobora no gukoreshwa mugushakisha amafaranga theatre yakusanyije kumatike?,"['31 × 10^1', '30 × 10^3', '(6 × 5) × 10^3', '(6 × 5) × 10^3']",C,elementary_mathematics,C
Reka 12-9+c=12. Ni akahe gaciro ka c gatuma ikigereranyo kiba impamo? ,"['0', '3', '9', '12']",C,elementary_mathematics,B)3
"Umuryango wa Sojourn wagiye mu biruhuko. Batangiranye na $2000. Niba bakoresha $150 buri munsi, niyihe mvugo yerekana amafaranga bari bafite nyuma yiminsi x?","['1850x', '2000 −150x', '150x', '2000 +150x']",B,elementary_mathematics,B) 2000 −150x
"Akabati gafite ibitabo bine. Uburemere, muri pound, bwa buri gitabo mu bitabo bine biri kukabati ni 2.5, 3.2, 2.7, 2.3 Nubuhe busumbane bugereranya uburemere, w, bwigitabo icyo ari cyo cyose cyatoranijwe mu kabati? ","['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']",D,elementary_mathematics,D)w < 3.3
Ni uwuhe mubare ufite agaciro karenze 5? ,"['-6', '-5', '0', '5']",A,elementary_mathematics,C)0
Ni akahe gaciro kimvugo 2 (3 (4^2 + 1)) - 2^3? ,"['156', '110', '94', '48']",C,elementary_mathematics,A)156
"Gwen yanditse umuterere wumubare hepfo kurupapuro. 1, 5, 9, 13 Ni iyihe mibare ebyiri ikurikira mumuterere wa Gwen? ","['15, 17', '15, 19', '17, 19', '17, 21']",D,elementary_mathematics,B)17 D)19
Niba udusanduku twamapera 3 tugura $2.37 ni udusanduku tungahe twamapera ushobora kugura kuri $9.48? ,"[' udusanduku 3', ' udusanduku 12', ' udusanduku 36', ' udusanduku 13']",B,elementary_mathematics, B) udusanduku 12
