,amh,eng,ewe,fra,hau,ibo,kin,lin,lug,orm,sna,sot,swa,twi,wol,xho,yor,zulllama3,0.36175656779030674,0.68234395952493,0.3727661759023127,0.4445010953234767,0.41738489886443536,0.4721195126332391,0.40061147186147184,0.31391644547256453,0.37858881974014624,0.36605568837692287,0.44311943259585196,0.359700163246772,0.5234517986090313,0.3547065707113825,0.3323613836203764,0.41237590521563083,0.3933530634951504,0.39983579560191934
gemma,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
flant5,0.1716416797195495,0.8265578598311695,0.22927554420091734,0.6481774935507808,0.3076326667923489,0.26220265351464006,0.3123152117615491,0.2291118043076135,0.3449864938846475,0.3035215950909453,0.34308819354440534,0.3153908140354747,0.30191158900836323,0.25641567435779655,0.281368294006626,0.2728951224785279,0.2832955356161838,0.2685289342206211
mt0,0.37088717668709176,0.4533994894473807,0.20158458277607016,0.45010547947314855,0.3650085074055239,0.3587391519402851,0.31181277542463526,0.2329336901396979,0.3172670387282259,0.2181322898811688,0.3482513008752658,0.3796952637881436,0.4070045089082043,0.2982160876897719,0.17302569364179712,0.37375468221014174,0.2855938466205622,0.3797620752140384
gemmaUltra,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
gemmaAlpaca,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
llama7b,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
aya,0.47073751843726247,0.4943372188632852,0.32261034692161494,0.4510274278197485,0.4415090770620254,0.4384559802264706,0.39079536920354885,0.21507133857731464,0.4033967788021628,0.3852350009850539,0.4171903849010451,0.4368765874766395,0.4372705490023765,0.3800829794459887,0.27283224677361484,0.46233131258984617,0.39788197704157346,0.43202708654036515
llama3n70B,0.4247604466538757,0.7965334049341464,0.2783149789596204,0.7709450346560822,0.4955813692827847,0.44766059429055466,0.4252666409035108,0.25062154533893366,0.40177301844279567,0.4049129313115593,0.4327402213202631,0.4360687718620616,0.6445623007022905,0.22708305087299077,0.32411313696503413,0.44879075613708297,0.3843056939777767,0.4578519602006721
bloom7b,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
llama13b,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
